Date,SOHU_stock_Open_average,SOHU_stock_Open_max,SOHU_stock_Open_min,SOHU_stock_Open_volatility,SOHU_stock_Open_change,SOHU_stock_High_average,SOHU_stock_High_max,SOHU_stock_High_min,SOHU_stock_High_volatility,SOHU_stock_High_change,SOHU_stock_Low_average,SOHU_stock_Low_max,SOHU_stock_Low_min,SOHU_stock_Low_volatility,SOHU_stock_Low_change,SOHU_stock_Close_average,SOHU_stock_Close_max,SOHU_stock_Close_min,SOHU_stock_Close_volatility,SOHU_stock_Close_change,SOHU_stock_Volume_average,SOHU_stock_Volume_max,SOHU_stock_Volume_min,SOHU_stock_Volume_volatility,SOHU_stock_Volume_change
2018-03-25,31.995,33.64,29.96,3.6799999999999997,-3.6799999999999997,32.4675,33.74,31.05,2.6900000000000013,-2.6900000000000013,30.8625,32.25,29.66,2.59,-2.5500000000000007,31.415,32.97,29.71,3.259999999999998,-2.049999999999997,528562,731607,300313,431294,431294
2018-04-01,33.228,35.2,31.15,4.050000000000004,3.210000000000001,34.49,36.34,33.14,3.200000000000003,1.9600000000000009,32.668,34.21,30.89,3.3200000000000003,2.769999999999996,33.788,34.87,32.88,1.9899999999999949,0.9199999999999946,717000,1173490,247781,925709,-925709
2018-04-08,34.638,35.0,34.19,0.8100000000000023,0.3200000000000003,34.934,35.24,34.51,0.730000000000004,-0.490000000000002,33.986,34.32,33.29,1.0300000000000011,-0.480000000000004,34.464,34.75,33.78,0.9699999999999989,-0.6899999999999977,299590,463280,156918,306362,-195036
2018-04-15,34.144,34.48,33.9,0.5799999999999983,0.17999999999999972,34.366,34.71,33.98,0.730000000000004,0.23000000000000398,33.496,34.15,32.62,1.5300000000000011,0.6000000000000014,34.098,34.37,33.85,0.519999999999996,0.01999999999999602,300781,416396,242146,174250,-114474
2018-04-22,30.392,33.81,27.72,6.090000000000003,-4.740000000000002,31.154,33.81,29.27,4.540000000000003,-3.7500000000000036,28.72,30.82,26.7,4.120000000000001,-2.120000000000001,29.456,30.94,27.28,3.66,-1.2100000000000009,800993,1457420,579267,878153,37146
2018-04-29,32.01,33.62,29.87,3.7499999999999964,3.4499999999999993,33.252,34.46,31.03,3.4299999999999997,3.4299999999999997,31.663999999999998,33.32,29.4,3.9200000000000017,3.9200000000000017,32.988,33.96,30.98,2.9800000000000004,2.9800000000000004,568938,770897,345605,425292,-291343
2018-05-06,35.27,36.46,33.95,2.509999999999998,2.509999999999998,36.12,37.12,35.53,1.5899999999999963,1.5899999999999963,34.8,35.47,33.95,1.519999999999996,1.519999999999996,35.518,36.4,34.67,1.7299999999999969,0.490000000000002,380374,494274,243920,250354,-206304
2018-05-13,36.326,36.73,35.76,0.9699999999999989,0.5,37.13,37.93,36.55,1.3800000000000026,-1.3800000000000026,35.926,36.35,35.45,0.8999999999999986,0.1600000000000037,36.554,37.06,36.08,0.980000000000004,-0.980000000000004,309370,536946,242626,294320,-276562
2018-05-20,36.51,37.49,35.47,2.020000000000003,-0.35999999999999943,37.33,37.49,36.83,0.6600000000000037,0.10000000000000142,35.988,36.34,35.46,0.8800000000000026,0.29000000000000625,36.686,37.42,35.95,1.4699999999999989,1.0899999999999963,584191,1126749,320540,806209,-806209
2018-05-27,36.6925,37.27,36.23,1.0400000000000063,-0.5200000000000031,37.2375,37.95,36.48,1.470000000000006,0.020000000000003126,36.28,36.71,35.86,0.8500000000000014,0.28000000000000114,36.685,37.81,36.14,1.6700000000000017,1.2800000000000011,417577,617934,280265,337669,152089
2018-06-03,39.572,40.5,38.0,2.5,1.5499999999999972,40.576,41.36,39.92,1.4399999999999977,-0.46000000000000085,39.036,40.29,38.0,2.289999999999999,0.5399999999999991,39.786,40.62,38.63,1.9899999999999949,-0.519999999999996,817489,1574614,419167,1155447,-1155447
2018-06-10,39.456,40.34,38.79,1.5500000000000043,1.5500000000000043,40.438,41.53,39.73,1.8000000000000043,1.8000000000000043,39.13,39.82,38.57,1.25,1.25,40.058,41.25,39.01,2.240000000000002,2.240000000000002,409410,567778,289096,278682,89821
2018-06-17,41.153999999999996,41.38,40.91,0.47000000000000597,0.20000000000000284,41.653999999999996,42.12,41.41,0.7100000000000009,-0.5,40.238,40.73,39.45,1.279999999999994,-0.0800000000000054,41.298,41.81,41.0,0.8100000000000023,-0.44000000000000483,372453,507169,279213,227956,-130397
2018-06-24,37.936,40.55,35.86,4.689999999999998,-4.649999999999999,38.272,40.64,36.15,4.490000000000002,-4.359999999999999,36.598,38.31,35.01,3.3000000000000043,-3.3000000000000043,36.93,38.6,35.5,3.1000000000000014,-2.9399999999999977,496249,659686,330489,329197,169438
2018-07-01,35.230000000000004,35.85,34.5,1.3500000000000014,-0.4299999999999997,36.1375,37.39,35.48,1.9100000000000037,-0.020000000000003126,34.61,35.26,34.23,1.0300000000000011,0.22000000000000597,35.3275,35.81,34.58,1.230000000000004,-0.01999999999999602,231237,290867,127645,163222,32130
2018-07-08,34.848,35.7,34.0,1.7000000000000028,-0.45000000000000284,35.312,35.94,34.7,1.2399999999999949,-0.46999999999999886,34.124,34.78,33.7,1.0799999999999983,-0.8200000000000003,34.494,35.25,33.81,1.4399999999999977,-1.2299999999999969,205615,265398,144891,120507,3060
2018-07-15,33.284,33.99,32.12,1.8700000000000045,-1.8700000000000045,33.81,34.31,32.85,1.4600000000000009,-1.4600000000000009,32.81,33.62,31.97,1.6499999999999986,-1.6099999999999994,33.028,34.05,32.08,1.9699999999999989,-1.6400000000000006,223246,368704,123547,245157,-83611
2018-07-22,31.808,32.35,31.09,1.2600000000000016,-0.33999999999999986,32.628,33.0,32.29,0.7100000000000009,0.21000000000000085,30.836,31.33,29.93,1.3999999999999986,-0.879999999999999,31.478,32.6,30.53,2.0700000000000003,-1.0899999999999999,367902,599576,241945,357631,259514
2018-07-29,25.268,25.92,24.95,0.9700000000000024,0.0,26.208,27.61,25.32,2.289999999999999,-1.6499999999999986,24.556,25.02,23.63,1.3900000000000006,1.2600000000000016,25.37,26.45,24.99,1.4600000000000009,-1.4600000000000009,1218831,3546725,387289,3159436,-3159436
2018-08-05,24.082,24.39,23.69,0.6999999999999993,-0.5600000000000023,24.596,25.15,24.1,1.0499999999999972,-1.0499999999999972,23.43,23.98,22.6,1.379999999999999,-1.379999999999999,23.696,24.22,22.69,1.5299999999999976,-1.5299999999999976,543233,705006,463848,241158,235585
2018-08-12,21.998,22.69,21.11,1.5800000000000018,-1.0600000000000023,22.276,22.84,21.83,1.0100000000000016,-0.860000000000003,21.419999999999998,22.0,20.79,1.2100000000000009,-0.6600000000000001,21.908,22.66,20.85,1.8099999999999987,-1.0100000000000016,648101,1118559,410159,708400,-4544
2018-08-19,21.932,22.21,21.71,0.5,-0.05999999999999872,22.306,22.65,21.74,0.9100000000000001,-0.6500000000000021,21.504,21.7,21.31,0.39000000000000057,-0.15000000000000213,21.818,22.06,21.59,0.46999999999999886,-0.46000000000000085,300178,411922,201386,210536,-183433
2018-08-26,21.764,22.41,20.71,1.6999999999999993,-1.3399999999999999,22.17,22.81,21.67,1.139999999999997,-1.0,21.316,21.9,20.71,1.1899999999999977,-1.1899999999999977,21.634,22.34,20.83,1.5100000000000016,-0.9899999999999984,244436,315796,182833,132963,-49705
2018-09-02,20.25,21.23,19.67,1.5599999999999987,-1.5599999999999987,20.6275,21.29,20.16,1.129999999999999,-0.5999999999999979,19.8125,20.32,19.61,0.7100000000000009,-0.6499999999999986,20.1375,20.36,19.82,0.5399999999999991,0.0,388211,480172,339860,140312,-118240
2018-09-09,20.45,21.14,19.75,1.3900000000000006,0.740000000000002,20.906,21.58,20.12,1.4599999999999973,1.0799999999999983,20.128,20.85,19.53,1.3200000000000003,1.1000000000000014,20.538,21.15,20.0,1.1499999999999986,0.8599999999999994,396475,588620,288091,300529,109637
2018-09-16,20.472,21.22,19.74,1.4800000000000004,0.5999999999999979,20.812,21.5,20.4,1.1000000000000014,0.6900000000000013,20.006,20.81,19.43,1.379999999999999,0.879999999999999,20.438,21.36,19.61,1.75,1.3200000000000003,316779,474301,167060,307241,177562
2018-09-23,21.236,21.55,20.98,0.5700000000000003,0.030000000000001137,21.47,21.67,21.07,0.6000000000000014,-0.28999999999999915,20.732,21.2,19.64,1.5599999999999987,-0.9699999999999989,20.994,21.47,19.88,1.5899999999999999,-1.3900000000000006,340951,625045,239957,385088,385088
2018-09-30,18.758,20.05,17.14,2.91,-2.91,18.951999999999998,20.44,17.47,2.9700000000000024,-2.9700000000000024,18.0,19.8,16.75,3.0500000000000007,-3.0500000000000007,18.244,20.04,17.08,2.960000000000001,-2.960000000000001,581567,833581,350111,483470,183643
2018-10-07,16.928,17.97,16.1,1.8699999999999974,1.2199999999999989,17.546,18.82,17.13,1.6900000000000013,1.6000000000000014,16.452,17.43,15.89,1.5399999999999991,1.2300000000000004,17.226,18.72,16.22,2.5,1.5899999999999999,819964,1132223,603446,528777,528777
2018-10-14,17.986,19.3,17.09,2.210000000000001,-1.2899999999999991,18.488,19.7,17.58,2.120000000000001,-2.0199999999999996,17.302,18.23,16.62,1.6099999999999994,-1.6099999999999994,17.66,19.28,16.83,2.450000000000003,-2.450000000000003,585123,910212,428940,481272,-60061
2018-10-21,17.43,18.21,16.45,1.7600000000000016,-0.9299999999999997,18.028,18.5,17.12,1.379999999999999,-0.9399999999999977,16.95,17.68,16.05,1.629999999999999,-1.1099999999999994,17.54,18.23,16.88,1.3500000000000014,-0.7300000000000004,704681,1122349,416395,705954,705954
2018-10-28,17.574,19.31,16.57,2.7399999999999984,2.0799999999999983,18.368,19.36,17.0,2.3599999999999994,1.3399999999999999,16.712,17.63,15.94,1.6899999999999995,1.1799999999999997,17.574,19.0,16.34,2.66,1.1199999999999974,778221,987085,496301,490784,317731
2018-11-04,18.626,19.04,17.62,1.4199999999999982,1.4199999999999982,19.416,19.78,19.16,0.620000000000001,0.030000000000001137,18.042,18.6,16.5,2.1000000000000014,2.0500000000000007,18.976000000000003,19.28,18.67,0.6099999999999994,-0.33999999999999986,582559,986958,326463,660495,-660495
2018-11-11,18.964,19.77,18.17,1.5999999999999979,1.1600000000000001,19.644000000000002,20.75,18.94,1.8099999999999987,1.8099999999999987,18.69,19.37,17.85,1.5199999999999996,1.5199999999999996,19.294,20.64,17.95,2.6900000000000013,2.6900000000000013,541910,665614,382594,283020,57161
2018-11-18,20.439999999999998,20.94,19.97,0.9700000000000024,0.2900000000000027,21.0925,21.41,20.51,0.8999999999999986,-0.25,20.085,20.32,19.69,0.629999999999999,-0.19000000000000128,20.435000000000002,21.1,19.92,1.1799999999999997,-0.4200000000000017,398918,506194,231558,274636,-274636
2018-11-25,20.614,20.88,20.32,0.5599999999999987,-0.19000000000000128,21.13,21.67,20.78,0.8900000000000006,-0.060000000000002274,20.042,20.28,19.68,0.6000000000000014,-0.28000000000000114,20.72,20.94,20.4,0.5400000000000027,0.17999999999999972,504685,655707,426481,229226,216830
2018-12-02,21.475,21.94,20.58,1.360000000000003,0.33999999999999986,22.355,22.8,21.96,0.8399999999999999,0.35999999999999943,21.105,21.67,20.51,1.1600000000000001,0.6700000000000017,21.83,22.27,21.31,0.9600000000000009,0.46999999999999886,586646,835043,474708,360335,-316919
2018-12-09,22.194,23.05,21.73,1.3200000000000003,-0.3200000000000003,22.900000000000002,23.6,22.03,1.5700000000000003,0.129999999999999,21.578,22.25,20.81,1.4400000000000013,0.9000000000000021,22.096,22.96,21.55,1.4100000000000001,0.4399999999999977,605684,906358,418934,487424,29868
2018-12-16,19.972,21.93,18.72,3.210000000000001,-3.0199999999999996,20.324,22.04,18.91,3.129999999999999,-3.129999999999999,18.878,20.24,17.42,2.8199999999999967,-2.8199999999999967,19.022,20.48,17.46,3.0199999999999996,-3.0199999999999996,421662,543624,275973,267651,-59061
2018-12-23,17.7875,18.21,17.25,0.9600000000000009,0.9600000000000009,18.302500000000002,18.62,18.01,0.6099999999999994,0.6099999999999994,17.4225,17.75,17.12,0.629999999999999,0.5500000000000007,18.035,18.17,17.63,0.5400000000000027,0.5400000000000027,280795,400727,138969,261758,190200
2018-12-30,17.335,18.41,16.85,1.5599999999999987,-1.5599999999999987,18.067500000000003,18.6,17.46,1.1400000000000006,-0.5,16.8,17.13,16.51,0.6199999999999974,-0.36999999999999744,17.372500000000002,17.85,16.53,1.3200000000000003,0.2699999999999996,306462,363798,224113,139685,89730
2019-01-06,18.63,19.02,17.77,1.25,1.120000000000001,19.082,19.56,18.61,0.9499999999999993,0.490000000000002,17.982,18.7,17.17,1.5299999999999976,1.0599999999999987,18.8,19.16,18.44,0.7199999999999989,0.17999999999999972,315597,412195,222628,189567,-97177
2019-01-13,18.664,19.09,18.23,0.8599999999999994,0.7300000000000004,19.22,19.78,18.69,1.0899999999999999,1.0899999999999999,18.458000000000002,18.8,18.1,0.6999999999999993,0.6999999999999993,18.862000000000002,19.54,18.19,1.3499999999999979,1.3499999999999979,221875,250705,183975,66730,53742
2019-01-20,18.9825,19.52,18.35,1.1699999999999982,0.19000000000000128,19.4875,19.96,19.05,0.9100000000000001,0.490000000000002,18.5175,19.45,18.03,1.4199999999999982,1.0799999999999983,19.017500000000002,19.89,18.37,1.5199999999999996,1.2899999999999991,270268,422107,201795,220312,-213191
2019-01-27,20.25,20.87,19.5,1.370000000000001,1.370000000000001,20.998,21.9,20.18,1.7199999999999989,1.7199999999999989,19.588,20.02,19.15,0.870000000000001,0.5,20.544,21.46,19.86,1.6000000000000014,1.6000000000000014,414741,765874,226549,539325,539325
2019-02-03,21.868,22.49,20.93,1.5599999999999987,-0.28999999999999915,22.354,22.71,21.54,1.1700000000000017,-0.9100000000000001,21.476,22.13,20.91,1.2199999999999989,-0.3099999999999987,21.938,22.48,21.09,1.3900000000000006,-0.9199999999999982,195295,279276,95045,184231,-184231
2019-02-10,21.201999999999998,21.58,20.59,0.9899999999999984,-0.9200000000000017,21.444,22.0,20.59,1.4100000000000001,-1.4100000000000001,20.572,21.27,19.24,2.030000000000001,-1.8900000000000006,20.788,21.41,19.57,1.8399999999999999,-1.759999999999998,262569,555230,158328,396902,347515
2019-02-17,19.8,20.1,19.62,0.4800000000000004,0.17999999999999972,20.357499999999998,20.88,19.83,1.0500000000000007,0.6400000000000006,19.53,19.82,19.25,0.5700000000000003,0.1700000000000017,20.0075,20.76,19.62,1.1400000000000006,0.7900000000000027,293835,392060,218935,173125,173125
2019-02-24,20.58,21.41,20.06,1.3500000000000014,-1.1400000000000006,20.826,21.42,20.52,0.9000000000000021,-0.740000000000002,19.98,20.62,19.64,0.9800000000000004,-0.8100000000000023,20.286,20.93,19.86,1.0700000000000003,-1.0700000000000003,232946,336668,152077,184591,-184591
2019-03-03,19.878,20.62,18.38,2.240000000000002,-1.8399999999999999,20.332,21.49,18.63,2.8599999999999994,-1.6500000000000021,19.174,20.2,17.88,2.3200000000000003,-1.490000000000002,19.588,20.62,18.33,2.2900000000000027,-1.5200000000000031,436587,595952,233265,362687,230813
2019-03-10,18.796,19.35,18.28,1.0700000000000003,0.240000000000002,19.2,19.66,18.75,0.9100000000000001,0.3500000000000014,18.368,18.7,17.68,1.0199999999999996,-0.03999999999999915,18.872,19.38,18.35,1.0299999999999976,0.25,301708,439796,168458,271338,179972
2019-03-17,18.388,19.5,17.3,2.1999999999999993,-2.1999999999999993,18.498,19.57,17.41,2.16,-2.16,17.706,18.56,16.51,2.049999999999997,-2.049999999999997,17.88,18.74,16.54,2.1999999999999993,-2.1999999999999993,359578,483251,211853,271398,178104
2019-03-24,16.712,17.21,16.37,0.8399999999999999,-0.129999999999999,16.966,17.32,16.67,0.6499999999999986,-0.48999999999999844,16.344,16.59,16.04,0.5500000000000007,-0.0799999999999983,16.646,17.14,16.09,1.0500000000000007,-0.5600000000000023,306372,379160,230335,148825,86972
2019-03-31,17.076,17.46,16.88,0.5800000000000018,0.120000000000001,17.444,17.65,17.15,0.5,0.33999999999999986,16.866,17.04,16.58,0.46000000000000085,0.3500000000000014,17.122,17.35,16.95,0.40000000000000213,0.1700000000000017,313467,409161,161154,248007,-205331
2019-04-07,16.816,17.24,16.42,0.8199999999999967,-0.6499999999999986,16.918,17.32,16.65,0.6700000000000017,-0.5700000000000003,16.502,17.08,16.22,0.8599999999999994,-0.6599999999999966,16.62,17.16,16.34,0.8200000000000003,-0.6900000000000013,280886,632838,109219,523619,63418
2019-04-14,15.605,16.42,15.12,1.3000000000000025,-1.2700000000000014,15.7375,16.42,15.37,1.0500000000000025,-1.0100000000000016,15.08,15.36,14.9,0.4599999999999991,-0.4599999999999991,15.282499999999999,15.52,15.11,0.41000000000000014,-0.20999999999999908,301706,457600,189196,268404,-252922
2019-04-21,15.512,15.82,15.14,0.6799999999999997,0.10999999999999943,15.718,15.93,15.46,0.46999999999999886,-0.16999999999999993,15.2,15.37,15.07,0.29999999999999893,-0.0600000000000005,15.530000000000001,15.73,15.27,0.46000000000000085,-0.17999999999999972,221667,313248,160571,152677,152677
2019-04-28,18.954,20.48,16.12,4.359999999999999,3.3900000000000006,20.34,21.19,18.84,2.3500000000000014,1.7399999999999984,18.622,20.0,16.12,3.879999999999999,3.3200000000000003,19.76,20.67,18.48,2.1900000000000013,1.5199999999999996,998014,1813487,366539,1446948,-1446948
2019-05-05,18.612,19.14,17.99,1.1500000000000021,-0.14000000000000057,19.080000000000002,19.5,18.38,1.120000000000001,-0.3299999999999983,18.166,18.74,17.68,1.0599999999999987,-0.41000000000000014,18.632,19.02,18.25,0.7699999999999996,-0.35999999999999943,387354,673053,209989,463064,-436735
2019-05-12,18.072,18.57,16.94,1.629999999999999,-1.0999999999999979,18.248,18.68,17.02,1.6600000000000001,-1.5199999999999996,17.412,18.1,15.81,2.290000000000001,-2.040000000000001,17.678,18.42,15.89,2.530000000000001,-2.419999999999998,295706,477127,179325,297802,202478
2019-05-19,14.75,15.66,14.19,1.4700000000000006,-1.3800000000000008,14.972,15.89,14.28,1.6100000000000012,-1.2100000000000009,14.065999999999999,14.53,13.57,0.9599999999999991,-0.9499999999999993,14.35,14.9,13.63,1.2699999999999996,-1.2699999999999996,664063,858477,566982,291495,-207866
2019-05-26,13.7775,14.08,13.4,0.6799999999999997,0.35999999999999943,14.24,14.55,14.03,0.5200000000000014,0.27999999999999936,13.3975,13.91,13.11,0.8000000000000007,0.19000000000000128,13.815000000000001,14.27,13.48,0.7899999999999991,-0.07000000000000028,730109,1226295,421846,804449,-559426
2019-06-02,13.784,14.56,13.48,1.08,0.049999999999998934,14.234,14.65,13.82,0.8300000000000001,-0.33000000000000007,13.38,13.79,13.11,0.6799999999999997,0.16999999999999993,13.842,14.56,13.4,1.1600000000000001,0.07000000000000028,369773,465396,209888,255508,-242860
2019-06-09,14.158,14.59,13.94,0.6500000000000004,0.17999999999999972,14.524,14.94,14.27,0.6699999999999999,-0.28000000000000114,13.808,14.24,13.59,0.6500000000000004,-0.21999999999999886,14.129999999999999,14.35,13.81,0.5399999999999991,-0.5399999999999991,406825,717416,233833,483583,327685
2019-06-16,14.304,14.54,13.8,0.7399999999999984,0.6199999999999992,14.612,14.94,14.4,0.5399999999999991,0.049999999999998934,13.996,14.21,13.8,0.41000000000000014,0.16000000000000014,14.24,14.45,14.05,0.3999999999999986,-0.129999999999999,248539,386623,176067,210556,210556
2019-06-23,14.034,14.14,13.78,0.3600000000000012,-0.019999999999999574,14.246,14.42,14.15,0.2699999999999996,-0.1999999999999993,13.796,13.97,13.61,0.3600000000000012,-0.17999999999999972,13.99,14.25,13.65,0.5999999999999996,-0.25,198312,316933,164757,152176,152176
2019-06-30,14.2025,14.69,13.78,0.9100000000000001,-0.9100000000000001,14.32,14.74,13.95,0.7900000000000009,-0.7900000000000009,13.842500000000001,14.26,13.41,0.8499999999999996,-0.8499999999999996,14.0625,14.36,13.87,0.4900000000000002,-0.4900000000000002,250294,369331,180007,189324,-167203
2019-07-07,13.652000000000001,13.88,13.19,0.6900000000000013,0.25,13.886,14.1,13.6,0.5,0.46999999999999886,13.452,13.73,13.12,0.6100000000000012,0.5199999999999996,13.64,13.82,13.26,0.5600000000000005,0.47000000000000064,315544,511579,124888,386691,-386691
2019-07-14,13.612,13.78,13.22,0.5599999999999987,-0.5499999999999989,13.794,13.98,13.47,0.5099999999999998,-0.5099999999999998,13.312,13.64,12.89,0.75,-0.6499999999999986,13.43,13.81,12.93,0.8800000000000008,-0.8800000000000008,214321,275230,118448,156782,149412
2019-07-21,13.098,13.32,12.88,0.4399999999999995,0.22999999999999865,13.31,13.53,12.99,0.5399999999999991,0.20999999999999908,12.866,13.09,12.53,0.5600000000000005,0.1800000000000015,13.028,13.22,12.78,0.4400000000000013,-0.14000000000000057,318368,372795,215543,157252,-51500
2019-07-28,12.45,12.68,12.2,0.4800000000000004,-0.4800000000000004,12.628,12.84,12.47,0.3699999999999992,-0.34999999999999964,12.198,12.36,12.06,0.29999999999999893,-0.17999999999999972,12.34,12.69,12.17,0.5199999999999996,-0.46999999999999886,381088,467686,260188,207498,163933
2019-08-04,9.832,11.1,8.84,2.26,-1.129999999999999,10.241999999999999,11.48,9.34,2.1400000000000006,-1.4400000000000013,9.106,9.58,8.79,0.7900000000000009,0.6300000000000008,9.475999999999999,10.09,8.8,1.2899999999999991,0.7400000000000002,1332107,2259400,345720,1913680,-1913680
2019-08-11,9.968,10.52,9.44,1.08,0.9599999999999991,10.474,11.11,9.77,1.3399999999999999,1.3399999999999999,9.768,10.46,9.21,1.25,1.25,10.354000000000001,10.96,9.55,1.4100000000000001,1.4100000000000001,544741,691667,401690,289977,34563
2019-08-18,11.094,11.49,10.68,0.8100000000000005,-0.46000000000000085,11.336,11.63,10.92,0.7100000000000009,-0.4900000000000002,10.794,11.14,10.56,0.5800000000000001,-0.5800000000000001,10.978,11.35,10.59,0.7599999999999998,-0.7599999999999998,359640,503978,241930,262048,-262048
2019-08-25,10.45,10.74,10.11,0.6300000000000008,-0.2599999999999998,10.704,10.97,10.4,0.5700000000000003,0.05000000000000071,10.168000000000001,10.43,9.9,0.5299999999999994,0.20999999999999908,10.454,10.93,10.15,0.7799999999999994,0.5999999999999996,339498,397272,274394,122878,122878
2019-09-01,10.865,10.93,10.81,0.11999999999999922,0.02999999999999936,11.0075,11.1,10.9,0.1999999999999993,0.16999999999999993,10.615,10.78,10.44,0.33999999999999986,0.25,10.7425,10.87,10.62,0.25,0.20000000000000107,215482,280611,170814,109797,-55018
2019-09-08,11.932,12.49,11.44,1.0500000000000007,1.0500000000000007,12.446,13.11,11.88,1.2299999999999986,1.2299999999999986,11.746,12.43,11.14,1.2899999999999991,1.2899999999999991,12.225999999999999,12.93,11.54,1.3900000000000006,1.3900000000000006,692278,1384179,419024,965155,23486
2019-09-15,12.432,12.8,12.1,0.7000000000000011,-0.7000000000000011,12.63,13.08,12.13,0.9499999999999993,-0.9499999999999993,12.134,12.5,11.61,0.8900000000000006,-0.8900000000000006,12.242,12.74,11.65,1.0899999999999999,-1.0899999999999999,337571,393962,289792,104170,-54264
2019-09-22,10.85,11.7,10.46,1.2399999999999984,-1.2399999999999984,11.086,11.78,10.8,0.9799999999999986,-0.8399999999999999,10.38,10.9,10.01,0.8900000000000006,-0.8900000000000006,10.562,11.0,10.16,0.8399999999999999,-0.8399999999999999,352500,511142,147363,363779,-217606
2019-09-29,10.224,10.76,9.87,0.8900000000000006,0.47000000000000064,10.554,10.92,10.08,0.8399999999999999,0.47000000000000064,10.004,10.59,9.55,1.0399999999999991,0.4399999999999995,10.364,10.9,9.97,0.9299999999999997,0.7400000000000002,383161,712991,174702,538289,-49755
2019-10-06,10.66,10.82,10.55,0.2699999999999996,-0.2400000000000002,10.838,11.0,10.7,0.3000000000000007,-0.10999999999999943,10.43,10.73,10.22,0.5099999999999998,-0.23000000000000043,10.566,10.9,10.4,0.5,-0.3100000000000005,182386,304912,138903,166009,166009
2019-10-13,10.346,10.5,10.13,0.3699999999999992,-0.3699999999999992,10.552,10.82,10.14,0.6799999999999997,-0.5499999999999989,10.15,10.43,9.77,0.6600000000000001,-0.6600000000000001,10.252,10.52,9.97,0.5499999999999989,-0.5499999999999989,180124,265038,94655,170383,112002
