Date,Janus Long-Term Care_Open_average,Janus Long-Term Care_Open_max,Janus Long-Term Care_Open_min,Janus Long-Term Care_Open_volatility,Janus Long-Term Care_Open_change,Janus Long-Term Care_High_average,Janus Long-Term Care_High_max,Janus Long-Term Care_High_min,Janus Long-Term Care_High_volatility,Janus Long-Term Care_High_change,Janus Long-Term Care_Low_average,Janus Long-Term Care_Low_max,Janus Long-Term Care_Low_min,Janus Long-Term Care_Low_volatility,Janus Long-Term Care_Low_change,Janus Long-Term Care_Close_average,Janus Long-Term Care_Close_max,Janus Long-Term Care_Close_min,Janus Long-Term Care_Close_volatility,Janus Long-Term Care_Close_change
2018-01-14,23.0,23.0,23.0,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.76,22.76,22.76,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-01-21,23.51,23.51,23.51,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-01-28,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-02-04,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2018-02-11,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2018-02-18,22.25,22.25,22.25,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-02-25,21.84,21.84,21.84,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-03-04,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2018-03-11,22.75,22.75,22.75,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-03-18,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-03-25,22.52,22.52,22.52,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2018-04-01,22.9,22.9,22.9,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2018-04-08,22.36,22.36,22.36,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-04-15,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-04-22,22.6,22.6,22.6,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-04-29,23.18,23.18,23.18,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-05-06,23.71,23.71,23.71,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-05-13,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-05-20,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2018-05-27,24.47,24.47,24.47,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-06-03,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-06-10,25.0,25.0,25.0,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-06-17,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-06-24,25.39,25.39,25.39,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-07-01,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-07-08,25.85,25.85,25.85,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-07-15,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-07-22,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-07-29,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-08-05,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-08-12,26.5,26.5,26.5,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-08-19,27.05,27.05,27.05,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-08-26,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-09-02,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-09-09,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-09-16,26.62,26.62,26.62,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-09-23,26.45,26.45,26.45,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-09-30,25.53,25.53,25.53,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-10-07,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-10-14,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-10-21,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-10-28,26.12,26.12,26.12,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-11-04,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-11-11,26.51,26.51,26.51,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-11-18,26.22,26.22,26.22,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2018-11-25,27.23,27.23,27.23,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.43,27.43,27.43,0.0,0.0
