Date,IAFStock_Open_average,IAFStock_Open_max,IAFStock_Open_min,IAFStock_Open_volatility,IAFStock_Open_change,IAFStock_High_average,IAFStock_High_max,IAFStock_High_min,IAFStock_High_volatility,IAFStock_High_change,IAFStock_Low_average,IAFStock_Low_max,IAFStock_Low_min,IAFStock_Low_volatility,IAFStock_Low_change,IAFStock_Close_average,IAFStock_Close_max,IAFStock_Close_min,IAFStock_Close_volatility,IAFStock_Close_change,IAFStock_Volume_average,IAFStock_Volume_max,IAFStock_Volume_min,IAFStock_Volume_volatility,IAFStock_Volume_change
2018-03-25,6.1850000000000005,6.4,6.04,0.3600000000000003,-0.3600000000000003,6.2075,6.4,6.1,0.3000000000000007,-0.3000000000000007,6.0725,6.12,6.04,0.08000000000000007,-0.08000000000000007,6.105,6.2,6.04,0.16000000000000014,-0.16000000000000014,15079,29013,6080,22933,-22160
2018-04-01,6.048,6.15,5.99,0.16000000000000014,-0.09999999999999964,6.092,6.15,6.05,0.10000000000000053,-0.05999999999999961,6.0,6.04,5.97,0.07000000000000028,0.03000000000000025,6.0360000000000005,6.05,6.03,0.019999999999999574,0.0,10749,16647,8036,8611,-4957
2018-04-08,6.06,6.09,6.02,0.07000000000000028,-0.040000000000000036,6.116,6.15,6.09,0.0600000000000005,0.009999999999999787,6.053999999999999,6.09,6.02,0.07000000000000028,-0.040000000000000036,6.092,6.15,6.05,0.10000000000000053,0.020000000000000462,7878,12415,5962,6453,6453
2018-04-15,6.008,6.06,5.91,0.14999999999999947,-0.14999999999999947,6.029999999999999,6.1,5.93,0.16999999999999993,-0.1299999999999999,5.966,6.03,5.85,0.1800000000000006,-0.1800000000000006,5.9959999999999996,6.1,5.85,0.25,-0.1900000000000004,13507,21474,5354,16120,1945
2018-04-22,5.97,6.04,5.89,0.15000000000000036,0.14000000000000057,6.024,6.05,5.98,0.0699999999999994,0.05999999999999961,5.95,6.01,5.89,0.1200000000000001,0.1200000000000001,5.98,6.01,5.94,0.0699999999999994,0.02999999999999936,6460,8868,2691,6177,-5478
2018-04-29,6.012,6.03,5.99,0.040000000000000036,-0.02999999999999936,6.0280000000000005,6.04,6.01,0.03000000000000025,0.009999999999999787,5.986,6.0,5.95,0.04999999999999982,-0.009999999999999787,6.006,6.03,5.96,0.07000000000000028,0.019999999999999574,7739,10175,5715,4460,2506
2018-05-06,6.066,6.16,6.02,0.14000000000000057,0.1200000000000001,6.076,6.16,6.02,0.14000000000000057,0.1200000000000001,6.032,6.08,6.0,0.08000000000000007,0.0600000000000005,6.066,6.12,6.02,0.10000000000000053,0.08999999999999986,4668,6813,2893,3920,3539
2018-05-13,6.096,6.18,6.05,0.1299999999999999,-0.1299999999999999,6.104,6.18,6.07,0.10999999999999943,-0.10999999999999943,6.06,6.1,6.03,0.0699999999999994,-0.0699999999999994,6.088,6.15,6.07,0.08000000000000007,-0.08000000000000007,7650,8799,6349,2450,1442
2018-05-20,6.094,6.12,6.06,0.0600000000000005,-0.03000000000000025,6.108,6.13,6.08,0.04999999999999982,-0.040000000000000036,6.061999999999999,6.1,6.01,0.08999999999999986,-0.08999999999999986,6.072,6.12,6.01,0.11000000000000032,-0.11000000000000032,8068,10610,6853,3757,595
2018-05-27,6.035,6.08,6.0,0.08000000000000007,0.08000000000000007,6.0875,6.18,6.01,0.16999999999999993,0.16999999999999993,6.015,6.07,5.96,0.11000000000000032,0.11000000000000032,6.055,6.14,5.96,0.17999999999999972,0.17999999999999972,12091,13518,10769,2749,-2280
2018-06-03,6.18,6.24,6.13,0.11000000000000032,-0.019999999999999574,6.198,6.24,6.16,0.08000000000000007,0.020000000000000462,6.144,6.16,6.13,0.03000000000000025,0.010000000000000675,6.178,6.21,6.14,0.07000000000000028,0.020000000000000462,11116,17222,4664,12558,-5740
2018-06-10,6.248,6.33,6.19,0.13999999999999968,-0.019999999999999574,6.268,6.33,6.23,0.09999999999999964,-0.019999999999999574,6.198,6.23,6.15,0.08000000000000007,-0.019999999999999574,6.222,6.24,6.2,0.040000000000000036,-0.009999999999999787,12415,18987,3926,15061,11931
2018-06-17,6.15,6.24,6.11,0.1299999999999999,-0.1200000000000001,6.164,6.25,6.11,0.13999999999999968,-0.11000000000000032,6.126,6.23,6.06,0.17000000000000082,-0.13000000000000078,6.156,6.25,6.09,0.16000000000000014,-0.1200000000000001,9349,15758,4043,11715,-1491
2018-06-24,6.092,6.18,6.04,0.13999999999999968,0.08999999999999986,6.144,6.25,6.08,0.16999999999999993,0.16000000000000014,6.056,6.17,6.0,0.16999999999999993,0.16999999999999993,6.096,6.25,6.0,0.25,0.25,9089,18011,2532,15479,9204
2018-07-01,6.2175,6.27,6.16,0.10999999999999943,-0.10999999999999943,6.22,6.27,6.16,0.10999999999999943,-0.10999999999999943,6.1425,6.19,6.08,0.11000000000000032,0.07000000000000028,6.1875,6.25,6.15,0.09999999999999964,-0.09999999999999964,12352,18145,5454,12691,-7644
2018-07-08,6.11,6.16,6.07,0.08999999999999986,-0.08999999999999986,6.126,6.16,6.07,0.08999999999999986,-0.08999999999999986,6.074,6.09,6.03,0.05999999999999961,-0.05999999999999961,6.092,6.12,6.03,0.08999999999999986,-0.05999999999999961,8790,10692,7765,2927,-1296
2018-07-15,6.078,6.1,6.03,0.0699999999999994,0.009999999999999787,6.122,6.15,6.08,0.07000000000000028,0.040000000000000036,6.062,6.1,6.03,0.0699999999999994,0.04999999999999982,6.092,6.15,6.04,0.11000000000000032,0.10000000000000053,15159,38069,6330,31739,2627
2018-07-22,6.146,6.18,6.11,0.0699999999999994,0.05999999999999961,6.162,6.18,6.13,0.04999999999999982,0.04999999999999982,6.118,6.16,6.08,0.08000000000000007,0.08000000000000007,6.146,6.17,6.1,0.07000000000000028,0.0600000000000005,6106,7558,4231,3327,-3327
2018-07-29,6.148,6.17,6.13,0.040000000000000036,-0.009999999999999787,6.174,6.19,6.16,0.03000000000000025,0.009999999999999787,6.124,6.14,6.11,0.02999999999999936,0.0,6.142,6.16,6.12,0.040000000000000036,-0.019999999999999574,5760,7496,3944,3552,-1344
2018-08-05,6.158,6.2,6.08,0.1200000000000001,0.040000000000000036,6.184,6.21,6.12,0.08999999999999986,0.07000000000000028,6.14,6.18,6.08,0.09999999999999964,0.019999999999999574,6.164,6.21,6.1,0.11000000000000032,0.010000000000000675,8051,13077,3312,9765,7834
2018-08-12,6.168,6.2,6.13,0.07000000000000028,0.040000000000000036,6.178,6.2,6.16,0.040000000000000036,0.03000000000000025,6.138,6.17,6.11,0.05999999999999961,0.05999999999999961,6.156,6.19,6.11,0.08000000000000007,0.05000000000000071,9482,17060,5880,11180,51
2018-08-19,6.136,6.15,6.12,0.03000000000000025,0.0,6.178,6.2,6.13,0.07000000000000028,-0.020000000000000462,6.132,6.15,6.1,0.05000000000000071,0.0,6.156,6.18,6.1,0.08000000000000007,0.0,9336,13208,6455,6753,4015
2018-08-26,6.124,6.21,5.95,0.2599999999999998,-0.25,6.144,6.21,6.0,0.20999999999999996,-0.20000000000000018,6.064,6.15,5.95,0.20000000000000018,-0.17999999999999972,6.074,6.15,5.97,0.1800000000000006,-0.13999999999999968,13772,36879,6286,30593,1713
2018-09-02,5.8175,5.97,5.7,0.2699999999999996,-0.2699999999999996,5.8275,5.97,5.71,0.2599999999999998,-0.2599999999999998,5.755,5.85,5.68,0.16999999999999993,-0.16999999999999993,5.775,5.85,5.68,0.16999999999999993,-0.16999999999999993,19527,30737,9947,20790,-7453
2018-09-09,5.782,5.88,5.72,0.16000000000000014,0.11000000000000032,5.818,5.88,5.74,0.13999999999999968,0.09999999999999964,5.752,5.81,5.67,0.13999999999999968,0.13999999999999968,5.798,5.85,5.74,0.10999999999999943,0.08000000000000007,8306,15130,4662,10468,-9894
2018-09-16,5.926,6.05,5.85,0.20000000000000018,0.05000000000000071,5.998,6.13,5.89,0.2400000000000002,0.08000000000000007,5.926,6.05,5.85,0.20000000000000018,0.05000000000000071,5.98,6.11,5.89,0.22000000000000064,0.010000000000000675,14278,17477,8703,8774,-4898
2018-09-23,5.954,6.01,5.9,0.10999999999999943,0.02999999999999936,5.976,6.01,5.93,0.08000000000000007,0.020000000000000462,5.918,5.93,5.9,0.02999999999999936,0.02999999999999936,5.952,5.99,5.92,0.07000000000000028,0.009999999999999787,8228,15798,3360,12438,4471
2018-09-30,5.9319999999999995,6.04,5.79,0.25,-0.17999999999999972,5.9399999999999995,6.04,5.81,0.23000000000000043,-0.1800000000000006,5.816,5.92,5.7,0.21999999999999975,-0.21999999999999975,5.856,5.95,5.75,0.20000000000000018,-0.20000000000000018,12273,19115,8413,10702,2765
2018-10-07,5.524,5.62,5.32,0.2999999999999998,-0.2999999999999998,5.562,5.66,5.36,0.2999999999999998,-0.2999999999999998,5.434,5.61,5.26,0.35000000000000053,-0.34000000000000075,5.498,5.63,5.31,0.3200000000000003,-0.3100000000000005,18958,39490,5398,34092,29414
2018-10-14,5.364,5.47,5.26,0.20999999999999996,0.20999999999999996,5.408,5.49,5.36,0.1299999999999999,0.1299999999999999,5.356,5.46,5.26,0.20000000000000018,0.20000000000000018,5.39,5.47,5.32,0.14999999999999947,0.14999999999999947,10231,19770,5314,14456,673
2018-10-21,5.324,5.44,5.27,0.17000000000000082,-0.17000000000000082,5.334,5.45,5.27,0.1800000000000006,-0.1800000000000006,5.2379999999999995,5.39,5.1,0.29000000000000004,-0.29000000000000004,5.256,5.39,5.18,0.20999999999999996,-0.20999999999999996,7753,10698,5473,5225,-2090
2018-10-28,5.198,5.25,5.16,0.08999999999999986,0.07000000000000028,5.212,5.26,5.16,0.09999999999999964,0.05999999999999961,5.1499999999999995,5.22,5.05,0.16999999999999993,0.16999999999999993,5.172,5.24,5.08,0.16000000000000014,0.16000000000000014,9281,12921,6312,6609,6403
2018-11-04,5.3180000000000005,5.4,5.22,0.1800000000000006,0.10000000000000053,5.364,5.45,5.31,0.14000000000000057,0.05000000000000071,5.308,5.37,5.22,0.15000000000000036,0.08999999999999986,5.328,5.39,5.25,0.13999999999999968,0.07000000000000028,9595,16152,4348,11804,9468
2018-11-11,5.22,5.36,5.12,0.2400000000000002,-0.1800000000000006,5.242,5.36,5.17,0.1900000000000004,-0.14000000000000057,5.172,5.24,5.11,0.1299999999999999,-0.08999999999999986,5.192,5.24,5.14,0.10000000000000053,-0.040000000000000036,13734,17202,9586,7616,-982
2018-11-18,5.1675,5.21,5.12,0.08999999999999986,-0.009999999999999787,5.1875,5.21,5.13,0.08000000000000007,-0.009999999999999787,5.1325,5.18,5.07,0.10999999999999943,0.040000000000000036,5.1675,5.2,5.12,0.08000000000000007,0.03000000000000025,8631,13042,6296,6746,-1042
2018-11-25,5.176,5.24,5.12,0.1200000000000001,-0.04999999999999982,5.216,5.26,5.15,0.10999999999999943,-0.03000000000000025,5.144,5.2,5.09,0.11000000000000032,-0.019999999999999574,5.188,5.23,5.12,0.11000000000000032,0.040000000000000036,16103,25981,3966,22015,7173
2018-12-02,5.2025,5.3,5.09,0.20999999999999996,-0.1900000000000004,5.2425,5.32,5.17,0.15000000000000036,-0.15000000000000036,5.1525,5.28,5.05,0.23000000000000043,-0.1900000000000004,5.1875,5.32,5.09,0.23000000000000043,-0.16999999999999993,13993,23498,5491,18007,13391
2018-12-09,5.048,5.1,5.0,0.09999999999999964,-0.08999999999999986,5.07,5.12,5.01,0.11000000000000032,-0.08000000000000007,4.992,5.04,4.95,0.08999999999999986,0.0,4.994,5.05,4.95,0.09999999999999964,0.0,21761,45545,7622,37923,-28078
2018-12-16,4.936,5.03,4.76,0.27000000000000046,-0.20000000000000018,4.99,5.07,4.77,0.3000000000000007,-0.27000000000000046,4.854,4.98,4.68,0.3000000000000007,-0.2599999999999998,4.87,4.99,4.72,0.27000000000000046,-0.22999999999999954,19364,22978,11116,11862,11333
2018-12-23,4.7125,4.78,4.65,0.1299999999999999,0.009999999999999787,4.7925,4.82,4.76,0.0600000000000005,0.020000000000000462,4.6975,4.78,4.65,0.1299999999999999,0.009999999999999787,4.77,4.82,4.71,0.11000000000000032,0.03000000000000025,20155,26170,13033,13137,-547
2018-12-30,4.672499999999999,4.68,4.67,0.009999999999999787,-0.009999999999999787,4.7475,4.84,4.68,0.16000000000000014,0.08999999999999986,4.6625,4.68,4.64,0.040000000000000036,-0.009999999999999787,4.7325,4.81,4.66,0.14999999999999947,0.05999999999999961,24666,46161,9931,36230,-28090
2019-01-06,5.04,5.26,4.82,0.4399999999999995,0.3799999999999999,5.11,5.3,4.86,0.4399999999999995,0.4399999999999995,5.014,5.2,4.82,0.3799999999999999,0.3799999999999999,5.082,5.22,4.85,0.3700000000000001,0.3700000000000001,15195,33601,8752,24849,-2000
2019-01-13,5.16,5.2,5.1,0.10000000000000053,-0.04999999999999982,5.186,5.24,5.14,0.10000000000000053,-0.0600000000000005,5.122,5.15,5.1,0.05000000000000071,-0.02999999999999936,5.128,5.15,5.11,0.040000000000000036,-0.02999999999999936,16323,26070,9715,16355,-504
2019-01-20,5.0775,5.1,5.04,0.05999999999999961,0.0,5.105,5.16,5.06,0.10000000000000053,0.04999999999999982,5.05,5.09,5.02,0.07000000000000028,0.07000000000000028,5.0675,5.14,5.03,0.10999999999999943,0.10999999999999943,18927,39711,7518,32193,-22467
2019-01-27,5.194,5.28,5.12,0.16000000000000014,0.16000000000000014,5.234,5.3,5.14,0.16000000000000014,0.16000000000000014,5.182,5.26,5.11,0.14999999999999947,0.14999999999999947,5.22,5.28,5.14,0.14000000000000057,0.1200000000000001,16656,24340,8506,15834,1770
2019-02-03,5.286,5.34,5.25,0.08999999999999986,0.0,5.334,5.37,5.27,0.10000000000000053,-0.07000000000000028,5.25,5.32,5.22,0.10000000000000053,-0.019999999999999574,5.268,5.33,5.22,0.11000000000000032,-0.07999999999999918,8424,11921,2544,9377,-9189
2019-02-10,5.296,5.45,5.21,0.2400000000000002,0.2400000000000002,5.356,5.46,5.26,0.20000000000000018,0.20000000000000018,5.278,5.43,5.21,0.21999999999999975,0.21999999999999975,5.324,5.43,5.24,0.1899999999999995,0.1899999999999995,9658,17448,3100,14348,9936
2019-02-17,5.455,5.51,5.38,0.1299999999999999,-0.08000000000000007,5.5024999999999995,5.58,5.43,0.15000000000000036,-0.15000000000000036,5.4,5.48,5.28,0.20000000000000018,-0.08000000000000007,5.4475,5.55,5.33,0.21999999999999975,-0.1200000000000001,9757,20320,3413,16907,-5886
2019-02-24,5.5120000000000005,5.56,5.44,0.11999999999999922,-0.11999999999999922,5.56,5.6,5.5,0.09999999999999964,-0.08999999999999986,5.466,5.52,5.41,0.10999999999999943,-0.019999999999999574,5.508,5.6,5.46,0.13999999999999968,-0.13999999999999968,15195,22269,5827,16442,1212
2019-03-03,5.448,5.54,5.35,0.1900000000000004,-0.1900000000000004,5.46,5.54,5.39,0.15000000000000036,-0.15000000000000036,5.402,5.49,5.35,0.14000000000000057,-0.14000000000000057,5.412,5.49,5.36,0.1299999999999999,-0.1299999999999999,14211,29114,5285,23829,-10925
2019-03-10,5.378,5.42,5.35,0.07000000000000028,0.05000000000000071,5.436,5.47,5.41,0.05999999999999961,-0.009999999999999787,5.364,5.4,5.35,0.05000000000000071,0.05000000000000071,5.408,5.44,5.36,0.08000000000000007,0.010000000000000675,8207,11638,5650,5988,1498
2019-03-17,5.37,5.47,5.28,0.1899999999999995,-0.16000000000000014,5.396,5.5,5.31,0.1900000000000004,-0.17000000000000082,5.328,5.45,5.19,0.2599999999999998,-0.22999999999999954,5.35,5.47,5.21,0.2599999999999998,-0.20999999999999996,14334,24465,8737,15728,-6022
2019-03-24,5.264,5.46,5.19,0.2699999999999996,0.25,5.302,5.46,5.22,0.2400000000000002,0.2400000000000002,5.244,5.37,5.19,0.17999999999999972,0.16000000000000014,5.282,5.42,5.21,0.20999999999999996,0.20999999999999996,13268,41630,2798,38832,38832
2019-03-31,5.426,5.48,5.37,0.11000000000000032,-0.08000000000000007,5.482,5.53,5.45,0.08000000000000007,0.019999999999999574,5.398,5.48,5.37,0.11000000000000032,-0.019999999999999574,5.418,5.5,5.37,0.1299999999999999,0.0,7173,10715,2975,7740,-7740
2019-04-07,5.432,5.5,5.38,0.1200000000000001,0.1200000000000001,5.452,5.5,5.4,0.09999999999999964,0.09999999999999964,5.424,5.47,5.38,0.08999999999999986,0.08999999999999986,5.444,5.47,5.4,0.0699999999999994,0.0699999999999994,5520,8050,2880,5170,-359
2019-04-14,5.4625,5.5,5.4,0.09999999999999964,0.08999999999999986,5.465,5.5,5.41,0.08999999999999986,0.08000000000000007,5.4275,5.45,5.4,0.04999999999999982,0.02999999999999936,5.4475,5.47,5.41,0.05999999999999961,0.040000000000000036,9612,22732,3241,19491,-19491
2019-04-21,5.422,5.44,5.4,0.040000000000000036,-0.019999999999999574,5.44,5.45,5.43,0.020000000000000462,-0.020000000000000462,5.404,5.42,5.38,0.040000000000000036,-0.03000000000000025,5.4239999999999995,5.45,5.38,0.07000000000000028,-0.020000000000000462,7493,8645,5002,3643,3225
2019-04-28,5.382000000000001,5.44,5.36,0.08000000000000007,-0.08000000000000007,5.394,5.44,5.37,0.07000000000000028,-0.05000000000000071,5.364,5.39,5.35,0.040000000000000036,-0.02999999999999936,5.3759999999999994,5.39,5.35,0.040000000000000036,0.0,8709,13464,5335,8129,1338
2019-05-05,5.306,5.35,5.23,0.11999999999999922,-0.02999999999999936,5.324,5.37,5.29,0.08000000000000007,-0.040000000000000036,5.282,5.32,5.23,0.08999999999999986,-0.010000000000000675,5.306,5.37,5.28,0.08999999999999986,-0.0600000000000005,6755,8682,4508,4174,-2611
2019-05-12,5.248,5.28,5.22,0.0600000000000005,0.040000000000000036,5.286,5.33,5.26,0.07000000000000028,0.03000000000000025,5.234,5.26,5.21,0.04999999999999982,0.019999999999999574,5.258,5.29,5.23,0.05999999999999961,0.019999999999999574,7666,11787,4279,7508,2099
2019-05-19,5.406000000000001,5.44,5.36,0.08000000000000007,0.040000000000000036,5.432,5.45,5.42,0.03000000000000025,0.03000000000000025,5.396,5.41,5.36,0.04999999999999982,0.040000000000000036,5.414,5.43,5.4,0.02999999999999936,0.019999999999999574,7528,10674,2887,7787,-2283
2019-05-26,5.3549999999999995,5.41,5.31,0.10000000000000053,-0.10000000000000053,5.37,5.42,5.33,0.08999999999999986,-0.08999999999999986,5.3325,5.4,5.31,0.09000000000000075,-0.09000000000000075,5.3425,5.4,5.32,0.08000000000000007,-0.07000000000000028,9784,16897,6108,10789,-133
2019-06-02,5.36,5.39,5.32,0.0699999999999994,0.019999999999999574,5.382,5.42,5.36,0.05999999999999961,0.04999999999999982,5.334,5.39,5.29,0.09999999999999964,0.09999999999999964,5.354,5.41,5.29,0.1200000000000001,0.1200000000000001,11764,20224,7608,12616,-3140
2019-06-09,5.436,5.45,5.42,0.03000000000000025,-0.020000000000000462,5.45,5.48,5.43,0.05000000000000071,0.0,5.416,5.45,5.39,0.0600000000000005,0.03000000000000025,5.424,5.45,5.41,0.040000000000000036,0.0,9177,16919,3843,13076,-13076
2019-06-16,5.406,5.45,5.37,0.08000000000000007,-0.04999999999999982,5.432,5.48,5.37,0.11000000000000032,-0.05999999999999961,5.392,5.44,5.32,0.1200000000000001,-0.08999999999999986,5.406,5.45,5.34,0.11000000000000032,-0.07000000000000028,12487,18147,8212,9935,1402
2019-06-23,5.404,5.55,5.34,0.20999999999999996,0.1899999999999995,5.442,5.55,5.39,0.16000000000000014,0.13999999999999968,5.378,5.47,5.34,0.1299999999999999,0.10999999999999943,5.408,5.48,5.36,0.1200000000000001,0.09000000000000075,12109,22477,7121,15356,14991
2019-06-30,5.505,5.54,5.48,0.05999999999999961,-0.040000000000000036,5.525,5.55,5.49,0.05999999999999961,-0.040000000000000036,5.48,5.5,5.44,0.05999999999999961,0.0,5.51,5.55,5.47,0.08000000000000007,0.0,9374,13514,5297,8217,5556
2019-07-07,5.4319999999999995,5.46,5.42,0.040000000000000036,0.009999999999999787,5.458,5.47,5.44,0.02999999999999936,-0.009999999999999787,5.412,5.42,5.4,0.019999999999999574,0.0,5.422000000000001,5.45,5.4,0.04999999999999982,0.009999999999999787,19711,39816,5933,33883,-5171
2019-07-14,5.48,5.53,5.45,0.08000000000000007,0.04999999999999982,5.506,5.55,5.46,0.08999999999999986,0.0699999999999994,5.470000000000001,5.53,5.44,0.08999999999999986,0.08999999999999986,5.49,5.53,5.45,0.08000000000000007,0.08000000000000007,9731,15429,4343,11086,5787
2019-07-21,5.572,5.62,5.51,0.11000000000000032,0.03000000000000025,5.596,5.63,5.55,0.08000000000000007,-0.020000000000000462,5.538,5.59,5.51,0.08000000000000007,0.0,5.556,5.62,5.51,0.11000000000000032,-0.0600000000000005,8017,9578,5089,4489,-4489
2019-07-28,5.486,5.52,5.42,0.09999999999999964,-0.09999999999999964,5.502,5.55,5.42,0.1299999999999999,-0.1299999999999999,5.46,5.52,5.38,0.13999999999999968,-0.13999999999999968,5.47,5.53,5.4,0.1299999999999999,-0.1299999999999999,8298,10232,5108,5124,-737
2019-08-04,5.226,5.34,5.09,0.25,-0.09999999999999964,5.25,5.34,5.19,0.14999999999999947,-0.09999999999999964,5.168,5.23,5.09,0.14000000000000057,-0.05000000000000071,5.196,5.23,5.18,0.05000000000000071,-0.040000000000000036,9737,12249,7462,4787,1959
2019-08-11,5.12,5.17,5.05,0.1200000000000001,-0.1200000000000001,5.134,5.19,5.06,0.13000000000000078,-0.13000000000000078,5.09,5.14,5.04,0.09999999999999964,-0.08999999999999986,5.101999999999999,5.15,5.06,0.09000000000000075,-0.09000000000000075,19596,37953,5890,32063,21822
2019-08-18,5.138,5.17,5.1,0.07000000000000028,0.040000000000000036,5.156,5.22,5.1,0.1200000000000001,0.0600000000000005,5.1,5.15,5.06,0.09000000000000075,0.040000000000000036,5.122,5.16,5.08,0.08000000000000007,0.019999999999999574,8549,12946,4311,8635,-4056
2019-08-25,5.0600000000000005,5.11,5.01,0.10000000000000053,-0.03000000000000025,5.07,5.12,5.02,0.10000000000000053,-0.03000000000000025,5.022,5.04,5.0,0.040000000000000036,0.0,5.038,5.07,5.02,0.05000000000000071,0.020000000000000462,25824,47234,13609,33625,-11240
2019-09-01,5.0975,5.15,5.04,0.11000000000000032,0.08000000000000007,5.1475,5.2,5.06,0.14000000000000057,0.14000000000000057,5.07,5.12,5.01,0.11000000000000032,0.10000000000000053,5.125,5.19,5.06,0.13000000000000078,0.13000000000000078,21312,28716,17066,11650,-8059
2019-09-08,5.3100000000000005,5.44,5.19,0.25,0.25,5.348,5.46,5.22,0.2400000000000002,0.2400000000000002,5.296,5.4,5.19,0.20999999999999996,0.20999999999999996,5.336,5.43,5.22,0.20999999999999996,0.20999999999999996,14496,24946,6966,17980,-12969
2019-09-15,5.354,5.47,5.23,0.23999999999999932,-0.23999999999999932,5.384,5.49,5.25,0.2400000000000002,-0.2400000000000002,5.31,5.38,5.18,0.20000000000000018,-0.20000000000000018,5.332,5.39,5.18,0.20999999999999996,-0.20000000000000018,11906,16022,9760,6262,-1751
2019-09-22,5.15,5.2,5.11,0.08999999999999986,-0.0699999999999994,5.168,5.21,5.13,0.08000000000000007,-0.03000000000000025,5.106,5.14,5.06,0.08000000000000007,-0.019999999999999574,5.140000000000001,5.19,5.08,0.11000000000000032,-0.040000000000000036,14949,22858,8082,14776,-6353
2019-09-29,5.15,5.28,5.05,0.23000000000000043,-0.23000000000000043,5.168,5.28,5.06,0.22000000000000064,-0.1800000000000006,5.088,5.18,5.02,0.16000000000000014,-0.1299999999999999,5.117999999999999,5.22,5.04,0.17999999999999972,-0.1200000000000001,20171,28289,12256,16033,-16033
2019-10-06,5.06,5.1,5.01,0.08999999999999986,0.0,5.085999999999999,5.14,5.05,0.08999999999999986,0.040000000000000036,5.028,5.09,5.0,0.08999999999999986,0.08000000000000007,5.05,5.13,5.0,0.1299999999999999,0.07000000000000028,10151,14187,6741,7446,-6556
2019-10-13,5.136,5.17,5.1,0.07000000000000028,0.03000000000000025,5.156,5.21,5.12,0.08999999999999986,0.07000000000000028,5.112,5.17,5.07,0.09999999999999964,0.09999999999999964,5.134,5.2,5.07,0.1299999999999999,0.1299999999999999,10721,11673,8002,3671,3138
