Date,SPBStock_Open_average,SPBStock_Open_max,SPBStock_Open_min,SPBStock_Open_volatility,SPBStock_Open_change,SPBStock_High_average,SPBStock_High_max,SPBStock_High_min,SPBStock_High_volatility,SPBStock_High_change,SPBStock_Low_average,SPBStock_Low_max,SPBStock_Low_min,SPBStock_Low_volatility,SPBStock_Low_change,SPBStock_Close_average,SPBStock_Close_max,SPBStock_Close_min,SPBStock_Close_volatility,SPBStock_Close_change,SPBStock_Volume_average,SPBStock_Volume_max,SPBStock_Volume_min,SPBStock_Volume_volatility,SPBStock_Volume_change
2018-01-14,116.86500000000001,118.07,114.48,3.589999999999989,2.4200000000000017,118.39999999999999,118.94,117.21,1.730000000000004,-1.4200000000000017,115.045,116.9,114.29,2.6099999999999994,0.030000000000001137,116.2425,117.76,114.54,3.219999999999999,-2.1099999999999994,436872,719727,212465,507262,-393471
2018-01-21,117.402,118.51,114.66,3.8500000000000085,3.4099999999999966,118.38199999999999,119.0,117.58,1.4200000000000017,0.4899999999999949,115.904,116.71,114.66,2.049999999999997,0.6899999999999977,117.44,118.38,115.78,2.5999999999999943,-1.5499999999999972,225858,314147,174676,139471,59755
2018-01-28,113.386,115.28,111.62,3.6599999999999966,-3.6599999999999966,114.024,115.78,111.81,3.969999999999999,-3.969999999999999,111.666,114.35,107.59,6.759999999999991,-6.759999999999991,112.232,114.6,108.09,6.509999999999991,-6.509999999999991,201994,318847,135636,183211,95096
2018-02-04,105.498,107.28,102.94,4.340000000000003,-1.0499999999999972,107.346,109.3,106.17,3.1299999999999955,-2.450000000000003,102.558,104.74,96.93,7.809999999999988,-7.809999999999988,104.304,105.73,101.02,4.710000000000008,-3.780000000000001,319961,395454,232657,162797,162797
2018-02-11,98.342,100.96,95.19,5.769999999999996,-3.0999999999999943,100.27,102.51,97.55,4.960000000000008,-3.8500000000000085,96.166,97.36,94.78,2.5799999999999983,1.6599999999999966,98.08,100.71,95.94,4.769999999999996,2.1000000000000085,327925,493728,203908,289820,-60691
2018-02-18,97.3925,98.54,95.62,2.9200000000000017,0.7400000000000091,99.255,101.18,97.61,3.5700000000000074,1.2099999999999937,96.3925,98.14,94.94,3.200000000000003,1.269999999999996,97.33,98.6,95.0,3.5999999999999943,1.4199999999999875,200337,245934,122085,123849,-66636
2018-02-25,99.494,102.82,93.39,9.429999999999993,-8.0,102.186,105.95,98.04,7.909999999999997,-4.590000000000003,96.594,99.72,93.21,6.510000000000005,-6.510000000000005,99.494,103.19,93.95,9.239999999999995,-2.3599999999999994,782129,1428002,380612,1047390,-787743
2018-03-04,98.912,102.14,95.5,6.640000000000001,-3.9099999999999966,100.30199999999999,102.82,97.05,5.769999999999996,-5.519999999999996,96.586,100.74,93.02,7.719999999999999,-6.700000000000003,97.796,101.95,94.82,7.13000000000001,-7.13000000000001,449087,828829,251561,577268,250141
2018-03-11,94.186,95.38,92.34,3.039999999999992,-2.4200000000000017,95.402,96.12,94.45,1.6700000000000017,-0.5600000000000023,92.898,94.45,90.73,3.719999999999999,-2.700000000000003,94.112,95.38,92.21,3.1700000000000017,-0.4399999999999977,398295,463728,269861,193867,-16207
2018-03-18,93.614,95.19,91.53,3.6599999999999966,-2.789999999999992,94.224,95.62,92.59,3.030000000000001,-2.5999999999999943,92.256,93.7,90.35,3.3500000000000085,-2.7900000000000063,92.82,94.88,90.35,4.530000000000001,-4.530000000000001,321950,495189,177059,318130,70108
