Date,Goldman Sachs TreasuryAccess 0-1_etf_Open_average,Goldman Sachs TreasuryAccess 0-1_etf_Open_max,Goldman Sachs TreasuryAccess 0-1_etf_Open_min,Goldman Sachs TreasuryAccess 0-1_etf_Open_volatility,Goldman Sachs TreasuryAccess 0-1_etf_Open_change,Goldman Sachs TreasuryAccess 0-1_etf_High_average,Goldman Sachs TreasuryAccess 0-1_etf_High_max,Goldman Sachs TreasuryAccess 0-1_etf_High_min,Goldman Sachs TreasuryAccess 0-1_etf_High_volatility,Goldman Sachs TreasuryAccess 0-1_etf_High_change,Goldman Sachs TreasuryAccess 0-1_etf_Low_average,Goldman Sachs TreasuryAccess 0-1_etf_Low_max,Goldman Sachs TreasuryAccess 0-1_etf_Low_min,Goldman Sachs TreasuryAccess 0-1_etf_Low_volatility,Goldman Sachs TreasuryAccess 0-1_etf_Low_change,Goldman Sachs TreasuryAccess 0-1_etf_Close_average,Goldman Sachs TreasuryAccess 0-1_etf_Close_max,Goldman Sachs TreasuryAccess 0-1_etf_Close_min,Goldman Sachs TreasuryAccess 0-1_etf_Close_volatility,Goldman Sachs TreasuryAccess 0-1_etf_Close_change
2018-01-14,100.04,100.04,100.04,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2018-01-21,100.08,100.08,100.08,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.04,100.04,100.04,0.0,0.0,100.07,100.07,100.07,0.0,0.0
2018-01-28,100.02,100.02,100.02,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0
2018-02-04,99.97,99.97,99.97,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.94,99.94,99.94,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2018-02-11,100.0,100.0,100.0,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.01,100.01,100.01,0.0,0.0
2018-02-18,100.04,100.04,100.04,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.04,100.04,100.04,0.0,0.0
2018-02-25,99.98,99.98,99.98,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2018-03-04,99.95,99.95,99.95,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.98,99.98,99.98,0.0,0.0
2018-03-11,99.97,99.97,99.97,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.97,99.97,99.97,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2018-03-18,100.03,100.03,100.03,0.0,0.0,100.07,100.07,100.07,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.05,100.05,100.05,0.0,0.0
2018-03-25,100.09,100.09,100.09,0.0,0.0,105.09,105.09,105.09,0.0,0.0,100.05,100.05,100.05,0.0,0.0,100.08,100.08,100.08,0.0,0.0
2018-04-01,100.01,100.01,100.01,0.0,0.0,100.05,100.05,100.05,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2018-04-08,99.98,99.98,99.98,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.98,99.98,99.98,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-04-15,100.09,100.09,100.09,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.05,100.05,100.05,0.0,0.0,100.07,100.07,100.07,0.0,0.0
2018-04-22,100.06,100.06,100.06,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.1,100.1,100.1,0.0,0.0
2018-04-29,99.98,99.98,99.98,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.96,99.96,99.96,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-05-06,100.04,100.04,100.04,0.0,0.0,100.07,100.07,100.07,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.06,100.06,100.06,0.0,0.0
