Date,SPDR S&P Regional Banking_Open_average,SPDR S&P Regional Banking_Open_max,SPDR S&P Regional Banking_Open_min,SPDR S&P Regional Banking_Open_volatility,SPDR S&P Regional Banking_Open_change,SPDR S&P Regional Banking_High_average,SPDR S&P Regional Banking_High_max,SPDR S&P Regional Banking_High_min,SPDR S&P Regional Banking_High_volatility,SPDR S&P Regional Banking_High_change,SPDR S&P Regional Banking_Low_average,SPDR S&P Regional Banking_Low_max,SPDR S&P Regional Banking_Low_min,SPDR S&P Regional Banking_Low_volatility,SPDR S&P Regional Banking_Low_change,SPDR S&P Regional Banking_Close_average,SPDR S&P Regional Banking_Close_max,SPDR S&P Regional Banking_Close_min,SPDR S&P Regional Banking_Close_volatility,SPDR S&P Regional Banking_Close_change
2018-03-25,60.26,60.26,60.26,0.0,0.0,60.59,60.59,60.59,0.0,0.0,58.47,58.47,58.47,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-04-01,59.73,59.73,59.73,0.0,0.0,60.76,60.76,60.76,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2018-04-08,60.54,60.54,60.54,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2018-04-15,61.41,61.41,61.41,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2018-04-22,62.72,62.72,62.72,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2018-04-29,62.28,62.28,62.28,0.0,0.0,62.83,62.83,62.83,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2018-05-06,63.92,63.92,63.92,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2018-05-13,64.14,64.14,64.14,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2018-05-20,64.02,64.02,64.02,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2018-05-27,64.15,64.15,64.15,0.0,0.0,64.55,64.55,64.55,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-06-03,65.74,65.74,65.74,0.0,0.0,66.03,66.03,66.03,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2018-06-10,63.21,63.21,63.21,0.0,0.0,64.03,64.03,64.03,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.64,63.64,63.64,0.0,0.0
2018-06-17,63.13,63.13,63.13,0.0,0.0,63.36,63.36,63.36,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2018-06-24,60.6,60.6,60.6,0.0,0.0,61.57,61.57,61.57,0.0,0.0,60.51,60.51,60.51,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-07-01,62.25,62.25,62.25,0.0,0.0,63.44,63.44,63.44,0.0,0.0,62.09,62.09,62.09,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2018-07-08,61.12,61.12,61.12,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-07-15,62.42,62.42,62.42,0.0,0.0,63.52,63.52,63.52,0.0,0.0,62.42,62.42,62.42,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2018-07-22,62.3,62.3,62.3,0.0,0.0,62.56,62.56,62.56,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2018-07-29,62.08,62.08,62.08,0.0,0.0,62.42,62.42,62.42,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2018-08-05,62.2,62.2,62.2,0.0,0.0,62.72,62.72,62.72,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2018-08-12,63.3,63.3,63.3,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.01,63.01,63.01,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2018-08-19,63.7,63.7,63.7,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2018-08-26,62.5,62.5,62.5,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.45,62.45,62.45,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2018-09-02,63.52,63.52,63.52,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2018-09-09,61.98,61.98,61.98,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-09-16,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.29,61.29,61.29,0.0,0.0
2018-09-23,59.65,59.65,59.65,0.0,0.0,59.88,59.88,59.88,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2018-09-30,59.49,59.49,59.49,0.0,0.0,60.37,60.37,60.37,0.0,0.0,59.31,59.31,59.31,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2018-10-07,56.2,56.2,56.2,0.0,0.0,56.61,56.61,56.61,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2018-10-14,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2018-10-21,52.67,52.67,52.67,0.0,0.0,53.69,53.69,53.69,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2018-10-28,54.41,54.41,54.41,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-11-04,55.28,55.28,55.28,0.0,0.0,55.63,55.63,55.63,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2018-11-11,55.0,55.0,55.0,0.0,0.0,55.68,55.68,55.68,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2018-11-18,54.6,54.6,54.6,0.0,0.0,55.46,55.46,55.46,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2018-11-25,56.5,56.5,56.5,0.0,0.0,56.65,56.65,56.65,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2018-12-02,51.55,51.55,51.55,0.0,0.0,51.73,51.73,51.73,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2018-12-09,48.35,48.35,48.35,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2018-12-16,44.8,44.8,44.8,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2018-12-23,46.78,46.78,46.78,0.0,0.0,47.11,47.11,47.11,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2018-12-30,48.71,48.71,48.71,0.0,0.0,49.66,49.66,49.66,0.0,0.0,48.34,48.34,48.34,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-01-06,49.53,49.53,49.53,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.45,49.45,49.45,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-01-13,52.8,52.8,52.8,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.04,52.04,52.04,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-01-20,53.15,53.15,53.15,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-01-27,53.48,53.48,53.48,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.19,53.19,53.19,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-02-03,54.31,54.31,54.31,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-02-10,55.31,55.31,55.31,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.09,55.09,55.09,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2019-02-17,57.46,57.46,57.46,0.0,0.0,57.52,57.52,57.52,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-02-24,56.79,56.79,56.79,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2019-03-03,54.39,54.39,54.39,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-03-10,54.92,54.92,54.92,0.0,0.0,55.76,55.76,55.76,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-03-17,49.32,49.32,49.32,0.0,0.0,49.98,49.98,49.98,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-03-24,51.84,51.84,51.84,0.0,0.0,52.88,52.88,52.88,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-03-31,53.84,53.84,53.84,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-04-07,54.81,54.81,54.81,0.0,0.0,54.91,54.91,54.91,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-04-14,54.12,54.12,54.12,0.0,0.0,54.34,54.34,54.34,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-04-21,55.52,55.52,55.52,0.0,0.0,56.46,56.46,56.46,0.0,0.0,55.44,55.44,55.44,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-04-28,55.76,55.76,55.76,0.0,0.0,56.74,56.74,56.74,0.0,0.0,55.43,55.43,55.43,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-05-05,54.0,54.0,54.0,0.0,0.0,54.28,54.28,54.28,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2019-05-12,52.84,52.84,52.84,0.0,0.0,53.62,53.62,53.62,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-05-19,52.12,52.12,52.12,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-05-26,50.11,50.11,50.11,0.0,0.0,51.23,51.23,51.23,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-06-02,52.28,52.28,52.28,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-06-09,52.55,52.55,52.55,0.0,0.0,52.78,52.78,52.78,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-06-16,51.95,51.95,51.95,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-06-23,54.03,54.03,54.03,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-06-30,53.63,53.63,53.63,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-07-07,54.0,54.0,54.0,0.0,0.0,54.22,54.22,54.22,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2019-07-14,53.22,53.22,53.22,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2019-07-21,55.35,55.35,55.35,0.0,0.0,55.52,55.52,55.52,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-07-28,51.23,51.23,51.23,0.0,0.0,51.42,51.42,51.42,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-08-04,50.52,50.52,50.52,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-08-11,50.82,50.82,50.82,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-08-18,48.99,48.99,48.99,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.51,48.51,48.51,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-08-25,50.39,50.39,50.39,0.0,0.0,50.63,50.63,50.63,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-09-01,50.97,50.97,50.97,0.0,0.0,52.48,52.48,52.48,0.0,0.0,50.69,50.69,50.69,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-09-08,53.98,53.98,53.98,0.0,0.0,54.78,54.78,54.78,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-09-15,52.92,52.92,52.92,0.0,0.0,53.56,53.56,53.56,0.0,0.0,52.68,52.68,52.68,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-09-22,53.25,53.25,53.25,0.0,0.0,53.47,53.47,53.47,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2019-09-29,51.55,51.55,51.55,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-10-06,51.74,51.74,51.74,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.6,51.6,51.6,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-10-13,53.73,53.73,53.73,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-10-20,54.76,54.76,54.76,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-10-27,55.55,55.55,55.55,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.41,55.41,55.41,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-11-03,56.4,56.4,56.4,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-11-10,55.78,55.78,55.78,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-11-17,56.09,56.09,56.09,0.0,0.0,56.63,56.63,56.63,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-11-24,56.68,56.68,56.68,0.0,0.0,56.83,56.83,56.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2019-12-01,56.66,56.66,56.66,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2019-12-08,58.79,58.79,58.79,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-12-15,58.63,58.63,58.63,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2019-12-22,58.51,58.51,58.51,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-12-29,57.61,57.61,57.61,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.78,57.78,57.78,0.0,0.0
