Date,FRMEStock_Open_average,FRMEStock_Open_max,FRMEStock_Open_min,FRMEStock_Open_volatility,FRMEStock_Open_change,FRMEStock_High_average,FRMEStock_High_max,FRMEStock_High_min,FRMEStock_High_volatility,FRMEStock_High_change,FRMEStock_Low_average,FRMEStock_Low_max,FRMEStock_Low_min,FRMEStock_Low_volatility,FRMEStock_Low_change,FRMEStock_Close_average,FRMEStock_Close_max,FRMEStock_Close_min,FRMEStock_Close_volatility,FRMEStock_Close_change,FRMEStock_Volume_average,FRMEStock_Volume_max,FRMEStock_Volume_min,FRMEStock_Volume_volatility,FRMEStock_Volume_change
2018-01-14,44.177499999999995,44.48,43.62,0.8599999999999994,-0.8599999999999994,44.504999999999995,44.93,44.23,0.7000000000000028,-0.7000000000000028,43.6025,44.13,43.01,1.1200000000000045,-1.1200000000000045,44.1225,44.36,43.66,0.7000000000000028,-0.010000000000005116,162578,221673,132146,89527,-83533
2018-01-21,44.198,44.84,43.7,1.1400000000000006,0.5900000000000034,44.352,44.84,44.07,0.7700000000000031,0.5900000000000034,43.136,43.64,41.77,1.8699999999999974,-0.17999999999999972,43.748,43.98,43.38,0.5999999999999943,-0.04999999999999716,135100,199893,93131,106762,106762
2018-01-28,43.456,43.93,43.16,0.7700000000000031,-0.259999999999998,43.822,44.1,43.49,0.6099999999999994,-0.10000000000000142,43.114,43.38,42.96,0.4200000000000017,-0.23000000000000398,43.372,43.88,43.16,0.720000000000006,-0.1600000000000037,138612,171153,102680,68473,43331
2018-02-04,41.618,42.75,40.49,2.259999999999998,-1.3400000000000034,42.286,43.41,41.74,1.6699999999999946,-1.6699999999999946,40.85,41.44,40.12,1.3200000000000003,-1.0,41.45,41.77,40.82,0.9500000000000028,0.05000000000000426,163247,213397,122518,90879,-26557
2018-02-11,41.838,42.78,41.22,1.5600000000000023,0.6000000000000014,42.32,43.0,41.54,1.4600000000000009,1.1199999999999974,41.494,42.26,40.79,1.4699999999999989,1.4699999999999989,42.059999999999995,42.61,41.37,1.240000000000002,1.1300000000000026,103838,130029,83432,46597,-35700
2018-02-18,42.4375,42.93,42.1,0.8299999999999983,-0.12000000000000455,42.9325,43.3,42.6,0.6999999999999957,-0.29999999999999716,41.6625,41.99,41.01,0.980000000000004,-0.25,42.317499999999995,42.64,42.04,0.6000000000000014,0.509999999999998,119850,136427,106278,30149,-30149
2018-02-25,42.096000000000004,42.94,41.13,1.8099999999999952,-1.519999999999996,42.577999999999996,43.4,41.79,1.6099999999999994,-0.5899999999999963,41.436,42.22,40.73,1.490000000000002,-1.3900000000000006,41.978,42.81,41.33,1.480000000000004,-0.6799999999999997,138258,186958,120365,66593,-10689
2018-03-04,42.85,43.56,41.89,1.6700000000000017,1.5700000000000003,43.5,44.41,42.68,1.7299999999999969,1.7299999999999969,42.304,42.95,41.01,1.9400000000000048,1.9400000000000048,43.26,44.2,42.42,1.7800000000000011,1.7800000000000011,115634,152835,72245,80590,59956
2018-03-11,44.054,44.5,43.54,0.9600000000000009,-0.6799999999999997,44.26,44.5,43.84,0.6599999999999966,-0.07000000000000028,43.53,43.74,43.18,0.5600000000000023,0.01999999999999602,43.888,44.25,43.52,0.7299999999999969,-0.22999999999999687,171383,315225,108746,206479,157885
2018-03-18,43.464,44.1,42.31,1.7899999999999991,-1.6899999999999977,43.67,44.27,42.66,1.6100000000000065,-1.4500000000000028,42.502,43.44,40.53,2.9099999999999966,-2.6799999999999997,42.78,43.91,40.53,3.3799999999999955,-3.3799999999999955,122847,180462,80990,99472,57903
2018-03-25,41.665,42.05,41.23,0.8200000000000003,0.8200000000000003,42.182500000000005,42.35,41.99,0.35999999999999943,0.30999999999999517,41.192499999999995,41.7,40.8,0.9000000000000057,0.5500000000000043,41.72,41.96,41.29,0.6700000000000017,-0.259999999999998,195884,301635,137862,163773,163773
2018-04-01,41.858,42.58,41.32,1.259999999999998,0.5500000000000043,42.403999999999996,42.75,42.04,0.7100000000000009,0.6099999999999994,41.23,42.01,40.67,1.3399999999999963,0.3200000000000003,41.896,42.64,41.25,1.3900000000000006,0.20000000000000284,134213,179487,83860,95627,-66436
2018-04-08,41.982,42.77,41.69,1.0800000000000054,1.0200000000000031,42.306,42.77,41.85,0.9200000000000017,0.6200000000000045,41.352,41.82,41.12,0.7000000000000028,0.6799999999999997,41.82,42.54,41.2,1.3399999999999963,0.7099999999999937,164865,283020,76728,206292,-34953
2018-04-15,42.348,42.68,42.1,0.5799999999999983,0.3200000000000003,42.752,43.15,42.51,0.6400000000000006,0.509999999999998,42.084,42.49,41.82,0.6700000000000017,0.46999999999999886,42.482,43.03,42.09,0.9399999999999977,0.490000000000002,114865,225015,69421,155594,140290
