Date,HCI_Open_average,HCI_Open_max,HCI_Open_min,HCI_Open_volatility,HCI_Open_change,HCI_High_average,HCI_High_max,HCI_High_min,HCI_High_volatility,HCI_High_change,HCI_Low_average,HCI_Low_max,HCI_Low_min,HCI_Low_volatility,HCI_Low_change,HCI_Close_average,HCI_Close_max,HCI_Close_min,HCI_Close_volatility,HCI_Close_change,HCI_Volume_average,HCI_Volume_max,HCI_Volume_min,HCI_Volume_volatility,HCI_Volume_change
2018-05-06,41.52,42.9,40.67,2.229999999999997,2.1799999999999997,42.274,43.53,41.26,2.270000000000003,2.219999999999999,41.056,41.97,40.2,1.769999999999996,1.5499999999999972,41.642,42.84,40.63,2.210000000000001,1.1799999999999997,65142,90138,42001,48137,-30507
2018-05-13,42.258,42.56,41.81,0.75,0.6400000000000006,42.734,43.18,42.5,0.6799999999999997,-0.269999999999996,42.014,42.3,41.61,0.6899999999999977,0.6899999999999977,42.436,42.6,42.31,0.28999999999999915,0.0799999999999983,70397,121177,44996,76181,-70006
2018-05-20,42.44,42.69,42.22,0.46999999999999886,-0.46999999999999886,42.83,42.97,42.75,0.21999999999999886,-0.030000000000001137,41.9675,42.2,41.75,0.45000000000000284,-0.25,42.379999999999995,42.48,42.15,0.3299999999999983,-0.28000000000000114,49763,60701,32806,27895,-24473
2018-05-27,41.952,42.16,41.77,0.38999999999999346,0.23999999999999488,42.334,42.66,42.09,0.5699999999999932,0.5699999999999932,41.45,41.68,41.11,0.5700000000000003,0.3299999999999983,41.872,42.2,41.46,0.740000000000002,0.6900000000000048,63084,118830,42771,76059,76059
2018-06-03,41.961999999999996,42.44,41.53,0.9099999999999966,0.28000000000000114,42.658,44.16,41.96,2.1999999999999957,1.5699999999999932,41.67,42.33,41.23,1.1000000000000014,0.5399999999999991,42.288000000000004,43.7,41.69,2.010000000000005,1.740000000000002,60805,100801,38977,61824,51060
2018-06-10,43.6,43.81,43.39,0.4200000000000017,0.19000000000000483,43.904,44.25,43.55,0.7000000000000028,0.07000000000000028,43.044000000000004,43.21,42.85,0.35999999999999943,-0.00999999999999801,43.606,44.04,43.34,0.6999999999999957,-0.4199999999999946,75392,140309,34282,106027,-27075
2018-06-17,42.768,43.95,41.47,2.480000000000004,-1.6300000000000026,43.054,44.09,41.65,2.440000000000005,-2.440000000000005,41.946,43.1,40.74,2.3599999999999994,-2.3599999999999994,42.324,43.83,41.29,2.539999999999999,-2.539999999999999,85604,158826,58081,100745,2562
2018-06-24,41.078,41.59,40.5,1.0900000000000034,0.03999999999999915,41.836,42.36,40.91,1.4500000000000028,-0.03999999999999915,40.568000000000005,41.35,39.95,1.3999999999999986,0.17999999999999972,41.238,41.83,40.6,1.2299999999999969,0.29999999999999716,79653,130583,43770,86813,-6140
2018-07-01,42.0375,42.24,41.85,0.39000000000000057,0.39000000000000057,42.2,42.27,42.06,0.21000000000000085,0.010000000000005116,41.4325,41.65,41.18,0.46999999999999886,-0.11999999999999744,41.8025,41.87,41.77,0.09999999999999432,0.0799999999999983,55250,76286,37552,38734,38734
2018-07-08,41.302,41.91,40.88,1.029999999999994,-0.4099999999999966,41.75,42.38,41.44,0.9400000000000048,-0.8400000000000034,40.962,41.2,40.81,0.39000000000000057,0.14999999999999858,41.368,41.73,41.03,0.6999999999999957,0.490000000000002,46331,68937,22420,46517,-30889
2018-07-15,41.994,42.36,41.42,0.9399999999999977,0.8299999999999983,42.478,42.66,42.27,0.38999999999999346,0.269999999999996,41.846000000000004,42.14,41.42,0.7199999999999989,0.4200000000000017,42.136,42.32,41.79,0.5300000000000011,0.28000000000000114,28013,35256,22368,12888,-12380
2018-07-22,42.14,43.24,41.05,2.190000000000005,0.07000000000000028,42.870000000000005,43.38,42.22,1.1600000000000037,1.1600000000000037,41.717999999999996,42.11,41.05,1.0600000000000023,0.45000000000000284,42.42,42.89,41.96,0.9299999999999997,0.9299999999999997,31364,40036,24066,15970,3984
2018-07-29,42.074,42.93,40.1,2.8299999999999983,-2.8299999999999983,42.9,43.69,41.09,2.5999999999999943,-2.4099999999999966,40.994,42.52,39.02,3.5,-3.460000000000001,41.286,42.79,39.23,3.5600000000000023,-3.4399999999999977,51813,78666,24860,53806,36878
2018-08-05,39.816,40.61,39.33,1.2800000000000011,1.2800000000000011,40.378,41.23,39.71,1.519999999999996,1.519999999999996,39.556,40.48,38.66,1.8200000000000003,1.8200000000000003,40.176,41.17,39.5,1.6700000000000017,1.6700000000000017,38898,53092,29836,23256,-11324
2018-08-12,41.088,41.36,40.9,0.46000000000000085,-0.00999999999999801,41.738,41.91,41.56,0.3499999999999943,-0.13000000000000256,40.818,41.2,40.41,0.7900000000000063,0.7000000000000028,41.182,41.43,40.96,0.46999999999999886,-0.21000000000000085,33950,46479,28621,17858,5241
2018-08-19,41.148,42.18,40.49,1.6899999999999977,1.0700000000000003,41.79,42.48,41.06,1.4199999999999946,0.759999999999998,40.774,41.05,40.4,0.6499999999999986,0.14999999999999858,41.198,42.16,40.61,1.5499999999999972,0.12000000000000455,37335,43579,29966,13613,-947
2018-08-26,40.9675,41.21,40.6,0.6099999999999994,-0.6099999999999994,41.41,41.79,41.07,0.7199999999999989,-0.7199999999999989,40.54,41.0,40.33,0.6700000000000017,-0.1600000000000037,40.8425,41.09,40.5,0.5900000000000034,-0.5300000000000011,31174,44562,20139,24423,9541
2018-09-02,40.32,40.65,39.92,0.7299999999999969,0.3200000000000003,40.844,41.21,40.52,0.6899999999999977,0.4399999999999977,39.92,40.28,39.72,0.5600000000000023,0.05999999999999517,40.342,40.74,39.95,0.7899999999999991,0.269999999999996,44152,55779,30497,25282,4602
2018-09-09,40.346000000000004,40.68,39.96,0.7199999999999989,0.7199999999999989,40.798,41.02,40.49,0.5300000000000011,0.1700000000000017,40.052,40.37,39.85,0.519999999999996,0.519999999999996,40.492,40.73,40.1,0.6299999999999955,0.3299999999999983,50325,71831,39856,31975,-10825
2018-09-16,41.758,42.86,40.79,2.0700000000000003,2.0700000000000003,42.504,43.39,41.25,2.1400000000000006,1.8800000000000026,41.502,42.42,40.52,1.8999999999999986,1.6999999999999957,42.054,42.85,40.88,1.9699999999999989,1.779999999999994,63958,146121,27061,119060,-17060
2018-09-23,42.95,43.84,42.31,1.5300000000000011,1.1800000000000068,43.478,44.2,42.66,1.5400000000000063,1.5400000000000063,42.476,43.4,41.76,1.6400000000000006,1.6400000000000006,43.256,44.13,42.25,1.8800000000000026,1.8800000000000026,50434,71893,24388,47505,34050
2018-09-30,45.242000000000004,45.92,44.17,1.75,1.4399999999999977,45.774,46.1,44.99,1.1099999999999994,1.1099999999999994,44.916,45.4,44.16,1.240000000000002,0.8600000000000065,45.358,45.69,44.85,0.8399999999999963,0.269999999999996,53641,84474,27715,56759,-44218
2018-10-07,44.112,45.2,42.61,2.5900000000000034,-2.3699999999999974,44.403999999999996,45.62,43.11,2.509999999999998,-2.509999999999998,43.01,44.19,41.76,2.4299999999999997,-2.4299999999999997,43.548,45.2,42.48,2.720000000000006,-2.6300000000000026,63637,75677,49496,26181,-21919
2018-10-14,43.276,43.67,42.88,0.7899999999999991,0.39000000000000057,43.878,44.45,43.24,1.2100000000000009,1.2100000000000009,43.004,43.27,42.51,0.7600000000000051,0.7600000000000051,43.422000000000004,43.65,43.17,0.4799999999999969,0.21999999999999886,34218,43937,21115,22822,13661
2018-10-21,42.746,43.76,42.1,1.6599999999999966,0.9099999999999966,43.616,44.94,42.85,2.0899999999999963,1.75,42.446,43.75,41.82,1.9299999999999997,1.7800000000000011,43.118,44.7,41.9,2.8000000000000043,2.1400000000000006,43799,48332,36007,12325,-2958
2018-10-28,44.802,45.38,43.83,1.5500000000000043,0.509999999999998,45.444,45.88,45.18,0.7000000000000028,0.5900000000000034,44.008,44.68,43.34,1.3399999999999963,0.13000000000000256,44.644,45.1,43.67,1.4299999999999997,-0.29999999999999716,37480,52617,26034,26583,20449
2018-11-04,49.588,53.82,44.73,9.090000000000003,9.090000000000003,52.626,59.32,45.36,13.96,13.96,49.412,53.41,44.45,8.959999999999994,8.959999999999994,51.484,54.73,44.92,9.809999999999995,9.809999999999995,145005,302528,35213,267315,267315
2018-11-11,53.406,54.74,52.87,1.8700000000000045,-1.6200000000000045,54.564,55.68,53.62,2.0600000000000023,0.5700000000000003,52.833999999999996,53.11,52.41,0.7000000000000028,-0.0799999999999983,53.818,55.4,53.2,2.1999999999999957,2.1999999999999957,83693,89905,78089,11816,-8328
2018-11-18,53.885,54.77,53.19,1.5800000000000054,-0.5500000000000043,54.8275,55.4,54.31,1.0899999999999963,-1.0899999999999963,52.5475,53.33,51.52,1.8099999999999952,-1.769999999999996,53.417500000000004,53.99,52.71,1.2800000000000011,-0.5799999999999983,47924,72572,15611,56961,-9238
2018-11-25,53.644,54.84,52.71,2.1300000000000026,2.1300000000000026,54.696,56.01,53.8,2.210000000000001,2.210000000000001,53.028,53.85,52.13,1.7199999999999989,1.0399999999999991,54.17,55.71,53.19,2.520000000000003,2.520000000000003,61615,71231,38801,32430,31520
2018-12-02,54.0125,55.47,53.14,2.3299999999999983,-2.3299999999999983,54.6075,55.7,53.58,2.1200000000000045,-2.1200000000000045,52.985,53.3,52.67,0.6299999999999955,-0.6299999999999955,53.6725,54.42,53.39,1.0300000000000011,0.07000000000000028,88157,105289,53280,52009,10073
2018-12-09,53.178,54.1,51.97,2.1300000000000026,-1.3200000000000003,53.7,54.53,52.5,2.030000000000001,-2.030000000000001,51.96,53.36,50.67,2.6899999999999977,-2.6799999999999997,52.534,53.65,50.73,2.9200000000000017,-2.8600000000000065,100667,142339,47068,95271,88907
2018-12-16,50.08,50.96,48.87,2.0900000000000034,-2.0900000000000034,51.026,52.02,50.11,1.9100000000000037,-0.4199999999999946,49.477999999999994,50.55,48.48,2.0700000000000003,-2.0700000000000003,49.74,50.69,48.75,1.9399999999999977,-1.6899999999999977,164477,464610,74125,390485,-29889
2018-12-23,49.792500000000004,51.13,48.79,2.3400000000000034,2.1600000000000037,50.745000000000005,51.6,49.79,1.8100000000000023,1.3800000000000026,49.315,50.26,48.24,2.019999999999996,2.019999999999996,50.3725,50.85,49.51,1.3400000000000034,1.3000000000000043,57223,78862,27745,51117,-51117
2018-12-30,50.085,51.0,49.23,1.7700000000000031,0.7800000000000011,51.15,51.93,50.25,1.6799999999999997,0.7000000000000028,49.135,49.9,48.65,1.25,0.6000000000000014,50.0575,50.94,49.13,1.8099999999999952,-0.14000000000000057,65072,85717,57139,28578,2564
2019-01-06,48.796,50.45,47.2,3.25,-3.25,49.216,51.08,48.02,3.059999999999995,-2.780000000000001,47.872,49.36,47.2,2.1599999999999966,-2.1599999999999966,48.216,49.41,47.41,2.0,-2.0,44699,63942,29356,34586,-8809
2019-01-13,48.3875,49.21,47.38,1.8299999999999983,1.8299999999999983,49.8,51.3,48.3,3.0,1.4400000000000048,48.065,48.89,46.61,2.280000000000001,2.280000000000001,48.7625,49.14,47.94,1.2000000000000028,1.2000000000000028,77615,95825,49730,46095,-44055
2019-01-20,47.846000000000004,48.96,47.09,1.8699999999999974,-1.8699999999999974,48.518,50.08,47.6,2.479999999999997,-2.479999999999997,47.044000000000004,47.34,46.02,1.3200000000000003,-1.25,47.51,48.03,46.91,1.1200000000000045,-0.9200000000000017,38516,50377,30106,20271,-18989
2019-01-27,47.266,47.66,46.97,0.6899999999999977,0.5,47.908,48.34,47.19,1.1500000000000057,1.0300000000000011,46.702,47.14,46.23,0.9100000000000037,0.46000000000000085,47.53,48.13,47.01,1.1200000000000045,1.1200000000000045,51557,67582,41791,25791,-18559
2019-02-03,47.798,48.56,47.2,1.3599999999999994,-0.8999999999999986,48.284,49.12,47.57,1.5499999999999972,-1.1700000000000017,47.032000000000004,48.21,46.5,1.7100000000000009,-1.5200000000000031,47.722,48.66,47.22,1.4399999999999977,-1.1699999999999946,36346,52963,22396,30567,24838
2019-02-10,47.5125,47.79,47.14,0.6499999999999986,-0.19999999999999574,48.43,48.59,48.31,0.28000000000000114,0.00999999999999801,47.25,47.53,47.04,0.490000000000002,-0.21000000000000085,47.6075,47.83,47.17,0.6599999999999966,-0.14999999999999858,49239,79369,33993,45376,2016
2019-02-17,47.962,48.77,47.49,1.2800000000000011,0.22999999999999687,48.606,49.26,47.84,1.4199999999999946,-1.1699999999999946,47.054,47.94,46.21,1.7299999999999969,-1.0399999999999991,47.75,48.87,46.54,2.3299999999999983,-2.3299999999999983,56185,91944,40446,51498,-51498
2019-02-24,46.206,46.54,45.67,0.8699999999999974,-0.8699999999999974,46.394,46.8,45.67,1.1299999999999955,-1.1199999999999974,45.217999999999996,46.18,43.66,2.520000000000003,-2.520000000000003,45.722,46.41,44.18,2.229999999999997,-2.0799999999999983,40664,61541,28882,32659,2172
2019-03-03,42.4,44.62,38.12,6.5,-6.039999999999999,43.46,45.22,40.85,4.369999999999997,-4.07,40.982,43.69,36.72,6.969999999999999,-5.050000000000004,41.894,44.62,38.12,6.5,-4.3799999999999955,145958,319052,81957,237095,70654
2019-03-10,41.512,42.96,39.59,3.3699999999999974,3.1099999999999994,42.54,43.95,40.89,3.0600000000000023,2.1000000000000014,41.042,42.33,39.5,2.8299999999999983,1.7999999999999972,41.814,42.75,40.76,1.990000000000002,0.8200000000000003,103103,162156,71345,90811,-26310
2019-03-17,41.454,42.2,40.75,1.4500000000000028,-0.10999999999999943,42.512,43.25,41.92,1.3299999999999983,0.5700000000000003,40.946,41.48,40.54,0.9399999999999977,-0.4299999999999997,41.818,42.7,41.2,1.5,0.5400000000000063,101440,207034,54382,152652,-1851
2019-03-24,42.846000000000004,43.13,42.49,0.6400000000000006,0.1599999999999966,43.368,43.9,43.0,0.8999999999999986,-0.10999999999999943,42.078,42.47,41.57,0.8999999999999986,0.4299999999999997,42.802,43.26,42.41,0.8500000000000014,-0.38000000000000256,56063,81425,29282,52143,16690
2019-03-31,42.354,42.83,41.92,0.9099999999999966,0.5399999999999991,42.888,43.44,42.35,1.0899999999999963,0.7999999999999972,41.88,42.38,41.38,1.0,0.6400000000000006,42.397999999999996,43.11,41.86,1.25,0.21999999999999886,51772,74987,36486,38501,26944
2019-04-07,41.838,42.21,41.39,0.8200000000000003,-0.490000000000002,42.306,42.5,42.15,0.3500000000000014,-0.030000000000001137,41.013999999999996,41.55,40.19,1.3599999999999994,0.6400000000000006,41.658,41.96,41.35,0.6099999999999994,-0.14000000000000057,91629,165441,30146,135295,-135295
2019-04-14,41.575,41.82,41.34,0.4799999999999969,0.4799999999999969,42.165,42.55,41.8,0.75,0.6200000000000045,41.0025,41.63,40.69,0.9400000000000048,-0.10999999999999943,41.620000000000005,42.14,41.11,1.0300000000000011,-0.4200000000000017,46146,62726,36242,26484,-25523
2019-04-21,41.498,42.29,40.99,1.2999999999999972,1.2999999999999972,42.41,42.97,41.57,1.3999999999999986,0.769999999999996,41.24,42.29,40.38,1.9099999999999966,1.4200000000000017,41.874,42.45,41.18,1.2700000000000031,1.1300000000000026,58862,84283,43226,41057,-41057
2019-04-28,42.074,42.47,40.8,1.6700000000000017,-1.6000000000000014,43.126,43.94,42.52,1.4199999999999946,-0.36999999999999744,41.418,42.3,39.74,2.559999999999995,-1.4500000000000028,42.278,43.54,40.82,2.719999999999999,-0.509999999999998,112402,181136,69726,111410,-15989
2019-05-05,41.821999999999996,42.22,41.48,0.740000000000002,-0.17999999999999972,42.334,42.66,42.06,0.5999999999999943,-0.5700000000000003,41.574,42.13,41.08,1.0500000000000043,-0.6799999999999997,41.926,42.3,41.4,0.8999999999999986,-0.759999999999998,52733,63488,37592,25896,-22674
2019-05-12,41.552,41.66,41.43,0.22999999999999687,0.020000000000003126,41.99,42.15,41.65,0.5,-0.3500000000000014,41.268,41.66,40.78,0.8799999999999955,-0.28999999999999915,41.662,41.96,41.09,0.8699999999999974,-0.6199999999999974,39312,48807,28478,20329,-13728
2019-05-19,41.2575,41.9,40.85,1.0499999999999972,0.75,41.769999999999996,42.3,41.35,0.9499999999999957,0.8699999999999974,41.1225,41.57,40.85,0.7199999999999989,0.6300000000000026,41.6225,42.18,41.23,0.9500000000000028,0.9399999999999977,37583,45703,34256,11447,283
2019-05-26,41.410000000000004,42.03,40.64,1.3900000000000006,-1.3900000000000006,41.718,42.52,40.9,1.6200000000000045,-1.3000000000000043,40.922000000000004,41.88,40.33,1.5500000000000043,-1.5500000000000043,41.326,42.15,40.65,1.5,-0.9299999999999997,42227,54450,27711,26739,20566
2019-06-02,41.308,41.52,41.16,0.36000000000000654,-0.020000000000003126,41.714,42.21,41.34,0.8699999999999974,0.3299999999999983,40.948,41.11,40.71,0.3999999999999986,0.3999999999999986,41.373999999999995,41.9,41.12,0.7800000000000011,0.7800000000000011,50006,66108,30232,35876,-2300
2019-06-09,41.27,41.98,40.7,1.279999999999994,-0.779999999999994,41.682,42.12,41.37,0.75,-0.75,40.912,41.25,40.62,0.6300000000000026,0.240000000000002,41.116,41.4,40.77,0.6299999999999955,0.21999999999999886,43584,54859,29275,25584,-7957
2019-06-16,40.684,41.24,40.07,1.1700000000000017,-0.3399999999999963,41.478,41.76,41.05,0.7100000000000009,-0.3299999999999983,40.316,40.75,40.07,0.6799999999999997,0.02999999999999403,40.67,41.33,40.22,1.1099999999999994,0.030000000000001137,55862,76585,44288,32297,-32297
2019-06-23,40.144,40.7,39.4,1.3000000000000043,0.10999999999999943,40.708,41.26,40.12,1.1400000000000006,0.28000000000000114,39.8,40.27,39.33,0.9400000000000048,0.12000000000000455,40.35,41.01,39.58,1.4299999999999997,0.1699999999999946,56240,137084,22715,114369,14889
2019-06-30,41.375,41.66,40.9,0.759999999999998,0.759999999999998,42.0125,42.22,41.79,0.4299999999999997,0.2700000000000031,40.98,41.37,40.67,0.6999999999999957,0.0799999999999983,41.5625,41.84,41.23,0.6100000000000065,-0.2600000000000051,59447,88927,29858,59069,8151
2019-07-07,40.84,41.21,40.46,0.75,0.3400000000000034,41.19,41.41,40.63,0.779999999999994,0.05999999999999517,40.492000000000004,40.81,40.24,0.5700000000000003,0.25,40.852,41.08,40.51,0.5700000000000003,0.04999999999999716,48461,67996,33472,34524,-31517
2019-07-14,40.606,41.14,39.93,1.2100000000000009,-1.0900000000000034,40.878,41.64,39.94,1.7000000000000028,-1.7000000000000028,39.757999999999996,40.52,39.01,1.5100000000000051,-1.5100000000000051,40.32,40.85,39.86,0.990000000000002,-0.990000000000002,53061,76053,33169,42884,-16917
2019-07-21,40.05,40.23,39.81,0.4199999999999946,0.35999999999999943,40.494,40.72,40.09,0.6299999999999955,0.6299999999999955,39.66,39.98,39.31,0.6699999999999946,0.14000000000000057,40.048,40.36,39.56,0.7999999999999972,-0.3999999999999986,28868,49036,18235,30801,23119
2019-07-28,39.994,40.71,39.66,1.0500000000000043,0.07000000000000028,40.653999999999996,41.0,40.23,0.7700000000000031,0.4299999999999997,39.532000000000004,39.77,39.35,0.4200000000000017,-0.030000000000001137,39.996,40.47,39.68,0.7899999999999991,-0.14999999999999858,47038,66124,30153,35971,-26827
2019-08-04,40.782000000000004,41.21,39.84,1.3699999999999974,1.0399999999999991,41.956,42.79,40.6,2.1899999999999977,1.7999999999999972,39.888,40.54,39.16,1.3800000000000026,1.3800000000000026,40.904,41.22,40.13,1.0899999999999963,1.019999999999996,97297,155952,46157,109795,-55834
2019-08-11,41.507999999999996,42.22,40.73,1.490000000000002,0.4399999999999977,42.192,42.9,41.4,1.5,0.5499999999999972,41.056,42.1,40.18,1.9200000000000017,0.39000000000000057,41.63,42.14,41.02,1.1199999999999974,0.07000000000000028,57777,80478,35315,45163,-21752
2019-08-18,41.58,42.28,41.16,1.1200000000000045,-1.0200000000000031,41.99,42.54,41.58,0.9600000000000009,-0.9600000000000009,41.192,41.58,41.02,0.5599999999999952,-0.5300000000000011,41.482,41.72,41.12,0.6000000000000014,-0.240000000000002,50246,69206,41691,27515,4122
2019-08-25,39.535,41.64,38.11,3.530000000000001,-3.530000000000001,40.11,41.93,38.72,3.210000000000001,-2.8200000000000003,38.165,40.01,37.04,2.969999999999999,-2.509999999999998,38.864999999999995,40.08,38.19,1.8900000000000006,-1.1099999999999994,137727,179707,75282,104425,75576
2019-09-01,40.782,41.47,39.62,1.8500000000000014,1.8300000000000054,41.784,42.4,41.47,0.9299999999999997,0.5599999999999952,40.202,41.28,38.97,2.3100000000000023,2.3100000000000023,41.152,42.15,40.39,1.759999999999998,0.9499999999999957,104292,187821,58411,129410,-19191
2019-09-08,42.708,43.09,42.16,0.9300000000000068,0.5900000000000034,43.316,43.68,42.63,1.0499999999999972,0.8599999999999994,42.22,42.44,41.95,0.4899999999999949,0.45999999999999375,42.808,43.28,42.26,1.0200000000000031,0.480000000000004,66671,91050,47260,43790,102
2019-09-15,42.214,42.78,41.71,1.0700000000000003,-1.0700000000000003,42.744,43.27,42.41,0.8600000000000065,-0.7800000000000011,41.806000000000004,42.42,41.5,0.9200000000000017,-0.7100000000000009,42.26,42.78,42.03,0.75,-0.5799999999999983,80336,129154,41068,88086,84444
2019-09-22,42.972,43.53,42.14,1.3900000000000006,1.0600000000000023,43.616,43.74,43.33,0.4100000000000037,0.12000000000000455,42.548,43.02,41.97,1.0500000000000043,-0.1700000000000017,42.86,43.34,42.04,1.3000000000000043,-0.9299999999999997,54863,64252,40616,23636,-5237
2019-09-29,42.122,42.61,41.57,1.0399999999999991,0.14999999999999858,42.666,43.19,42.32,0.8699999999999974,-0.44999999999999574,41.812,42.17,41.41,0.7600000000000051,0.0,42.153999999999996,42.66,41.61,1.0499999999999972,-0.30999999999999517,45370,70620,25693,44927,-35967
2019-10-06,41.062,42.07,40.39,1.6799999999999997,-1.6799999999999997,41.342,42.25,40.7,1.5499999999999972,-1.3299999999999983,40.466,41.1,40.01,1.0900000000000034,-0.8000000000000043,40.67,41.16,40.46,0.6999999999999957,-0.3999999999999986,33022,38264,22745,15519,5441
2019-10-13,41.078,41.46,40.72,0.740000000000002,0.6899999999999977,41.632,42.2,41.08,1.1200000000000045,1.1200000000000045,40.974,41.46,40.72,0.740000000000002,0.7100000000000009,41.388,41.77,41.01,0.7600000000000051,0.7600000000000051,52720,64354,28348,36006,2958
2019-10-20,41.106,41.48,40.26,1.2199999999999989,-1.2199999999999989,41.546,41.81,41.09,0.7199999999999989,-0.7199999999999989,40.674,41.19,40.01,1.1799999999999997,-0.7100000000000009,41.018,41.44,40.17,1.269999999999996,-0.36999999999999744,51921,61115,33171,27944,4727
2019-10-27,41.9,42.41,40.82,1.5899999999999963,1.5899999999999963,42.502,42.87,42.07,0.7999999999999972,0.7999999999999972,41.732,42.41,40.79,1.6199999999999974,1.6199999999999974,42.234,42.85,41.93,0.9200000000000017,0.8800000000000026,58654,81326,45910,35416,30959
