Date,First Trust NASDAQ Global Auto_Open_average,First Trust NASDAQ Global Auto_Open_max,First Trust NASDAQ Global Auto_Open_min,First Trust NASDAQ Global Auto_Open_volatility,First Trust NASDAQ Global Auto_Open_change,First Trust NASDAQ Global Auto_High_average,First Trust NASDAQ Global Auto_High_max,First Trust NASDAQ Global Auto_High_min,First Trust NASDAQ Global Auto_High_volatility,First Trust NASDAQ Global Auto_High_change,First Trust NASDAQ Global Auto_Low_average,First Trust NASDAQ Global Auto_Low_max,First Trust NASDAQ Global Auto_Low_min,First Trust NASDAQ Global Auto_Low_volatility,First Trust NASDAQ Global Auto_Low_change,First Trust NASDAQ Global Auto_Close_average,First Trust NASDAQ Global Auto_Close_max,First Trust NASDAQ Global Auto_Close_min,First Trust NASDAQ Global Auto_Close_volatility,First Trust NASDAQ Global Auto_Close_change
2018-08-19,36.69,36.69,36.69,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-08-26,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2018-09-02,35.29,35.29,35.29,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2018-09-09,36.02,36.02,36.02,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-09-16,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-09-23,36.62,36.62,36.62,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2018-09-30,34.95,34.95,34.95,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-10-07,33.59,33.59,33.59,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-10-14,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-10-21,33.58,33.58,33.58,0.0,0.0,33.9,33.9,33.9,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-10-28,34.2,34.2,34.2,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-11-04,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-11-11,33.45,33.45,33.45,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2018-11-18,33.46,33.46,33.46,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-11-25,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-12-02,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-12-09,32.46,32.46,32.46,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-12-16,30.87,30.87,30.87,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-12-23,31.79,31.79,31.79,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-12-30,31.91,31.91,31.91,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-01-06,32.81,32.81,32.81,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-01-13,33.76,33.76,33.76,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2019-01-20,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-01-27,33.96,33.96,33.96,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-02-03,32.92,32.92,32.92,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-02-10,33.62,33.62,33.62,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-02-17,34.82,34.82,34.82,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-02-24,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-03-03,32.92,32.92,32.92,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-03-10,33.29,33.29,33.29,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-03-17,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-03-24,33.41,33.41,33.41,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-03-31,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-04-07,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-04-14,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-04-21,34.94,34.94,34.94,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-04-28,34.24,34.24,34.24,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-05-05,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-05-12,31.86,31.86,31.86,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-05-19,31.45,31.45,31.45,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-05-26,31.15,31.15,31.15,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-06-02,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2019-06-09,31.7,31.7,31.7,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-06-16,32.58,32.58,32.58,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-06-23,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-06-30,33.03,33.03,33.03,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-07-07,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2019-07-14,32.88,32.88,32.88,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-07-21,32.51,32.51,32.51,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-07-28,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-08-04,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-08-11,30.16,30.16,30.16,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-08-18,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-08-25,30.98,30.98,30.98,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-09-01,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-09-08,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-09-15,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-09-22,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-09-29,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-10-06,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-10-13,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-10-20,34.12,34.12,34.12,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-10-27,34.45,34.45,34.45,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-11-03,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-11-10,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-11-17,33.81,33.81,33.81,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-11-24,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-12-01,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-12-08,34.04,34.04,34.04,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-12-15,34.02,34.02,34.02,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-12-22,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-12-29,33.88,33.88,33.88,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0
