Date,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Open_average,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Open_max,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Open_min,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Open_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Open_change,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_High_average,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_High_max,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_High_min,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_High_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_High_change,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Low_average,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Low_max,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Low_min,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Low_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Low_change,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Close_average,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Close_max,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Close_min,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Close_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_etf_Close_change
2018-03-25,651.0,651.0,651.0,0.0,0.0,679.0,679.0,679.0,0.0,0.0,650.5,650.5,650.5,0.0,0.0,678.0,678.0,678.0,0.0,0.0
2018-04-01,690.5,690.5,690.5,0.0,0.0,696.5,696.5,696.5,0.0,0.0,680.0,680.0,680.0,0.0,0.0,691.5,691.5,691.5,0.0,0.0
2018-04-08,743.0,743.0,743.0,0.0,0.0,774.2,774.2,774.2,0.0,0.0,741.0,741.0,741.0,0.0,0.0,760.5,760.5,760.5,0.0,0.0
2018-04-15,771.5,771.5,771.5,0.0,0.0,774.0,774.0,774.0,0.0,0.0,751.5,751.5,751.5,0.0,0.0,762.0,762.0,762.0,0.0,0.0
2018-04-22,733.0,733.0,733.0,0.0,0.0,733.0,733.0,733.0,0.0,0.0,715.24,715.24,715.24,0.0,0.0,724.5,724.5,724.5,0.0,0.0
2018-04-29,745.0,745.0,745.0,0.0,0.0,760.75,760.75,760.75,0.0,0.0,731.5,731.5,731.5,0.0,0.0,755.5,755.5,755.5,0.0,0.0
2018-05-06,801.0,801.0,801.0,0.0,0.0,802.0,802.0,802.0,0.0,0.0,765.5,765.5,765.5,0.0,0.0,774.5,774.5,774.5,0.0,0.0
2018-05-13,693.0,693.0,693.0,0.0,0.0,719.5,719.5,719.5,0.0,0.0,689.5,689.5,689.5,0.0,0.0,706.5,706.5,706.5,0.0,0.0
2018-05-20,729.5,729.5,729.5,0.0,0.0,730.0,730.0,730.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,704.5,704.5,704.5,0.0,0.0
2018-05-27,690.0,690.0,690.0,0.0,0.0,706.5,706.5,706.5,0.0,0.0,680.0,680.0,680.0,0.0,0.0,698.0,698.0,698.0,0.0,0.0
2018-06-03,704.0,704.0,704.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,692.0,692.0,692.0,0.0,0.0,694.5,694.5,694.5,0.0,0.0
2018-06-10,694.5,694.5,694.5,0.0,0.0,696.35,696.35,696.35,0.0,0.0,679.0,679.0,679.0,0.0,0.0,690.0,690.0,690.0,0.0,0.0
2018-06-17,673.5,673.5,673.5,0.0,0.0,692.0,692.0,692.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,692.0,692.0,692.0,0.0,0.0
2018-06-24,663.5,663.5,663.5,0.0,0.0,689.0,689.0,689.0,0.0,0.0,661.0,661.0,661.0,0.0,0.0,682.5,682.5,682.5,0.0,0.0
2018-07-01,722.5,722.5,722.5,0.0,0.0,741.0,741.0,741.0,0.0,0.0,719.5,719.5,719.5,0.0,0.0,730.0,730.0,730.0,0.0,0.0
2018-07-08,673.0,673.0,673.0,0.0,0.0,681.0,681.0,681.0,0.0,0.0,667.5,667.5,667.5,0.0,0.0,668.0,668.0,668.0,0.0,0.0
2018-07-15,644.5,644.5,644.5,0.0,0.0,650.0,650.0,650.0,0.0,0.0,633.5,633.5,633.5,0.0,0.0,639.5,639.5,639.5,0.0,0.0
2018-07-22,637.0,637.0,637.0,0.0,0.0,639.5,639.5,639.5,0.0,0.0,622.5,622.5,622.5,0.0,0.0,626.0,626.0,626.0,0.0,0.0
2018-07-29,600.0,600.0,600.0,0.0,0.0,620.5,620.5,620.5,0.0,0.0,593.0,593.0,593.0,0.0,0.0,599.5,599.5,599.5,0.0,0.0
2018-08-05,558.5,558.5,558.5,0.0,0.0,572.0,572.0,572.0,0.0,0.0,547.5,547.5,547.5,0.0,0.0,550.5,550.5,550.5,0.0,0.0
2018-08-12,373.5,373.5,373.5,0.0,0.0,398.5,398.5,398.5,0.0,0.0,365.75,365.75,365.75,0.0,0.0,391.0,391.0,391.0,0.0,0.0
2018-08-19,392.0,392.0,392.0,0.0,0.0,431.5,431.5,431.5,0.0,0.0,388.5,388.5,388.5,0.0,0.0,418.0,418.0,418.0,0.0,0.0
2018-08-26,395.5,395.5,395.5,0.0,0.0,407.31,407.31,407.31,0.0,0.0,387.5,387.5,387.5,0.0,0.0,390.5,390.5,390.5,0.0,0.0
2018-09-02,353.5,353.5,353.5,0.0,0.0,366.5,366.5,366.5,0.0,0.0,341.0,341.0,341.0,0.0,0.0,356.5,356.5,356.5,0.0,0.0
2018-09-09,366.0,366.0,366.0,0.0,0.0,369.5,369.5,369.5,0.0,0.0,350.0,350.0,350.0,0.0,0.0,353.0,353.0,353.0,0.0,0.0
2018-09-16,398.5,398.5,398.5,0.0,0.0,418.0,418.0,418.0,0.0,0.0,393.5,393.5,393.5,0.0,0.0,405.5,405.5,405.5,0.0,0.0
2018-09-23,361.5,361.5,361.5,0.0,0.0,380.5,380.5,380.5,0.0,0.0,359.5,359.5,359.5,0.0,0.0,370.0,370.0,370.0,0.0,0.0
2018-09-30,394.5,394.5,394.5,0.0,0.0,400.0,400.0,400.0,0.0,0.0,379.0,379.0,379.0,0.0,0.0,381.5,381.5,381.5,0.0,0.0
2018-10-07,444.0,444.0,444.0,0.0,0.0,455.0,455.0,455.0,0.0,0.0,416.0,416.0,416.0,0.0,0.0,445.0,445.0,445.0,0.0,0.0
2018-10-14,461.0,461.0,461.0,0.0,0.0,470.0,470.0,470.0,0.0,0.0,452.5,452.5,452.5,0.0,0.0,457.5,457.5,457.5,0.0,0.0
2018-10-21,412.5,412.5,412.5,0.0,0.0,431.5,431.5,431.5,0.0,0.0,395.5,395.5,395.5,0.0,0.0,396.0,396.0,396.0,0.0,0.0
2018-10-28,385.0,385.0,385.0,0.0,0.0,397.5,397.5,397.5,0.0,0.0,379.3,379.3,379.3,0.0,0.0,386.5,386.5,386.5,0.0,0.0
2018-11-04,351.0,351.0,351.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,342.0,342.0,342.0,0.0,0.0,348.5,348.5,348.5,0.0,0.0
2018-11-11,359.0,359.0,359.0,0.0,0.0,366.5,366.5,366.5,0.0,0.0,355.0,355.0,355.0,0.0,0.0,360.0,360.0,360.0,0.0,0.0
2018-11-18,370.0,370.0,370.0,0.0,0.0,375.0,375.0,375.0,0.0,0.0,346.75,346.75,346.75,0.0,0.0,350.5,350.5,350.5,0.0,0.0
2018-11-25,330.0,330.0,330.0,0.0,0.0,331.0,331.0,331.0,0.0,0.0,313.0,313.0,313.0,0.0,0.0,322.5,322.5,322.5,0.0,0.0
2018-12-02,348.0,348.0,348.0,0.0,0.0,382.0,382.0,382.0,0.0,0.0,346.5,346.5,346.5,0.0,0.0,373.5,373.5,373.5,0.0,0.0
2018-12-09,366.0,366.0,366.0,0.0,0.0,374.0,374.0,374.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,363.0,363.0,363.0,0.0,0.0
2018-12-16,412.5,412.5,412.5,0.0,0.0,420.0,420.0,420.0,0.0,0.0,387.0,387.0,387.0,0.0,0.0,409.0,409.0,409.0,0.0,0.0
2018-12-23,436.0,436.0,436.0,0.0,0.0,446.36,446.36,446.36,0.0,0.0,425.0,425.0,425.0,0.0,0.0,427.5,427.5,427.5,0.0,0.0
2018-12-30,488.5,488.5,488.5,0.0,0.0,513.0,513.0,513.0,0.0,0.0,483.5,483.5,483.5,0.0,0.0,506.0,506.0,506.0,0.0,0.0
2019-01-06,488.5,488.5,488.5,0.0,0.0,492.5,492.5,492.5,0.0,0.0,473.5,473.5,473.5,0.0,0.0,479.0,479.0,479.0,0.0,0.0
2019-01-13,440.0,440.0,440.0,0.0,0.0,444.5,444.5,444.5,0.0,0.0,410.0,410.0,410.0,0.0,0.0,415.5,415.5,415.5,0.0,0.0
2019-01-20,443.0,443.0,443.0,0.0,0.0,472.5,472.5,472.5,0.0,0.0,440.0,440.0,440.0,0.0,0.0,466.5,466.5,466.5,0.0,0.0
2019-01-27,570.0,570.0,570.0,0.0,0.0,579.5,579.5,579.5,0.0,0.0,545.5,545.5,545.5,0.0,0.0,575.0,575.0,575.0,0.0,0.0
2019-02-03,523.0,523.0,523.0,0.0,0.0,549.5,549.5,549.5,0.0,0.0,519.5,519.5,519.5,0.0,0.0,544.0,544.0,544.0,0.0,0.0
2019-02-10,555.0,555.0,555.0,0.0,0.0,574.5,574.5,574.5,0.0,0.0,534.0,534.0,534.0,0.0,0.0,574.0,574.0,574.0,0.0,0.0
2019-02-17,621.0,621.0,621.0,0.0,0.0,644.75,644.75,644.75,0.0,0.0,613.5,613.5,613.5,0.0,0.0,618.0,618.0,618.0,0.0,0.0
2019-02-24,527.5,527.5,527.5,0.0,0.0,545.5,545.5,545.5,0.0,0.0,490.0,490.0,490.0,0.0,0.0,492.5,492.5,492.5,0.0,0.0
2019-03-03,504.0,504.0,504.0,0.0,0.0,533.5,533.5,533.5,0.0,0.0,490.0,490.0,490.0,0.0,0.0,527.0,527.0,527.0,0.0,0.0
2019-03-10,528.0,528.0,528.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,510.5,510.5,510.5,0.0,0.0,525.5,525.5,525.5,0.0,0.0
2019-03-17,542.5,542.5,542.5,0.0,0.0,561.5,561.5,561.5,0.0,0.0,532.5,532.5,532.5,0.0,0.0,540.5,540.5,540.5,0.0,0.0
2019-03-24,505.0,505.0,505.0,0.0,0.0,508.0,508.0,508.0,0.0,0.0,490.0,490.0,490.0,0.0,0.0,490.5,490.5,490.5,0.0,0.0
2019-03-31,485.0,485.0,485.0,0.0,0.0,489.0,489.0,489.0,0.0,0.0,471.0,471.0,471.0,0.0,0.0,488.0,488.0,488.0,0.0,0.0
2019-04-07,466.0,466.0,466.0,0.0,0.0,475.0,475.0,475.0,0.0,0.0,456.5,456.5,456.5,0.0,0.0,457.5,457.5,457.5,0.0,0.0
2019-04-14,411.0,411.0,411.0,0.0,0.0,420.0,420.0,420.0,0.0,0.0,386.0,386.0,386.0,0.0,0.0,391.5,391.5,391.5,0.0,0.0
2019-04-21,389.0,389.0,389.0,0.0,0.0,414.5,414.5,414.5,0.0,0.0,386.5,386.5,386.5,0.0,0.0,408.5,408.5,408.5,0.0,0.0
2019-04-28,343.5,343.5,343.5,0.0,0.0,357.0,357.0,357.0,0.0,0.0,338.0,338.0,338.0,0.0,0.0,342.0,342.0,342.0,0.0,0.0
2019-05-05,350.0,350.0,350.0,0.0,0.0,352.5,352.5,352.5,0.0,0.0,337.5,337.5,337.5,0.0,0.0,339.5,339.5,339.5,0.0,0.0
2019-05-12,338.0,338.0,338.0,0.0,0.0,351.0,351.0,351.0,0.0,0.0,333.5,333.5,333.5,0.0,0.0,348.5,348.5,348.5,0.0,0.0
2019-05-19,326.5,326.5,326.5,0.0,0.0,331.5,331.5,331.5,0.0,0.0,321.29,321.29,321.29,0.0,0.0,329.5,329.5,329.5,0.0,0.0
2019-05-26,352.0,352.0,352.0,0.0,0.0,381.5,381.5,381.5,0.0,0.0,352.0,352.0,352.0,0.0,0.0,377.5,377.5,377.5,0.0,0.0
2019-06-02,445.0,445.0,445.0,0.0,0.0,450.0,450.0,450.0,0.0,0.0,421.0,421.0,421.0,0.0,0.0,425.5,425.5,425.5,0.0,0.0
2019-06-09,466.5,466.5,466.5,0.0,0.0,480.0,480.0,480.0,0.0,0.0,433.75,433.75,433.75,0.0,0.0,449.0,449.0,449.0,0.0,0.0
2019-06-16,572.5,572.5,572.5,0.0,0.0,576.5,576.5,576.5,0.0,0.0,534.5,534.5,534.5,0.0,0.0,576.5,576.5,576.5,0.0,0.0
2019-06-23,593.8,593.8,593.8,0.0,0.0,605.5,605.5,605.5,0.0,0.0,577.8,577.8,577.8,0.0,0.0,599.5,599.5,599.5,0.0,0.0
2019-06-30,540.0,540.0,540.0,0.0,0.0,578.4,578.4,578.4,0.0,0.0,524.5,524.5,524.5,0.0,0.0,574.1,574.1,574.1,0.0,0.0
2019-07-07,609.7,609.7,609.7,0.0,0.0,635.67,635.67,635.67,0.0,0.0,602.5,602.5,602.5,0.0,0.0,631.1,631.1,631.1,0.0,0.0
2019-07-14,830.0,830.0,830.0,0.0,0.0,877.5,877.5,877.5,0.0,0.0,791.4,791.4,791.4,0.0,0.0,834.6,834.6,834.6,0.0,0.0
2019-07-21,795.5,795.5,795.5,0.0,0.0,801.6,801.6,801.6,0.0,0.0,760.91,760.91,760.91,0.0,0.0,771.6,771.6,771.6,0.0,0.0
2019-07-28,800.0,800.0,800.0,0.0,0.0,837.0,837.0,837.0,0.0,0.0,785.0,785.0,785.0,0.0,0.0,803.8,803.8,803.8,0.0,0.0
2019-08-04,981.3,981.3,981.3,0.0,0.0,1008.6,1008.6,1008.6,0.0,0.0,947.4,947.4,947.4,0.0,0.0,954.2,954.2,954.2,0.0,0.0
2019-08-11,820.7,820.7,820.7,0.0,0.0,836.4,836.4,836.4,0.0,0.0,777.8,777.8,777.8,0.0,0.0,780.9,780.9,780.9,0.0,0.0
2019-08-18,792.0,792.0,792.0,0.0,0.0,900.0,900.0,900.0,0.0,0.0,785.5,785.5,785.5,0.0,0.0,890.4,890.4,890.4,0.0,0.0
2019-08-25,863.4,863.4,863.4,0.0,0.0,919.5,919.5,919.5,0.0,0.0,852.6,852.6,852.6,0.0,0.0,876.0,876.0,876.0,0.0,0.0
2019-09-01,836.0,836.0,836.0,0.0,0.0,867.4,867.4,867.4,0.0,0.0,750.0,750.0,750.0,0.0,0.0,750.2,750.2,750.2,0.0,0.0
2019-09-08,651.4,651.4,651.4,0.0,0.0,668.8,668.8,668.8,0.0,0.0,586.8,586.8,586.8,0.0,0.0,587.1,587.1,587.1,0.0,0.0
2019-09-15,681.3,681.3,681.3,0.0,0.0,735.9,735.9,735.9,0.0,0.0,668.3,668.3,668.3,0.0,0.0,733.3,733.3,733.3,0.0,0.0
2019-09-22,637.5,637.5,637.5,0.0,0.0,679.1,679.1,679.1,0.0,0.0,622.2,622.2,622.2,0.0,0.0,640.1,640.1,640.1,0.0,0.0
2019-09-29,613.7,613.7,613.7,0.0,0.0,665.6,665.6,665.6,0.0,0.0,611.0,611.0,611.0,0.0,0.0,664.2,664.2,664.2,0.0,0.0
2019-10-06,640.0,640.0,640.0,0.0,0.0,643.0,643.0,643.0,0.0,0.0,592.05,592.05,592.05,0.0,0.0,601.0,601.0,601.0,0.0,0.0
2019-10-13,598.6,598.6,598.6,0.0,0.0,616.8,616.8,616.8,0.0,0.0,576.5,576.5,576.5,0.0,0.0,598.6,598.6,598.6,0.0,0.0
2019-10-20,663.7,663.7,663.7,0.0,0.0,672.8,672.8,672.8,0.0,0.0,612.7,612.7,612.7,0.0,0.0,643.9,643.9,643.9,0.0,0.0
2019-10-27,680.1,680.1,680.1,0.0,0.0,704.1,704.1,704.1,0.0,0.0,667.5,667.5,667.5,0.0,0.0,702.9,702.9,702.9,0.0,0.0
2019-11-03,544.9,544.9,544.9,0.0,0.0,573.9,573.9,573.9,0.0,0.0,542.1,542.1,542.1,0.0,0.0,549.9,549.9,549.9,0.0,0.0
2019-11-10,588.3,588.3,588.3,0.0,0.0,610.3,610.3,610.3,0.0,0.0,581.3,581.3,581.3,0.0,0.0,583.3,583.3,583.3,0.0,0.0
2019-11-17,572.2,572.2,572.2,0.0,0.0,574.15,574.15,574.15,0.0,0.0,548.5,548.5,548.5,0.0,0.0,558.4,558.4,558.4,0.0,0.0
2019-11-24,580.8,580.8,580.8,0.0,0.0,623.2,623.2,623.2,0.0,0.0,579.1,579.1,579.1,0.0,0.0,622.0,622.0,622.0,0.0,0.0
2019-12-01,635.0,635.0,635.0,0.0,0.0,654.8,654.8,654.8,0.0,0.0,610.8,610.8,610.8,0.0,0.0,613.5,613.5,613.5,0.0,0.0
2019-12-08,657.3,657.3,657.3,0.0,0.0,683.9,683.9,683.9,0.0,0.0,641.7,641.7,641.7,0.0,0.0,674.2,674.2,674.2,0.0,0.0
2019-12-15,659.4,659.4,659.4,0.0,0.0,659.4,659.4,659.4,0.0,0.0,621.8,621.8,621.8,0.0,0.0,625.8,625.8,625.8,0.0,0.0
2019-12-22,810.0,810.0,810.0,0.0,0.0,817.8,817.8,817.8,0.0,0.0,775.0,775.0,775.0,0.0,0.0,781.3,781.3,781.3,0.0,0.0
2019-12-29,889.9,889.9,889.9,0.0,0.0,890.0,890.0,890.0,0.0,0.0,804.0,804.0,804.0,0.0,0.0,814.2,814.2,814.2,0.0,0.0
