Date,First Trust STOXX European Select Dividend_Open_average,First Trust STOXX European Select Dividend_Open_max,First Trust STOXX European Select Dividend_Open_min,First Trust STOXX European Select Dividend_Open_volatility,First Trust STOXX European Select Dividend_Open_change,First Trust STOXX European Select Dividend_High_average,First Trust STOXX European Select Dividend_High_max,First Trust STOXX European Select Dividend_High_min,First Trust STOXX European Select Dividend_High_volatility,First Trust STOXX European Select Dividend_High_change,First Trust STOXX European Select Dividend_Low_average,First Trust STOXX European Select Dividend_Low_max,First Trust STOXX European Select Dividend_Low_min,First Trust STOXX European Select Dividend_Low_volatility,First Trust STOXX European Select Dividend_Low_change,First Trust STOXX European Select Dividend_Close_average,First Trust STOXX European Select Dividend_Close_max,First Trust STOXX European Select Dividend_Close_min,First Trust STOXX European Select Dividend_Close_volatility,First Trust STOXX European Select Dividend_Close_change
2018-04-15,14.33,14.33,14.33,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2018-04-22,14.35,14.35,14.35,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-04-29,14.18,14.18,14.18,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2018-05-06,14.37,14.37,14.37,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2018-05-13,14.29,14.29,14.29,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2018-05-20,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2018-05-27,13.84,13.84,13.84,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2018-06-03,13.78,13.78,13.78,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-06-10,13.69,13.69,13.69,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2018-06-17,13.21,13.21,13.21,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-06-24,13.23,13.23,13.23,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2018-07-01,13.46,13.46,13.46,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2018-07-08,13.38,13.38,13.38,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2018-07-15,13.27,13.27,13.27,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2018-07-22,13.39,13.39,13.39,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2018-07-29,13.25,13.25,13.25,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2018-08-05,13.04,13.04,13.04,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2018-08-12,12.91,12.91,12.91,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.91,12.91,12.91,0.0,0.0,13.01,13.01,13.01,0.0,0.0
2018-08-19,13.19,13.19,13.19,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2018-08-26,13.17,13.17,13.17,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2018-09-02,12.95,12.95,12.95,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2018-09-09,12.96,12.96,12.96,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2018-09-16,13.25,13.25,13.25,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-09-23,13.11,13.11,13.11,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2018-09-30,12.9,12.9,12.9,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2018-10-07,12.61,12.61,12.61,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2018-10-14,12.71,12.71,12.71,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2018-10-21,12.25,12.25,12.25,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2018-10-28,12.59,12.59,12.59,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-11-04,12.79,12.79,12.79,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2018-11-11,12.52,12.52,12.52,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2018-11-18,12.43,12.43,12.43,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2018-11-25,12.56,12.56,12.56,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2018-12-02,12.24,12.24,12.24,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2018-12-09,12.15,12.15,12.15,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2018-12-16,11.86,11.86,11.86,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2018-12-23,11.94,11.94,11.94,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-12-30,12.02,12.02,12.02,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2019-01-06,12.37,12.37,12.37,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2019-01-13,12.55,12.55,12.55,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-01-20,12.54,12.54,12.54,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2019-01-27,12.7,12.7,12.7,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-02-03,12.59,12.59,12.59,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2019-02-10,12.65,12.65,12.65,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-02-17,12.66,12.66,12.66,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-02-24,12.9,12.9,12.9,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2019-03-03,12.67,12.67,12.67,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2019-03-10,13.09,13.09,13.09,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-03-17,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2019-03-24,12.88,12.88,12.88,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2019-03-31,13.06,13.06,13.06,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2019-04-07,13.23,13.23,13.23,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.22,13.22,13.22,0.0,0.0
2019-04-14,13.22,13.22,13.22,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2019-04-21,13.12,13.12,13.12,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-04-28,13.14,13.14,13.14,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2019-05-05,12.77,12.77,12.77,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2019-05-12,12.69,12.69,12.69,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2019-05-19,12.66,12.66,12.66,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-05-26,12.38,12.38,12.38,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2019-06-02,12.86,12.86,12.86,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2019-06-09,12.35,12.35,12.35,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2019-06-16,12.48,12.48,12.48,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-06-23,12.48,12.48,12.48,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-06-30,12.65,12.65,12.65,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2019-07-07,12.64,12.64,12.64,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2019-07-14,12.56,12.56,12.56,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2019-07-21,12.51,12.51,12.51,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2019-07-28,12.25,12.25,12.25,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2019-08-04,12.14,12.14,12.14,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2019-08-11,12.01,12.01,12.01,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2019-08-18,12.17,12.17,12.17,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2019-08-25,12.23,12.23,12.23,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2019-09-01,12.38,12.38,12.38,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2019-09-08,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2019-09-15,12.84,12.84,12.84,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-09-22,12.69,12.69,12.69,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-09-29,12.42,12.42,12.42,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-10-06,12.89,12.89,12.89,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2019-10-13,13.17,13.17,13.17,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2019-10-20,13.34,13.34,13.34,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2019-10-27,13.43,13.43,13.43,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2019-11-03,13.46,13.46,13.46,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2019-11-10,13.41,13.41,13.41,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2019-11-17,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2019-11-24,13.39,13.39,13.39,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-12-01,13.49,13.49,13.49,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.49,13.49,13.49,0.0,0.0
2019-12-08,13.74,13.74,13.74,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2019-12-15,13.95,13.95,13.95,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2019-12-22,14.07,14.07,14.07,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-12-29,14.08,14.08,14.08,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0
