Date,Hartford Global Small Cap_Open_average,Hartford Global Small Cap_Open_max,Hartford Global Small Cap_Open_min,Hartford Global Small Cap_Open_volatility,Hartford Global Small Cap_Open_change,Hartford Global Small Cap_High_average,Hartford Global Small Cap_High_max,Hartford Global Small Cap_High_min,Hartford Global Small Cap_High_volatility,Hartford Global Small Cap_High_change,Hartford Global Small Cap_Low_average,Hartford Global Small Cap_Low_max,Hartford Global Small Cap_Low_min,Hartford Global Small Cap_Low_volatility,Hartford Global Small Cap_Low_change,Hartford Global Small Cap_Close_average,Hartford Global Small Cap_Close_max,Hartford Global Small Cap_Close_min,Hartford Global Small Cap_Close_volatility,Hartford Global Small Cap_Close_change
2018-04-22,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-04-29,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-05-06,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-05-13,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-05-20,32.4,32.4,32.4,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-05-27,32.73,32.73,32.73,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-06-03,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-06-10,32.52,32.52,32.52,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-06-17,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-06-24,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-07-01,31.73,31.73,31.73,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-07-08,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-07-15,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-07-22,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-07-29,31.64,31.64,31.64,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-08-05,31.37,31.37,31.37,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-08-12,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-08-19,32.12,32.12,32.12,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-08-26,32.07,32.07,32.07,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-09-02,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-09-09,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-09-16,31.72,31.72,31.72,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-09-23,31.68,31.68,31.68,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-09-30,30.42,30.42,30.42,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-10-07,29.4,29.4,29.4,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-10-14,29.52,29.52,29.52,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2018-10-21,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-10-28,29.63,29.63,29.63,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-11-04,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-11-11,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-11-18,29.13,29.13,29.13,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-11-25,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-12-02,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-12-09,27.85,27.85,27.85,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-12-16,25.93,25.93,25.93,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-12-23,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-12-30,27.54,27.54,27.54,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-01-06,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-01-13,28.87,28.87,28.87,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-01-20,28.82,28.82,28.82,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-01-27,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-02-03,29.3,29.3,29.3,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-02-10,29.92,29.92,29.92,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-02-17,30.47,30.47,30.47,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-02-24,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-03-03,29.4,29.4,29.4,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-03-10,29.89,29.89,29.89,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-03-17,29.27,29.27,29.27,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-03-24,29.74,29.74,29.74,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-03-31,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-04-07,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-04-14,29.77,29.77,29.77,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-04-21,29.87,29.87,29.87,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-04-28,29.81,29.81,29.81,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-05-05,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-05-12,28.5,28.5,28.5,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-05-19,28.42,28.42,28.42,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-05-26,28.15,28.15,28.15,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-06-02,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-06-09,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-06-16,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-06-23,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-06-30,29.31,29.31,29.31,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-07-07,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-07-14,29.37,29.37,29.37,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-07-21,29.3,29.3,29.3,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-07-28,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-08-04,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-08-11,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-08-18,27.65,27.65,27.65,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-08-25,27.96,27.96,27.96,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-09-01,28.44,28.44,28.44,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-09-08,28.98,28.98,28.98,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-09-15,28.74,28.74,28.74,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-09-22,28.44,28.44,28.44,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-09-29,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-10-06,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-10-13,29.28,29.28,29.28,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-10-20,29.37,29.37,29.37,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-10-27,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-11-03,29.73,29.73,29.73,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-11-10,29.97,29.97,29.97,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-11-17,29.93,29.93,29.93,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-11-24,30.1,30.1,30.1,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-12-01,30.51,30.51,30.51,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-12-08,30.83,30.83,30.83,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-12-15,30.46,30.46,30.46,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-12-22,30.42,30.42,30.42,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-12-29,30.34,30.34,30.34,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.4,30.4,30.4,0.0,0.0
