Date,NJR_Open_average,NJR_Open_max,NJR_Open_min,NJR_Open_volatility,NJR_Open_change,NJR_High_average,NJR_High_max,NJR_High_min,NJR_High_volatility,NJR_High_change,NJR_Low_average,NJR_Low_max,NJR_Low_min,NJR_Low_volatility,NJR_Low_change,NJR_Close_average,NJR_Close_max,NJR_Close_min,NJR_Close_volatility,NJR_Close_change,NJR_Volume_average,NJR_Volume_max,NJR_Volume_min,NJR_Volume_volatility,NJR_Volume_change
2018-01-14,39.32,39.65,38.85,0.7999999999999972,-0.4000000000000057,39.652,40.01,39.2,0.8099999999999952,-0.6999999999999957,39.06,39.45,38.8,0.6500000000000057,-0.6000000000000014,39.19,39.75,38.85,0.8999999999999986,-0.6000000000000014,517192,633512,467038,166474,-165407
2018-01-21,39.37,40.0,38.9,1.1000000000000014,0.30000000000000426,39.824,40.1,39.5,0.6000000000000014,-0.1700000000000017,39.07,39.3,38.8,0.5,0.25,39.43,40.05,39.05,1.0,-0.3500000000000014,679184,730669,548333,182336,178466
2018-01-28,38.660000000000004,39.2,38.05,1.1500000000000057,-0.7999999999999972,39.1,39.55,38.6,0.9499999999999957,-0.9499999999999957,38.14,39.0,36.9,2.1000000000000014,-2.1000000000000014,38.269999999999996,39.05,36.9,2.1499999999999986,-2.1499999999999986,1377127,4084757,569023,3515734,188872
2018-02-04,37.13,38.15,36.4,1.75,1.5,37.854,38.6,37.0,1.6000000000000014,1.6000000000000014,36.426,37.65,35.55,2.1000000000000014,2.1000000000000014,37.17,38.25,36.25,2.0,1.5,988197,1350925,778394,572531,-519319
2018-02-11,38.275,38.6,37.9,0.7000000000000028,0.3999999999999986,38.9,39.45,38.48,0.970000000000006,0.970000000000006,37.95,38.6,37.35,1.25,1.25,38.575,39.25,38.2,1.0499999999999972,1.0499999999999972,715314,773930,620595,153335,54508
2018-02-18,38.65,39.6,38.05,1.5500000000000043,0.6000000000000014,39.24,39.75,38.5,1.25,0.5499999999999972,38.17,39.05,37.65,1.3999999999999986,1.0499999999999972,38.69,39.6,38.0,1.6000000000000014,1.2000000000000028,614467,714291,460421,253870,-253870
2018-02-25,38.51,39.5,38.0,1.5,-1.5,39.153999999999996,40.25,38.4,1.8500000000000014,-0.9799999999999969,38.08,38.8,37.65,1.1499999999999986,-0.8999999999999986,38.46,39.2,38.05,1.1500000000000057,0.4000000000000057,604695,804433,452653,351780,-157770
2018-03-04,39.21,39.45,39.05,0.4000000000000057,0.3500000000000014,39.516,39.9,39.23,0.6700000000000017,0.6700000000000017,38.85,39.35,38.5,0.8500000000000014,0.8500000000000014,39.32,39.85,39.05,0.8000000000000043,0.8000000000000043,493370,593491,414253,179238,-103496
2018-03-11,39.71,40.05,39.4,0.6499999999999986,0.09999999999999432,40.0,40.2,39.75,0.45000000000000284,-0.15000000000000568,39.328,39.45,39.25,0.20000000000000284,-0.030000000000001137,39.72,40.05,39.45,0.5999999999999943,0.14999999999999858,756554,1968496,365958,1602538,-245916
2018-03-18,39.15,39.8,38.45,1.3499999999999943,-1.3499999999999943,39.67,40.05,38.85,1.1999999999999957,-1.1999999999999957,38.63,39.05,38.05,1.0,-0.8000000000000043,38.86,39.2,38.15,1.0500000000000043,-0.25,580116,738655,516375,222280,24109
2018-03-25,39.5375,40.0,38.9,1.1000000000000014,1.1000000000000014,40.125,40.4,39.75,0.6499999999999986,0.6499999999999986,39.15,39.9,38.55,1.3500000000000014,0.6000000000000014,39.65,40.1,39.25,0.8500000000000014,0.20000000000000284,484297,556562,421564,134998,90535
