Date,DOV_Open_average,DOV_Open_max,DOV_Open_min,DOV_Open_volatility,DOV_Open_change,DOV_High_average,DOV_High_max,DOV_High_min,DOV_High_volatility,DOV_High_change,DOV_Low_average,DOV_Low_max,DOV_Low_min,DOV_Low_volatility,DOV_Low_change,DOV_Close_average,DOV_Close_max,DOV_Close_min,DOV_Close_volatility,DOV_Close_change,DOV_Volume_average,DOV_Volume_max,DOV_Volume_min,DOV_Volume_volatility,DOV_Volume_change
2018-01-14,104.438,104.91,103.88,1.0300000000000011,-0.3400000000000034,104.84,105.0,104.5,0.5,0.09000000000000341,103.396,104.08,102.74,1.3400000000000034,0.8200000000000074,104.188,104.84,103.36,1.480000000000004,1.480000000000004,838955,1229918,550778,679140,-29520
2018-01-21,105.028,106.0,104.37,1.6299999999999955,0.3499999999999943,105.678,106.41,105.08,1.3299999999999983,-0.46999999999999886,103.91,104.37,103.48,0.8900000000000006,-0.8900000000000006,104.69800000000001,105.56,103.68,1.8799999999999955,-1.8799999999999955,1199919,1724691,783006,941685,707236
2018-01-28,104.69200000000001,107.15,102.72,4.430000000000007,0.12000000000000455,106.644,109.06,104.56,4.5,-2.8799999999999955,102.55199999999999,105.7,98.52,7.180000000000007,-2.5600000000000023,104.078,107.05,98.57,8.480000000000004,-8.480000000000004,2251211,3565489,1494654,2070835,-2070835
2018-02-04,98.686,100.04,97.52,2.5200000000000102,0.22999999999998977,99.964,101.45,98.49,2.960000000000008,-1.1400000000000006,96.524,99.19,94.33,4.859999999999999,1.6199999999999903,98.314,99.92,96.2,3.719999999999999,-1.5600000000000023,1599803,2117857,1052796,1065061,-1065061
2018-02-11,99.1325,101.46,96.22,5.239999999999995,3.6799999999999926,100.7275,102.59,98.64,3.950000000000003,3.950000000000003,98.62,101.06,96.22,4.840000000000003,3.730000000000004,100.1525,101.59,98.12,3.469999999999999,3.089999999999989,955094,1175404,776837,398567,-73128
2018-02-18,101.606,103.47,100.22,3.25,2.6799999999999926,102.81,104.6,101.36,3.239999999999995,3.239999999999995,100.812,102.85,99.8,3.049999999999997,3.049999999999997,101.874,104.39,99.98,4.409999999999997,4.180000000000007,996063,1608598,727722,880876,423391
2018-02-25,100.24,104.27,97.2,7.069999999999993,-6.859999999999999,100.932,104.65,98.32,6.3300000000000125,-5.730000000000004,98.634,101.87,96.77,5.1000000000000085,-4.829999999999998,99.29599999999999,101.94,97.9,4.039999999999992,-3.3700000000000045,1086819,1231393,934836,296557,-164174
2018-03-04,100.294,102.59,99.08,3.510000000000005,3.4099999999999966,101.172,102.96,99.9,3.059999999999988,2.430000000000007,99.466,100.88,98.11,2.769999999999996,1.9499999999999886,100.78,102.69,99.51,3.1799999999999926,1.4899999999999949,929033,1096009,719627,376382,-146743
2018-03-11,100.38199999999999,102.24,99.2,3.039999999999992,-2.4200000000000017,100.88,102.82,99.78,3.039999999999992,-2.75,98.92999999999999,100.19,98.46,1.730000000000004,-1.4299999999999926,99.744,100.62,99.0,1.6200000000000045,-0.7199999999999989,1087120,1670105,742837,927268,262521
2018-03-18,100.874,104.22,98.33,5.890000000000001,-2.1500000000000057,102.274,104.74,100.08,4.659999999999997,-4.659999999999997,99.274,102.33,96.93,5.3999999999999915,-3.1699999999999875,100.824,103.91,98.35,5.560000000000002,-4.099999999999994,3438480,5028256,1901176,3127080,-3127080
2018-03-25,98.325,100.24,96.86,3.3799999999999955,-2.309999999999988,98.935,100.24,98.25,1.9899999999999949,-1.9899999999999949,95.98750000000001,97.43,94.45,2.980000000000004,-2.980000000000004,97.10249999999999,98.22,95.87,2.3499999999999943,-2.239999999999995,1600465,2055951,1132495,923456,-923456
2018-04-01,95.83,97.71,93.63,4.079999999999998,-2.6000000000000085,96.854,98.63,94.71,3.9200000000000017,-1.960000000000008,94.334,96.85,92.28,4.569999999999993,-2.280000000000001,95.5,97.69,93.0,4.689999999999998,-3.489999999999995,1511569,1850636,1114170,736466,-489058
2018-04-08,94.378,94.93,93.74,1.190000000000012,0.2599999999999909,94.874,95.47,94.5,0.9699999999999989,-0.5799999999999983,93.634,94.22,93.12,1.0999999999999943,0.21999999999999886,93.988,94.54,93.55,0.9900000000000091,-0.2400000000000091,1199555,1427830,882861,544969,-373298
2018-04-15,95.49799999999999,96.02,94.75,1.269999999999996,1.2099999999999937,96.33,97.42,95.25,2.1700000000000017,0.7199999999999989,94.74,95.49,93.94,1.5499999999999972,0.7199999999999989,95.426,96.02,94.0,2.019999999999996,1.1200000000000045,1418593,1609289,1317571,291718,73327
2018-04-22,89.62,95.87,76.66,19.210000000000008,-19.210000000000008,92.254,97.04,77.18,19.86,-19.529999999999987,87.702,93.22,74.52,18.700000000000003,-17.430000000000007,90.346,95.34,74.83,20.510000000000005,-17.659999999999997,3068165,3625636,2583250,1042386,629272
2018-04-29,73.346,74.48,71.94,2.5400000000000063,-0.35999999999999943,74.318,75.24,72.62,2.6199999999999903,0.47999999999998977,72.394,73.96,71.0,2.9599999999999937,0.9699999999999989,73.486,74.71,72.26,2.4499999999999886,0.5699999999999932,1662226,2025297,1231822,793475,-461217
2018-05-06,76.254,77.27,74.84,2.4299999999999926,2.4299999999999926,77.308,78.82,75.78,3.039999999999992,3.039999999999992,75.92,77.27,74.27,3.0,3.0,76.82600000000001,77.76,75.67,2.0900000000000034,2.0900000000000034,2599172,4450701,1730295,2720406,-138174
2018-05-13,77.924,79.57,77.37,2.1999999999999886,2.1999999999999886,78.82000000000001,80.75,77.37,3.3799999999999955,3.3799999999999955,77.568,79.57,76.6,2.969999999999999,2.969999999999999,78.344,80.39,76.95,3.4399999999999977,3.4399999999999977,1478711,1775266,1165906,609360,-73361
2018-05-20,79.5975,80.57,78.68,1.8899999999999864,-0.789999999999992,80.335,80.66,79.99,0.6700000000000017,-0.46999999999999886,78.9525,79.13,78.59,0.539999999999992,-0.09000000000000341,79.5575,80.23,79.11,1.1200000000000045,0.030000000000001137,1472347,1985293,853356,1131937,837861
2018-05-27,78.37,78.72,78.0,0.7199999999999989,0.030000000000001137,78.784,78.99,78.43,0.5599999999999881,-0.1599999999999966,77.398,77.78,76.67,1.1099999999999994,0.2400000000000091,78.02,78.76,77.21,1.5500000000000114,0.4299999999999926,1544834,1871689,1206012,665677,-290767
