Date,CAT_stock_Open_average,CAT_stock_Open_max,CAT_stock_Open_min,CAT_stock_Open_volatility,CAT_stock_Open_change,CAT_stock_High_average,CAT_stock_High_max,CAT_stock_High_min,CAT_stock_High_volatility,CAT_stock_High_change,CAT_stock_Low_average,CAT_stock_Low_max,CAT_stock_Low_min,CAT_stock_Low_volatility,CAT_stock_Low_change,CAT_stock_Close_average,CAT_stock_Close_max,CAT_stock_Close_min,CAT_stock_Close_volatility,CAT_stock_Close_change,CAT_stock_Volume_average,CAT_stock_Volume_max,CAT_stock_Volume_min,CAT_stock_Volume_volatility,CAT_stock_Volume_change
2018-01-14,170.29500000000002,172.9,169.32,3.5800000000000125,-3.2700000000000102,171.14,173.24,170.11,3.1299999999999955,-2.7900000000000205,168.1925,168.61,167.57,1.0400000000000205,1.0400000000000205,169.2625,170.41,168.5,1.9099999999999966,1.0999999999999943,6141872,8530572,4668825,3861747,-2733889
2018-01-21,171.126,173.1,168.81,4.289999999999992,-1.509999999999991,171.502,173.1,169.0,4.099999999999994,-1.9099999999999966,166.472,169.2,162.46,6.739999999999981,-3.9299999999999784,169.018,170.89,167.06,3.829999999999984,-3.829999999999984,8560148,16937124,3540941,13396183,5504318
2018-01-28,162.524,165.58,160.33,5.25,-4.810000000000002,164.184,165.88,160.8,5.079999999999984,-5.079999999999984,159.566,161.89,156.53,5.359999999999985,-2.8899999999999864,161.77,163.76,157.49,6.269999999999982,-5.090000000000003,7426402,9496821,4323603,5173218,-1894000
2018-02-04,152.184,155.36,148.07,7.2900000000000205,-6.219999999999999,155.732,158.93,150.89,8.04000000000002,-8.04000000000002,146.548,154.28,142.85,11.430000000000007,0.030000000000001137,151.406,156.41,145.99,10.419999999999987,-1.8700000000000045,10217141,13908666,7156489,6752177,-1862482
2018-02-11,155.088,160.13,151.25,8.879999999999995,8.259999999999991,157.716,161.0,153.45,7.550000000000011,7.550000000000011,153.432,157.48,150.25,7.22999999999999,5.840000000000003,156.118,159.98,152.29,7.689999999999998,4.0,5547009,5991556,4914500,1077056,234769
2018-02-18,156.67,159.4,155.17,4.230000000000018,4.230000000000018,159.7275,162.48,158.25,4.22999999999999,4.22999999999999,156.1825,159.22,154.27,4.949999999999989,4.949999999999989,158.015,162.41,155.23,7.180000000000007,6.849999999999994,4612009,5094572,4179354,915218,-643725
2018-02-25,158.12199999999999,163.26,149.13,14.129999999999995,-13.920000000000016,159.412,164.6,149.88,14.719999999999999,-14.170000000000016,154.266,161.55,145.86,15.689999999999998,-15.689999999999998,155.238,163.69,146.38,17.310000000000002,-17.310000000000002,7324972,9509411,4127704,5381707,3255061
2018-03-04,150.928,155.12,145.15,9.969999999999999,9.969999999999999,154.3,158.42,151.86,6.559999999999974,6.559999999999974,149.822,154.33,144.01,10.320000000000022,10.320000000000022,153.644,158.25,151.12,7.1299999999999955,7.1299999999999955,5684272,8453004,4105005,4347999,-3876260
2018-03-11,155.368,158.24,153.18,5.060000000000002,-3.920000000000016,157.1,159.34,155.25,4.090000000000003,-1.8900000000000148,152.664,153.85,151.31,2.539999999999992,-0.539999999999992,154.352,156.46,152.54,3.920000000000016,1.960000000000008,6147904,10897566,4819119,6078447,6017149
2018-03-18,152.394,154.24,147.7,6.5400000000000205,-6.5400000000000205,153.952,157.28,148.95,8.330000000000013,-5.880000000000024,149.322,153.21,143.79,9.420000000000016,-7.030000000000001,150.64000000000001,155.8,144.29,11.51000000000002,-7.860000000000014,5536575,8225576,3557563,4668013,1053865
2018-03-25,147.73000000000002,149.9,146.21,3.6899999999999977,-1.6099999999999852,149.4225,151.12,148.24,2.8799999999999955,-0.789999999999992,145.0625,145.79,143.63,2.1599999999999966,0.3100000000000023,147.18,149.19,145.16,4.030000000000001,-1.8100000000000023,4878377,5454879,4209422,1245457,-1245457
2018-04-01,144.68,146.51,139.88,6.6299999999999955,-0.6699999999999875,146.868,148.88,145.46,3.4199999999999875,-0.3499999999999943,141.896,146.47,138.05,8.419999999999987,-0.9399999999999977,145.05,148.13,142.99,5.139999999999986,-0.8999999999999773,5344729,6188246,4584764,1603482,309845
2018-04-08,147.524,151.75,144.8,6.949999999999989,6.949999999999989,149.644,152.91,146.79,6.1200000000000045,6.1200000000000045,146.274,148.99,142.8,6.189999999999998,6.189999999999998,147.666,150.23,143.08,7.149999999999977,7.149999999999977,3772442,4050818,3218872,831946,-447569
2018-04-15,154.182,155.39,151.74,3.6499999999999773,3.509999999999991,155.708,157.12,153.42,3.700000000000017,2.719999999999999,152.838,154.57,150.28,4.289999999999992,2.0900000000000034,154.07,155.95,152.14,3.8100000000000023,1.1100000000000136,3606168,4057801,3055572,1002229,1002229
2018-04-22,149.844,159.75,143.83,15.919999999999987,-8.980000000000018,151.688,161.1,146.6,14.5,-9.140000000000015,145.174,152.18,142.16,10.02000000000001,-8.02000000000001,146.93,153.99,144.44,9.550000000000011,-9.27000000000001,9971164,24122296,3860561,20261735,-1489767
2018-04-29,143.24200000000002,145.21,141.69,3.5200000000000102,-2.969999999999999,145.924,147.19,144.43,2.759999999999991,0.9900000000000091,141.316,143.6,138.15,5.449999999999989,-2.549999999999983,144.558,146.37,143.78,2.5900000000000034,2.009999999999991,5357694,7703228,4637644,3065584,-86385
2018-05-06,151.406,154.25,148.18,6.069999999999993,6.069999999999993,153.612,156.74,151.07,5.670000000000016,5.280000000000001,150.73,153.77,148.0,5.77000000000001,5.77000000000001,152.238,154.86,149.82,5.0400000000000205,5.0400000000000205,4557056,6844614,3507901,3336713,-3336713
2018-05-13,153.966,155.61,152.55,3.0600000000000023,-1.460000000000008,155.352,156.84,153.87,2.969999999999999,0.4399999999999977,153.04399999999998,154.39,151.71,2.6799999999999784,-0.37999999999999545,154.214,155.71,152.59,3.1200000000000045,0.4300000000000068,3431935,4127177,2693400,1433777,325416
2018-05-20,157.414,159.26,154.65,4.609999999999985,-2.3400000000000034,158.984,161.6,157.57,4.030000000000001,-4.030000000000001,155.964,158.7,153.72,4.97999999999999,-3.469999999999999,157.28199999999998,158.92,155.85,3.069999999999993,-3.069999999999993,3724556,5849693,2359721,3489972,-3489972
2018-05-27,154.365,155.3,153.3,2.0,-0.9599999999999795,155.3,155.98,154.19,1.789999999999992,-1.5300000000000011,152.56,153.84,151.5,2.3400000000000034,-0.37999999999999545,153.6275,155.46,151.91,3.5500000000000114,-0.09999999999999432,3446379,4546036,2688183,1857853,-1040221
2018-06-03,154.828,157.11,152.4,4.710000000000008,1.4000000000000057,155.83,157.93,153.1,4.8300000000000125,1.7199999999999989,153.534,155.53,152.02,3.509999999999991,2.9499999999999886,154.726,156.51,152.5,4.009999999999991,2.819999999999993,3095997,3689293,2470867,1218426,783262
2018-06-10,155.07399999999998,157.18,150.85,6.3300000000000125,-4.340000000000003,156.39600000000002,159.19,151.0,8.189999999999998,-6.0800000000000125,153.362,156.39,148.43,7.9599999999999795,-6.289999999999992,154.332,157.49,150.02,7.469999999999999,-6.280000000000001,4472665,8852451,2595641,6256810,6094147
2018-06-17,144.358,148.42,140.9,7.519999999999982,-7.519999999999982,145.068,149.46,142.39,7.070000000000022,-6.960000000000008,142.15,147.72,139.12,8.599999999999994,-7.949999999999989,142.916,148.68,139.53,9.150000000000006,-8.740000000000009,5142044,6792028,3651587,3140441,1571843
2018-06-24,136.63400000000001,138.86,134.18,4.680000000000007,-2.25,138.068,139.46,136.72,2.740000000000009,-1.1299999999999955,134.66,135.58,132.68,2.9000000000000057,0.4000000000000057,135.686,136.58,134.61,1.9699999999999989,-0.910000000000025,4872931,6078178,4120281,1957897,-1957897
