Date,DGLYStock_Open_average,DGLYStock_Open_max,DGLYStock_Open_min,DGLYStock_Open_volatility,DGLYStock_Open_change,DGLYStock_High_average,DGLYStock_High_max,DGLYStock_High_min,DGLYStock_High_volatility,DGLYStock_High_change,DGLYStock_Low_average,DGLYStock_Low_max,DGLYStock_Low_min,DGLYStock_Low_volatility,DGLYStock_Low_change,DGLYStock_Close_average,DGLYStock_Close_max,DGLYStock_Close_min,DGLYStock_Close_volatility,DGLYStock_Close_change,DGLYStock_Volume_average,DGLYStock_Volume_max,DGLYStock_Volume_min,DGLYStock_Volume_volatility,DGLYStock_Volume_change
2018-01-14,2.3375,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.3685,2.4,2.35,0.04999999999999982,-0.04999999999999982,2.3,2.3,2.3,0.0,0.0,2.3125,2.35,2.3,0.050000000000000266,-0.050000000000000266,21005,34310,13181,21129,-4231
2018-01-21,2.26,2.5,2.1,0.3999999999999999,0.20000000000000018,2.31,2.5,2.2,0.2999999999999998,0.1499999999999999,2.14,2.25,2.1,0.1499999999999999,-0.10000000000000009,2.19,2.35,2.1,0.25,0.10000000000000009,53335,91743,24888,66855,31641
2018-01-28,2.24,2.4,2.15,0.25,-0.25,2.37,2.5,2.25,0.25,-0.1499999999999999,2.18,2.25,2.15,0.10000000000000009,-0.10000000000000009,2.21,2.3,2.15,0.1499999999999999,-0.04999999999999982,63035,120196,38547,81649,2115
2018-02-04,2.15,2.2,2.1,0.10000000000000009,0.0,2.4138,3.2,2.1959999999999997,1.0040000000000004,-0.04800000000000004,2.07,2.15,2.0,0.1499999999999999,-0.1499999999999999,2.11,2.15,2.0,0.1499999999999999,-0.1499999999999999,365590,1485965,53047,1432918,4178
2018-02-11,2.07,2.15,2.0,0.1499999999999999,0.050000000000000266,2.169,2.25,2.1,0.1499999999999999,0.1499999999999999,2.05,2.1,2.0,0.10000000000000009,0.10000000000000009,2.105,2.2,2.0,0.20000000000000018,0.20000000000000018,31286,40354,25933,14421,-8132
2018-02-18,2.3075,2.35,2.25,0.10000000000000009,0.04999999999999982,2.4,2.4,2.4,0.0,0.0,2.2874999999999996,2.3,2.25,0.04999999999999982,0.04999999999999982,2.3125,2.35,2.3,0.050000000000000266,0.0,30888,48365,21739,26626,-25391
2018-02-25,2.51,2.65,2.4,0.25,0.25,2.589,2.65,2.45,0.19999999999999973,0.19999999999999973,2.415,2.5,2.3,0.20000000000000018,0.15000000000000036,2.51,2.6,2.4,0.20000000000000018,0.1499999999999999,54112,72272,28342,43930,-18306
2018-03-04,2.52,2.6,2.45,0.1499999999999999,0.10000000000000009,2.6098,2.65,2.5989999999999998,0.051000000000000156,-0.04999999999999982,2.48,2.5,2.45,0.04999999999999982,0.0,2.52,2.6,2.5,0.10000000000000009,0.10000000000000009,36054,60157,12656,47501,-14317
2018-03-11,2.67,2.85,2.55,0.30000000000000027,0.050000000000000266,2.7812,2.9,2.6,0.2999999999999998,0.15600000000000014,2.6026,2.75,2.513,0.2370000000000001,0.03699999999999992,2.68,2.85,2.55,0.30000000000000027,0.050000000000000266,66474,109656,27499,82157,-25642
2018-03-18,2.65,2.7,2.6,0.10000000000000009,0.10000000000000009,2.7498,2.799,2.7,0.09899999999999975,0.04999999999999982,2.5918,2.65,2.55,0.10000000000000009,0.050000000000000266,2.68,2.75,2.6,0.1499999999999999,0.10000000000000009,27302,34534,19279,15255,-3382
2018-03-25,2.54175,2.5980000000000003,2.5,0.09800000000000031,-0.07900000000000018,2.5875,2.6,2.55,0.050000000000000266,0.0,2.4875,2.5,2.45,0.04999999999999982,0.0,2.53125,2.6,2.45,0.1499999999999999,0.050000000000000266,26351,32869,16973,15896,-1677
2018-04-01,2.385,2.5,2.3,0.20000000000000018,-0.10000000000000009,2.4516,2.533,2.4,0.133,-0.133,2.2868,2.334,2.25,0.08400000000000007,-0.03400000000000025,2.35,2.4,2.3,0.10000000000000009,-0.050000000000000266,33246,64692,10580,54112,-25689
2018-04-08,2.32,2.35,2.25,0.10000000000000009,-0.10000000000000009,2.41,2.65,2.35,0.2999999999999998,0.2999999999999998,2.28,2.3,2.2,0.09999999999999964,-0.09999999999999964,2.36,2.55,2.3,0.25,0.19999999999999973,42401,141476,9942,131534,129917
2018-04-15,2.62,2.75,2.4,0.3500000000000001,0.30000000000000027,2.73,2.8,2.7,0.09999999999999964,-0.09999999999999964,2.4902,2.6,2.2,0.3999999999999999,0.3999999999999999,2.66,2.7,2.65,0.050000000000000266,-0.050000000000000266,36029,92455,12166,80289,-73559
2018-04-22,2.475,2.6,2.35,0.25,-0.2250000000000001,2.525,2.7,2.4,0.30000000000000027,-0.25,2.42,2.6,2.35,0.25,-0.25,2.45,2.625,2.35,0.2749999999999999,-0.17499999999999982,21155,28205,12536,15669,-7334
2018-04-29,2.384,2.42,2.35,0.06999999999999984,0.04999999999999982,2.45,2.5,2.4,0.10000000000000009,0.10000000000000009,2.35,2.4,2.3,0.10000000000000009,0.10000000000000009,2.39,2.5,2.3,0.20000000000000018,0.10000000000000009,13305,20380,7976,12404,9251
2018-05-06,2.51,2.6,2.4,0.20000000000000018,0.09999999999999964,2.6,2.6,2.6,0.0,0.0,2.44,2.5,2.35,0.1499999999999999,0.10000000000000009,2.54,2.6,2.45,0.1499999999999999,0.1499999999999999,15418,21294,7598,13696,1557
2018-05-13,2.642,2.85,2.5,0.3500000000000001,-0.25,2.712,2.95,2.6,0.3500000000000001,-0.25,2.501,2.55,2.45,0.09999999999999964,0.04499999999999993,2.58,2.7,2.45,0.25,0.0,68943,228156,16788,211368,-196634
2018-05-20,2.59,2.7,2.5,0.20000000000000018,-0.15000000000000036,2.67,2.75,2.65,0.10000000000000009,-0.10000000000000009,2.55,2.65,2.5,0.1499999999999999,-0.1499999999999999,2.59,2.65,2.55,0.10000000000000009,-0.04999999999999982,28979,35641,19625,16016,9030
2018-05-27,2.575,2.6,2.5,0.10000000000000009,0.0,2.625,2.65,2.6,0.04999999999999982,0.04999999999999982,2.5125,2.55,2.5,0.04999999999999982,0.04999999999999982,2.589,2.65,2.5,0.1499999999999999,0.04999999999999982,45920,69071,11557,57514,44054
2018-06-03,2.66,2.8,2.55,0.25,-0.19999999999999973,2.7382,2.95,2.6,0.3500000000000001,-0.3500000000000001,2.54,2.65,2.5,0.1499999999999999,-0.1499999999999999,2.57,2.7,2.5,0.20000000000000018,-0.20000000000000018,70653,179266,12920,166346,-166346
2018-06-10,2.5342,2.55,2.5,0.04999999999999982,0.028999999999999915,2.58,2.65,2.55,0.10000000000000009,0.050000000000000266,2.51,2.55,2.5,0.04999999999999982,0.04999999999999982,2.535,2.6,2.5,0.10000000000000009,0.10000000000000009,20507,32316,8365,23951,-3752
2018-06-17,2.5444,2.6,2.5,0.10000000000000009,-0.10000000000000009,2.5989999999999998,2.695,2.55,0.14500000000000002,-0.09499999999999975,2.5,2.5,2.5,0.0,0.0,2.5146,2.548,2.5,0.04800000000000004,-0.02499999999999991,19051,36634,4789,31845,-23645
2018-06-24,2.3899999999999997,2.55,2.3,0.25,-0.20000000000000018,2.46,2.55,2.35,0.19999999999999973,-0.19999999999999973,2.35,2.5,2.3,0.20000000000000018,-0.20000000000000018,2.39,2.55,2.35,0.19999999999999973,-0.19999999999999973,21395,37396,11102,26294,-4318
2018-07-01,2.2125,2.35,2.1,0.25,-0.20000000000000018,2.2875,2.35,2.15,0.20000000000000018,-0.050000000000000266,2.1125,2.15,2.1,0.04999999999999982,0.0,2.16875,2.25,2.1,0.1499999999999999,0.1499999999999999,29046,43482,14875,28607,-16098
2018-07-08,2.3266,2.45,2.25,0.20000000000000018,0.04999999999999982,2.4076,2.5,2.35,0.1499999999999999,-0.1499999999999999,2.24,2.3,2.2,0.09999999999999964,0.04999999999999982,2.3282,2.35,2.275,0.07500000000000018,-0.02499999999999991,33261,85307,10513,74794,-74794
2018-07-15,2.3684,2.7,2.25,0.4500000000000002,0.40000000000000036,2.53,2.9,2.3,0.6000000000000001,0.3999999999999999,2.2892,2.5,2.2,0.2999999999999998,0.254,2.4,2.6,2.25,0.3500000000000001,0.3500000000000001,147468,408328,17555,390773,254071
2018-07-22,2.45,2.6,2.35,0.25,-0.050000000000000266,2.59,2.75,2.45,0.2999999999999998,0.1499999999999999,2.3502,2.401,2.3,0.10099999999999998,0.05099999999999971,2.465,2.55,2.35,0.19999999999999973,0.09999999999999964,61083,118865,27629,91236,25815
2018-07-29,2.567,2.65,2.5,0.1499999999999999,-0.1499999999999999,2.615,2.65,2.6,0.04999999999999982,-0.04999999999999982,2.4624,2.5,2.45,0.04999999999999982,0.011999999999999567,2.5212,2.55,2.5,0.04999999999999982,-0.04999999999999982,21184,33658,8445,25213,-24205
2018-08-05,2.54,2.6,2.45,0.1499999999999999,-0.04999999999999982,2.5798,2.6,2.499,0.10099999999999998,-0.10099999999999998,2.48,2.55,2.4,0.1499999999999999,-0.10000000000000009,2.54,2.6,2.45,0.1499999999999999,-0.1499999999999999,19818,32190,11611,20579,-6175
2018-08-12,2.49,2.55,2.45,0.09999999999999964,0.09999999999999964,2.57,2.65,2.55,0.10000000000000009,0.10000000000000009,2.4744,2.522,2.45,0.07199999999999962,0.07199999999999962,2.5312,2.65,2.455,0.19499999999999984,0.10099999999999998,21220,37775,11963,25812,12058
2018-08-19,2.59,2.65,2.55,0.10000000000000009,-0.04999999999999982,2.7119999999999997,2.9,2.65,0.25,-0.25,2.5166,2.55,2.45,0.09999999999999964,0.05099999999999971,2.59,2.65,2.55,0.10000000000000009,0.10000000000000009,74049,208626,23911,184715,-184715
2018-08-26,2.578,2.65,2.5,0.1499999999999999,-0.06600000000000028,2.6328,2.7,2.594,0.10600000000000032,-0.08000000000000007,2.5202,2.55,2.5,0.04999999999999982,0.04899999999999993,2.5722,2.6,2.55,0.050000000000000266,0.0,31365,60437,8574,51863,-32268
2018-09-02,2.55625,2.625,2.5,0.125,-0.04999999999999982,2.63625,2.65,2.6,0.04999999999999982,0.0,2.5125,2.55,2.5,0.04999999999999982,0.0,2.5875,2.65,2.5,0.1499999999999999,0.1499999999999999,27219,58292,11115,47177,32381
2018-09-09,2.7,2.9,2.6,0.2999999999999998,0.2999999999999998,2.87,3.25,2.7,0.5499999999999998,0.5499999999999998,2.6750000000000003,2.875,2.6,0.2749999999999999,0.2749999999999999,2.8,3.15,2.6,0.5499999999999998,0.5,175033,549772,25929,523843,515477
2018-09-16,3.94,4.6,3.25,1.3499999999999996,0.75,4.32,4.95,3.65,1.3000000000000003,0.8000000000000003,3.7,3.95,3.25,0.7000000000000002,0.7000000000000002,4.08,4.3,3.6,0.6999999999999997,0.6999999999999997,506786,862195,201964,660231,-237250
2018-09-23,3.43,4.3,2.9,1.4,-1.3499999999999996,3.535,4.4,2.95,1.4500000000000002,-1.4500000000000002,3.18,3.85,2.8,1.0500000000000003,-1.0500000000000003,3.2399999999999998,4.05,2.85,1.1999999999999997,-1.1999999999999997,581054,1800602,142061,1658541,-56809
2018-09-30,2.932,3.05,2.83,0.21999999999999975,0.1200000000000001,3.05,3.1,3.0,0.10000000000000009,-0.040000000000000036,2.804,2.87,2.75,0.1200000000000001,0.1200000000000001,2.928,2.97,2.85,0.1200000000000001,0.07000000000000028,258144,409152,81918,327234,-327234
2018-10-07,3.0196,3.1,2.908,0.19200000000000017,-0.07999999999999963,3.1348,3.25,3.0,0.25,-0.10000000000000009,2.9276,3.01,2.9,0.10999999999999988,-0.10999999999999988,3.004,3.1,2.9,0.20000000000000018,-0.1200000000000001,96103,148012,33866,114146,-43065
2018-10-14,2.9536000000000002,3.0,2.9,0.10000000000000009,-0.02200000000000024,3.023,3.08,2.98,0.10000000000000009,-0.03500000000000014,2.92,2.95,2.9,0.050000000000000266,0.050000000000000266,2.948,2.98,2.91,0.06999999999999984,0.06000000000000005,44903,126356,13005,113351,-21975
2018-10-21,2.928,3.05,2.75,0.2999999999999998,-0.22999999999999998,3.0606,3.1,2.9530000000000003,0.1469999999999998,0.0,2.8112000000000004,2.95,2.62,0.33000000000000007,-0.29000000000000004,2.936,3.05,2.72,0.3299999999999996,0.09999999999999964,109639,175262,29451,145811,133779
2018-10-28,2.924,3.06,2.78,0.28000000000000025,-0.1299999999999999,3.1154,3.41,2.997,0.41300000000000026,-0.3500000000000001,2.786,2.92,2.73,0.18999999999999995,0.18999999999999995,2.9339999999999997,3.04,2.78,0.26000000000000023,0.010000000000000231,210498,644496,53063,591433,-553805
2018-11-04,3.018,3.09,2.92,0.16999999999999993,-0.06999999999999984,3.0742,3.1510000000000002,3.015,0.13600000000000012,-0.13600000000000012,2.9012000000000002,2.971,2.84,0.13100000000000023,-0.13100000000000023,2.988,3.05,2.93,0.11999999999999966,-0.08999999999999986,53738,69396,17955,51441,10194
2018-11-11,2.794,2.9,2.75,0.1499999999999999,-0.14000000000000012,2.8886,2.968,2.8,0.16800000000000015,-0.06800000000000006,2.73,2.76,2.68,0.07999999999999963,-0.009999999999999787,2.784,2.85,2.7,0.1499999999999999,0.029999999999999805,46028,101824,22901,78923,-20440
