Date,Vanguard Information TechnologyEtf_Open_average,Vanguard Information TechnologyEtf_Open_max,Vanguard Information TechnologyEtf_Open_min,Vanguard Information TechnologyEtf_Open_volatility,Vanguard Information TechnologyEtf_Open_change,Vanguard Information TechnologyEtf_High_average,Vanguard Information TechnologyEtf_High_max,Vanguard Information TechnologyEtf_High_min,Vanguard Information TechnologyEtf_High_volatility,Vanguard Information TechnologyEtf_High_change,Vanguard Information TechnologyEtf_Low_average,Vanguard Information TechnologyEtf_Low_max,Vanguard Information TechnologyEtf_Low_min,Vanguard Information TechnologyEtf_Low_volatility,Vanguard Information TechnologyEtf_Low_change,Vanguard Information TechnologyEtf_Close_average,Vanguard Information TechnologyEtf_Close_max,Vanguard Information TechnologyEtf_Close_min,Vanguard Information TechnologyEtf_Close_volatility,Vanguard Information TechnologyEtf_Close_change
2018-03-25,168.64,168.64,168.64,0.0,0.0,172.72,172.72,172.72,0.0,0.0,167.48,167.48,167.48,0.0,0.0,171.0,171.0,171.0,0.0,0.0
2018-04-01,169.58,169.58,169.58,0.0,0.0,171.14,171.14,171.14,0.0,0.0,166.37,166.37,166.37,0.0,0.0,167.2,167.2,167.2,0.0,0.0
2018-04-08,174.97,174.97,174.97,0.0,0.0,175.17,175.17,175.17,0.0,0.0,172.43,172.43,172.43,0.0,0.0,173.22,173.22,173.22,0.0,0.0
2018-04-15,175.2,175.2,175.2,0.0,0.0,175.28,175.28,175.28,0.0,0.0,172.54,172.54,172.54,0.0,0.0,173.19,173.19,173.19,0.0,0.0
2018-04-22,174.02,174.02,174.02,0.0,0.0,174.14,174.14,174.14,0.0,0.0,170.75,170.75,170.75,0.0,0.0,171.64,171.64,171.64,0.0,0.0
2018-04-29,172.88,172.88,172.88,0.0,0.0,177.22,177.22,177.22,0.0,0.0,172.79,172.79,172.79,0.0,0.0,176.88,176.88,176.88,0.0,0.0
2018-05-06,183.3,183.3,183.3,0.0,0.0,183.76,183.76,183.76,0.0,0.0,182.42,182.42,182.42,0.0,0.0,183.07,183.07,183.07,0.0,0.0
2018-05-13,180.94,180.94,180.94,0.0,0.0,181.6,181.6,181.6,0.0,0.0,180.5,180.5,180.5,0.0,0.0,180.6,180.6,180.6,0.0,0.0
2018-05-20,182.63,182.63,182.63,0.0,0.0,183.45,183.45,183.45,0.0,0.0,182.42,182.42,182.42,0.0,0.0,182.89,182.89,182.89,0.0,0.0
2018-05-27,184.16,184.16,184.16,0.0,0.0,186.32,186.32,186.32,0.0,0.0,184.16,184.16,184.16,0.0,0.0,186.32,186.32,186.32,0.0,0.0
2018-06-03,186.67,186.67,186.67,0.0,0.0,188.16,188.16,188.16,0.0,0.0,186.31,186.31,186.31,0.0,0.0,187.88,187.88,187.88,0.0,0.0
2018-06-10,189.23,189.23,189.23,0.0,0.0,189.25,189.25,189.25,0.0,0.0,187.75,187.75,187.75,0.0,0.0,189.04,189.04,189.04,0.0,0.0
2018-06-17,187.27,187.27,187.27,0.0,0.0,187.27,187.27,187.27,0.0,0.0,185.25,185.25,185.25,0.0,0.0,185.87,185.87,185.87,0.0,0.0
2018-06-24,182.02,182.02,182.02,0.0,0.0,183.02,183.02,183.02,0.0,0.0,181.35,181.35,181.35,0.0,0.0,181.4,181.4,181.4,0.0,0.0
2018-07-01,183.92,183.92,183.92,0.0,0.0,186.13,186.13,186.13,0.0,0.0,183.41,183.41,183.41,0.0,0.0,185.83,185.83,185.83,0.0,0.0
2018-07-08,190.05,190.05,190.05,0.0,0.0,190.3,190.3,190.3,0.0,0.0,189.13,189.13,189.13,0.0,0.0,189.76,189.76,189.76,0.0,0.0
2018-07-15,190.96,190.96,190.96,0.0,0.0,191.22,191.22,191.22,0.0,0.0,189.94,189.94,189.94,0.0,0.0,190.2,190.2,190.2,0.0,0.0
2018-07-22,192.98,192.98,192.98,0.0,0.0,193.0,193.0,193.0,0.0,0.0,187.81,187.81,187.81,0.0,0.0,188.99,188.99,188.99,0.0,0.0
2018-07-29,191.22,191.22,191.22,0.0,0.0,191.53,191.53,191.53,0.0,0.0,189.92,189.92,189.92,0.0,0.0,191.51,191.51,191.51,0.0,0.0
2018-08-05,192.6,192.6,192.6,0.0,0.0,193.64,193.64,193.64,0.0,0.0,191.95,191.95,191.95,0.0,0.0,192.69,192.69,192.69,0.0,0.0
2018-08-12,192.44,192.44,192.44,0.0,0.0,194.08,194.08,194.08,0.0,0.0,191.88,191.88,191.88,0.0,0.0,193.74,193.74,193.74,0.0,0.0
2018-08-19,196.19,196.19,196.19,0.0,0.0,197.87,197.87,197.87,0.0,0.0,196.19,196.19,196.19,0.0,0.0,197.83,197.83,197.83,0.0,0.0
2018-08-26,201.55,201.55,201.55,0.0,0.0,203.13,203.13,203.13,0.0,0.0,201.55,201.55,201.55,0.0,0.0,202.8,202.8,202.8,0.0,0.0
2018-09-02,197.79,197.79,197.79,0.0,0.0,200.13,200.13,200.13,0.0,0.0,197.45,197.45,197.45,0.0,0.0,198.25,198.25,198.25,0.0,0.0
2018-09-09,202.41,202.41,202.41,0.0,0.0,203.34,203.34,203.34,0.0,0.0,201.37,201.37,201.37,0.0,0.0,202.35,202.35,202.35,0.0,0.0
2018-09-16,202.56,202.56,202.56,0.0,0.0,202.97,202.97,202.97,0.0,0.0,201.07,201.07,201.07,0.0,0.0,201.45,201.45,201.45,0.0,0.0
2018-09-23,201.37,201.37,201.37,0.0,0.0,202.79,202.79,202.79,0.0,0.0,201.27,201.27,201.27,0.0,0.0,202.56,202.56,202.56,0.0,0.0
2018-09-30,199.91,199.91,199.91,0.0,0.0,200.51,200.51,200.51,0.0,0.0,195.31,195.31,195.31,0.0,0.0,197.35,197.35,197.35,0.0,0.0
2018-10-07,188.58,188.58,188.58,0.0,0.0,189.85,189.85,189.85,0.0,0.0,185.72,185.72,185.72,0.0,0.0,189.26,189.26,189.26,0.0,0.0
2018-10-14,188.8,188.8,188.8,0.0,0.0,190.59,190.59,190.59,0.0,0.0,186.66,186.66,186.66,0.0,0.0,187.26,187.26,187.26,0.0,0.0
2018-10-21,180.93,180.93,180.93,0.0,0.0,184.93,184.93,184.93,0.0,0.0,178.96,178.96,178.96,0.0,0.0,181.68,181.68,181.68,0.0,0.0
2018-10-28,186.71,186.71,186.71,0.0,0.0,187.76,187.76,187.76,0.0,0.0,183.05,183.05,183.05,0.0,0.0,184.51,184.51,184.51,0.0,0.0
2018-11-04,188.39,188.39,188.39,0.0,0.0,188.75,188.75,188.75,0.0,0.0,185.19,185.19,185.19,0.0,0.0,186.87,186.87,186.87,0.0,0.0
2018-11-11,180.98,180.98,180.98,0.0,0.0,183.69,183.69,183.69,0.0,0.0,180.69,180.69,180.69,0.0,0.0,182.77,182.77,182.77,0.0,0.0
2018-11-18,171.74,171.74,171.74,0.0,0.0,173.9,173.9,173.9,0.0,0.0,171.41,171.41,171.41,0.0,0.0,172.29,172.29,172.29,0.0,0.0
2018-11-25,181.23,181.23,181.23,0.0,0.0,182.78,182.78,182.78,0.0,0.0,180.3,180.3,180.3,0.0,0.0,182.67,182.67,182.67,0.0,0.0
2018-12-02,179.2,179.2,179.2,0.0,0.0,179.99,179.99,179.99,0.0,0.0,172.86,172.86,172.86,0.0,0.0,173.67,173.67,173.67,0.0,0.0
2018-12-09,174.91,174.91,174.91,0.0,0.0,175.91,175.91,175.91,0.0,0.0,172.62,172.62,172.62,0.0,0.0,172.87,172.87,172.87,0.0,0.0
2018-12-16,163.43,163.43,163.43,0.0,0.0,165.65,165.65,165.65,0.0,0.0,158.14,158.14,158.14,0.0,0.0,158.9,158.9,158.9,0.0,0.0
2018-12-23,166.53,166.53,166.53,0.0,0.0,167.93,167.93,167.93,0.0,0.0,163.79,163.79,163.79,0.0,0.0,165.17,165.17,165.17,0.0,0.0
2018-12-30,161.54,161.54,161.54,0.0,0.0,166.35,166.35,166.35,0.0,0.0,161.07,161.07,161.07,0.0,0.0,165.58,165.58,165.58,0.0,0.0
2019-01-06,171.08,171.08,171.08,0.0,0.0,172.0,172.0,172.0,0.0,0.0,170.74,170.74,170.74,0.0,0.0,171.85,171.85,171.85,0.0,0.0
2019-01-13,175.67,175.67,175.67,0.0,0.0,177.2,177.2,177.2,0.0,0.0,174.67,174.67,174.67,0.0,0.0,176.75,176.75,176.75,0.0,0.0
2019-01-20,177.35,177.35,177.35,0.0,0.0,179.2,179.2,179.2,0.0,0.0,176.78,176.78,176.78,0.0,0.0,178.77,178.77,178.77,0.0,0.0
2019-01-27,180.37,180.37,180.37,0.0,0.0,182.14,182.14,182.14,0.0,0.0,180.16,180.16,180.16,0.0,0.0,181.38,181.38,181.38,0.0,0.0
2019-02-03,182.3,182.3,182.3,0.0,0.0,185.07,185.07,185.07,0.0,0.0,182.18,182.18,182.18,0.0,0.0,185.07,185.07,185.07,0.0,0.0
2019-02-10,189.93,189.93,189.93,0.0,0.0,190.0,190.0,190.0,0.0,0.0,188.76,188.76,188.76,0.0,0.0,189.85,189.85,189.85,0.0,0.0
2019-02-17,191.05,191.05,191.05,0.0,0.0,192.77,192.77,192.77,0.0,0.0,191.01,191.01,191.01,0.0,0.0,192.77,192.77,192.77,0.0,0.0
2019-02-24,194.86,194.86,194.86,0.0,0.0,195.0,195.0,195.0,0.0,0.0,192.99,192.99,192.99,0.0,0.0,194.6,194.6,194.6,0.0,0.0
2019-03-03,187.53,187.53,187.53,0.0,0.0,190.01,190.01,190.01,0.0,0.0,187.13,187.13,187.13,0.0,0.0,189.94,189.94,189.94,0.0,0.0
2019-03-10,197.26,197.26,197.26,0.0,0.0,199.73,199.73,199.73,0.0,0.0,197.19,197.19,197.19,0.0,0.0,198.89,198.89,198.89,0.0,0.0
2019-03-17,202.71,202.71,202.71,0.0,0.0,203.56,203.56,203.56,0.0,0.0,198.63,198.63,198.63,0.0,0.0,198.7,198.7,198.7,0.0,0.0
2019-03-24,200.15,200.15,200.15,0.0,0.0,200.71,200.71,200.71,0.0,0.0,199.47,199.47,199.47,0.0,0.0,200.63,200.63,200.63,0.0,0.0
2019-03-31,205.33,205.33,205.33,0.0,0.0,205.84,205.84,205.84,0.0,0.0,204.99,204.99,204.99,0.0,0.0,205.61,205.61,205.61,0.0,0.0
2019-04-07,208.16,208.16,208.16,0.0,0.0,208.4,208.4,208.4,0.0,0.0,207.02,207.02,207.02,0.0,0.0,208.36,208.36,208.36,0.0,0.0
2019-04-14,210.29,210.29,210.29,0.0,0.0,210.44,210.44,210.44,0.0,0.0,208.84,208.84,208.84,0.0,0.0,210.39,210.39,210.39,0.0,0.0
2019-04-21,212.37,212.37,212.37,0.0,0.0,212.91,212.91,212.91,0.0,0.0,210.61,210.61,210.61,0.0,0.0,212.89,212.89,212.89,0.0,0.0
2019-04-28,212.6,212.6,212.6,0.0,0.0,213.88,213.88,213.88,0.0,0.0,212.12,212.12,212.12,0.0,0.0,213.69,213.69,213.69,0.0,0.0
2019-05-05,204.66,204.66,204.66,0.0,0.0,207.44,207.44,207.44,0.0,0.0,201.66,201.66,201.66,0.0,0.0,206.55,206.55,206.55,0.0,0.0
2019-05-12,203.88,203.88,203.88,0.0,0.0,206.83,206.83,206.83,0.0,0.0,203.79,203.79,203.79,0.0,0.0,204.0,204.0,204.0,0.0,0.0
2019-05-19,199.5,199.5,199.5,0.0,0.0,200.39,200.39,200.39,0.0,0.0,198.27,198.27,198.27,0.0,0.0,198.43,198.43,198.43,0.0,0.0
2019-05-26,195.23,195.23,195.23,0.0,0.0,196.32,196.32,196.32,0.0,0.0,194.39,194.39,194.39,0.0,0.0,194.46,194.46,194.46,0.0,0.0
2019-06-02,203.04,203.04,203.04,0.0,0.0,206.73,206.73,206.73,0.0,0.0,202.8,202.8,202.8,0.0,0.0,205.55,205.55,205.55,0.0,0.0
2019-06-09,205.7,205.7,205.7,0.0,0.0,206.06,206.06,206.06,0.0,0.0,204.68,204.68,204.68,0.0,0.0,205.39,205.39,205.39,0.0,0.0
2019-06-16,212.18,212.18,212.18,0.0,0.0,213.17,213.17,213.17,0.0,0.0,211.26,211.26,211.26,0.0,0.0,211.4,211.4,211.4,0.0,0.0
2019-06-23,211.2,211.2,211.2,0.0,0.0,211.38,211.38,211.38,0.0,0.0,209.85,209.85,209.85,0.0,0.0,210.89,210.89,210.89,0.0,0.0
2019-06-30,214.63,214.63,214.63,0.0,0.0,216.1,216.1,216.1,0.0,0.0,213.64,213.64,213.64,0.0,0.0,215.82,215.82,215.82,0.0,0.0
2019-07-07,217.93,217.93,217.93,0.0,0.0,219.16,219.16,219.16,0.0,0.0,217.69,217.69,217.69,0.0,0.0,219.14,219.14,219.14,0.0,0.0
2019-07-14,220.67,220.67,220.67,0.0,0.0,220.9,220.9,220.9,0.0,0.0,217.53,217.53,217.53,0.0,0.0,217.64,217.64,217.64,0.0,0.0
2019-07-21,222.57,222.57,222.57,0.0,0.0,223.59,223.59,223.59,0.0,0.0,222.53,222.53,222.53,0.0,0.0,223.28,223.28,223.28,0.0,0.0
2019-07-28,215.51,215.51,215.51,0.0,0.0,216.0,216.0,216.0,0.0,0.0,211.44,211.44,211.44,0.0,0.0,213.2,213.2,213.2,0.0,0.0
2019-08-04,212.89,212.89,212.89,0.0,0.0,213.32,213.32,213.32,0.0,0.0,210.1,210.1,210.1,0.0,0.0,211.58,211.58,211.58,0.0,0.0
2019-08-11,208.82,208.82,208.82,0.0,0.0,211.09,211.09,211.09,0.0,0.0,208.29,208.29,208.29,0.0,0.0,210.53,210.53,210.53,0.0,0.0
2019-08-18,213.47,213.47,213.47,0.0,0.0,215.5,215.5,215.5,0.0,0.0,207.05,207.05,207.05,0.0,0.0,207.79,207.79,207.79,0.0,0.0
2019-08-25,214.99,214.99,214.99,0.0,0.0,215.22,215.22,215.22,0.0,0.0,211.96,211.96,211.96,0.0,0.0,213.56,213.56,213.56,0.0,0.0
2019-09-01,219.41,219.41,219.41,0.0,0.0,219.52,219.52,219.52,0.0,0.0,218.2,218.2,218.2,0.0,0.0,218.61,218.61,218.61,0.0,0.0
2019-09-08,218.88,218.88,218.88,0.0,0.0,219.0,219.0,219.0,0.0,0.0,217.37,217.37,217.37,0.0,0.0,217.54,217.54,217.54,0.0,0.0
2019-09-15,219.39,219.39,219.39,0.0,0.0,219.44,219.44,219.44,0.0,0.0,215.55,215.55,215.55,0.0,0.0,216.4,216.4,216.4,0.0,0.0
2019-09-22,216.6,216.6,216.6,0.0,0.0,216.68,216.68,216.68,0.0,0.0,211.61,211.61,211.61,0.0,0.0,213.22,213.22,213.22,0.0,0.0
2019-09-29,213.64,213.64,213.64,0.0,0.0,216.12,216.12,216.12,0.0,0.0,213.62,213.62,213.62,0.0,0.0,215.91,215.91,215.91,0.0,0.0
2019-10-06,217.88,217.88,217.88,0.0,0.0,220.43,220.43,220.43,0.0,0.0,217.88,217.88,217.88,0.0,0.0,218.5,218.5,218.5,0.0,0.0
2019-10-13,218.19,218.19,218.19,0.0,0.0,218.45,218.45,218.45,0.0,0.0,214.81,214.81,214.81,0.0,0.0,216.31,216.31,216.31,0.0,0.0
2019-10-20,219.0,219.0,219.0,0.0,0.0,221.81,221.81,221.81,0.0,0.0,219.0,219.0,219.0,0.0,0.0,221.68,221.68,221.68,0.0,0.0
2019-10-27,224.58,224.58,224.58,0.0,0.0,226.55,226.55,226.55,0.0,0.0,224.13,224.13,224.13,0.0,0.0,226.55,226.55,226.55,0.0,0.0
2019-11-03,228.27,228.27,228.27,0.0,0.0,230.2,230.2,230.2,0.0,0.0,227.46,227.46,227.46,0.0,0.0,230.2,230.2,230.2,0.0,0.0
2019-11-10,232.98,232.98,232.98,0.0,0.0,233.4,233.4,233.4,0.0,0.0,232.35,232.35,232.35,0.0,0.0,233.39,233.39,233.39,0.0,0.0
2019-11-17,232.99,232.99,232.99,0.0,0.0,233.33,233.33,233.33,0.0,0.0,231.19,231.19,231.19,0.0,0.0,232.15,232.15,232.15,0.0,0.0
2019-11-24,236.48,236.48,236.48,0.0,0.0,236.87,236.87,236.87,0.0,0.0,236.08,236.08,236.08,0.0,0.0,236.15,236.15,236.15,0.0,0.0
2019-12-01,234.2,234.2,234.2,0.0,0.0,235.07,235.07,235.07,0.0,0.0,233.99,233.99,233.99,0.0,0.0,234.91,234.91,234.91,0.0,0.0
2019-12-08,237.64,237.64,237.64,0.0,0.0,239.5,239.5,239.5,0.0,0.0,236.85,236.85,236.85,0.0,0.0,238.97,238.97,238.97,0.0,0.0
2019-12-15,243.11,243.11,243.11,0.0,0.0,243.34,243.34,243.34,0.0,0.0,242.47,242.47,242.47,0.0,0.0,243.01,243.01,243.01,0.0,0.0
2019-12-22,246.71,246.71,246.71,0.0,0.0,246.75,246.75,246.75,0.0,0.0,244.93,244.93,244.93,0.0,0.0,245.64,245.64,245.64,0.0,0.0
2019-12-29,245.93,245.93,245.93,0.0,0.0,248.39,248.39,248.39,0.0,0.0,245.9,245.9,245.9,0.0,0.0,246.72,246.72,246.72,0.0,0.0
