Date,ITP_Open_average,ITP_Open_max,ITP_Open_min,ITP_Open_volatility,ITP_Open_change,ITP_High_average,ITP_High_max,ITP_High_min,ITP_High_volatility,ITP_High_change,ITP_Low_average,ITP_Low_max,ITP_Low_min,ITP_Low_volatility,ITP_Low_change,ITP_Close_average,ITP_Close_max,ITP_Close_min,ITP_Close_volatility,ITP_Close_change,ITP_Volume_average,ITP_Volume_max,ITP_Volume_min,ITP_Volume_volatility,ITP_Volume_change
2018-01-14,1.424,1.48,1.39,0.09000000000000008,0.030000000000000027,1.4778,1.54,1.43,0.1100000000000001,-0.040000000000000036,1.412,1.48,1.39,0.09000000000000008,0.08000000000000007,1.4318,1.48,1.39,0.09000000000000008,0.08000000000000007,9864,26057,353,25704,-19342
2018-01-21,1.47,1.55,1.43,0.1200000000000001,-0.020000000000000018,1.576,1.82,1.47,0.3500000000000001,0.0,1.436,1.46,1.4,0.06000000000000005,0.0,1.47,1.55,1.42,0.13000000000000012,-0.010000000000000009,42063,131998,3744,128254,-2141
2018-01-28,1.404,1.46,1.37,0.08999999999999986,-0.08999999999999986,1.42,1.46,1.37,0.08999999999999986,-0.08999999999999986,1.3739999999999999,1.4,1.33,0.06999999999999984,-0.06999999999999984,1.3739999999999999,1.4,1.33,0.06999999999999984,-0.06999999999999984,8725,26080,1016,25064,4899
2018-02-04,1.284,1.33,1.21,0.1200000000000001,-0.1200000000000001,1.302,1.33,1.28,0.050000000000000044,-0.050000000000000044,1.256,1.31,1.18,0.13000000000000012,-0.10000000000000009,1.2666,1.31,1.22,0.09000000000000008,-0.09000000000000008,13941,34704,901,33803,-33803
2018-02-11,1.2475,1.27,1.23,0.040000000000000036,0.030000000000000027,1.2625,1.27,1.25,0.020000000000000018,0.010000000000000009,1.24,1.27,1.22,0.050000000000000044,0.010000000000000009,1.248,1.27,1.24,0.030000000000000027,-0.0020000000000000018,624,1132,164,968,-436
2018-02-18,1.276,1.3,1.24,0.06000000000000005,0.040000000000000036,1.306,1.32,1.3,0.020000000000000018,0.020000000000000018,1.27,1.29,1.24,0.050000000000000044,0.040000000000000036,1.2942,1.31,1.27,0.040000000000000036,0.0009999999999998899,4377,8554,199,8355,4943
2018-02-25,1.3,1.35,1.27,0.08000000000000007,0.040000000000000036,1.324,1.37,1.29,0.08000000000000007,0.040000000000000036,1.2832000000000001,1.3,1.27,0.030000000000000027,-0.0040000000000000036,1.3052000000000001,1.35,1.27,0.08000000000000007,-0.014000000000000012,3830,8012,120,7892,7892
2018-03-04,1.294,1.34,1.26,0.08000000000000007,0.020000000000000018,1.3178,1.34,1.28,0.06000000000000005,-0.040000000000000036,1.252,1.26,1.25,0.010000000000000009,0.0,1.2714,1.319,1.25,0.06899999999999995,0.018000000000000016,4319,12511,58,12453,-11704
2018-03-11,1.25,1.27,1.23,0.040000000000000036,-0.030000000000000027,1.252,1.27,1.24,0.030000000000000027,-0.030000000000000027,1.234,1.26,1.21,0.050000000000000044,-0.020000000000000018,1.24,1.26,1.23,0.030000000000000027,-0.020000000000000018,4022,11670,714,10956,-10956
2018-03-18,1.23,1.25,1.2,0.050000000000000044,0.0,1.266,1.3,1.22,0.08000000000000007,0.0,1.212,1.22,1.2,0.020000000000000018,0.020000000000000018,1.24,1.3,1.22,0.08000000000000007,0.07000000000000006,4940,10122,122,10000,-1019
