Date,ASNA_stock_Open_average,ASNA_stock_Open_max,ASNA_stock_Open_min,ASNA_stock_Open_volatility,ASNA_stock_Open_change,ASNA_stock_High_average,ASNA_stock_High_max,ASNA_stock_High_min,ASNA_stock_High_volatility,ASNA_stock_High_change,ASNA_stock_Low_average,ASNA_stock_Low_max,ASNA_stock_Low_min,ASNA_stock_Low_volatility,ASNA_stock_Low_change,ASNA_stock_Close_average,ASNA_stock_Close_max,ASNA_stock_Close_min,ASNA_stock_Close_volatility,ASNA_stock_Close_change,ASNA_stock_Volume_average,ASNA_stock_Volume_max,ASNA_stock_Volume_min,ASNA_stock_Volume_volatility,ASNA_stock_Volume_change
2018-01-14,42.15,42.4,42.0,0.3999999999999986,-0.3999999999999986,43.4,44.4,42.8,1.6000000000000014,1.0,41.7,42.0,41.6,0.3999999999999986,0.0,42.55,43.4,42.2,1.1999999999999957,1.1999999999999957,90600,116130,59723,56407,-26441
2018-01-21,44.04,45.0,43.6,1.3999999999999986,0.0,45.12,46.0,44.0,2.0,0.0,42.88,43.4,42.4,1.0,-0.19999999999999574,44.160000000000004,45.0,43.6,1.3999999999999986,1.0,94794,120102,68025,52077,-43953
2018-01-28,43.56,45.2,42.0,3.200000000000003,-2.6000000000000014,44.440000000000005,46.2,42.2,4.0,-4.0,42.16,44.4,39.8,4.600000000000001,-4.600000000000001,43.0,45.8,40.2,5.599999999999994,-5.599999999999994,86061,150754,57414,93340,89479
2018-02-04,37.96,39.8,36.6,3.1999999999999957,-2.0,39.0,40.8,38.0,2.799999999999997,-1.5999999999999943,36.339999999999996,36.8,35.8,1.0,-0.5,37.6,38.8,36.4,2.3999999999999986,1.3999999999999986,120228,171145,69065,102080,-33657
2018-02-11,40.8,43.8,38.2,5.599999999999994,5.0,42.4,45.0,39.0,6.0,6.0,39.742,42.4,37.0,5.399999999999999,5.399999999999999,42.0,44.4,38.6,5.799999999999997,5.399999999999999,72758,91755,56994,34761,15494
2018-02-18,44.2,45.6,43.4,2.200000000000003,2.200000000000003,45.15,45.8,43.8,2.0,2.0,43.25,44.4,42.0,2.3999999999999986,2.3999999999999986,44.55,45.8,43.4,2.3999999999999986,2.3999999999999986,61930,75070,38379,36691,-31766
2018-02-25,45.88,47.6,44.2,3.3999999999999986,-1.5999999999999943,48.01,50.0,46.1,3.8999999999999986,1.4499999999999957,44.84,46.2,43.8,2.4000000000000057,-1.2000000000000028,46.56,48.8,45.2,3.5999999999999943,1.5999999999999943,71194,96038,57107,38931,5168
2018-03-04,44.4,49.0,42.0,7.0,-6.0,46.12,49.8,43.8,6.0,-5.599999999999994,42.5,46.9,40.2,6.699999999999996,-6.699999999999996,43.98,48.4,40.2,8.199999999999996,-8.199999999999996,138011,233750,102318,131432,-5730
2018-03-11,40.68,41.0,40.2,0.7999999999999972,-0.19999999999999574,41.6,42.4,41.2,1.1999999999999957,0.6000000000000014,40.168,40.4,40.0,0.3999999999999986,0.03999999999999915,40.68,41.6,40.2,1.3999999999999986,1.0,84784,151161,56122,95039,50031
2018-03-18,40.76,41.4,39.6,1.7999999999999972,-1.7999999999999972,41.356,42.6,39.8,2.8000000000000043,-1.6000000000000014,39.68,40.8,38.2,2.5999999999999943,-1.7999999999999972,40.160000000000004,41.4,38.2,3.1999999999999957,-2.3999999999999986,49960,58136,39470,18666,3445
2018-03-25,40.75,42.0,39.0,3.0,3.0,42.075,42.8,41.2,1.5999999999999943,1.5999999999999943,39.6275,40.7,38.21,2.490000000000002,0.990000000000002,40.8,41.8,40.2,1.5999999999999943,-0.3999999999999986,140359,409546,41358,368188,350775
