Date,ARK Industrial Innovation_Open_average,ARK Industrial Innovation_Open_max,ARK Industrial Innovation_Open_min,ARK Industrial Innovation_Open_volatility,ARK Industrial Innovation_Open_change,ARK Industrial Innovation_High_average,ARK Industrial Innovation_High_max,ARK Industrial Innovation_High_min,ARK Industrial Innovation_High_volatility,ARK Industrial Innovation_High_change,ARK Industrial Innovation_Low_average,ARK Industrial Innovation_Low_max,ARK Industrial Innovation_Low_min,ARK Industrial Innovation_Low_volatility,ARK Industrial Innovation_Low_change,ARK Industrial Innovation_Close_average,ARK Industrial Innovation_Close_max,ARK Industrial Innovation_Close_min,ARK Industrial Innovation_Close_volatility,ARK Industrial Innovation_Close_change
2018-04-08,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-04-15,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-04-22,32.76,32.76,32.76,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-04-29,33.31,33.31,33.31,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-05-06,34.58,34.58,34.58,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-05-13,34.31,34.31,34.31,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-05-20,33.92,33.92,33.92,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-05-27,34.44,34.44,34.44,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-06-03,35.52,35.52,35.52,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-06-10,36.47,36.47,36.47,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-06-17,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-06-24,34.61,34.61,34.61,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-07-01,35.42,35.42,35.42,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-07-08,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-07-15,35.7,35.7,35.7,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2018-07-22,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-07-29,36.33,36.33,36.33,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-08-05,36.35,36.35,36.35,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-08-12,35.25,35.25,35.25,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-08-19,36.54,36.54,36.54,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.54,36.54,36.54,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-08-26,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-09-02,35.8,35.8,35.8,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2018-09-09,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2018-09-16,36.49,36.49,36.49,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-09-23,36.81,36.81,36.81,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-09-30,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-10-07,32.52,32.52,32.52,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-10-14,32.3,32.3,32.3,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-10-21,32.03,32.03,32.03,0.0,0.0,32.33,32.33,32.33,0.0,0.0,30.7,30.7,30.7,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-10-28,34.04,34.04,34.04,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-11-04,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-11-11,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-11-18,32.34,32.34,32.34,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-11-25,34.36,34.36,34.36,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-12-02,31.52,31.52,31.52,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-12-09,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-12-16,28.84,28.84,28.84,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-12-23,29.68,29.68,29.68,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-12-30,29.68,29.68,29.68,0.0,0.0,30.65,30.65,30.65,0.0,0.0,29.68,29.68,29.68,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2019-01-06,31.18,31.18,31.18,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-01-13,31.72,31.72,31.72,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-01-20,31.65,31.65,31.65,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-01-27,33.4,33.4,33.4,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-02-03,33.62,33.62,33.62,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-02-10,34.69,34.69,34.69,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-02-17,35.39,35.39,35.39,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-02-24,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-03-03,33.05,33.05,33.05,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-03-10,33.91,33.91,33.91,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-03-17,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-03-24,34.16,34.16,34.16,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-03-31,35.48,35.48,35.48,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-04-07,35.37,35.37,35.37,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2019-04-14,35.09,35.09,35.09,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-04-21,34.46,34.46,34.46,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-04-28,34.66,34.66,34.66,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.52,34.52,34.52,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-05-05,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,31.83,31.83,31.83,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-05-12,31.39,31.39,31.39,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-05-19,30.49,30.49,30.49,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-05-26,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-06-02,30.82,30.82,30.82,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-06-09,30.73,30.73,30.73,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.73,30.73,30.73,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-06-16,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-06-23,34.35,34.35,34.35,0.0,0.0,34.54,34.54,34.54,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-06-30,33.17,33.17,33.17,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-07-07,34.1,34.1,34.1,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-07-14,33.83,33.83,33.83,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-07-21,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.61,33.61,33.61,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-07-28,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-08-04,30.5,30.5,30.5,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-08-11,31.32,31.32,31.32,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-08-18,30.47,30.47,30.47,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-08-25,31.23,31.23,31.23,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-09-01,32.11,32.11,32.11,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-09-08,32.75,32.75,32.75,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.68,32.68,32.68,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-09-15,32.27,32.27,32.27,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-09-22,31.65,31.65,31.65,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-09-29,31.19,31.19,31.19,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2019-10-06,32.0,32.0,32.0,0.0,0.0,32.27,32.27,32.27,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-10-13,32.42,32.42,32.42,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-10-20,33.87,33.87,33.87,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-10-27,34.2,34.2,34.2,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-11-03,35.11,35.11,35.11,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-11-10,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-11-17,34.55,34.55,34.55,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-11-24,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-12-01,34.62,34.62,34.62,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-12-08,36.09,36.09,36.09,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-12-15,37.6,37.6,37.6,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-12-22,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-12-29,37.57,37.57,37.57,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.8,37.8,37.8,0.0,0.0
