Date,LAMR_Open_average,LAMR_Open_max,LAMR_Open_min,LAMR_Open_volatility,LAMR_Open_change,LAMR_High_average,LAMR_High_max,LAMR_High_min,LAMR_High_volatility,LAMR_High_change,LAMR_Low_average,LAMR_Low_max,LAMR_Low_min,LAMR_Low_volatility,LAMR_Low_change,LAMR_Close_average,LAMR_Close_max,LAMR_Close_min,LAMR_Close_volatility,LAMR_Close_change,LAMR_Volume_average,LAMR_Volume_max,LAMR_Volume_min,LAMR_Volume_volatility,LAMR_Volume_change
2018-01-14,72.34,73.48,71.61,1.8700000000000045,1.8700000000000045,73.13,74.05,72.56,1.4899999999999949,1.0,71.972,72.74,71.2,1.539999999999992,1.1299999999999955,72.538,73.64,71.68,1.9599999999999937,1.0699999999999932,499516,683131,305695,377436,256601
2018-01-21,72.56,73.12,71.58,1.5400000000000063,-1.3400000000000034,73.17,73.89,72.02,1.8700000000000045,-1.5600000000000023,71.784,72.73,71.12,1.6099999999999994,-1.6099999999999994,72.206,73.05,71.38,1.6700000000000017,-1.6700000000000017,616739,836195,468695,367500,367500
2018-01-28,71.144,72.13,69.54,2.589999999999989,-1.5499999999999972,71.89,72.66,70.9,1.759999999999991,-1.0,70.286,71.91,68.04,3.8699999999999903,-2.9599999999999937,70.714,72.0,68.35,3.6500000000000057,-3.4200000000000017,718343,1061654,564941,496713,18210
2018-02-04,67.324,67.9,66.5,1.4000000000000057,-0.4899999999999949,69.034,70.11,67.14,2.969999999999999,-0.23999999999999488,66.092,67.88,64.53,3.3499999999999943,-2.3799999999999955,67.102,67.93,65.92,2.010000000000005,-0.730000000000004,833932,1015764,693189,322575,-260201
2018-02-11,67.8475,69.43,66.68,2.75,2.4200000000000017,68.99249999999999,70.39,67.35,3.0400000000000063,3.0400000000000063,67.4975,69.43,66.27,3.160000000000011,2.960000000000008,68.685,70.07,67.05,3.019999999999996,3.019999999999996,652284,855878,468355,387523,179832
2018-02-18,69.774,72.09,68.07,4.02000000000001,2.2700000000000102,70.982,72.77,69.4,3.3699999999999903,2.0,69.116,71.47,67.88,3.5900000000000034,2.319999999999993,70.184,72.64,67.89,4.75,3.3200000000000074,862670,1197414,611759,585655,443061
2018-02-25,67.946,73.83,65.48,8.349999999999994,-7.689999999999998,68.824,74.12,66.3,7.820000000000007,-6.280000000000001,66.16799999999999,67.93,65.21,2.720000000000013,-1.7900000000000063,66.674,68.14,65.97,2.1700000000000017,-1.5,1055720,1995368,603024,1392344,-1302582
2018-03-04,66.64,67.42,65.49,1.9300000000000068,0.7900000000000063,67.43,68.55,66.51,2.039999999999992,0.8199999999999932,66.17399999999999,67.38,65.25,2.1299999999999955,1.75,66.69800000000001,67.54,65.79,1.75,1.75,568968,689713,432661,257052,-135448
2018-03-11,66.4,67.59,65.13,2.460000000000008,-2.460000000000008,66.7,67.85,65.52,2.3299999999999983,-2.160000000000011,65.646,66.49,64.18,2.309999999999988,-2.1899999999999977,66.126,66.87,65.37,1.5,-1.460000000000008,817380,1643134,451326,1191808,-36576
2018-03-18,64.234,65.49,63.28,2.2099999999999937,-1.6499999999999915,64.948,65.85,64.2,1.6499999999999915,-0.7299999999999898,63.578,64.52,63.01,1.509999999999998,-1.3899999999999935,63.78,64.66,63.11,1.5499999999999972,-0.8799999999999955,579170,813492,430124,383368,86806
2018-03-25,63.802499999999995,64.46,63.44,1.019999999999996,-0.39000000000000057,64.4125,64.75,64.1,0.6500000000000057,0.060000000000002274,62.82,63.43,61.36,2.0700000000000003,-1.7800000000000011,63.3,64.16,62.1,2.059999999999995,-1.1799999999999997,770885,1043464,629832,413632,-24718
2018-04-01,63.514,64.45,62.29,2.1600000000000037,1.7000000000000028,64.516,65.58,63.08,2.5,1.7199999999999989,63.019999999999996,63.73,62.15,1.5799999999999983,1.4500000000000028,63.856,64.44,62.76,1.6799999999999997,1.1700000000000017,560838,678894,506705,172189,-121681
