Date,Reaves Utilities_Open_average,Reaves Utilities_Open_max,Reaves Utilities_Open_min,Reaves Utilities_Open_volatility,Reaves Utilities_Open_change,Reaves Utilities_High_average,Reaves Utilities_High_max,Reaves Utilities_High_min,Reaves Utilities_High_volatility,Reaves Utilities_High_change,Reaves Utilities_Low_average,Reaves Utilities_Low_max,Reaves Utilities_Low_min,Reaves Utilities_Low_volatility,Reaves Utilities_Low_change,Reaves Utilities_Close_average,Reaves Utilities_Close_max,Reaves Utilities_Close_min,Reaves Utilities_Close_volatility,Reaves Utilities_Close_change
2018-01-14,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-01-21,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-01-28,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-02-04,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-02-11,31.05,31.05,31.05,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-02-18,30.53,30.53,30.53,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-02-25,30.55,30.55,30.55,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-03-04,30.41,30.41,30.41,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-03-11,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-03-18,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-03-25,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-04-01,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-04-08,31.59,31.59,31.59,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-04-15,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-04-22,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-04-29,32.47,32.47,32.47,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-05-06,31.82,31.82,31.82,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-05-13,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-05-20,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-05-27,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-06-03,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-06-10,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-06-17,32.82,32.82,32.82,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-06-24,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2018-07-01,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2018-07-08,33.37,33.37,33.37,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-07-15,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-07-22,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-07-29,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-08-05,33.71,33.71,33.71,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-08-12,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-08-19,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-08-26,33.92,33.92,33.92,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-09-02,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-09-09,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-09-16,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2018-09-23,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-09-30,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-10-07,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-10-14,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2018-10-21,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.94,33.94,33.94,0.0,0.0
