Date,Schwab US Aggregate Bond_Open_average,Schwab US Aggregate Bond_Open_max,Schwab US Aggregate Bond_Open_min,Schwab US Aggregate Bond_Open_volatility,Schwab US Aggregate Bond_Open_change,Schwab US Aggregate Bond_High_average,Schwab US Aggregate Bond_High_max,Schwab US Aggregate Bond_High_min,Schwab US Aggregate Bond_High_volatility,Schwab US Aggregate Bond_High_change,Schwab US Aggregate Bond_Low_average,Schwab US Aggregate Bond_Low_max,Schwab US Aggregate Bond_Low_min,Schwab US Aggregate Bond_Low_volatility,Schwab US Aggregate Bond_Low_change,Schwab US Aggregate Bond_Close_average,Schwab US Aggregate Bond_Close_max,Schwab US Aggregate Bond_Close_min,Schwab US Aggregate Bond_Close_volatility,Schwab US Aggregate Bond_Close_change
2018-04-22,50.53,50.53,50.53,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-04-29,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-05-06,50.37,50.37,50.37,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-05-13,50.17,50.17,50.17,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-05-20,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-05-27,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-06-03,50.38,50.38,50.38,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-06-10,50.47,50.47,50.47,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2018-06-17,50.51,50.51,50.51,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-06-24,50.53,50.53,50.53,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-07-01,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-07-08,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2018-07-15,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-07-22,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-07-29,50.48,50.48,50.48,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2018-08-05,50.65,50.65,50.65,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-08-12,50.71,50.71,50.71,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-08-19,50.79,50.79,50.79,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2018-08-26,50.77,50.77,50.77,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-09-02,50.37,50.37,50.37,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-09-09,50.31,50.31,50.31,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-09-16,50.18,50.18,50.18,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-09-23,50.15,50.15,50.15,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-09-30,49.73,49.73,49.73,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-10-07,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-10-14,49.72,49.72,49.72,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2018-10-21,49.93,49.93,49.93,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-10-28,49.5,49.5,49.5,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2018-11-04,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-11-11,49.86,49.86,49.86,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-11-18,49.79,49.79,49.79,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-11-25,49.8,49.8,49.8,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2018-12-02,50.23,50.23,50.23,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-12-09,50.21,50.21,50.21,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-12-16,50.39,50.39,50.39,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-12-23,50.47,50.47,50.47,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-12-30,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-01-06,50.72,50.72,50.72,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-01-13,50.64,50.64,50.64,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-01-20,50.76,50.76,50.76,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-01-27,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-02-03,51.04,51.04,51.04,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-02-10,51.02,51.02,51.02,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-02-17,51.07,51.07,51.07,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-02-24,50.8,50.8,50.8,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-03-03,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-03-10,51.21,51.21,51.21,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-03-17,51.69,51.69,51.69,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-03-24,51.68,51.68,51.68,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-03-31,51.56,51.56,51.56,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-04-07,51.52,51.52,51.52,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-04-14,51.45,51.45,51.45,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-04-21,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-04-28,51.62,51.62,51.62,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-05-05,51.79,51.79,51.79,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-05-12,51.87,51.87,51.87,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-05-19,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-05-26,52.43,52.43,52.43,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-06-02,52.48,52.48,52.48,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2019-06-09,52.58,52.58,52.58,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2019-06-16,52.87,52.87,52.87,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2019-06-23,52.91,52.91,52.91,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-06-30,52.89,52.89,52.89,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-07-07,52.75,52.75,52.75,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-07-14,52.96,52.96,52.96,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-07-21,52.97,52.97,52.97,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-07-28,53.48,53.48,53.48,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-08-04,53.72,53.72,53.72,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-08-11,53.89,53.89,53.89,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-08-18,54.19,54.19,54.19,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-08-25,54.17,54.17,54.17,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-09-01,53.95,53.95,53.95,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-09-08,53.27,53.27,53.27,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-09-15,53.74,53.74,53.74,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-09-22,53.73,53.73,53.73,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2019-09-29,54.07,54.07,54.07,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-10-06,53.67,53.67,53.67,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-10-13,53.55,53.55,53.55,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-10-20,53.49,53.49,53.49,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-10-27,53.57,53.57,53.57,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-11-03,53.26,53.26,53.26,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-11-10,53.53,53.53,53.53,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-11-17,53.68,53.68,53.68,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-11-24,53.49,53.49,53.49,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-12-01,53.59,53.59,53.59,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-12-08,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-12-15,53.39,53.39,53.39,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-12-22,53.41,53.41,53.41,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-12-29,53.68,53.68,53.68,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.74,53.74,53.74,0.0,0.0
