Date,STZbStock_Open_average,STZbStock_Open_max,STZbStock_Open_min,STZbStock_Open_volatility,STZbStock_Open_change,STZbStock_High_average,STZbStock_High_max,STZbStock_High_min,STZbStock_High_volatility,STZbStock_High_change,STZbStock_Low_average,STZbStock_Low_max,STZbStock_Low_min,STZbStock_Low_volatility,STZbStock_Low_change,STZbStock_Close_average,STZbStock_Close_max,STZbStock_Close_min,STZbStock_Close_volatility,STZbStock_Close_change,STZbStock_Volume_average,STZbStock_Volume_max,STZbStock_Volume_min,STZbStock_Volume_volatility,STZbStock_Volume_change
2018-01-14,219.40666666666667,220.4,218.35,2.0500000000000114,-2.0500000000000114,219.54666666666665,220.4,218.35,2.0500000000000114,-2.0500000000000114,219.40666666666667,220.4,218.35,2.0500000000000114,-2.0500000000000114,219.54666666666665,220.4,218.35,2.0500000000000114,-2.0500000000000114,296,370,258,112,3
2018-01-21,218.85,218.85,218.85,0.0,0.0,218.85,218.85,218.85,0.0,0.0,218.85,218.85,218.85,0.0,0.0,218.85,218.85,218.85,0.0,0.0,217,217,217,0,0
2018-01-28,220.82999999999998,221.29,220.37,0.9199999999999875,0.9199999999999875,220.905,221.29,220.52,0.7699999999999818,0.7699999999999818,217.935,220.37,215.5,4.8700000000000045,-4.8700000000000045,218.01,220.52,215.5,5.02000000000001,-5.02000000000001,577,660,494,166,166
2018-02-04,210.10666666666665,212.06,208.0,4.060000000000002,2.259999999999991,213.29,216.0,211.81,4.189999999999998,-4.189999999999998,208.00333333333333,210.53,205.48,5.050000000000011,-2.5200000000000102,210.67,216.0,205.48,10.52000000000001,-10.52000000000001,981,1398,397,1001,250
2018-02-11,212.81333333333333,216.02,210.52,5.5,5.5,212.81333333333333,216.02,210.52,5.5,5.5,212.81333333333333,216.02,210.52,5.5,5.5,212.81333333333333,216.02,210.52,5.5,5.5,216,309,153,156,-35
2018-02-18,213.89,213.89,213.89,0.0,0.0,216.9,216.9,216.9,0.0,0.0,213.89,213.89,213.89,0.0,0.0,216.9,216.9,216.9,0.0,0.0,451,451,451,0,0
2018-02-25,217.975,219.04,216.91,2.1299999999999955,2.1299999999999955,217.975,219.04,216.91,2.1299999999999955,2.1299999999999955,217.975,219.04,216.91,2.1299999999999955,2.1299999999999955,217.975,219.04,216.91,2.1299999999999955,2.1299999999999955,183,226,141,85,85
2018-03-04,220.61,220.61,220.61,0.0,0.0,221.04,221.04,221.04,0.0,0.0,220.31,220.31,220.31,0.0,0.0,221.04,221.04,221.04,0.0,0.0,2062,2062,2062,0,0
2018-03-11,228.79,230.01,227.57,2.4399999999999977,-2.4399999999999977,228.82999999999998,230.01,227.65,2.359999999999985,-2.359999999999985,228.79,230.01,227.57,2.4399999999999977,-2.4399999999999977,228.82999999999998,230.01,227.65,2.359999999999985,-2.359999999999985,248,358,138,220,220
2018-03-18,227.775,228.83,226.72,2.1100000000000136,2.1100000000000136,227.775,228.83,226.72,2.1100000000000136,2.1100000000000136,225.275,226.72,223.83,2.8899999999999864,-2.8899999999999864,225.275,226.72,223.83,2.8899999999999864,-2.8899999999999864,252,299,205,94,-94
2018-03-25,223.85000000000002,228.83,218.87,9.960000000000008,9.960000000000008,224.88,230.55,219.21,11.340000000000003,11.340000000000003,223.85000000000002,228.83,218.87,9.960000000000008,9.960000000000008,224.43,229.65,219.21,10.439999999999998,10.439999999999998,315,351,280,71,71
2018-04-01,228.25,229.0,227.5,1.5,-1.5,228.25,229.0,227.5,1.5,-1.5,228.25,229.0,227.5,1.5,-1.5,228.25,229.0,227.5,1.5,-1.5,255,348,162,186,-186
2018-04-08,227.49,227.49,227.49,0.0,0.0,227.49,227.49,227.49,0.0,0.0,225.11,225.11,225.11,0.0,0.0,225.11,225.11,225.11,0.0,0.0,201,201,201,0,0
2018-04-15,234.0,234.0,234.0,0.0,0.0,234.0,234.0,234.0,0.0,0.0,234.0,234.0,234.0,0.0,0.0,234.0,234.0,234.0,0.0,0.0,105,105,105,0,0
