Date,OBE_Open_average,OBE_Open_max,OBE_Open_min,OBE_Open_volatility,OBE_Open_change,OBE_High_average,OBE_High_max,OBE_High_min,OBE_High_volatility,OBE_High_change,OBE_Low_average,OBE_Low_max,OBE_Low_min,OBE_Low_volatility,OBE_Low_change,OBE_Close_average,OBE_Close_max,OBE_Close_min,OBE_Close_volatility,OBE_Close_change,OBE_Volume_average,OBE_Volume_max,OBE_Volume_min,OBE_Volume_volatility,OBE_Volume_change
2018-01-14,8.498,8.96,8.19,0.7700000000000014,-0.7700000000000014,8.56254,8.96,8.372,0.588000000000001,-0.5600000000000005,8.295,8.54,8.015,0.5249999999999986,-0.5249999999999986,8.386000000000001,8.68,8.05,0.629999999999999,-0.629999999999999,329713,427405,251290,176115,-67374
2018-01-21,8.161999999999999,8.26,8.05,0.20999999999999908,0.07000000000000028,8.267,8.33,8.19,0.14000000000000057,0.07000000000000028,7.938000000000001,8.05,7.7,0.35000000000000053,-0.28000000000000025,8.078,8.33,7.84,0.4900000000000002,-0.27999999999999936,288596,390582,184458,206124,206124
2018-01-28,7.294,7.7,7.0,0.7000000000000002,-0.7000000000000002,7.43428,7.84,7.105,0.7349999999999994,-0.7349999999999994,7.04928,7.28,6.79,0.4900000000000002,-0.4900000000000002,7.1589,7.35,6.8145,0.5354999999999999,-0.5354999999999999,426527,566914,270296,296618,-27519
2018-02-04,6.5415,6.86,6.23,0.6299999999999999,-0.41999999999999993,6.75808,6.9818,6.4015,0.5802999999999994,-0.17569999999999908,6.33696,6.58,5.9472,0.6328000000000005,-0.34999999999999964,6.4645,6.72,6.2279,0.49209999999999976,-0.3479000000000001,297334,456409,187082,269327,-90559
2018-02-11,6.74275,7.14,6.3721,0.7679,0.4641000000000002,7.011375,7.14,6.6955,0.4444999999999997,0.3745000000000003,6.561275,6.8362,6.37,0.4661999999999997,0.4661999999999997,6.89465,7.07,6.5786,0.4914000000000005,0.35139999999999993,232226,277866,135698,142168,-110792
2018-02-18,6.9468,7.07,6.803999999999999,0.2660000000000009,0.0,7.091,7.175,7.0,0.17499999999999982,-0.03500000000000014,6.791259999999999,6.957999999999999,6.6507,0.3072999999999997,0.027299999999999436,6.93938,7.14,6.7144,0.4255999999999993,0.13999999999999968,124520,175892,94114,81778,-81778
2018-02-25,6.68556,7.28,6.3,0.9800000000000004,-0.7000000000000002,6.89388,7.28,6.5968,0.6832000000000003,-0.35000000000000053,6.391,6.7235,6.1739999999999995,0.5495000000000001,-0.40529999999999955,6.61892,6.8502,6.349,0.5011999999999999,0.05319999999999947,230705,309835,126006,183829,-98337
2018-03-04,6.72812,6.93,6.65,0.27999999999999936,-0.27999999999999936,6.8649,6.93,6.79,0.13999999999999968,-0.10919999999999952,6.4789200000000005,6.7312,6.2083,0.5228999999999999,-0.1924999999999999,6.73834,6.8047,6.6472,0.15750000000000064,-0.01470000000000038,387141,860631,192339,668292,-576
2018-03-11,6.5430399999999995,6.615,6.475,0.14000000000000057,-0.03500000000000014,6.657,6.8411,6.58,0.2610999999999999,-0.2610999999999999,6.3791,6.545,6.279,0.266,-0.266,6.49684,6.5849,6.4092,0.17569999999999997,-0.17569999999999997,121473,136449,83515,52934,777
2018-03-18,6.77586,7.14,6.37,0.7699999999999996,0.45500000000000007,7.00672,7.28,6.4736,0.8064,0.5263999999999998,6.5562,6.72,6.3007,0.4192999999999998,0.21839999999999993,6.80372,7.28,6.3266,0.9534000000000002,0.3863999999999992,261869,638999,89008,549991,-39766
2018-03-25,6.65,7.14,6.37,0.7699999999999996,0.4899999999999993,7.048825,7.91,6.6507,1.2593000000000005,1.1353999999999997,6.558475,7.0,6.3119,0.6881000000000004,0.5179999999999998,6.765325,7.28,6.447,0.8330000000000002,0.798,284741,695015,109764,585251,585251
2018-04-01,7.35,7.56,7.21,0.34999999999999964,0.27999999999999936,7.546,7.7,7.28,0.41999999999999993,0.34999999999999964,7.196,7.35,7.0,0.34999999999999964,0.34999999999999964,7.406,7.49,7.28,0.20999999999999996,0.13999999999999968,139065,204927,102388,102539,17960
2018-04-08,7.588,7.7,7.42,0.28000000000000025,0.20999999999999996,7.798,7.84,7.77,0.07000000000000028,0.0,7.476,7.56,7.35,0.20999999999999996,0.07000000000000028,7.644,7.84,7.56,0.28000000000000025,0.07000000000000028,190599,376648,90028,286620,-3291
2018-04-15,7.826,7.98,7.56,0.4200000000000008,0.28000000000000025,8.008000000000001,8.19,7.84,0.34999999999999964,0.14000000000000057,7.75586,7.91,7.49,0.41999999999999993,0.20999999999999996,7.938000000000001,8.05,7.7,0.35000000000000053,0.28000000000000025,162917,234481,119660,114821,4150
2018-04-22,7.952,8.19,7.63,0.5599999999999996,-0.14000000000000057,8.161999999999999,8.26,7.98,0.27999999999999936,-0.20999999999999908,7.826,8.12,7.63,0.4899999999999993,0.0,7.952,8.19,7.77,0.41999999999999993,0.07000000000000028,168635,254968,107321,147647,-29333
2018-04-29,7.882,8.12,7.63,0.4899999999999993,0.41999999999999904,8.126999999999999,8.4,7.875,0.5250000000000004,0.5250000000000004,7.728,7.98,7.49,0.4900000000000002,0.4900000000000002,7.98,8.05,7.77,0.28000000000000114,0.28000000000000114,151417,207580,109763,97817,-26635
2018-05-06,8.064,8.19,7.91,0.27999999999999936,-0.1399999999999988,8.2327,8.365,8.12,0.245000000000001,-0.14000000000000057,7.91,8.05,7.77,0.28000000000000114,0.21000000000000085,8.05,8.12,7.98,0.1399999999999988,-0.1399999999999988,276873,478431,166577,311854,-151040
2018-05-13,8.19,8.4,7.98,0.41999999999999993,0.34999999999999964,8.358,8.54,8.12,0.41999999999999993,0.3500000000000014,8.05,8.19,7.91,0.27999999999999936,0.20999999999999908,8.274,8.4,8.12,0.28000000000000114,0.28000000000000114,229115,501719,105918,395801,-80101
2018-05-20,8.295,8.47,8.05,0.41999999999999993,-0.34999999999999964,8.406649999999999,8.68,8.12,0.5600000000000005,-0.5600000000000005,8.0563,8.3202,7.63,0.6901999999999999,-0.6901999999999999,8.1725,8.47,7.7,0.7700000000000005,-0.7700000000000005,211969,305048,134987,170061,34770
2018-05-27,7.812,7.91,7.63,0.28000000000000025,0.13999999999999968,7.98,8.12,7.84,0.27999999999999936,0.07000000000000028,7.6967799999999995,7.84,7.49,0.34999999999999964,-0.0699999999999994,7.798,8.05,7.56,0.4900000000000011,-0.20999999999999996,119385,223432,77632,145800,118032
2018-06-03,7.854,8.12,7.49,0.629999999999999,0.4900000000000002,8.106,8.26,7.98,0.27999999999999936,0.1399999999999988,7.791,7.938,7.49,0.4479999999999995,0.3570000000000002,7.994,8.19,7.77,0.41999999999999993,0.34999999999999964,113105,181374,51596,129778,-13276
2018-06-10,8.036,8.33,7.7,0.6299999999999999,-0.41999999999999904,8.204,8.33,7.98,0.34999999999999964,-0.27999999999999936,7.868,8.05,7.7,0.35000000000000053,-0.35000000000000053,7.994,8.33,7.7,0.6299999999999999,-0.34999999999999964,180861,283318,111303,172015,119965
2018-06-17,7.616,7.77,7.49,0.27999999999999936,-0.27999999999999936,7.784,7.91,7.7,0.20999999999999996,-0.13999999999999968,7.476,7.63,7.35,0.28000000000000025,-0.28000000000000025,7.518,7.7,7.42,0.28000000000000025,-0.28000000000000025,148342,219613,81193,138420,-100590
