Date,SPDR Barclays Long Term Treasury_Open_average,SPDR Barclays Long Term Treasury_Open_max,SPDR Barclays Long Term Treasury_Open_min,SPDR Barclays Long Term Treasury_Open_volatility,SPDR Barclays Long Term Treasury_Open_change,SPDR Barclays Long Term Treasury_High_average,SPDR Barclays Long Term Treasury_High_max,SPDR Barclays Long Term Treasury_High_min,SPDR Barclays Long Term Treasury_High_volatility,SPDR Barclays Long Term Treasury_High_change,SPDR Barclays Long Term Treasury_Low_average,SPDR Barclays Long Term Treasury_Low_max,SPDR Barclays Long Term Treasury_Low_min,SPDR Barclays Long Term Treasury_Low_volatility,SPDR Barclays Long Term Treasury_Low_change,SPDR Barclays Long Term Treasury_Close_average,SPDR Barclays Long Term Treasury_Close_max,SPDR Barclays Long Term Treasury_Close_min,SPDR Barclays Long Term Treasury_Close_volatility,SPDR Barclays Long Term Treasury_Close_change
2018-01-14,35.55,35.55,35.55,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-01-21,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-01-28,34.32,34.32,34.32,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-02-04,34.15,34.15,34.15,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-02-11,34.28,34.28,34.28,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-02-18,34.19,34.19,34.19,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-02-25,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2018-03-04,34.06,34.06,34.06,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-03-11,34.37,34.37,34.37,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-03-18,34.58,34.58,34.58,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-03-25,34.94,34.94,34.94,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-04-01,34.76,34.76,34.76,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2018-04-08,34.59,34.59,34.59,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-04-15,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-04-22,34.3,34.3,34.3,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-04-29,34.26,34.26,34.26,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-05-06,34.18,34.18,34.18,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-05-13,33.71,33.71,33.71,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-05-20,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-05-27,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-06-03,34.3,34.3,34.3,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-06-10,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-06-17,34.71,34.71,34.71,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-06-24,35.01,35.01,35.01,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2018-07-01,35.12,35.12,35.12,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-07-08,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-07-15,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-07-22,34.25,34.25,34.25,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2018-07-29,34.4,34.4,34.4,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-08-05,34.62,34.62,34.62,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-08-12,35.0,35.0,35.0,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-08-19,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-08-26,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-09-02,34.34,34.34,34.34,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-09-09,34.05,34.05,34.05,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-09-16,33.65,33.65,33.65,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-09-23,33.6,33.6,33.6,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-09-30,32.6,32.6,32.6,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-10-07,33.04,33.04,33.04,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-10-14,32.88,32.88,32.88,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-10-21,33.11,33.11,33.11,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-10-28,32.48,32.48,32.48,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-11-04,32.83,32.83,32.83,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-11-11,33.01,33.01,33.01,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-11-18,33.15,33.15,33.15,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-11-25,33.11,33.11,33.11,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-12-02,34.28,34.28,34.28,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-12-09,34.19,34.19,34.19,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.34,34.34,34.34,0.0,0.0
