Date,RMD_stock_Open_average,RMD_stock_Open_max,RMD_stock_Open_min,RMD_stock_Open_volatility,RMD_stock_Open_change,RMD_stock_High_average,RMD_stock_High_max,RMD_stock_High_min,RMD_stock_High_volatility,RMD_stock_High_change,RMD_stock_Low_average,RMD_stock_Low_max,RMD_stock_Low_min,RMD_stock_Low_volatility,RMD_stock_Low_change,RMD_stock_Close_average,RMD_stock_Close_max,RMD_stock_Close_min,RMD_stock_Close_volatility,RMD_stock_Close_change,RMD_stock_Volume_average,RMD_stock_Volume_max,RMD_stock_Volume_min,RMD_stock_Volume_volatility,RMD_stock_Volume_change
2018-01-14,88.4525,89.21,88.15,1.059999999999988,1.029999999999987,89.09,89.72,88.33,1.3900000000000006,1.3900000000000006,87.9575,88.51,87.6,0.9100000000000108,0.9100000000000108,88.515,88.79,87.86,0.9300000000000068,0.8200000000000074,642334,855115,559461,295654,295654
2018-01-21,97.83200000000001,101.78,88.37,13.409999999999997,13.409999999999997,99.85000000000001,104.78,88.65,16.129999999999995,14.329999999999998,96.934,101.2,87.1,14.100000000000009,14.100000000000009,98.5,102.8,87.51,15.289999999999992,15.289999999999992,1862603,4695798,672951,4022847,-446989
2018-01-28,100.582,102.8,98.75,4.049999999999997,-4.049999999999997,101.566,103.58,99.14,4.439999999999998,-4.439999999999998,99.506,102.44,96.82,5.6200000000000045,-5.6200000000000045,100.18,102.82,96.97,5.849999999999994,-5.849999999999994,859572,1258106,733947,524159,30563
2018-02-04,92.776,95.99,90.26,5.72999999999999,-5.72999999999999,94.526,97.41,91.81,5.599999999999994,-5.599999999999994,90.812,93.14,87.67,5.469999999999999,-5.469999999999999,92.256,95.05,89.26,5.789999999999992,-2.280000000000001,930611,1203730,764756,438974,-210149
2018-02-11,92.078,93.91,90.63,3.280000000000001,2.1799999999999926,93.56400000000001,95.15,91.95,3.200000000000003,2.710000000000008,91.53,93.76,90.21,3.5500000000000114,3.2900000000000063,92.944,94.19,91.52,2.6700000000000017,2.0799999999999983,653801,810948,423616,387332,147431
2018-02-18,93.655,94.43,93.0,1.4300000000000068,1.4300000000000068,94.75750000000001,95.45,93.73,1.7199999999999989,1.7199999999999989,93.1875,93.55,92.59,0.9599999999999937,0.8699999999999903,93.8075,95.42,92.83,2.5900000000000034,2.5900000000000034,608332,715873,418378,297495,-238086
2018-02-25,95.206,96.51,93.18,3.3299999999999983,-2.259999999999991,96.268,97.55,95.13,2.4200000000000017,-1.4299999999999926,94.272,95.5,92.75,2.75,-1.9899999999999949,95.21,96.4,93.96,2.440000000000012,-1.480000000000004,624966,736946,444933,292013,-247400
2018-03-04,96.092,98.39,94.08,4.310000000000002,4.310000000000002,97.36999999999999,99.69,95.99,3.700000000000003,3.700000000000003,95.75,97.8,93.62,4.179999999999993,4.179999999999993,97.11200000000001,99.68,95.44,4.240000000000009,4.240000000000009,437037,628050,323252,304798,-199477
2018-03-11,98.99,99.56,97.85,1.710000000000008,-1.6700000000000017,99.342,99.97,98.7,1.269999999999996,-1.0700000000000074,98.286,99.16,97.83,1.3299999999999983,-1.3100000000000023,98.664,99.54,98.11,1.4300000000000068,-1.3500000000000085,476993,962091,332598,629493,629493
2018-03-18,97.632,98.38,96.34,2.039999999999992,-1.539999999999992,98.384,99.25,97.37,1.8799999999999955,-1.3199999999999932,96.834,98.14,95.39,2.75,-1.1799999999999926,97.242,98.33,95.47,2.8599999999999994,-2.280000000000001,602905,920003,381489,538514,-157190
2018-03-25,96.9875,98.5,95.65,2.8499999999999943,-1.0499999999999972,98.3575,99.06,97.1,1.960000000000008,0.6099999999999994,95.8075,96.54,95.14,1.4000000000000057,-1.0,97.5675,98.47,96.25,2.219999999999999,0.20000000000000284,592291,834510,413154,421356,421356
