Date,CPCAY_Open_average,CPCAY_Open_max,CPCAY_Open_min,CPCAY_Open_volatility,CPCAY_Open_change,CPCAY_High_average,CPCAY_High_max,CPCAY_High_min,CPCAY_High_volatility,CPCAY_High_change,CPCAY_Low_average,CPCAY_Low_max,CPCAY_Low_min,CPCAY_Low_volatility,CPCAY_Low_change,CPCAY_Close_average,CPCAY_Close_max,CPCAY_Close_min,CPCAY_Close_volatility,CPCAY_Close_change,CPCAY_Volume_average,CPCAY_Volume_max,CPCAY_Volume_min,CPCAY_Volume_volatility,CPCAY_Volume_change
2018-01-14,8.239999999999998,8.28,8.2,0.08000000000000007,0.08000000000000007,8.245,8.29,8.2,0.08999999999999986,0.08999999999999986,8.239999999999998,8.28,8.2,0.08000000000000007,0.08000000000000007,8.245,8.29,8.2,0.08999999999999986,0.08999999999999986,1250,2500,0,2500,2500
2018-01-21,7.955,8.15,7.76,0.39000000000000057,-0.39000000000000057,7.985,8.15,7.82,0.33000000000000007,-0.33000000000000007,7.955,8.15,7.76,0.39000000000000057,-0.39000000000000057,7.985,8.15,7.82,0.33000000000000007,-0.33000000000000007,701,1402,0,1402,1402
2018-01-28,7.873333333333333,7.98,7.79,0.1900000000000004,0.13000000000000078,7.923333333333334,8.06,7.79,0.27000000000000046,0.14000000000000057,7.866666666666666,7.96,7.79,0.16999999999999993,0.11000000000000032,7.89,7.96,7.79,0.16999999999999993,0.040000000000000036,3004,8082,0,8082,-7152
2018-02-04,7.8149999999999995,7.92,7.67,0.25,0.1299999999999999,7.8774999999999995,7.92,7.84,0.08000000000000007,0.04999999999999982,7.797499999999999,7.92,7.67,0.25,0.1299999999999999,7.859999999999999,7.92,7.81,0.11000000000000032,0.04999999999999982,815,1983,0,1983,-512
2018-02-11,8.08,8.11,8.0,0.10999999999999943,0.10999999999999943,8.09,8.15,8.0,0.15000000000000036,0.15000000000000036,8.08,8.11,8.0,0.10999999999999943,0.10999999999999943,8.0825,8.12,8.0,0.11999999999999922,0.11999999999999922,528,2113,0,2113,2113
2018-02-18,8.29,8.44,8.15,0.28999999999999915,0.1899999999999995,8.332,8.5,8.25,0.25,0.25,8.26,8.44,8.15,0.28999999999999915,0.1899999999999995,8.304,8.5,8.17,0.33000000000000007,0.25,10151,20200,0,20200,3185
2018-02-25,8.386,8.59,8.2,0.39000000000000057,-0.3100000000000005,8.394,8.59,8.2,0.39000000000000057,-0.3100000000000005,8.384,8.59,8.2,0.39000000000000057,-0.3100000000000005,8.392,8.59,8.2,0.39000000000000057,-0.3100000000000005,1340,5000,0,5000,0
2018-03-04,8.683333333333334,8.71,8.66,0.05000000000000071,0.05000000000000071,8.74,8.88,8.66,0.22000000000000064,0.22000000000000064,8.65,8.71,8.58,0.13000000000000078,0.05000000000000071,8.706666666666667,8.88,8.58,0.3000000000000007,0.22000000000000064,631,1650,0,1650,245
2018-03-11,9.155,9.54,8.93,0.6099999999999994,0.13000000000000078,9.184999999999999,9.54,8.94,0.5999999999999996,0.120000000000001,9.0825,9.28,8.9,0.379999999999999,0.16000000000000014,9.11,9.28,8.9,0.379999999999999,0.16000000000000014,7362,16428,0,16428,-16428
2018-03-18,8.85,8.85,8.85,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.41,8.41,8.41,0.0,0.0,2400,2400,2400,0,0
2018-03-25,8.53,8.54,8.52,0.019999999999999574,0.019999999999999574,8.583333333333334,8.63,8.54,0.09000000000000163,-0.040000000000000924,8.53,8.54,8.52,0.019999999999999574,0.019999999999999574,8.566666666666666,8.63,8.53,0.10000000000000142,0.009999999999999787,432,649,0,649,-648
2018-04-01,8.466666666666667,8.55,8.33,0.22000000000000064,0.22000000000000064,8.466666666666667,8.55,8.33,0.22000000000000064,0.22000000000000064,8.45,8.52,8.33,0.1899999999999995,0.16999999999999993,8.463333333333333,8.54,8.33,0.20999999999999908,0.20999999999999908,509,1528,0,1528,1528
