Date,SBAC_stock_Open_average,SBAC_stock_Open_max,SBAC_stock_Open_min,SBAC_stock_Open_volatility,SBAC_stock_Open_change,SBAC_stock_High_average,SBAC_stock_High_max,SBAC_stock_High_min,SBAC_stock_High_volatility,SBAC_stock_High_change,SBAC_stock_Low_average,SBAC_stock_Low_max,SBAC_stock_Low_min,SBAC_stock_Low_volatility,SBAC_stock_Low_change,SBAC_stock_Close_average,SBAC_stock_Close_max,SBAC_stock_Close_min,SBAC_stock_Close_volatility,SBAC_stock_Close_change,SBAC_stock_Volume_average,SBAC_stock_Volume_max,SBAC_stock_Volume_min,SBAC_stock_Volume_volatility,SBAC_stock_Volume_change
2018-01-14,159.9725,161.8,157.48,4.320000000000022,4.320000000000022,163.565,165.98,162.51,3.469999999999999,3.1899999999999977,159.43,161.15,157.0,4.150000000000006,4.150000000000006,162.19,165.79,159.85,5.939999999999998,5.939999999999998,1305777,1618038,751060,866978,205225
2018-01-21,168.4,171.15,165.55,5.599999999999994,5.599999999999994,170.012,172.63,167.89,4.740000000000009,4.740000000000009,167.546,169.78,164.81,4.969999999999999,4.969999999999999,169.484,172.28,167.65,4.6299999999999955,4.6299999999999955,866104,1038098,627455,410643,-225225
2018-01-28,171.762,174.41,169.03,5.3799999999999955,1.4399999999999977,174.35,177.67,170.17,7.5,1.9099999999999966,169.49,171.43,166.97,4.460000000000008,2.140000000000015,172.334,174.73,169.52,5.2099999999999795,3.6899999999999977,1093464,1399234,777709,621525,-11961
2018-02-04,166.486,173.25,160.6,12.650000000000006,-12.650000000000006,168.526,174.21,162.79,11.420000000000016,-11.420000000000016,162.012,168.17,154.36,13.809999999999974,-13.809999999999974,164.072,168.27,159.73,8.54000000000002,-8.54000000000002,1502328,2522737,1075498,1447239,-30185
2018-02-11,161.714,166.75,159.1,7.650000000000006,6.5,165.004,170.17,161.72,8.449999999999989,8.449999999999989,159.72,165.09,157.26,7.8300000000000125,7.8300000000000125,163.966,169.12,159.63,9.490000000000009,9.490000000000009,1299628,1438222,1146682,291540,166487
2018-02-18,170.0025,172.08,168.07,4.010000000000019,4.010000000000019,172.59,173.56,170.73,2.8300000000000125,2.8300000000000125,169.585,171.31,168.07,3.240000000000009,3.240000000000009,170.8175,172.93,169.5,3.430000000000007,3.210000000000008,982154,1210182,818994,391188,68480
2018-02-25,161.94,172.92,153.51,19.409999999999997,-19.409999999999997,164.39,174.22,155.12,19.099999999999994,-19.099999999999994,159.064,171.81,151.98,19.830000000000013,-19.830000000000013,160.214,172.73,152.91,19.819999999999993,-19.819999999999993,1809293,2728610,1298391,1430219,328584
2018-03-04,157.754,164.46,152.14,12.320000000000022,12.320000000000022,161.1,166.59,156.99,9.599999999999994,9.599999999999994,156.548,163.58,151.43,12.150000000000006,12.150000000000006,160.53,166.49,156.5,9.990000000000009,9.810000000000002,1202292,1347150,1078472,268678,-214980
2018-03-11,169.472,170.75,166.92,3.8300000000000125,2.740000000000009,170.49599999999998,171.38,169.26,2.1200000000000045,1.4099999999999966,167.752,168.7,166.16,2.539999999999992,1.1299999999999955,169.594,170.34,168.69,1.6500000000000057,-0.21999999999999886,980236,1168713,784388,384325,384325
2018-03-18,168.646,169.93,166.18,3.75,0.6899999999999977,171.258,172.57,169.71,2.859999999999985,2.859999999999985,167.328,168.98,165.49,3.4899999999999807,0.5199999999999818,168.732,169.41,167.09,2.319999999999993,-0.09000000000000341,1255666,1368652,1103072,265580,135953
