Date,RHP_stock_Open_average,RHP_stock_Open_max,RHP_stock_Open_min,RHP_stock_Open_volatility,RHP_stock_Open_change,RHP_stock_High_average,RHP_stock_High_max,RHP_stock_High_min,RHP_stock_High_volatility,RHP_stock_High_change,RHP_stock_Low_average,RHP_stock_Low_max,RHP_stock_Low_min,RHP_stock_Low_volatility,RHP_stock_Low_change,RHP_stock_Close_average,RHP_stock_Close_max,RHP_stock_Close_min,RHP_stock_Close_volatility,RHP_stock_Close_change,RHP_stock_Volume_average,RHP_stock_Volume_max,RHP_stock_Volume_min,RHP_stock_Volume_volatility,RHP_stock_Volume_change
2018-01-14,75.2175,76.16,74.57,1.5900000000000034,0.7700000000000102,76.4475,77.1,75.9,1.1999999999999886,1.1999999999999886,74.94749999999999,75.3,74.57,0.730000000000004,0.6700000000000017,75.8625,77.1,74.59,2.509999999999991,2.509999999999991,304796,345391,277791,67600,-31631
2018-01-21,77.226,77.55,77.04,0.5099999999999909,-0.01999999999999602,77.554,77.99,77.21,0.7800000000000011,-0.10999999999999943,76.654,76.99,76.5,0.4899999999999949,-0.14000000000000057,77.02,77.12,76.69,0.4300000000000068,0.01999999999999602,322861,663204,170582,492622,-33878
2018-01-28,76.398,77.0,75.48,1.519999999999996,-1.519999999999996,76.76,77.7,75.52,2.180000000000007,-2.180000000000007,75.43,76.51,73.2,3.3100000000000023,-3.3100000000000023,75.776,77.01,73.25,3.760000000000005,-3.760000000000005,275069,381638,209722,171916,122816
2018-02-04,69.628,72.78,67.65,5.1299999999999955,-5.1299999999999955,70.726,73.31,69.26,4.049999999999997,-4.049999999999997,68.14999999999999,69.38,67.14,2.239999999999995,-2.1799999999999926,68.926,69.67,67.17,2.5,-0.7800000000000011,469512,910536,277628,632908,-108670
2018-02-11,68.366,69.0,67.55,1.4500000000000028,-0.46000000000000796,69.24,70.11,68.44,1.6700000000000017,0.8700000000000045,67.31,68.49,66.35,2.1400000000000006,2.1400000000000006,68.648,69.73,68.07,1.6600000000000108,1.6600000000000108,317478,439621,282134,157487,-157487
2018-02-18,69.805,71.66,68.97,2.6899999999999977,2.1099999999999994,70.6575,73.0,69.12,3.8799999999999955,3.030000000000001,68.7625,69.16,68.29,0.8699999999999903,0.04999999999999716,69.67750000000001,71.75,68.59,3.1599999999999966,2.0999999999999943,350059,592506,214041,378465,295885
2018-02-25,69.996,72.61,68.13,4.480000000000004,-4.480000000000004,70.81,72.99,69.44,3.549999999999997,-3.309999999999988,68.946,70.96,67.63,3.3299999999999983,-3.3299999999999983,69.542,71.29,68.83,2.460000000000008,-1.8000000000000114,309532,613236,194419,418817,33313
2018-03-04,72.238,76.01,69.34,6.670000000000002,6.670000000000002,74.172,77.82,70.36,7.459999999999994,7.459999999999994,72.01599999999999,75.3,69.34,5.959999999999994,5.959999999999994,73.958,77.69,69.79,7.8999999999999915,7.8999999999999915,392743,531282,208169,323113,290970
2018-03-11,77.288,78.34,76.01,2.3299999999999983,-1.75,77.592,78.91,76.62,2.289999999999992,-1.3599999999999994,76.114,77.26,75.18,2.0799999999999983,-1.1299999999999955,76.798,77.96,76.07,1.8900000000000006,-1.6699999999999875,395500,486306,198324,287982,100406
2018-03-18,75.742,76.24,74.57,1.6700000000000017,-1.5900000000000034,75.98599999999999,76.52,74.6,1.9200000000000017,-1.5600000000000023,74.664,75.61,73.25,2.3599999999999994,-1.6700000000000017,75.196,76.13,73.44,2.6899999999999977,-2.6200000000000045,232371,287010,178068,108942,105441
2018-03-25,75.41,77.48,74.41,3.0700000000000074,3.0700000000000074,76.8675,78.2,74.79,3.4099999999999966,3.4099999999999966,74.825,76.56,73.69,2.8700000000000045,2.6299999999999955,76.1725,77.45,74.59,2.8599999999999994,2.8599999999999994,372503,474533,211225,263308,133113
2018-04-01,76.634,77.31,75.83,1.480000000000004,-0.39000000000000057,77.312,78.08,76.91,1.1700000000000017,-0.46999999999999886,75.782,76.05,75.35,0.7000000000000028,0.4200000000000017,76.31400000000001,76.8,75.97,0.8299999999999983,0.18000000000000682,367952,477966,272130,205836,26792
2018-04-08,77.086,78.26,76.25,2.010000000000005,1.5200000000000102,77.668,78.44,76.86,1.5799999999999983,1.5799999999999983,76.376,77.42,75.66,1.7600000000000051,1.7600000000000051,77.14,78.13,75.66,2.469999999999999,2.430000000000007,267540,315727,194169,121558,-39158
2018-04-15,79.314,79.88,78.4,1.4799999999999898,1.019999999999996,79.834,80.04,79.43,0.6099999999999994,0.29999999999999716,78.762,79.26,78.32,0.9400000000000119,0.20000000000000284,79.362,79.66,78.85,0.8100000000000023,-0.1700000000000017,259788,362597,215942,146655,131155
2018-04-22,79.22,79.7,78.74,0.960000000000008,-0.269999999999996,79.638,80.01,79.25,0.7600000000000051,0.37000000000000455,78.596,78.91,78.1,0.8100000000000023,-0.10999999999999943,79.19800000000001,79.47,78.93,0.539999999999992,0.1799999999999926,152635,196979,128915,68064,18978
2018-04-29,78.802,79.64,78.17,1.4699999999999989,-0.480000000000004,79.43599999999999,79.88,78.77,1.1099999999999994,0.11999999999999034,77.78,78.81,76.29,2.519999999999996,0.519999999999996,78.824,79.56,78.38,1.1800000000000068,1.1800000000000068,290113,366907,217274,149633,-50415
2018-05-06,81.088,82.57,79.74,2.8299999999999983,2.8299999999999983,81.854,83.2,80.07,3.1300000000000097,3.1300000000000097,80.84,82.52,79.02,3.5,3.5,81.586,82.66,79.93,2.7299999999999898,2.7299999999999898,196278,217552,164275,53277,-26750
2018-05-13,81.286,82.64,80.8,1.8400000000000034,-1.4899999999999949,81.598,82.69,81.08,1.6099999999999994,-1.269999999999996,80.658,81.03,80.51,0.519999999999996,-0.4899999999999949,80.992,81.3,80.78,0.519999999999996,0.0799999999999983,239680,470040,140425,329615,-327879
2018-05-20,82.054,82.69,81.78,0.9099999999999966,0.7999999999999972,82.61,82.91,82.31,0.5999999999999943,0.5499999999999972,81.712,82.14,81.48,0.6599999999999966,0.6400000000000006,82.182,82.58,81.71,0.8700000000000045,0.4299999999999926,191064,238788,145680,93108,-69332
2018-05-27,83.27,84.0,82.28,1.7199999999999989,1.7199999999999989,84.19,84.94,82.85,2.0900000000000034,2.0900000000000034,82.93,83.79,81.78,2.010000000000005,2.010000000000005,83.65,84.31,82.61,1.7000000000000028,1.7000000000000028,370817,523278,277424,245854,-230360
2018-06-03,84.738,85.14,83.98,1.1599999999999966,-0.0899999999999892,85.398,85.77,84.98,0.789999999999992,-0.6299999999999955,84.16199999999999,84.63,83.74,0.8900000000000006,-0.5799999999999983,84.638,85.39,83.95,1.4399999999999977,-1.3299999999999983,300552,555943,210202,345741,-345741
2018-06-10,83.634,84.11,82.91,1.2000000000000028,-0.39000000000000057,83.972,84.26,83.8,0.46000000000000796,-0.38000000000000966,82.856,83.41,82.46,0.9500000000000028,-0.8499999999999943,83.268,83.81,82.66,1.1500000000000057,-1.0700000000000074,236586,367188,192382,174806,174806
2018-06-17,83.106,83.67,82.5,1.1700000000000017,1.1700000000000017,83.72200000000001,84.76,83.11,1.6500000000000057,1.6500000000000057,82.572,83.38,81.99,1.3900000000000006,1.3900000000000006,83.30199999999999,84.09,82.76,1.3299999999999983,1.0700000000000074,254442,470288,151392,318896,276816
2018-06-24,82.296,83.98,81.67,2.3100000000000023,-2.049999999999997,83.106,83.98,82.05,1.9300000000000068,-0.3200000000000074,81.43,81.77,81.18,0.5899999999999892,-0.14999999999999147,82.21,83.15,81.54,1.6099999999999994,1.6099999999999994,313358,407196,237495,169701,60440
2018-07-01,83.34,84.27,82.28,1.9899999999999949,1.4899999999999949,83.995,84.76,82.95,1.8100000000000023,1.8100000000000023,82.6825,84.1,81.2,2.8999999999999915,2.8999999999999915,83.6075,84.45,82.01,2.4399999999999977,2.4399999999999977,169220,213808,119909,93899,-29960
2018-07-08,83.364,84.56,82.61,1.9500000000000028,-1.9500000000000028,83.974,84.89,83.04,1.8499999999999943,-1.0400000000000063,82.416,83.08,81.53,1.5499999999999972,-0.5500000000000114,83.118,83.77,82.3,1.4699999999999989,0.060000000000002274,213790,285914,150735,135179,-135179
2018-07-15,83.36,84.09,82.51,1.5799999999999983,0.5200000000000102,84.014,84.76,83.21,1.5500000000000114,0.5799999999999983,82.69,83.55,81.74,1.8100000000000023,0.8400000000000034,83.526,84.45,82.55,1.9000000000000057,1.230000000000004,184833,268582,117359,151223,50574
2018-07-22,84.286,85.24,83.22,2.019999999999996,0.1599999999999966,84.892,85.47,84.11,1.3599999999999994,-0.6599999999999966,83.212,84.02,82.57,1.4500000000000028,-1.25,83.88199999999999,84.94,83.07,1.8700000000000045,-1.6899999999999977,188394,214374,126886,87488,-1570
2018-07-29,84.212,85.04,83.05,1.990000000000009,1.6200000000000045,85.036,85.62,83.65,1.9699999999999989,1.5,83.232,84.75,82.22,2.530000000000001,0.7199999999999989,84.188,85.31,82.63,2.680000000000007,0.39000000000000057,197896,274621,169237,105384,3514
2018-08-05,83.62,85.12,83.04,2.0799999999999983,0.25,84.944,86.83,83.46,3.3700000000000045,1.2800000000000011,82.846,83.28,82.44,0.8400000000000034,0.710000000000008,83.758,85.39,82.73,2.6599999999999966,0.2799999999999869,318970,433430,220319,213111,-107543
2018-08-12,83.91,85.23,82.85,2.3800000000000097,1.3900000000000006,84.852,86.31,83.94,2.3700000000000045,2.3100000000000023,83.494,84.93,82.65,2.280000000000001,2.280000000000001,84.396,86.14,83.02,3.1200000000000045,3.1200000000000045,256377,354328,196392,157936,157936
2018-08-19,86.836,87.53,86.22,1.3100000000000023,0.4399999999999977,87.636,87.84,87.45,0.39000000000000057,-0.1700000000000017,86.232,86.74,85.72,1.019999999999996,0.789999999999992,86.99,87.5,86.19,1.3100000000000023,1.1599999999999966,279014,368369,139597,228772,-137064
2018-08-26,87.682,89.26,85.78,3.480000000000004,1.7600000000000051,88.622,90.02,86.71,3.3100000000000023,2.069999999999993,86.812,88.68,85.19,3.490000000000009,3.3100000000000023,87.904,89.42,85.55,3.8700000000000045,3.180000000000007,303239,400603,246206,154397,-44200
2018-09-02,87.37,88.31,86.63,1.6800000000000068,-1.490000000000009,88.1775,88.91,87.55,1.3599999999999994,-0.5600000000000023,86.2375,86.62,85.77,0.8500000000000085,0.5,87.28,88.15,86.45,1.7000000000000028,1.7000000000000028,263961,355617,177954,177663,-149296
2018-09-09,87.434,88.31,86.89,1.4200000000000017,-1.4200000000000017,88.252,89.23,87.38,1.8500000000000085,-0.6000000000000085,86.884,87.86,86.54,1.3199999999999932,-1.0999999999999943,87.334,88.1,86.74,1.3599999999999994,-0.25,232734,331526,169932,161594,55648
2018-09-16,88.316,89.17,87.74,1.4300000000000068,-1.1400000000000006,88.846,89.5,88.16,1.3400000000000034,-0.5999999999999943,87.314,87.74,86.76,0.9799999999999898,-0.18999999999999773,88.18,89.36,87.5,1.8599999999999994,-0.3299999999999983,350671,471927,219312,252615,190045
2018-09-23,86.384,87.61,85.06,2.549999999999997,-1.4699999999999989,87.068,87.61,86.28,1.3299999999999983,-0.4000000000000057,85.564,86.3,84.72,1.5799999999999983,-0.09999999999999432,86.06400000000001,86.36,85.48,0.8799999999999955,-0.1599999999999966,345747,459296,260448,198848,172700
2018-09-30,84.682,86.25,80.87,5.3799999999999955,-5.3799999999999955,85.092,86.49,82.05,4.439999999999998,-4.439999999999998,83.08,85.18,80.13,5.050000000000011,-4.560000000000002,83.70400000000001,85.55,80.81,4.739999999999995,-4.189999999999998,366272,633713,246176,387537,65841
2018-10-07,81.744,83.25,79.78,3.469999999999999,-1.4200000000000017,82.748,84.62,79.94,4.680000000000007,-3.4399999999999977,79.998,82.64,76.65,5.989999999999995,-4.439999999999998,80.69200000000001,83.32,77.17,6.1499999999999915,-6.1499999999999915,355197,470217,268038,202179,55339
2018-10-14,77.606,78.57,76.82,1.75,0.5600000000000023,78.476,79.43,77.71,1.720000000000013,0.23000000000000398,76.756,77.84,76.1,1.740000000000009,-0.09000000000000341,77.69200000000001,78.63,76.79,1.8399999999999892,0.5799999999999983,316136,542322,192471,349851,26601
2018-10-21,74.138,76.92,72.0,4.920000000000002,-3.3400000000000034,75.224,77.31,74.05,3.260000000000005,-2.180000000000007,72.566,75.26,71.72,3.5400000000000063,-3.0200000000000102,73.924,75.31,71.99,3.3200000000000074,-1.1599999999999966,298625,416715,254143,162572,-18853
2018-10-28,75.896,77.62,74.06,3.5600000000000023,2.3599999999999994,77.154,79.0,75.68,3.319999999999993,0.9899999999999949,74.78,76.37,73.32,3.0500000000000114,1.0300000000000011,75.83,77.59,73.99,3.6000000000000085,1.0300000000000011,343944,596041,227114,368927,-73304
2018-11-04,75.59,76.68,74.16,2.5200000000000102,1.2800000000000011,76.688,76.95,76.18,0.769999999999996,0.28000000000000114,74.644,75.73,73.05,2.680000000000007,0.6500000000000057,75.766,76.68,74.08,2.6000000000000085,-0.4300000000000068,266988,411755,149553,262202,-262202
2018-11-11,75.556,76.3,75.04,1.259999999999991,0.45999999999999375,76.34,76.78,75.92,0.8599999999999994,0.37000000000000455,74.792,75.6,74.43,1.1699999999999875,0.8399999999999892,75.654,76.71,74.79,1.9199999999999875,1.6299999999999955,247963,325322,148889,176433,-166003
2018-11-18,75.505,75.98,74.97,1.0100000000000051,-0.18000000000000682,76.30250000000001,76.81,75.26,1.5499999999999972,-0.35999999999999943,74.80250000000001,75.4,73.93,1.4699999999999989,0.480000000000004,75.5775,75.97,75.11,0.8599999999999994,0.6500000000000057,189103,253910,68817,185093,-122736
2018-11-25,75.578,76.33,74.69,1.6400000000000006,-1.6400000000000006,76.202,77.18,74.89,2.2900000000000063,-2.2900000000000063,74.478,75.66,72.93,2.7299999999999898,-2.7299999999999898,75.25,76.12,74.11,2.010000000000005,-1.9000000000000057,292261,446460,192506,253954,146845
2018-12-02,74.4925,75.17,73.3,1.8700000000000045,0.539999999999992,75.395,75.67,75.1,0.5700000000000074,0.38000000000000966,73.0325,73.5,72.44,1.0600000000000023,0.27000000000001023,74.4575,75.31,73.6,1.710000000000008,-1.5,325040,415957,182697,233260,-147638
2018-12-09,72.752,73.74,71.92,1.8199999999999932,-1.5799999999999983,73.502,73.99,72.82,1.1700000000000017,-0.9200000000000017,71.818,72.24,70.82,1.4200000000000017,-1.3800000000000097,72.24,72.82,71.36,1.4599999999999937,-1.4599999999999937,249880,295233,163749,131484,21302
2018-12-16,68.306,71.42,66.53,4.890000000000001,-4.890000000000001,69.098,71.71,66.58,5.1299999999999955,-3.8799999999999955,66.608,67.82,64.36,3.4599999999999937,-1.4899999999999949,67.3,68.9,66.31,2.5900000000000034,-1.5300000000000011,424950,650303,216955,433348,198119
