Date,Vanguard Long-Term Government Bond_Open_average,Vanguard Long-Term Government Bond_Open_max,Vanguard Long-Term Government Bond_Open_min,Vanguard Long-Term Government Bond_Open_volatility,Vanguard Long-Term Government Bond_Open_change,Vanguard Long-Term Government Bond_High_average,Vanguard Long-Term Government Bond_High_max,Vanguard Long-Term Government Bond_High_min,Vanguard Long-Term Government Bond_High_volatility,Vanguard Long-Term Government Bond_High_change,Vanguard Long-Term Government Bond_Low_average,Vanguard Long-Term Government Bond_Low_max,Vanguard Long-Term Government Bond_Low_min,Vanguard Long-Term Government Bond_Low_volatility,Vanguard Long-Term Government Bond_Low_change,Vanguard Long-Term Government Bond_Close_average,Vanguard Long-Term Government Bond_Close_max,Vanguard Long-Term Government Bond_Close_min,Vanguard Long-Term Government Bond_Close_volatility,Vanguard Long-Term Government Bond_Close_change
2018-04-08,73.93,73.93,73.93,0.0,0.0,74.37,74.37,74.37,0.0,0.0,73.86,73.86,73.86,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2018-04-15,72.78,72.78,72.78,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2018-04-22,73.23,73.23,73.23,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.32,73.32,73.32,0.0,0.0
2018-04-29,73.18,73.18,73.18,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.08,73.08,73.08,0.0,0.0
2018-05-06,73.06,73.06,73.06,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2018-05-13,72.05,72.05,72.05,0.0,0.0,72.17,72.17,72.17,0.0,0.0,71.93,71.93,71.93,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2018-05-20,73.51,73.51,73.51,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2018-05-27,73.86,73.86,73.86,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2018-06-03,73.23,73.23,73.23,0.0,0.0,73.37,73.37,73.37,0.0,0.0,73.17,73.17,73.17,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2018-06-10,74.06,74.06,74.06,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.82,73.82,73.82,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2018-06-17,74.2,74.2,74.2,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.2,74.2,74.2,0.0,0.0,74.25,74.25,74.25,0.0,0.0
2018-06-24,74.82,74.82,74.82,0.0,0.0,74.84,74.84,74.84,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2018-07-01,75.0,75.0,75.0,0.0,0.0,75.05,75.05,75.05,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2018-07-08,75.09,75.09,75.09,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.08,75.08,75.08,0.0,0.0
2018-07-15,74.0,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.34,73.34,73.34,0.0,0.0
2018-07-22,73.19,73.19,73.19,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2018-07-29,73.49,73.49,73.49,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2018-08-05,73.9,73.9,73.9,0.0,0.0,74.17,74.17,74.17,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2018-08-12,74.76,74.76,74.76,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.83,74.83,74.83,0.0,0.0
2018-08-19,74.86,74.86,74.86,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2018-08-26,74.89,74.89,74.89,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.39,74.39,74.39,0.0,0.0
2018-09-02,73.26,73.26,73.26,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-09-09,72.7,72.7,72.7,0.0,0.0,73.05,73.05,73.05,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2018-09-16,71.84,71.84,71.84,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.86,71.86,71.86,0.0,0.0
2018-09-23,71.75,71.75,71.75,0.0,0.0,71.87,71.87,71.87,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2018-09-30,69.62,69.62,69.62,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2018-10-07,70.62,70.62,70.62,0.0,0.0,70.67,70.67,70.67,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2018-10-14,70.15,70.15,70.15,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2018-10-21,70.75,70.75,70.75,0.0,0.0,70.8,70.8,70.8,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.68,70.68,70.68,0.0,0.0
2018-10-28,69.35,69.35,69.35,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2018-11-04,69.97,69.97,69.97,0.0,0.0,70.4,70.4,70.4,0.0,0.0,69.97,69.97,69.97,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2018-11-11,70.48,70.48,70.48,0.0,0.0,70.84,70.84,70.84,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2018-11-18,70.73,70.73,70.73,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-11-25,70.66,70.66,70.66,0.0,0.0,71.4,71.4,71.4,0.0,0.0,70.66,70.66,70.66,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2018-12-02,73.18,73.18,73.18,0.0,0.0,73.42,73.42,73.42,0.0,0.0,72.94,72.94,72.94,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2018-12-09,72.97,72.97,72.97,0.0,0.0,73.44,73.44,73.44,0.0,0.0,72.97,72.97,72.97,0.0,0.0,73.37,73.37,73.37,0.0,0.0
2018-12-16,74.46,74.46,74.46,0.0,0.0,74.63,74.63,74.63,0.0,0.0,74.36,74.36,74.36,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2018-12-23,74.24,74.24,74.24,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2018-12-30,75.43,75.43,75.43,0.0,0.0,75.44,75.44,75.44,0.0,0.0,74.83,74.83,74.83,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2019-01-06,74.43,74.43,74.43,0.0,0.0,74.46,74.46,74.46,0.0,0.0,74.04,74.04,74.04,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2019-01-13,73.79,73.79,73.79,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.47,73.47,73.47,0.0,0.0,73.58,73.58,73.58,0.0,0.0
2019-01-20,74.18,74.18,74.18,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2019-01-27,74.12,74.12,74.12,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.09,74.09,74.09,0.0,0.0
2019-02-03,74.97,74.97,74.97,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.99,74.99,74.99,0.0,0.0
2019-02-10,74.78,74.78,74.78,0.0,0.0,75.06,75.06,75.06,0.0,0.0,74.78,74.78,74.78,0.0,0.0,75.06,75.06,75.06,0.0,0.0
2019-02-17,74.57,74.57,74.57,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2019-02-24,73.43,73.43,73.43,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.65,73.65,73.65,0.0,0.0
2019-03-03,74.71,74.71,74.71,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2019-03-10,74.84,74.84,74.84,0.0,0.0,75.01,75.01,75.01,0.0,0.0,74.79,74.79,74.79,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-03-17,76.79,76.79,76.79,0.0,0.0,77.45,77.45,77.45,0.0,0.0,76.58,76.58,76.58,0.0,0.0,76.93,76.93,76.93,0.0,0.0
2019-03-24,77.06,77.06,77.06,0.0,0.0,77.07,77.07,77.07,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2019-03-31,76.13,76.13,76.13,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2019-04-07,75.55,75.55,75.55,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.63,75.63,75.63,0.0,0.0
2019-04-14,75.36,75.36,75.36,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2019-04-21,75.78,75.78,75.78,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2019-04-28,76.46,76.46,76.46,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.25,76.25,76.25,0.0,0.0,76.25,76.25,76.25,0.0,0.0
2019-05-05,77.11,77.11,77.11,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2019-05-12,77.56,77.56,77.56,0.0,0.0,77.7,77.7,77.7,0.0,0.0,77.28,77.28,77.28,0.0,0.0,77.34,77.34,77.34,0.0,0.0
2019-05-19,78.42,78.42,78.42,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2019-05-26,81.04,81.04,81.04,0.0,0.0,81.44,81.44,81.44,0.0,0.0,80.84,80.84,80.84,0.0,0.0,81.35,81.35,81.35,0.0,0.0
2019-06-02,80.33,80.33,80.33,0.0,0.0,80.33,80.33,80.33,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2019-06-09,80.78,80.78,80.78,0.0,0.0,80.99,80.99,80.99,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.93,80.93,80.93,0.0,0.0
2019-06-16,81.22,81.22,81.22,0.0,0.0,81.44,81.44,81.44,0.0,0.0,81.18,81.18,81.18,0.0,0.0,81.36,81.36,81.36,0.0,0.0
2019-06-23,81.43,81.43,81.43,0.0,0.0,81.56,81.56,81.56,0.0,0.0,80.89,80.89,80.89,0.0,0.0,81.26,81.26,81.26,0.0,0.0
2019-06-30,81.71,81.71,81.71,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.49,81.49,81.49,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2019-07-07,80.18,80.18,80.18,0.0,0.0,80.56,80.56,80.56,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.53,80.53,80.53,0.0,0.0
2019-07-14,81.43,81.43,81.43,0.0,0.0,81.43,81.43,81.43,0.0,0.0,80.96,80.96,80.96,0.0,0.0,81.09,81.09,81.09,0.0,0.0
2019-07-21,81.02,81.02,81.02,0.0,0.0,81.08,81.08,81.08,0.0,0.0,80.77,80.77,80.77,0.0,0.0,80.85,80.85,80.85,0.0,0.0
2019-07-28,84.81,84.81,84.81,0.0,0.0,85.27,85.27,85.27,0.0,0.0,84.53,84.53,84.53,0.0,0.0,85.22,85.22,85.22,0.0,0.0
2019-08-04,86.88,86.88,86.88,0.0,0.0,87.89,87.89,87.89,0.0,0.0,86.77,86.77,86.77,0.0,0.0,87.66,87.66,87.66,0.0,0.0
2019-08-11,88.01,88.01,88.01,0.0,0.0,88.65,88.65,88.65,0.0,0.0,88.0,88.0,88.0,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2019-08-18,89.42,89.42,89.42,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.03,89.03,89.03,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2019-08-25,89.83,89.83,89.83,0.0,0.0,90.37,90.37,90.37,0.0,0.0,89.7,89.7,89.7,0.0,0.0,90.23,90.23,90.23,0.0,0.0
2019-09-01,88.14,88.14,88.14,0.0,0.0,88.25,88.25,88.25,0.0,0.0,87.78,87.78,87.78,0.0,0.0,87.78,87.78,87.78,0.0,0.0
2019-09-08,84.57,84.57,84.57,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-09-15,87.21,87.21,87.21,0.0,0.0,87.73,87.73,87.73,0.0,0.0,86.91,86.91,86.91,0.0,0.0,87.02,87.02,87.02,0.0,0.0
2019-09-22,87.03,87.03,87.03,0.0,0.0,87.74,87.74,87.74,0.0,0.0,86.99,86.99,86.99,0.0,0.0,87.74,87.74,87.74,0.0,0.0
2019-09-29,88.95,88.95,88.95,0.0,0.0,89.17,89.17,89.17,0.0,0.0,88.7,88.7,88.7,0.0,0.0,88.78,88.78,88.78,0.0,0.0
2019-10-06,86.74,86.74,86.74,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.56,86.56,86.56,0.0,0.0,86.67,86.67,86.67,0.0,0.0
2019-10-13,85.04,85.04,85.04,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.98,84.98,84.98,0.0,0.0
2019-10-20,84.45,84.45,84.45,0.0,0.0,84.45,84.45,84.45,0.0,0.0,84.08,84.08,84.08,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2019-10-27,85.23,85.23,85.23,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.08,85.08,85.08,0.0,0.0
2019-11-03,82.97,82.97,82.97,0.0,0.0,83.16,83.16,83.16,0.0,0.0,82.67,82.67,82.67,0.0,0.0,82.95,82.95,82.95,0.0,0.0
2019-11-10,84.79,84.79,84.79,0.0,0.0,85.01,85.01,85.01,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.66,84.66,84.66,0.0,0.0
2019-11-17,86.03,86.03,86.03,0.0,0.0,86.16,86.16,86.16,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.03,86.03,86.03,0.0,0.0
2019-11-24,84.72,84.72,84.72,0.0,0.0,84.99,84.99,84.99,0.0,0.0,84.61,84.61,84.61,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2019-12-01,85.26,85.26,85.26,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.99,84.99,84.99,0.0,0.0,85.03,85.03,85.03,0.0,0.0
2019-12-08,84.91,84.91,84.91,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.31,84.31,84.31,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2019-12-15,83.9,83.9,83.9,0.0,0.0,83.99,83.99,83.99,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.59,83.59,83.59,0.0,0.0
2019-12-22,83.33,83.33,83.33,0.0,0.0,83.97,83.97,83.97,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2019-12-29,84.78,84.78,84.78,0.0,0.0,85.31,85.31,85.31,0.0,0.0,84.56,84.56,84.56,0.0,0.0,85.26,85.26,85.26,0.0,0.0
