Date,John Hancock Multifactor UtilitiesEtf_Open_average,John Hancock Multifactor UtilitiesEtf_Open_max,John Hancock Multifactor UtilitiesEtf_Open_min,John Hancock Multifactor UtilitiesEtf_Open_volatility,John Hancock Multifactor UtilitiesEtf_Open_change,John Hancock Multifactor UtilitiesEtf_High_average,John Hancock Multifactor UtilitiesEtf_High_max,John Hancock Multifactor UtilitiesEtf_High_min,John Hancock Multifactor UtilitiesEtf_High_volatility,John Hancock Multifactor UtilitiesEtf_High_change,John Hancock Multifactor UtilitiesEtf_Low_average,John Hancock Multifactor UtilitiesEtf_Low_max,John Hancock Multifactor UtilitiesEtf_Low_min,John Hancock Multifactor UtilitiesEtf_Low_volatility,John Hancock Multifactor UtilitiesEtf_Low_change,John Hancock Multifactor UtilitiesEtf_Close_average,John Hancock Multifactor UtilitiesEtf_Close_max,John Hancock Multifactor UtilitiesEtf_Close_min,John Hancock Multifactor UtilitiesEtf_Close_volatility,John Hancock Multifactor UtilitiesEtf_Close_change
2018-03-25,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-04-01,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-04-08,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-04-15,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-04-22,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-04-29,27.5,27.5,27.5,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-05-06,26.94,26.94,26.94,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-05-13,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-05-20,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-05-27,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2018-06-03,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2018-06-10,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-06-17,27.17,27.17,27.17,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-06-24,27.58,27.58,27.58,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-07-01,28.3,28.3,28.3,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-07-08,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-07-15,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-07-22,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-07-29,28.28,28.28,28.28,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-08-05,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-08-12,29.09,29.09,29.09,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2018-08-19,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-08-26,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-09-02,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-09-09,28.74,28.74,28.74,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2018-09-16,28.51,28.51,28.51,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-09-23,28.22,28.22,28.22,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-09-30,28.76,28.76,28.76,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-10-07,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-10-14,29.08,29.08,29.08,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-10-21,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-10-28,28.59,28.59,28.59,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-11-04,29.37,29.37,29.37,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-11-11,29.35,29.35,29.35,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2018-11-18,28.97,28.97,28.97,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-11-25,29.5,29.5,29.5,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-12-02,30.29,30.29,30.29,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-12-09,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-12-16,29.6,29.6,29.6,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-12-23,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-12-30,28.06,28.06,28.06,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-01-06,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-01-13,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-01-20,28.9,28.9,28.9,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-01-27,29.25,29.25,29.25,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-02-03,29.84,29.84,29.84,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-02-10,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-02-17,30.6,30.6,30.6,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-02-24,30.48,30.48,30.48,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-03-03,30.76,30.76,30.76,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-03-10,31.3,31.3,31.3,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-03-17,31.73,31.73,31.73,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-03-24,31.32,31.32,31.32,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-03-31,31.08,31.08,31.08,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-04-07,31.29,31.29,31.29,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-04-14,30.98,30.98,30.98,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-04-21,31.5,31.5,31.5,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-04-28,31.54,31.54,31.54,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-05-05,30.94,30.94,30.94,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-05-12,31.63,31.63,31.63,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-05-19,32.24,32.24,32.24,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-05-26,31.19,31.19,31.19,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-06-02,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-06-09,32.62,32.62,32.62,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-06-16,32.95,32.95,32.95,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-06-23,31.97,31.97,31.97,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-06-30,32.34,32.34,32.34,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-07-07,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-07-14,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-07-21,32.23,32.23,32.23,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-07-28,32.38,32.38,32.38,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-08-04,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-08-11,32.65,32.65,32.65,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-08-18,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-08-25,33.33,33.33,33.33,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-09-01,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-09-08,33.53,33.53,33.53,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-09-15,34.16,34.16,34.16,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-09-22,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-09-29,34.22,34.22,34.22,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-10-06,34.1,34.1,34.1,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-10-13,33.89,33.89,33.89,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.84,33.84,33.84,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-10-20,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-10-27,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-11-03,33.0,33.0,33.0,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-11-10,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-11-17,33.17,33.17,33.17,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-11-24,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-12-01,33.53,33.53,33.53,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-12-08,33.22,33.22,33.22,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-12-15,34.31,34.31,34.31,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-12-22,33.73,33.73,33.73,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-12-29,33.44,33.44,33.44,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.56,33.56,33.56,0.0,0.0
