Date,Cambria Sovereign Bond_Open_average,Cambria Sovereign Bond_Open_max,Cambria Sovereign Bond_Open_min,Cambria Sovereign Bond_Open_volatility,Cambria Sovereign Bond_Open_change,Cambria Sovereign Bond_High_average,Cambria Sovereign Bond_High_max,Cambria Sovereign Bond_High_min,Cambria Sovereign Bond_High_volatility,Cambria Sovereign Bond_High_change,Cambria Sovereign Bond_Low_average,Cambria Sovereign Bond_Low_max,Cambria Sovereign Bond_Low_min,Cambria Sovereign Bond_Low_volatility,Cambria Sovereign Bond_Low_change,Cambria Sovereign Bond_Close_average,Cambria Sovereign Bond_Close_max,Cambria Sovereign Bond_Close_min,Cambria Sovereign Bond_Close_volatility,Cambria Sovereign Bond_Close_change
2018-08-12,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-08-19,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-08-26,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-09-02,23.8,23.8,23.8,0.0,0.0,24.48,24.48,24.48,0.0,0.0,22.73,22.73,22.73,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-09-09,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-09-16,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-09-23,24.02,24.02,24.02,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-09-30,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2018-10-07,24.49,24.49,24.49,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-10-14,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2018-10-21,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-10-28,24.6,24.6,24.6,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-11-04,24.55,24.55,24.55,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-11-11,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-11-18,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-11-25,24.84,24.84,24.84,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-12-02,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-12-09,24.77,24.77,24.77,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.77,24.77,24.77,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-12-16,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-12-23,24.58,24.58,24.58,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-12-30,24.79,24.79,24.79,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.79,24.79,24.79,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-01-06,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-01-13,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-01-20,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-01-27,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-02-03,25.05,25.05,25.05,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-02-10,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-02-17,25.5,25.5,25.5,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-02-24,25.29,25.29,25.29,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-03-03,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-03-10,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-03-17,25.36,25.36,25.36,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-03-24,25.02,25.02,25.02,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-03-31,25.07,25.07,25.07,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-04-07,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-04-14,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-04-21,24.61,24.61,24.61,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-04-28,24.73,24.73,24.73,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-05-05,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-05-12,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-05-19,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-05-26,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-06-02,25.42,25.42,25.42,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-06-09,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-06-16,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-06-23,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-06-30,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-07-07,26.04,26.04,26.04,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-07-14,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-07-21,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-07-28,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-08-04,25.69,25.69,25.69,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-08-11,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-08-18,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-08-25,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-09-01,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-09-08,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-09-15,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-09-22,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-09-29,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-10-06,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-10-13,25.45,25.45,25.45,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-10-20,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-10-27,25.3,25.3,25.3,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-11-03,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-11-10,24.99,24.99,24.99,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-11-17,24.99,24.99,24.99,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-11-24,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-12-01,25.14,25.14,25.14,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-12-08,25.74,25.74,25.74,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-12-15,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-12-22,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-12-29,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0
