Date,ACU_stock_Open_average,ACU_stock_Open_max,ACU_stock_Open_min,ACU_stock_Open_volatility,ACU_stock_Open_change,ACU_stock_High_average,ACU_stock_High_max,ACU_stock_High_min,ACU_stock_High_volatility,ACU_stock_High_change,ACU_stock_Low_average,ACU_stock_Low_max,ACU_stock_Low_min,ACU_stock_Low_volatility,ACU_stock_Low_change,ACU_stock_Close_average,ACU_stock_Close_max,ACU_stock_Close_min,ACU_stock_Close_volatility,ACU_stock_Close_change,ACU_stock_Volume_average,ACU_stock_Volume_max,ACU_stock_Volume_min,ACU_stock_Volume_volatility,ACU_stock_Volume_change
2018-01-14,24.177500000000002,24.42,23.98,0.4400000000000013,-0.4400000000000013,24.240000000000002,24.65,24.0,0.6499999999999986,-0.6499999999999986,23.985,24.3,23.65,0.6500000000000021,-0.3200000000000003,24.0475,24.3,23.88,0.4200000000000017,-0.3000000000000007,314,470,102,368,-368
2018-01-21,23.964,24.55,23.52,1.0300000000000011,-0.740000000000002,24.176,24.55,23.94,0.6099999999999994,-0.3100000000000023,23.614,23.94,23.24,0.7000000000000028,-0.07000000000000028,23.8,24.15,23.24,0.9100000000000001,0.23000000000000043,632,1067,161,906,584
2018-01-28,24.038,24.42,23.57,0.8500000000000014,0.5,24.346,24.6,24.0,0.6000000000000014,0.3500000000000014,23.81,24.0,23.57,0.4299999999999997,-0.060000000000002274,24.024,24.25,23.79,0.46000000000000085,-0.21000000000000085,936,2067,227,1840,140
2018-02-04,23.804000000000002,24.35,23.1,1.25,0.4800000000000004,24.11,24.84,23.61,1.2300000000000004,0.4800000000000004,23.650000000000002,24.35,23.1,1.25,0.8100000000000023,23.86,24.84,23.15,1.6900000000000013,0.8399999999999999,587,1574,197,1377,1368
2018-02-11,23.906,24.28,23.16,1.120000000000001,0.010000000000001563,24.046,24.28,23.86,0.4200000000000017,0.010000000000001563,23.65,24.04,23.11,0.9299999999999997,0.8300000000000018,23.72,24.04,23.11,0.9299999999999997,0.8900000000000006,2018,7955,266,7689,7300
2018-02-18,24.17,24.71,23.8,0.9100000000000001,0.7300000000000004,24.515,24.87,24.19,0.6799999999999997,0.4200000000000017,23.9225,24.19,23.65,0.5400000000000027,0.40000000000000213,24.19,24.87,23.65,1.2200000000000024,0.40000000000000213,223,515,0,515,-358
2018-02-25,23.096,24.45,22.0,2.4499999999999993,-2.4499999999999993,23.3,24.45,22.0,2.4499999999999993,-2.4499999999999993,22.672,24.0,21.5,2.5,-2.5,22.988,24.0,21.88,2.120000000000001,-2.120000000000001,1580,3016,315,2701,2701
2018-03-04,21.938,22.2,21.62,0.5799999999999983,0.5799999999999983,22.078,22.2,22.0,0.1999999999999993,0.05000000000000071,21.762,22.2,21.52,0.6799999999999997,0.5799999999999983,21.822,22.2,21.52,0.6799999999999997,0.35999999999999943,1074,2628,106,2522,-2522
2018-03-11,21.886,22.01,21.72,0.2900000000000027,0.21000000000000085,21.986,22.25,21.72,0.5300000000000011,-0.28999999999999915,21.426,21.84,20.25,1.5899999999999999,-1.4499999999999993,21.536,22.25,20.25,2.0,-2.0,1328,5132,0,5132,3798
2018-03-18,20.886,22.29,19.9,2.3900000000000006,-1.1600000000000001,21.132,22.29,20.34,1.9499999999999993,-1.1900000000000013,20.256,21.25,19.9,1.3500000000000014,-1.0700000000000003,20.344,21.38,19.92,1.4599999999999973,-1.1799999999999997,1282,2628,231,2397,448
