Date,Direxion Daily Japan Bull 3x Shares_Open_average,Direxion Daily Japan Bull 3x Shares_Open_max,Direxion Daily Japan Bull 3x Shares_Open_min,Direxion Daily Japan Bull 3x Shares_Open_volatility,Direxion Daily Japan Bull 3x Shares_Open_change,Direxion Daily Japan Bull 3x Shares_High_average,Direxion Daily Japan Bull 3x Shares_High_max,Direxion Daily Japan Bull 3x Shares_High_min,Direxion Daily Japan Bull 3x Shares_High_volatility,Direxion Daily Japan Bull 3x Shares_High_change,Direxion Daily Japan Bull 3x Shares_Low_average,Direxion Daily Japan Bull 3x Shares_Low_max,Direxion Daily Japan Bull 3x Shares_Low_min,Direxion Daily Japan Bull 3x Shares_Low_volatility,Direxion Daily Japan Bull 3x Shares_Low_change,Direxion Daily Japan Bull 3x Shares_Close_average,Direxion Daily Japan Bull 3x Shares_Close_max,Direxion Daily Japan Bull 3x Shares_Close_min,Direxion Daily Japan Bull 3x Shares_Close_volatility,Direxion Daily Japan Bull 3x Shares_Close_change
2018-10-14,60.14,60.14,60.14,0.0,0.0,60.26,60.26,60.26,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2018-10-21,52.17,52.17,52.17,0.0,0.0,52.9,52.9,52.9,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-10-28,54.35,54.35,54.35,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-11-04,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-11-11,53.8,53.8,53.8,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-11-18,53.24,53.24,53.24,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-11-25,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0,56.79,56.79,56.79,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2018-12-02,48.78,48.78,48.78,0.0,0.0,48.92,48.92,48.92,0.0,0.0,46.55,46.55,46.55,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-12-09,47.65,47.65,47.65,0.0,0.0,47.65,47.65,47.65,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-12-16,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2018-12-23,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-12-30,47.18,47.18,47.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0,46.74,46.74,46.74,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-01-06,47.35,47.35,47.35,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-01-13,50.9,50.9,50.9,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.55,50.55,50.55,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-01-20,48.91,48.91,48.91,0.0,0.0,49.48,49.48,49.48,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-01-27,50.56,50.56,50.56,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.56,50.56,50.56,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-02-03,47.1,47.1,47.1,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2019-02-10,51.01,51.01,51.01,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-02-17,53.49,53.49,53.49,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-02-24,52.07,52.07,52.07,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-03-03,49.3,49.3,49.3,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-03-10,51.25,51.25,51.25,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-03-17,49.66,49.66,49.66,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.22,49.22,49.22,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-03-24,53.0,53.0,53.0,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-03-31,52.88,52.88,52.88,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2019-04-07,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-04-14,52.45,52.45,52.45,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-04-21,53.32,53.32,53.32,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2019-04-28,51.14,51.14,51.14,0.0,0.0,52.96,52.96,52.96,0.0,0.0,51.14,51.14,51.14,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2019-05-05,46.58,46.58,46.58,0.0,0.0,47.18,47.18,47.18,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2019-05-12,47.15,47.15,47.15,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-05-19,47.65,47.65,47.65,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-05-26,46.03,46.03,46.03,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-06-02,50.37,50.37,50.37,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-09,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2019-06-16,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-06-23,53.45,53.45,53.45,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.61,52.61,52.61,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-06-30,52.1,52.1,52.1,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-07-07,52.06,52.06,52.06,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-07-14,51.01,51.01,51.01,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-07-21,50.87,50.87,50.87,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.76,50.76,50.76,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-07-28,46.94,46.94,46.94,0.0,0.0,47.22,47.22,47.22,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-08-04,46.78,46.78,46.78,0.0,0.0,47.11,47.11,47.11,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-08-11,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-08-18,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-08-25,48.11,48.11,48.11,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2019-09-01,51.37,51.37,51.37,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-09-08,55.37,55.37,55.37,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-09-15,55.91,55.91,55.91,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-09-22,54.22,54.22,54.22,0.0,0.0,55.39,55.39,55.39,0.0,0.0,54.16,54.16,54.16,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2019-09-29,54.24,54.24,54.24,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-10-06,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-10-13,58.09,58.09,58.09,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2019-10-20,59.39,59.39,59.39,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-10-27,63.84,63.84,63.84,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-11-03,63.28,63.28,63.28,0.0,0.0,64.23,64.23,64.23,0.0,0.0,63.28,63.28,63.28,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-11-10,63.62,63.62,63.62,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.51,63.51,63.51,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-11-17,64.86,64.86,64.86,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-11-24,62.28,62.28,62.28,0.0,0.0,62.48,62.48,62.48,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2019-12-01,66.28,66.28,66.28,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2019-12-08,67.13,67.13,67.13,0.0,0.0,67.75,67.75,67.75,0.0,0.0,66.89,66.89,66.89,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-12-15,65.87,65.87,65.87,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2019-12-22,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-12-29,63.58,63.58,63.58,0.0,0.0,65.15,65.15,65.15,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.86,63.86,63.86,0.0,0.0
