Date,BIMI_Open_average,BIMI_Open_max,BIMI_Open_min,BIMI_Open_volatility,BIMI_Open_change,BIMI_High_average,BIMI_High_max,BIMI_High_min,BIMI_High_volatility,BIMI_High_change,BIMI_Low_average,BIMI_Low_max,BIMI_Low_min,BIMI_Low_volatility,BIMI_Low_change,BIMI_Close_average,BIMI_Close_max,BIMI_Close_min,BIMI_Close_volatility,BIMI_Close_change,BIMI_Volume_average,BIMI_Volume_max,BIMI_Volume_min,BIMI_Volume_volatility,BIMI_Volume_change
2018-01-14,1.2064,1.3,1.17,0.13000000000000012,0.050000000000000044,1.2872,1.436,1.22,0.21599999999999997,-0.21599999999999997,1.1643999999999999,1.19,1.15,0.040000000000000036,-0.010000000000000009,1.214,1.27,1.15,0.1200000000000001,-0.1200000000000001,133435,522253,19130,503123,-473726
2018-01-21,1.152,1.18,1.11,0.06999999999999984,-0.05999999999999983,1.1874,1.22,1.139,0.08099999999999996,-0.050999999999999934,1.1102,1.15,1.061,0.08899999999999997,-0.06999999999999984,1.1360000000000001,1.18,1.1,0.07999999999999985,-0.07999999999999985,29624,54462,13320,41142,4172
2018-01-28,1.054,1.12,1.01,0.1100000000000001,-0.1100000000000001,1.0838,1.21,1.04,0.16999999999999993,-0.16999999999999993,0.982,1.0,0.94,0.06000000000000005,-0.050000000000000044,0.998,1.03,0.94,0.09000000000000008,-0.06000000000000005,85597,131345,34984,96361,-92731
2018-02-04,0.9548,1.0,0.91,0.08999999999999997,-0.0040000000000000036,0.994,1.05,0.95,0.10000000000000009,0.020000000000000018,0.9202,0.95,0.89,0.05999999999999994,0.010999999999999899,0.9541999999999999,0.99,0.9009999999999999,0.08900000000000008,-0.039000000000000035,63547,101936,26651,75285,28197
2018-02-11,0.93,0.95,0.92,0.029999999999999916,0.010000000000000009,0.9465,0.966,0.93,0.03599999999999992,-0.009999999999999898,0.8875,0.91,0.88,0.030000000000000027,0.0,0.91725,0.93,0.899,0.031000000000000028,-0.02100000000000002,30331,53573,14622,38951,-27362
2018-02-18,0.9284,0.96,0.91,0.04999999999999993,0.04999999999999993,0.9678,1.023,0.91,0.11299999999999988,0.08999999999999997,0.928,0.96,0.91,0.04999999999999993,0.04999999999999993,0.9434,0.98,0.91,0.06999999999999995,0.06999999999999995,29976,94021,5938,88083,9803
2018-02-25,0.9252,0.99,0.88,0.10999999999999999,-0.05999999999999994,0.96,0.99,0.91,0.07999999999999996,-0.040000000000000036,0.8952,0.9309999999999999,0.87,0.06099999999999994,-0.030999999999999917,0.908,0.95,0.88,0.06999999999999995,-0.029999999999999916,31363,64915,3286,61629,-27446
2018-03-04,0.909,0.9390000000000001,0.9,0.039000000000000035,0.0,0.9446,0.968,0.92,0.04799999999999993,0.019999999999999907,0.892,0.9,0.86,0.040000000000000036,-0.040000000000000036,0.9146000000000001,0.9390000000000001,0.899,0.040000000000000036,-0.02100000000000002,14361,43234,1594,41640,34807
2018-03-11,0.9348,1.02,0.89,0.13,0.126,1.5142,3.65,0.9009999999999999,2.749,2.6799999999999997,0.9148000000000001,1.0190000000000001,0.86,0.15900000000000014,0.15900000000000014,1.1360000000000001,1.94,0.9,1.04,1.04,3533340,17310680,10307,17300373,17179962
2018-03-18,1.552,1.78,1.35,0.42999999999999994,-0.16999999999999993,1.9,2.2,1.64,0.5600000000000003,0.1299999999999999,1.4274,1.575,1.2919999999999998,0.28300000000000014,0.07499999999999996,1.5736,1.65,1.45,0.19999999999999996,0.06999999999999984,2681698,7346444,530178,6816266,1590023
2018-03-25,1.5875,1.63,1.51,0.11999999999999988,-0.11999999999999988,1.62075,1.694,1.579,0.11499999999999999,-0.11499999999999999,1.38125,1.464,1.24,0.22399999999999998,-0.22399999999999998,1.44,1.63,1.27,0.3599999999999999,-0.3599999999999999,345044,427174,192095,235079,6689
2018-04-01,1.164,1.27,1.12,0.1499999999999999,-0.1499999999999999,1.2938,1.42,1.21,0.20999999999999996,-0.037000000000000144,1.12,1.14,1.11,0.029999999999999805,-0.019999999999999796,1.164,1.21,1.13,0.08000000000000007,0.040000000000000036,208112,396307,85820,310487,-223864
