Date,Direxion Daily S P Oil Gas Exp Bull_Open_average,Direxion Daily S P Oil Gas Exp Bull_Open_max,Direxion Daily S P Oil Gas Exp Bull_Open_min,Direxion Daily S P Oil Gas Exp Bull_Open_volatility,Direxion Daily S P Oil Gas Exp Bull_Open_change,Direxion Daily S P Oil Gas Exp Bull_High_average,Direxion Daily S P Oil Gas Exp Bull_High_max,Direxion Daily S P Oil Gas Exp Bull_High_min,Direxion Daily S P Oil Gas Exp Bull_High_volatility,Direxion Daily S P Oil Gas Exp Bull_High_change,Direxion Daily S P Oil Gas Exp Bull_Low_average,Direxion Daily S P Oil Gas Exp Bull_Low_max,Direxion Daily S P Oil Gas Exp Bull_Low_min,Direxion Daily S P Oil Gas Exp Bull_Low_volatility,Direxion Daily S P Oil Gas Exp Bull_Low_change,Direxion Daily S P Oil Gas Exp Bull_Close_average,Direxion Daily S P Oil Gas Exp Bull_Close_max,Direxion Daily S P Oil Gas Exp Bull_Close_min,Direxion Daily S P Oil Gas Exp Bull_Close_volatility,Direxion Daily S P Oil Gas Exp Bull_Close_change
2018-01-14,13332.0,13332.0,13332.0,0.0,0.0,13553.88,13553.88,13553.88,0.0,0.0,13160.0,13160.0,13160.0,0.0,0.0,13520.0,13520.0,13520.0,0.0,0.0
2018-01-21,13800.0,13800.0,13800.0,0.0,0.0,13968.0,13968.0,13968.0,0.0,0.0,13536.04,13536.04,13536.04,0.0,0.0,13772.0,13772.0,13772.0,0.0,0.0
2018-01-28,11212.0,11212.0,11212.0,0.0,0.0,11308.0,11308.0,11308.0,0.0,0.0,10140.0,10140.0,10140.0,0.0,0.0,10272.0,10272.0,10272.0,0.0,0.0
2018-02-04,7868.0,7868.0,7868.0,0.0,0.0,7904.0,7904.0,7904.0,0.0,0.0,6716.0,6716.0,6716.0,0.0,0.0,7692.0,7692.0,7692.0,0.0,0.0
2018-02-11,8656.0,8656.0,8656.0,0.0,0.0,9196.0,9196.0,9196.0,0.0,0.0,8632.0,8632.0,8632.0,0.0,0.0,8760.0,8760.0,8760.0,0.0,0.0
2018-02-18,8716.0,8716.0,8716.0,0.0,0.0,9276.0,9276.0,9276.0,0.0,0.0,8699.6,8699.6,8699.6,0.0,0.0,9276.0,9276.0,9276.0,0.0,0.0
2018-02-25,8024.0,8024.0,8024.0,0.0,0.0,8852.0,8852.0,8852.0,0.0,0.0,7832.12,7832.12,7832.12,0.0,0.0,8824.0,8824.0,8824.0,0.0,0.0
2018-03-04,8920.0,8920.0,8920.0,0.0,0.0,9324.0,9324.0,9324.0,0.0,0.0,8920.0,8920.0,8920.0,0.0,0.0,9288.0,9288.0,9288.0,0.0,0.0
2018-03-11,8748.0,8748.0,8748.0,0.0,0.0,9200.0,9200.0,9200.0,0.0,0.0,8580.4,8580.4,8580.4,0.0,0.0,9036.0,9036.0,9036.0,0.0,0.0
2018-03-18,9464.0,9464.0,9464.0,0.0,0.0,9992.0,9992.0,9992.0,0.0,0.0,9100.0,9100.0,9100.0,0.0,0.0,9160.0,9160.0,9160.0,0.0,0.0
2018-03-25,8880.0,8880.0,8880.0,0.0,0.0,9640.0,9640.0,9640.0,0.0,0.0,8868.0,8868.0,8868.0,0.0,0.0,9536.0,9536.0,9536.0,0.0,0.0
2018-04-01,9572.0,9572.0,9572.0,0.0,0.0,9767.6,9767.6,9767.6,0.0,0.0,8468.0,8468.0,8468.0,0.0,0.0,9000.0,9000.0,9000.0,0.0,0.0
2018-04-08,10796.0,10796.0,10796.0,0.0,0.0,11420.0,11420.0,11420.0,0.0,0.0,10704.0,10704.0,10704.0,0.0,0.0,11192.0,11192.0,11192.0,0.0,0.0
2018-04-15,12304.0,12304.0,12304.0,0.0,0.0,12702.0,12702.0,12702.0,0.0,0.0,12028.0,12028.0,12028.0,0.0,0.0,12520.0,12520.0,12520.0,0.0,0.0
2018-04-22,13060.0,13060.0,13060.0,0.0,0.0,13156.0,13156.0,13156.0,0.0,0.0,12480.0,12480.0,12480.0,0.0,0.0,12572.0,12572.0,12572.0,0.0,0.0
2018-04-29,12500.0,12500.0,12500.0,0.0,0.0,13272.0,13272.0,13272.0,0.0,0.0,12410.0,12410.0,12410.0,0.0,0.0,13176.0,13176.0,13176.0,0.0,0.0
2018-05-06,15168.0,15168.0,15168.0,0.0,0.0,15392.0,15392.0,15392.0,0.0,0.0,14708.0,14708.0,14708.0,0.0,0.0,14860.0,14860.0,14860.0,0.0,0.0
2018-05-13,17292.0,17292.0,17292.0,0.0,0.0,17496.0,17496.0,17496.0,0.0,0.0,16720.0,16720.0,16720.0,0.0,0.0,16988.0,16988.0,16988.0,0.0,0.0
2018-05-20,14460.0,14460.0,14460.0,0.0,0.0,14624.0,14624.0,14624.0,0.0,0.0,13360.0,13360.0,13360.0,0.0,0.0,14236.0,14236.0,14236.0,0.0,0.0
2018-05-27,15596.0,15596.0,15596.0,0.0,0.0,16196.0,16196.0,16196.0,0.0,0.0,15068.0,15068.0,15068.0,0.0,0.0,15588.0,15588.0,15588.0,0.0,0.0
2018-06-03,15496.0,15496.0,15496.0,0.0,0.0,15684.0,15684.0,15684.0,0.0,0.0,14760.0,14760.0,14760.0,0.0,0.0,15372.0,15372.0,15372.0,0.0,0.0
2018-06-10,14600.0,14600.0,14600.0,0.0,0.0,14700.0,14700.0,14700.0,0.0,0.0,13552.0,13552.0,13552.0,0.0,0.0,13632.0,13632.0,13632.0,0.0,0.0
2018-06-17,15892.0,15892.0,15892.0,0.0,0.0,16348.0,16348.0,16348.0,0.0,0.0,15652.0,15652.0,15652.0,0.0,0.0,15840.0,15840.0,15840.0,0.0,0.0
2018-06-24,16400.0,16400.0,16400.0,0.0,0.0,17156.0,17156.0,17156.0,0.0,0.0,16200.0,16200.0,16200.0,0.0,0.0,16244.0,16244.0,16244.0,0.0,0.0
2018-07-01,15500.0,15500.0,15500.0,0.0,0.0,16756.0,16756.0,16756.0,0.0,0.0,15340.72,15340.72,15340.72,0.0,0.0,16608.0,16608.0,16608.0,0.0,0.0
2018-07-08,16216.0,16216.0,16216.0,0.0,0.0,16928.0,16928.0,16928.0,0.0,0.0,16101.32,16101.32,16101.32,0.0,0.0,16268.0,16268.0,16268.0,0.0,0.0
2018-07-15,15812.0,15812.0,15812.0,0.0,0.0,15892.0,15892.0,15892.0,0.0,0.0,15080.4,15080.4,15080.4,0.0,0.0,15444.0,15444.0,15444.0,0.0,0.0
2018-07-22,15908.0,15908.0,15908.0,0.0,0.0,16259.6,16259.6,16259.6,0.0,0.0,15060.0,15060.0,15060.0,0.0,0.0,15172.0,15172.0,15172.0,0.0,0.0
2018-07-29,15320.0,15320.0,15320.0,0.0,0.0,15452.0,15452.0,15452.0,0.0,0.0,14480.0,14480.0,14480.0,0.0,0.0,14836.0,14836.0,14836.0,0.0,0.0
2018-08-05,14224.0,14224.0,14224.0,0.0,0.0,14576.0,14576.0,14576.0,0.0,0.0,13908.0,13908.0,13908.0,0.0,0.0,14500.0,14500.0,14500.0,0.0,0.0
2018-08-12,12424.0,12424.0,12424.0,0.0,0.0,12632.0,12632.0,12632.0,0.0,0.0,12192.0,12192.0,12192.0,0.0,0.0,12412.0,12412.0,12412.0,0.0,0.0
2018-08-19,14688.0,14688.0,14688.0,0.0,0.0,15000.0,15000.0,15000.0,0.0,0.0,14467.8,14467.8,14467.8,0.0,0.0,14620.0,14620.0,14620.0,0.0,0.0
2018-08-26,15032.0,15032.0,15032.0,0.0,0.0,15100.0,15100.0,15100.0,0.0,0.0,14592.0,14592.0,14592.0,0.0,0.0,14952.0,14952.0,14952.0,0.0,0.0
2018-09-02,12500.0,12500.0,12500.0,0.0,0.0,12672.0,12672.0,12672.0,0.0,0.0,12027.24,12027.24,12027.24,0.0,0.0,12512.0,12512.0,12512.0,0.0,0.0
2018-09-09,13620.0,13620.0,13620.0,0.0,0.0,14132.0,14132.0,14132.0,0.0,0.0,13529.52,13529.52,13529.52,0.0,0.0,13756.0,13756.0,13756.0,0.0,0.0
2018-09-16,14848.0,14848.0,14848.0,0.0,0.0,15164.0,15164.0,15164.0,0.0,0.0,14572.0,14572.0,14572.0,0.0,0.0,15000.0,15000.0,15000.0,0.0,0.0
2018-09-23,15532.0,15532.0,15532.0,0.0,0.0,16360.0,16360.0,16360.0,0.0,0.0,15516.0,15516.0,15516.0,0.0,0.0,15844.0,15844.0,15844.0,0.0,0.0
2018-09-30,16364.0,16364.0,16364.0,0.0,0.0,16668.0,16668.0,16668.0,0.0,0.0,15608.0,15608.0,15608.0,0.0,0.0,16144.0,16144.0,16144.0,0.0,0.0
