Date,KOF_stock_Open_average,KOF_stock_Open_max,KOF_stock_Open_min,KOF_stock_Open_volatility,KOF_stock_Open_change,KOF_stock_High_average,KOF_stock_High_max,KOF_stock_High_min,KOF_stock_High_volatility,KOF_stock_High_change,KOF_stock_Low_average,KOF_stock_Low_max,KOF_stock_Low_min,KOF_stock_Low_volatility,KOF_stock_Low_change,KOF_stock_Close_average,KOF_stock_Close_max,KOF_stock_Close_min,KOF_stock_Close_volatility,KOF_stock_Close_change,KOF_stock_Volume_average,KOF_stock_Volume_max,KOF_stock_Volume_min,KOF_stock_Volume_volatility,KOF_stock_Volume_change
2018-01-14,73.445,74.8,71.85,2.950000000000003,2.950000000000003,74.45,75.29,73.22,2.0700000000000074,2.0700000000000074,73.2375,74.67,71.85,2.8200000000000074,2.8200000000000074,74.0875,74.99,72.91,2.0799999999999983,2.0799999999999983,93807,111818,76053,35765,9877
2018-01-21,76.89,78.88,75.13,3.75,2.6099999999999994,78.056,79.41,76.0,3.4099999999999966,3.1099999999999994,76.294,77.66,74.77,2.8900000000000006,2.3200000000000074,77.654,78.97,75.99,2.980000000000004,2.980000000000004,75402,102032,57287,44745,-1253
2018-01-28,77.378,78.93,75.81,3.1200000000000045,-0.8100000000000023,78.434,79.42,77.52,1.9000000000000057,-0.480000000000004,76.444,77.52,75.55,1.9699999999999989,-0.9399999999999977,77.33200000000001,78.65,76.2,2.450000000000003,-0.5900000000000034,54693,94197,32964,61233,-20418
2018-02-04,74.282,76.48,72.07,4.410000000000011,-4.410000000000011,75.51400000000001,78.09,72.73,5.359999999999999,-5.359999999999999,72.684,74.11,70.49,3.6200000000000045,-3.5500000000000114,73.776,75.94,71.67,4.269999999999996,-1.8999999999999915,90117,109528,57093,52435,33673
2018-02-11,72.408,73.03,71.86,1.1700000000000017,0.21999999999999886,73.074,73.69,72.34,1.3499999999999943,0.29999999999999716,71.836,72.97,70.88,2.0900000000000034,1.1500000000000057,72.514,73.06,72.0,1.0600000000000023,0.7000000000000028,56116,86754,35958,50796,-48893
2018-02-18,74.10249999999999,76.24,72.62,3.6199999999999903,1.2199999999999989,74.44,76.24,73.41,2.8299999999999983,0.4300000000000068,72.13,73.42,69.94,3.480000000000004,-2.3200000000000074,72.625,73.71,70.02,3.6899999999999977,-3.2900000000000063,77057,114837,35811,79026,79026
2018-02-25,68.498,69.66,67.47,2.1899999999999977,-2.069999999999993,69.138,70.55,68.24,2.3100000000000023,-1.6700000000000017,67.636,69.19,66.78,2.4099999999999966,-2.259999999999991,68.306,69.33,67.42,1.9099999999999966,-0.769999999999996,91971,151538,44174,107364,-107364
2018-03-04,68.78200000000001,69.54,68.12,1.4200000000000017,0.6500000000000057,69.538,70.43,68.75,1.6800000000000068,1.6800000000000068,67.952,68.85,67.46,1.3900000000000006,1.3900000000000006,68.762,69.97,67.9,2.069999999999993,1.25,77797,120207,56239,63968,7759
2018-03-11,68.594,69.24,67.71,1.5300000000000011,-1.2000000000000028,69.336,70.31,68.13,2.180000000000007,-1.2800000000000011,67.532,68.43,66.17,2.260000000000005,-2.260000000000005,68.012,69.37,66.61,2.760000000000005,-2.1599999999999966,81354,116541,51590,64951,-19555
2018-03-18,66.3,66.94,65.08,1.8599999999999994,0.4200000000000017,67.406,68.1,66.54,1.559999999999988,-0.8799999999999955,65.202,66.61,64.04,2.569999999999993,-0.15000000000000568,66.06400000000001,67.16,64.87,2.289999999999992,-0.39000000000000057,105060,175331,51390,123941,13758
