Date,CGA_Open_average,CGA_Open_max,CGA_Open_min,CGA_Open_volatility,CGA_Open_change,CGA_High_average,CGA_High_max,CGA_High_min,CGA_High_volatility,CGA_High_change,CGA_Low_average,CGA_Low_max,CGA_Low_min,CGA_Low_volatility,CGA_Low_change,CGA_Close_average,CGA_Close_max,CGA_Close_min,CGA_Close_volatility,CGA_Close_change,CGA_Volume_average,CGA_Volume_max,CGA_Volume_min,CGA_Volume_volatility,CGA_Volume_change
2018-01-14,17.64,17.88,17.4,0.4800000000000004,-0.23999999999999844,18.048,18.48,17.76,0.7199999999999989,0.6000000000000014,17.398,17.64,17.16,0.4800000000000004,0.23000000000000043,17.75,18.07,17.64,0.4299999999999997,0.3099999999999987,17170,26753,5792,20961,-5694
2018-01-21,18.768,19.2,18.12,1.0799999999999983,0.7199999999999989,19.164,19.74,18.84,0.8999999999999986,-0.120000000000001,18.338,18.84,18.0,0.8399999999999999,0.120000000000001,18.742,19.08,18.36,0.7199999999999989,-0.5899999999999999,22580,40134,8817,31317,-31317
2018-01-28,17.592,18.12,16.68,1.4400000000000013,-1.4400000000000013,17.808,18.36,17.16,1.1999999999999993,-1.1999999999999993,17.25,17.85,16.44,1.4100000000000001,-1.4100000000000001,17.316,17.88,16.44,1.4399999999999977,-1.4399999999999977,10770,13576,8095,5481,-2542
2018-02-04,16.248,16.68,15.84,0.8399999999999999,-0.4800000000000004,16.496,16.8,16.21,0.5899999999999999,-0.259999999999998,15.936,16.08,15.72,0.35999999999999766,0.11999999999999922,16.247999999999998,16.56,16.08,0.4800000000000004,-0.120000000000001,10322,20176,6483,13693,-11594
2018-02-11,17.22,18.6,16.2,2.400000000000002,1.0800000000000018,17.9375,18.65,17.46,1.1899999999999977,-0.5399999999999991,16.53,16.92,16.2,0.7200000000000024,0.7200000000000024,17.2375,17.89,16.8,1.0899999999999999,-0.8500000000000014,25004,40462,11621,28841,-5694
2018-02-18,16.968,17.16,16.8,0.35999999999999943,-0.120000000000001,17.16,17.52,17.04,0.4800000000000004,-0.120000000000001,16.68,16.8,16.56,0.240000000000002,-0.240000000000002,16.848,17.04,16.56,0.4800000000000004,-0.360000000000003,11995,26901,2991,23910,14034
2018-02-25,16.584,16.92,16.44,0.4800000000000004,0.360000000000003,16.776,16.92,16.56,0.360000000000003,0.240000000000002,16.404,16.5,16.32,0.17999999999999972,0.05999999999999872,16.584,16.8,16.44,0.35999999999999943,0.120000000000001,5733,7806,1884,5922,-4076
2018-03-04,16.44,16.68,16.32,0.35999999999999943,-0.35999999999999943,16.654,16.8,16.44,0.35999999999999943,-0.23999999999999844,16.106,16.32,15.84,0.4800000000000004,-0.120000000000001,16.374000000000002,16.44,16.2,0.240000000000002,-0.240000000000002,7439,16162,1531,14631,4303
2018-03-11,16.296,16.56,16.08,0.4800000000000004,0.240000000000002,16.642,17.4,16.25,1.1499999999999986,0.19000000000000128,16.032,16.08,15.96,0.11999999999999744,0.0,16.2,16.44,15.96,0.4800000000000004,-0.23999999999999844,25286,84663,2236,82427,6486
2018-03-18,15.792,16.08,15.48,0.5999999999999979,-0.4800000000000004,15.934,16.2,15.48,0.7199999999999989,-0.7199999999999989,15.36,15.84,14.76,1.08,-0.8399999999999999,15.648,16.08,15.24,0.8399999999999981,-0.8399999999999981,9135,15478,2047,13431,423
