Date,AKBTY_stock_Open_average,AKBTY_stock_Open_max,AKBTY_stock_Open_min,AKBTY_stock_Open_volatility,AKBTY_stock_Open_change,AKBTY_stock_High_average,AKBTY_stock_High_max,AKBTY_stock_High_min,AKBTY_stock_High_volatility,AKBTY_stock_High_change,AKBTY_stock_Low_average,AKBTY_stock_Low_max,AKBTY_stock_Low_min,AKBTY_stock_Low_volatility,AKBTY_stock_Low_change,AKBTY_stock_Close_average,AKBTY_stock_Close_max,AKBTY_stock_Close_min,AKBTY_stock_Close_volatility,AKBTY_stock_Close_change,AKBTY_stock_Volume_average,AKBTY_stock_Volume_max,AKBTY_stock_Volume_min,AKBTY_stock_Volume_volatility,AKBTY_stock_Volume_change
2018-01-14,5.33,5.43,5.24,0.1899999999999995,0.10999999999999943,5.3575,5.43,5.25,0.17999999999999972,0.11000000000000032,5.2725,5.39,5.15,0.23999999999999932,0.09999999999999964,5.3025,5.41,5.2,0.20999999999999996,0.0699999999999994,56968,121900,22546,99354,-83392
2018-01-21,5.622,5.9,5.37,0.5300000000000002,0.5300000000000002,5.718,5.99,5.47,0.5200000000000005,0.5200000000000005,5.614,5.89,5.37,0.5199999999999996,0.5199999999999996,5.702,5.98,5.46,0.5200000000000005,0.5200000000000005,94040,185133,13483,171650,-122069
2018-01-28,5.78,5.94,5.61,0.33000000000000007,-0.22000000000000064,5.838,5.94,5.75,0.1900000000000004,-0.1800000000000006,5.712,5.85,5.61,0.23999999999999932,-0.20999999999999996,5.764,5.92,5.67,0.25,-0.25,40826,82999,17603,65396,-7756
2018-02-04,5.494,5.63,5.38,0.25,-0.25,5.562,5.68,5.43,0.25,-0.20000000000000018,5.396,5.49,5.28,0.20999999999999996,-0.16000000000000014,5.468,5.67,5.29,0.3799999999999999,-0.16999999999999993,862561,1684965,63815,1621150,1571391
2018-02-11,5.542,5.75,5.38,0.3700000000000001,0.20999999999999996,5.62,5.76,5.51,0.25,0.16000000000000014,5.504,5.6,5.38,0.21999999999999975,0.09999999999999964,5.604,5.71,5.51,0.20000000000000018,0.1299999999999999,338975,1306509,32191,1274318,-1274318
2018-02-18,5.5725,5.65,5.49,0.16000000000000014,0.16000000000000014,5.6075,5.66,5.49,0.16999999999999993,0.16000000000000014,5.49,5.56,5.38,0.17999999999999972,0.17999999999999972,5.55,5.63,5.43,0.20000000000000018,0.20000000000000018,51776,74817,41290,33527,7130
2018-02-25,5.61,5.71,5.49,0.21999999999999975,-0.20000000000000018,5.66,5.75,5.58,0.16999999999999993,-0.1299999999999999,5.572,5.64,5.49,0.14999999999999947,-0.14999999999999947,5.62,5.69,5.55,0.14000000000000057,-0.08000000000000007,45297,92467,19758,72709,-13839
2018-03-04,5.534,5.61,5.47,0.14000000000000057,-0.020000000000000462,5.59,5.64,5.55,0.08999999999999986,-0.020000000000000462,5.494,5.54,5.45,0.08999999999999986,-0.03000000000000025,5.568,5.61,5.54,0.07000000000000028,-0.019999999999999574,64610,131685,13878,117807,87910
2018-03-11,5.422,5.6,5.24,0.35999999999999943,-0.35999999999999943,5.432,5.64,5.24,0.39999999999999947,-0.39999999999999947,5.33,5.52,5.16,0.35999999999999943,-0.35999999999999943,5.346,5.57,5.16,0.41000000000000014,-0.41000000000000014,49362,111490,12124,99366,12581
2018-03-18,5.15,5.25,5.08,0.16999999999999993,-0.019999999999999574,5.194,5.29,5.1,0.1900000000000004,0.010000000000000675,5.064,5.19,4.97,0.22000000000000064,-0.03000000000000025,5.124,5.27,4.97,0.2999999999999998,-0.10000000000000053,58061,92977,37517,55460,-682
2018-03-25,4.875,4.97,4.72,0.25,-0.09999999999999964,4.9375,5.05,4.78,0.2699999999999996,-0.14999999999999947,4.815,4.9,4.7,0.20000000000000018,-0.08000000000000007,4.8825,5.02,4.73,0.28999999999999915,-0.1299999999999999,30412,42558,24389,18169,-17357
2018-04-01,4.788,4.83,4.74,0.08999999999999986,0.08999999999999986,4.858,4.92,4.83,0.08999999999999986,0.0,4.756,4.83,4.73,0.09999999999999964,-0.009999999999999787,4.814,4.88,4.75,0.1299999999999999,-0.03000000000000025,25477,34227,18220,16007,-5486
2018-04-08,4.542,4.68,4.4,0.27999999999999936,-0.13999999999999968,4.594,4.78,4.44,0.33999999999999986,-0.22000000000000064,4.504,4.68,4.39,0.29000000000000004,-0.1999999999999993,4.534,4.72,4.41,0.3099999999999996,-0.22999999999999954,37237,48926,26675,22251,1781
2018-04-15,4.522,4.61,4.46,0.15000000000000036,-0.040000000000000036,4.59,4.73,4.51,0.22000000000000064,-0.03000000000000025,4.4879999999999995,4.55,4.41,0.13999999999999968,-0.020000000000000462,4.546,4.71,4.41,0.2999999999999998,-0.009999999999999787,109743,298200,31550,266650,-18291
2018-04-22,4.464,4.58,4.37,0.20999999999999996,-0.16999999999999993,4.49,4.58,4.38,0.20000000000000018,-0.16999999999999993,4.362,4.5,4.26,0.2400000000000002,-0.10000000000000053,4.418,4.53,4.3,0.23000000000000043,-0.0600000000000005,138938,456159,39884,416275,5621
2018-04-29,4.072,4.3,3.91,0.3899999999999997,-0.3899999999999997,4.098,4.3,3.98,0.31999999999999984,-0.31999999999999984,3.988,4.13,3.85,0.2799999999999998,-0.21999999999999975,4.02,4.16,3.92,0.2400000000000002,-0.2200000000000002,69286,160210,37437,122773,6349
2018-05-06,3.94,4.02,3.81,0.20999999999999952,0.1499999999999999,3.992,4.14,3.88,0.2599999999999998,0.1499999999999999,3.886,4.0,3.78,0.2200000000000002,0.1200000000000001,3.924,4.13,3.78,0.3500000000000001,0.10999999999999988,79912,110213,49523,60690,-50231
2018-05-13,3.8000000000000003,3.99,3.69,0.30000000000000027,-0.25,3.848,4.01,3.75,0.2599999999999998,-0.23999999999999977,3.744,3.91,3.66,0.25,-0.18999999999999995,3.77,3.93,3.66,0.27,-0.20000000000000018,63804,137433,29856,107577,-13397
2018-05-20,3.664,3.75,3.58,0.16999999999999993,-0.08000000000000007,3.75,3.9,3.68,0.21999999999999975,-0.04999999999999982,3.576,3.65,3.48,0.16999999999999993,-0.06000000000000005,3.692,3.83,3.58,0.25,-0.1200000000000001,92171,137475,59800,77675,-29530
2018-05-27,3.6175,3.74,3.37,0.3700000000000001,-0.3700000000000001,3.6525,3.77,3.45,0.31999999999999984,-0.31999999999999984,3.5675,3.69,3.37,0.31999999999999984,-0.31000000000000005,3.62,3.75,3.42,0.33000000000000007,-0.33000000000000007,408523,754714,83463,671251,660648
2018-06-03,3.392,3.48,3.28,0.20000000000000018,-0.13000000000000034,3.412,3.48,3.33,0.1499999999999999,-0.10999999999999988,3.342,3.4,3.28,0.1200000000000001,-0.06999999999999984,3.38,3.44,3.32,0.1200000000000001,-0.04999999999999982,84131,174150,52717,121433,-121391
2018-06-10,3.2239999999999998,3.34,3.13,0.20999999999999996,-0.20999999999999996,3.244,3.36,3.14,0.21999999999999975,-0.21999999999999975,3.188,3.31,3.11,0.20000000000000018,-0.20000000000000018,3.206,3.35,3.12,0.22999999999999998,-0.22999999999999998,115369,236261,47186,189075,161848
2018-06-17,3.058,3.1,3.03,0.07000000000000028,-0.020000000000000018,3.092,3.16,3.06,0.10000000000000009,0.050000000000000266,3.016,3.08,2.94,0.14000000000000012,0.14000000000000012,3.054,3.15,2.97,0.17999999999999972,0.17999999999999972,207399,715783,57737,658046,-658046
2018-06-24,3.186,3.34,3.02,0.31999999999999984,0.31999999999999984,3.246,3.37,3.07,0.30000000000000027,0.30000000000000027,3.158,3.27,3.0,0.27,0.27,3.192,3.27,3.04,0.22999999999999998,0.22999999999999998,205407,567809,75692,492117,355288
2018-07-01,3.2725,3.32,3.22,0.09999999999999964,0.09999999999999964,3.325,3.38,3.25,0.1299999999999999,0.07000000000000028,3.2350000000000003,3.31,3.16,0.1499999999999999,0.08999999999999986,3.28,3.36,3.17,0.18999999999999995,0.07000000000000028,65546,79342,50217,29125,-21253
2018-07-08,3.008,3.37,2.74,0.6299999999999999,-0.6000000000000001,3.038,3.42,2.79,0.6299999999999999,-0.6299999999999999,2.924,3.25,2.73,0.52,-0.4900000000000002,2.942,3.25,2.76,0.4900000000000002,-0.4900000000000002,174334,264028,83942,180086,153337
2018-07-15,2.782,2.85,2.73,0.1200000000000001,0.0900000000000003,2.83,2.86,2.77,0.08999999999999986,0.08000000000000007,2.746,2.76,2.73,0.029999999999999805,0.029999999999999805,2.79,2.82,2.76,0.06000000000000005,-0.010000000000000231,305210,722501,83271,639230,25586
