Date,NICEStock_Open_average,NICEStock_Open_max,NICEStock_Open_min,NICEStock_Open_volatility,NICEStock_Open_change,NICEStock_High_average,NICEStock_High_max,NICEStock_High_min,NICEStock_High_volatility,NICEStock_High_change,NICEStock_Low_average,NICEStock_Low_max,NICEStock_Low_min,NICEStock_Low_volatility,NICEStock_Low_change,NICEStock_Close_average,NICEStock_Close_max,NICEStock_Close_min,NICEStock_Close_volatility,NICEStock_Close_change,NICEStock_Volume_average,NICEStock_Volume_max,NICEStock_Volume_min,NICEStock_Volume_volatility,NICEStock_Volume_change
2018-01-14,93.2325,94.34,92.0,2.3400000000000034,0.9699999999999989,94.36500000000001,95.65,92.91,2.740000000000009,0.9000000000000057,92.5475,93.41,91.67,1.7399999999999949,1.7399999999999949,93.005,93.83,91.96,1.8700000000000045,1.6400000000000006,262911,458318,174955,283363,19347
2018-01-21,91.956,92.55,90.58,1.9699999999999989,-0.21000000000000796,92.754,93.05,92.48,0.5699999999999932,0.14000000000000057,91.404,92.03,90.36,1.6700000000000017,0.8299999999999983,92.07000000000001,92.37,91.6,0.7700000000000102,0.6800000000000068,261409,368862,164969,203893,-96150
2018-01-28,91.034,91.31,90.6,0.710000000000008,-0.5800000000000125,91.632,92.36,90.88,1.480000000000004,-1.480000000000004,90.436,91.02,88.9,2.1199999999999903,-2.1199999999999903,90.672,91.38,88.96,2.4200000000000017,-2.4200000000000017,142369,272879,90361,182518,-143178
2018-02-04,87.328,88.12,86.21,1.9100000000000108,-1.9100000000000108,88.042,88.52,87.17,1.3499999999999943,-1.3499999999999943,85.928,87.05,84.49,2.5600000000000023,-2.3400000000000034,86.91,88.27,85.61,2.6599999999999966,-0.21999999999999886,233913,408271,137624,270647,-202961
2018-02-11,87.688,89.99,86.7,3.289999999999992,3.019999999999996,89.604,91.8,88.59,3.2099999999999937,3.2099999999999937,87.464,89.35,86.34,3.009999999999991,2.3799999999999955,88.9,90.61,87.94,2.6700000000000017,2.6700000000000017,179926,227006,128129,98877,98877
2018-02-18,94.4725,96.15,91.02,5.13000000000001,5.02000000000001,96.1325,97.0,94.45,2.549999999999997,2.549999999999997,94.0025,95.2,91.02,4.180000000000007,4.090000000000003,95.33749999999999,96.96,93.91,3.049999999999997,3.049999999999997,215681,326105,98213,227892,-227892
2018-02-25,96.718,97.73,95.02,2.710000000000008,-1.75,97.398,98.06,96.49,1.5700000000000074,-1.2600000000000051,95.758,97.01,94.1,2.910000000000011,-2.469999999999999,96.666,97.44,95.45,1.9899999999999949,-0.7599999999999909,122038,172115,71951,100164,-58824
2018-03-04,95.958,97.3,95.33,1.9699999999999989,1.9699999999999989,97.098,98.48,96.47,2.010000000000005,1.980000000000004,95.818,97.06,95.32,1.740000000000009,1.730000000000004,96.65,97.89,95.77,2.1200000000000045,2.1200000000000045,182048,268695,122196,146499,58060
2018-03-11,96.87,97.76,96.15,1.6099999999999994,-0.730000000000004,97.47,98.41,96.58,1.8299999999999983,-0.7000000000000028,96.274,96.76,95.6,1.1600000000000108,0.030000000000001137,96.53999999999999,97.05,95.72,1.3299999999999983,0.4099999999999966,130871,156551,100084,56467,-4494
2018-03-18,96.442,97.5,96.02,1.480000000000004,0.10999999999999943,97.338,97.85,96.7,1.1499999999999915,-0.7000000000000028,95.666,96.64,94.04,2.5999999999999943,-2.009999999999991,96.216,97.45,94.11,3.3400000000000034,-2.6099999999999994,152940,234065,83454,150611,-104926
2018-03-25,92.26249999999999,93.57,90.24,3.3299999999999983,-1.8200000000000074,93.855,94.9,92.22,2.680000000000007,0.5700000000000074,91.3325,92.8,89.28,3.519999999999996,-1.289999999999992,92.89500000000001,94.14,91.72,2.4200000000000017,-0.20999999999999375,205784,292310,120439,171871,-56795
2018-04-01,92.018,93.6,89.28,4.319999999999993,-1.059999999999988,93.112,94.22,91.74,2.480000000000004,-1.4099999999999966,91.014,91.8,88.74,3.0600000000000023,-0.6600000000000108,92.112,92.69,91.34,1.3499999999999943,-1.0600000000000023,141038,178575,102809,75766,74767
2018-04-08,92.418,94.42,90.8,3.6200000000000045,3.6200000000000045,93.502,94.42,91.65,2.769999999999996,2.769999999999996,92.016,93.52,90.51,3.009999999999991,3.009999999999991,93.014,94.02,90.82,3.200000000000003,3.180000000000007,203427,387839,108352,279487,-72685
2018-04-15,96.444,97.9,94.95,2.950000000000003,2.950000000000003,97.358,98.44,95.08,3.3599999999999994,3.3599999999999994,95.70400000000001,96.63,94.29,2.339999999999989,2.339999999999989,96.72800000000001,97.73,94.95,2.780000000000001,2.0900000000000034,130958,163052,113926,49126,-4475
2018-04-22,96.382,98.49,94.52,3.969999999999999,-1.8599999999999994,97.188,98.59,94.78,3.8100000000000023,-1.0,94.826,97.08,93.05,4.030000000000001,-1.9200000000000017,95.676,97.36,93.97,3.3900000000000006,-2.0600000000000023,162548,222571,111633,110938,-31708
2018-04-29,96.32000000000001,97.2,95.0,2.200000000000003,1.4500000000000028,97.018,98.03,95.77,2.260000000000005,1.4300000000000068,95.578,97.0,94.69,2.3100000000000023,1.1000000000000085,96.61,97.44,95.17,2.269999999999996,1.8900000000000006,120090,140736,88822,51914,-26344
2018-05-06,97.13,99.0,95.8,3.200000000000003,2.1700000000000017,98.712,100.58,96.88,3.700000000000003,3.569999999999993,96.706,98.64,95.29,3.3499999999999943,3.3499999999999943,97.96000000000001,100.13,95.75,4.3799999999999955,4.3799999999999955,274774,445867,157110,288757,-31564
