Date,ProShares UltraPro 3x Short Crude Oil_Open_average,ProShares UltraPro 3x Short Crude Oil_Open_max,ProShares UltraPro 3x Short Crude Oil_Open_min,ProShares UltraPro 3x Short Crude Oil_Open_volatility,ProShares UltraPro 3x Short Crude Oil_Open_change,ProShares UltraPro 3x Short Crude Oil_High_average,ProShares UltraPro 3x Short Crude Oil_High_max,ProShares UltraPro 3x Short Crude Oil_High_min,ProShares UltraPro 3x Short Crude Oil_High_volatility,ProShares UltraPro 3x Short Crude Oil_High_change,ProShares UltraPro 3x Short Crude Oil_Low_average,ProShares UltraPro 3x Short Crude Oil_Low_max,ProShares UltraPro 3x Short Crude Oil_Low_min,ProShares UltraPro 3x Short Crude Oil_Low_volatility,ProShares UltraPro 3x Short Crude Oil_Low_change,ProShares UltraPro 3x Short Crude Oil_Close_average,ProShares UltraPro 3x Short Crude Oil_Close_max,ProShares UltraPro 3x Short Crude Oil_Close_min,ProShares UltraPro 3x Short Crude Oil_Close_volatility,ProShares UltraPro 3x Short Crude Oil_Close_change
2018-03-25,31.69,31.69,31.69,0.0,0.0,33.6,33.6,33.6,0.0,0.0,31.63,31.63,31.63,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-04-01,33.5,33.5,33.5,0.0,0.0,33.68,33.68,33.68,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-04-08,27.69,27.69,27.69,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.6,27.6,27.6,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-04-15,26.5,26.5,26.5,0.0,0.0,26.81,26.81,26.81,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-04-22,26.4,26.4,26.4,0.0,0.0,26.48,26.48,26.48,0.0,0.0,24.29,24.29,24.29,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-04-29,23.18,23.18,23.18,0.0,0.0,23.9,23.9,23.9,0.0,0.0,22.64,22.64,22.64,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-05-06,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-05-13,21.58,21.58,21.58,0.0,0.0,21.64,21.64,21.64,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-05-20,24.12,24.12,24.12,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.12,24.12,24.12,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-05-27,27.27,27.27,27.27,0.0,0.0,28.76,28.76,28.76,0.0,0.0,27.08,27.08,27.08,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2018-06-03,27.95,27.95,27.95,0.0,0.0,28.09,28.09,28.09,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-06-10,27.98,27.98,27.98,0.0,0.0,28.27,28.27,28.27,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-06-17,24.17,24.17,24.17,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-06-24,19.51,19.51,19.51,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.5,19.5,19.5,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-07-01,19.86,19.86,19.86,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2018-07-08,22.49,22.49,22.49,0.0,0.0,23.97,23.97,23.97,0.0,0.0,22.4,22.4,22.4,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-07-15,21.74,21.74,21.74,0.0,0.0,23.05,23.05,23.05,0.0,0.0,21.4,21.4,21.4,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-07-22,20.5,20.5,20.5,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-07-29,21.17,21.17,21.17,0.0,0.0,21.65,21.65,21.65,0.0,0.0,20.58,20.58,20.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-08-05,22.9,22.9,22.9,0.0,0.0,24.39,24.39,24.39,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-08-12,24.35,24.35,24.35,0.0,0.0,24.53,24.53,24.53,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-08-19,20.47,20.47,20.47,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-08-26,19.52,19.52,19.52,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-09-02,20.72,20.72,20.72,0.0,0.0,21.6,21.6,21.6,0.0,0.0,20.57,20.57,20.57,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-09-09,19.65,19.65,19.65,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.39,19.39,19.39,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2018-09-16,17.27,17.27,17.27,0.0,0.0,17.45,17.45,17.45,0.0,0.0,16.77,16.77,16.77,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-09-23,16.34,16.34,16.34,0.0,0.0,16.5,16.5,16.5,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2018-09-30,15.97,15.97,15.97,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2018-10-07,17.29,17.29,17.29,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2018-10-14,18.88,18.88,18.88,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2018-10-21,20.13,20.13,20.13,0.0,0.0,20.88,20.88,20.88,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-10-28,23.49,23.49,23.49,0.0,0.0,24.61,24.61,24.61,0.0,0.0,23.03,23.03,23.03,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-11-04,27.08,27.08,27.08,0.0,0.0,29.82,29.82,29.82,0.0,0.0,26.36,26.36,26.36,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-11-11,33.57,33.57,33.57,0.0,0.0,34.89,34.89,34.89,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-11-18,40.15,40.15,40.15,0.0,0.0,40.8,40.8,40.8,0.0,0.0,38.81,38.81,38.81,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-11-25,36.14,36.14,36.14,0.0,0.0,38.9,38.9,38.9,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2018-12-02,39.83,39.83,39.83,0.0,0.0,41.59,41.59,41.59,0.0,0.0,38.4,38.4,38.4,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2018-12-09,39.2,39.2,39.2,0.0,0.0,44.19,44.19,44.19,0.0,0.0,38.88,38.88,38.88,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2018-12-16,55.65,55.65,55.65,0.0,0.0,59.2,59.2,59.2,0.0,0.0,55.33,55.33,55.33,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2018-12-23,49.14,49.14,49.14,0.0,0.0,51.92,51.92,51.92,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-12-30,40.1,40.1,40.1,0.0,0.0,40.7,40.7,40.7,0.0,0.0,37.23,37.23,37.23,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-01-06,33.71,33.71,33.71,0.0,0.0,35.35,35.35,35.35,0.0,0.0,32.71,32.71,32.71,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-01-13,30.65,30.65,30.65,0.0,0.0,31.31,31.31,31.31,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-01-20,31.86,31.86,31.86,0.0,0.0,33.05,33.05,33.05,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-01-27,27.9,27.9,27.9,0.0,0.0,29.15,29.15,29.15,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-02-03,32.0,32.0,32.0,0.0,0.0,32.55,32.55,32.55,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-02-10,26.07,26.07,26.07,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-02-17,25.35,25.35,25.35,0.0,0.0,26.65,26.65,26.65,0.0,0.0,25.11,25.11,25.11,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-02-24,24.48,24.48,24.48,0.0,0.0,25.41,25.41,25.41,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-03-03,24.27,24.27,24.27,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-03-10,22.11,22.11,22.11,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-03-17,22.3,22.3,22.3,0.0,0.0,22.8,22.8,22.8,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2019-03-24,20.05,20.05,20.05,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-03-31,17.29,17.29,17.29,0.0,0.0,17.3,17.3,17.3,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-04-07,17.16,17.16,17.16,0.0,0.0,17.42,17.42,17.42,0.0,0.0,16.97,16.97,16.97,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2019-04-14,15.75,15.75,15.75,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-04-21,17.31,17.31,17.31,0.0,0.0,17.62,17.62,17.62,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-04-28,18.66,18.66,18.66,0.0,0.0,18.7,18.7,18.7,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-05-05,17.21,17.21,17.21,0.0,0.0,19.33,19.33,19.33,0.0,0.0,16.97,16.97,16.97,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-05-12,17.27,17.27,17.27,0.0,0.0,17.65,17.65,17.65,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-05-19,20.93,20.93,20.93,0.0,0.0,22.34,22.34,22.34,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-05-26,25.75,25.75,25.75,0.0,0.0,28.29,28.29,28.29,0.0,0.0,25.63,25.63,25.63,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-06-02,25.95,25.95,25.95,0.0,0.0,27.28,27.28,27.28,0.0,0.0,25.16,25.16,25.16,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-06-09,28.48,28.48,28.48,0.0,0.0,29.29,29.29,29.29,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-06-16,20.83,20.83,20.83,0.0,0.0,21.72,21.72,21.72,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-06-23,18.32,18.32,18.32,0.0,0.0,19.9,19.9,19.9,0.0,0.0,18.28,18.28,18.28,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2019-06-30,20.14,20.14,20.14,0.0,0.0,20.56,20.56,20.56,0.0,0.0,19.45,19.45,19.45,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-07-07,17.15,17.15,17.15,0.0,0.0,18.44,18.44,18.44,0.0,0.0,17.15,17.15,17.15,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-07-14,21.63,21.63,21.63,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2019-07-21,20.75,20.75,20.75,0.0,0.0,21.77,21.77,21.77,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-07-28,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0,21.18,21.18,21.18,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2019-08-04,21.52,21.52,21.52,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-08-11,20.0,20.0,20.0,0.0,0.0,20.47,20.47,20.47,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-08-18,20.48,20.48,20.48,0.0,0.0,22.11,22.11,22.11,0.0,0.0,20.23,20.23,20.23,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-08-25,18.91,18.91,18.91,0.0,0.0,20.75,20.75,20.75,0.0,0.0,18.83,18.83,18.83,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-09-01,17.62,17.62,17.62,0.0,0.0,17.72,17.72,17.72,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-09-08,14.3,14.3,14.3,0.0,0.0,14.49,14.49,14.49,0.0,0.0,10.82,10.82,10.82,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2019-09-15,13.81,13.81,13.81,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2019-09-22,16.1,16.1,16.1,0.0,0.0,17.07,17.07,17.07,0.0,0.0,15.75,15.75,15.75,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2019-09-29,17.7,17.7,17.7,0.0,0.0,18.42,18.42,18.42,0.0,0.0,16.95,16.95,16.95,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-10-06,17.3,17.3,17.3,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-10-13,17.78,17.78,17.78,0.0,0.0,17.8,17.8,17.8,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2019-10-20,14.3,14.3,14.3,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2019-10-27,13.96,13.96,13.96,0.0,0.0,14.34,14.34,14.34,0.0,0.0,13.63,13.63,13.63,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-11-03,14.3,14.3,14.3,0.0,0.0,14.34,14.34,14.34,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2019-11-10,13.6,13.6,13.6,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-11-17,13.21,13.21,13.21,0.0,0.0,13.41,13.41,13.41,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2019-11-24,13.8,13.8,13.8,0.0,0.0,14.43,14.43,14.43,0.0,0.0,13.75,13.75,13.75,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-12-01,12.15,12.15,12.15,0.0,0.0,12.16,12.16,12.16,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-12-08,11.22,11.22,11.22,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2019-12-15,11.07,11.07,11.07,0.0,0.0,11.12,11.12,11.12,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2019-12-22,10.04,10.04,10.04,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-12-29,9.47,9.47,9.47,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.64,9.64,9.64,0.0,0.0
