Date,SPDR S&P Bank_Open_average,SPDR S&P Bank_Open_max,SPDR S&P Bank_Open_min,SPDR S&P Bank_Open_volatility,SPDR S&P Bank_Open_change,SPDR S&P Bank_High_average,SPDR S&P Bank_High_max,SPDR S&P Bank_High_min,SPDR S&P Bank_High_volatility,SPDR S&P Bank_High_change,SPDR S&P Bank_Low_average,SPDR S&P Bank_Low_max,SPDR S&P Bank_Low_min,SPDR S&P Bank_Low_volatility,SPDR S&P Bank_Low_change,SPDR S&P Bank_Close_average,SPDR S&P Bank_Close_max,SPDR S&P Bank_Close_min,SPDR S&P Bank_Close_volatility,SPDR S&P Bank_Close_change
2018-01-14,50.19,50.19,50.19,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-01-21,50.84,50.84,50.84,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-01-28,50.83,50.83,50.83,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2018-02-04,47.86,47.86,47.86,0.0,0.0,48.36,48.36,48.36,0.0,0.0,46.6,46.6,46.6,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-02-11,49.99,49.99,49.99,0.0,0.0,50.85,50.85,50.85,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-02-18,49.64,49.64,49.64,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.64,49.64,49.64,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-02-25,48.89,48.89,48.89,0.0,0.0,50.01,50.01,50.01,0.0,0.0,48.35,48.35,48.35,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-03-04,51.4,51.4,51.4,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-03-11,50.54,50.54,50.54,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-03-18,48.35,48.35,48.35,0.0,0.0,48.71,48.71,48.71,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2018-03-25,47.66,47.66,47.66,0.0,0.0,48.19,48.19,48.19,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-04-01,47.87,47.87,47.87,0.0,0.0,48.15,48.15,48.15,0.0,0.0,46.58,46.58,46.58,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-04-08,48.74,48.74,48.74,0.0,0.0,48.75,48.75,48.75,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-04-15,47.8,47.8,47.8,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.7,47.7,47.7,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-04-22,48.51,48.51,48.51,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-04-29,47.59,47.59,47.59,0.0,0.0,48.79,48.79,48.79,0.0,0.0,47.24,47.24,47.24,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-05-06,49.79,49.79,49.79,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-05-13,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-05-20,49.65,49.65,49.65,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-05-27,49.48,49.48,49.48,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-06-03,50.58,50.58,50.58,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-06-10,49.15,49.15,49.15,0.0,0.0,49.56,49.56,49.56,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-06-17,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2018-06-24,48.0,48.0,48.0,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-07-01,47.36,47.36,47.36,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-07-08,47.62,47.62,47.62,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-07-15,48.46,48.46,48.46,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-07-22,48.67,48.67,48.67,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-07-29,49.03,49.03,49.03,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-08-05,48.6,48.6,48.6,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2018-08-12,49.17,49.17,49.17,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-08-19,49.85,49.85,49.85,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-08-26,49.03,49.03,49.03,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2018-09-02,49.62,49.62,49.62,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-09-09,48.26,48.26,48.26,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-09-16,49.15,49.15,49.15,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-09-23,46.58,46.58,46.58,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-09-30,47.48,47.48,47.48,0.0,0.0,47.61,47.61,47.61,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-10-07,45.49,45.49,45.49,0.0,0.0,45.57,45.57,45.57,0.0,0.0,43.13,43.13,43.13,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-10-14,43.58,43.58,43.58,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-10-21,40.98,40.98,40.98,0.0,0.0,41.51,41.51,41.51,0.0,0.0,40.53,40.53,40.53,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-10-28,43.72,43.72,43.72,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2018-11-04,44.32,44.32,44.32,0.0,0.0,44.62,44.62,44.62,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-11-11,43.34,43.34,43.34,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-11-18,42.52,42.52,42.52,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2018-11-25,43.71,43.71,43.71,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.58,43.58,43.58,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-12-02,41.54,41.54,41.54,0.0,0.0,42.19,42.19,42.19,0.0,0.0,40.77,40.77,40.77,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-12-09,38.97,38.97,38.97,0.0,0.0,39.68,39.68,39.68,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-12-16,36.5,36.5,36.5,0.0,0.0,37.07,37.07,37.07,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2018-12-23,36.94,36.94,36.94,0.0,0.0,37.52,37.52,37.52,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-12-30,38.41,38.41,38.41,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-01-06,39.54,39.54,39.54,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-01-13,42.25,42.25,42.25,0.0,0.0,42.72,42.72,42.72,0.0,0.0,41.73,41.73,41.73,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-01-20,42.71,42.71,42.71,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-01-27,42.8,42.8,42.8,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-02-03,43.6,43.6,43.6,0.0,0.0,43.86,43.86,43.86,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2019-02-10,44.28,44.28,44.28,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-02-17,45.43,45.43,45.43,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2019-02-24,45.56,45.56,45.56,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-03-03,43.15,43.15,43.15,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-03-10,44.18,44.18,44.18,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-03-17,41.68,41.68,41.68,0.0,0.0,41.79,41.79,41.79,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-03-24,42.22,42.22,42.22,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-03-31,43.72,43.72,43.72,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2019-04-07,44.26,44.26,44.26,0.0,0.0,44.76,44.76,44.76,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-04-14,44.48,44.48,44.48,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-04-21,44.45,44.45,44.45,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.32,44.32,44.32,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-04-28,45.54,45.54,45.54,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.44,45.44,45.44,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-05-05,44.34,44.34,44.34,0.0,0.0,44.85,44.85,44.85,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-05-12,43.07,43.07,43.07,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-05-19,42.44,42.44,42.44,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-05-26,41.12,41.12,41.12,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2019-06-02,42.5,42.5,42.5,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-06-09,42.68,42.68,42.68,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-06-16,42.37,42.37,42.37,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-06-23,43.18,43.18,43.18,0.0,0.0,43.68,43.68,43.68,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-06-30,43.87,43.87,43.87,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.75,43.75,43.75,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-07-07,43.62,43.62,43.62,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2019-07-14,43.29,43.29,43.29,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-07-21,44.44,44.44,44.44,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-07-28,42.89,42.89,42.89,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-08-04,41.82,41.82,41.82,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-08-11,40.0,40.0,40.0,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-08-18,40.73,40.73,40.73,0.0,0.0,41.24,41.24,41.24,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-08-25,41.08,41.08,41.08,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-09-01,41.47,41.47,41.47,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-09-08,44.43,44.43,44.43,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-09-15,43.69,43.69,43.69,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-09-22,43.53,43.53,43.53,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-09-29,41.73,41.73,41.73,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.4,41.4,41.4,0.0,0.0,42.18,42.18,42.18,0.0,0.0
