Date,SPDR S&P Bank_Open_average,SPDR S&P Bank_Open_max,SPDR S&P Bank_Open_min,SPDR S&P Bank_Open_volatility,SPDR S&P Bank_Open_change,SPDR S&P Bank_High_average,SPDR S&P Bank_High_max,SPDR S&P Bank_High_min,SPDR S&P Bank_High_volatility,SPDR S&P Bank_High_change,SPDR S&P Bank_Low_average,SPDR S&P Bank_Low_max,SPDR S&P Bank_Low_min,SPDR S&P Bank_Low_volatility,SPDR S&P Bank_Low_change,SPDR S&P Bank_Close_average,SPDR S&P Bank_Close_max,SPDR S&P Bank_Close_min,SPDR S&P Bank_Close_volatility,SPDR S&P Bank_Close_change
2019-10-06,42.46,42.46,42.46,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-10-13,43.08,43.08,43.08,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-10-20,44.11,44.11,44.11,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-10-27,44.47,44.47,44.47,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-11-03,46.31,46.31,46.31,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-11-10,46.1,46.1,46.1,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2019-11-17,45.78,45.78,45.78,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-11-24,46.41,46.41,46.41,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-12-01,46.68,46.68,46.68,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-12-08,47.61,47.61,47.61,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-12-15,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2019-12-22,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-12-29,46.78,46.78,46.78,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.94,46.94,46.94,0.0,0.0
