Date,SPDR MSCI EM Fossil Fuel FreeEtf_Open_average,SPDR MSCI EM Fossil Fuel FreeEtf_Open_max,SPDR MSCI EM Fossil Fuel FreeEtf_Open_min,SPDR MSCI EM Fossil Fuel FreeEtf_Open_volatility,SPDR MSCI EM Fossil Fuel FreeEtf_Open_change,SPDR MSCI EM Fossil Fuel FreeEtf_High_average,SPDR MSCI EM Fossil Fuel FreeEtf_High_max,SPDR MSCI EM Fossil Fuel FreeEtf_High_min,SPDR MSCI EM Fossil Fuel FreeEtf_High_volatility,SPDR MSCI EM Fossil Fuel FreeEtf_High_change,SPDR MSCI EM Fossil Fuel FreeEtf_Low_average,SPDR MSCI EM Fossil Fuel FreeEtf_Low_max,SPDR MSCI EM Fossil Fuel FreeEtf_Low_min,SPDR MSCI EM Fossil Fuel FreeEtf_Low_volatility,SPDR MSCI EM Fossil Fuel FreeEtf_Low_change,SPDR MSCI EM Fossil Fuel FreeEtf_Close_average,SPDR MSCI EM Fossil Fuel FreeEtf_Close_max,SPDR MSCI EM Fossil Fuel FreeEtf_Close_min,SPDR MSCI EM Fossil Fuel FreeEtf_Close_volatility,SPDR MSCI EM Fossil Fuel FreeEtf_Close_change
2018-03-25,70.56,70.56,70.56,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.56,70.56,70.56,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2018-04-01,71.44,71.44,71.44,0.0,0.0,71.44,71.44,71.44,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2018-04-08,70.68,70.68,70.68,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2018-04-15,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2018-04-22,69.3,69.3,69.3,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.54,69.54,69.54,0.0,0.0
2018-04-29,68.38,68.38,68.38,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2018-05-06,69.54,69.54,69.54,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2018-05-13,67.4,67.4,67.4,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.49,67.49,67.49,0.0,0.0
2018-05-20,67.27,67.27,67.27,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-05-27,66.99,66.99,66.99,0.0,0.0,67.01,67.01,67.01,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2018-06-03,67.28,67.28,67.28,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2018-06-10,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2018-06-17,64.44,64.44,64.44,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2018-06-24,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2018-07-01,63.5,63.5,63.5,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2018-07-08,63.7,63.7,63.7,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.7,63.7,63.7,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2018-07-15,64.56,64.56,64.56,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2018-07-22,66.08,66.08,66.08,0.0,0.0,66.1,66.1,66.1,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2018-07-29,64.86,64.86,64.86,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2018-08-05,62.84,62.84,62.84,0.0,0.0,63.29,63.29,63.29,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2018-08-12,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2018-08-19,63.72,63.72,63.72,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2018-08-26,62.82,62.82,62.82,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.82,62.82,62.82,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2018-09-02,61.12,61.12,61.12,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2018-09-09,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2018-09-16,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2018-09-23,62.85,62.85,62.85,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-09-30,60.02,60.02,60.02,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2018-10-07,58.6,58.6,58.6,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2018-10-14,57.9,57.9,57.9,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2018-10-21,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2018-10-28,58.99,58.99,58.99,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-11-04,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2018-11-11,59.11,59.11,59.11,0.0,0.0,59.87,59.87,59.87,0.0,0.0,58.35,58.35,58.35,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2018-11-18,58.31,58.31,58.31,0.0,0.0,58.31,58.31,58.31,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2018-11-25,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2018-12-02,58.9,58.9,58.9,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2018-12-09,58.4,58.4,58.4,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2018-12-16,56.77,56.77,56.77,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2018-12-23,56.82,56.82,56.82,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2018-12-30,56.9,56.9,56.9,0.0,0.0,57.79,57.79,57.79,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-01-06,59.01,59.01,59.01,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-01-13,59.89,59.89,59.89,0.0,0.0,60.35,60.35,60.35,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-01-20,61.2,61.2,61.2,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-01-27,62.08,62.08,62.08,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-02-03,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-02-10,61.21,61.21,61.21,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-02-17,62.53,62.53,62.53,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-02-24,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2019-03-03,60.82,60.82,60.82,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2019-03-10,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-03-17,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2019-03-24,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-03-31,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-04-07,64.66,64.66,64.66,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2019-04-14,64.68,64.68,64.68,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2019-04-21,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-04-28,64.39,64.39,64.39,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2019-05-05,60.83,60.83,60.83,0.0,0.0,61.42,61.42,61.42,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-05-12,59.19,59.19,59.19,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2019-05-19,58.42,58.42,58.42,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2019-05-26,58.75,58.75,58.75,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.75,58.75,58.75,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-06-02,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2019-06-09,59.73,59.73,59.73,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-06-16,62.41,62.41,62.41,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2019-06-23,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0
2019-06-30,62.61,62.61,62.61,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-07-07,62.49,62.49,62.49,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-07-14,63.03,63.03,63.03,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-07-21,62.58,62.58,62.58,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2019-07-28,59.54,59.54,59.54,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-08-04,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-08-11,57.9,57.9,57.9,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.79,57.79,57.79,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2019-08-18,58.18,58.18,58.18,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2019-08-25,58.77,58.77,58.77,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2019-09-01,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2019-09-08,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-09-15,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-09-22,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-09-29,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-10-06,61.16,61.16,61.16,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-10-13,61.48,61.48,61.48,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2019-10-20,62.37,62.37,62.37,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2019-10-27,62.95,62.95,62.95,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2019-11-03,63.74,63.74,63.74,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-11-10,63.14,63.14,63.14,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-11-17,62.86,62.86,62.86,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2019-11-24,62.56,62.56,62.56,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2019-12-01,63.11,63.11,63.11,0.0,0.0,63.26,63.26,63.26,0.0,0.0,62.98,62.98,62.98,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-12-08,65.19,65.19,65.19,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2019-12-15,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2019-12-22,65.92,65.92,65.92,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-12-29,65.7,65.7,65.7,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.59,65.59,65.59,0.0,0.0
