Date,ANF_Open_average,ANF_Open_max,ANF_Open_min,ANF_Open_volatility,ANF_Open_change,ANF_High_average,ANF_High_max,ANF_High_min,ANF_High_volatility,ANF_High_change,ANF_Low_average,ANF_Low_max,ANF_Low_min,ANF_Low_volatility,ANF_Low_change,ANF_Close_average,ANF_Close_max,ANF_Close_min,ANF_Close_volatility,ANF_Close_change,ANF_Volume_average,ANF_Volume_max,ANF_Volume_min,ANF_Volume_volatility,ANF_Volume_change
2018-01-14,19.015,19.28,18.71,0.5700000000000003,0.07000000000000028,19.3275,20.08,18.97,1.1099999999999994,0.8599999999999994,18.765,19.28,18.5,0.7800000000000011,0.7000000000000028,19.08,19.92,18.59,1.3300000000000018,1.3300000000000018,1823674,2789583,918038,1871545,801463
2018-01-21,22.078,23.09,20.96,2.129999999999999,0.6999999999999993,22.740000000000002,23.53,22.1,1.4299999999999997,-0.019999999999999574,21.41,22.41,20.83,1.5800000000000018,0.46000000000000085,22.212,23.06,21.51,1.5499999999999972,-0.21999999999999886,4056557,7673640,1943520,5730120,-5730120
2018-01-28,21.188,22.05,20.31,1.740000000000002,-1.740000000000002,21.586,22.44,21.06,1.3800000000000026,-1.3000000000000007,20.636,21.68,20.11,1.5700000000000003,-1.4899999999999984,20.996,21.87,20.52,1.3500000000000014,-1.3300000000000018,2021053,2705084,1632322,1072762,1072762
2018-02-04,20.419999999999998,21.58,19.31,2.2699999999999996,0.4400000000000013,21.208,21.7,20.66,1.0399999999999991,-0.0400000000000027,19.814,20.32,19.15,1.1700000000000017,-0.16999999999999815,20.508,21.55,19.83,1.7200000000000024,0.8200000000000003,3078542,3783346,2373815,1409531,-364892
2018-02-11,21.16,22.15,20.14,2.009999999999998,1.2800000000000011,21.738,22.6,20.9,1.7000000000000028,1.7000000000000028,20.596,21.66,19.78,1.879999999999999,1.879999999999999,21.422,22.09,20.19,1.8999999999999986,1.7300000000000004,1781146,2370306,1409804,960502,392311
2018-02-18,21.6375,21.73,21.57,0.16000000000000014,-0.10999999999999943,21.935000000000002,22.07,21.71,0.35999999999999943,-0.35999999999999943,21.0725,21.37,20.46,0.9100000000000001,-0.8599999999999994,21.3125,21.5,20.93,0.5700000000000003,-0.5700000000000003,1888759,2569896,1013355,1556541,1147108
2018-02-25,20.818,21.46,20.02,1.4400000000000013,-0.9499999999999993,21.386,22.4,20.75,1.6499999999999986,-0.6700000000000017,20.37,20.94,19.81,1.1300000000000026,-1.1300000000000026,20.724,21.12,20.28,0.8399999999999999,-0.4400000000000013,2254200,3439203,1659796,1779407,-254427
2018-03-04,22.092,23.72,20.63,3.09,1.7900000000000027,22.738,24.52,20.97,3.5500000000000007,1.8500000000000014,21.392,22.22,20.3,1.9199999999999982,1.4800000000000004,22.114,23.89,20.68,3.210000000000001,1.620000000000001,6448306,13973044,2358393,11614651,1434808
2018-03-11,22.132,22.33,21.9,0.4299999999999997,-0.2699999999999996,22.572,22.86,22.3,0.5599999999999987,0.16999999999999815,21.778,21.83,21.74,0.08999999999999986,0.05000000000000071,22.122,22.48,21.88,0.6000000000000014,0.6000000000000014,2812807,3571745,2219334,1352411,-757089
2018-03-18,22.846,23.17,22.47,0.7000000000000028,0.6900000000000013,23.496,23.94,23.08,0.860000000000003,0.8500000000000014,22.648,23.17,22.24,0.9300000000000033,0.8100000000000023,23.08,23.5,22.64,0.8599999999999994,0.6099999999999994,2485312,3089745,1858877,1230868,-416672
