Date,WELL_stock_Open_average,WELL_stock_Open_max,WELL_stock_Open_min,WELL_stock_Open_volatility,WELL_stock_Open_change,WELL_stock_High_average,WELL_stock_High_max,WELL_stock_High_min,WELL_stock_High_volatility,WELL_stock_High_change,WELL_stock_Low_average,WELL_stock_Low_max,WELL_stock_Low_min,WELL_stock_Low_volatility,WELL_stock_Low_change,WELL_stock_Close_average,WELL_stock_Close_max,WELL_stock_Close_min,WELL_stock_Close_volatility,WELL_stock_Close_change,WELL_stock_Volume_average,WELL_stock_Volume_max,WELL_stock_Volume_min,WELL_stock_Volume_volatility,WELL_stock_Volume_change
2018-01-14,59.5175,59.9,59.29,0.6099999999999994,-0.00999999999999801,60.0325,60.72,59.32,1.3999999999999986,-1.3999999999999986,58.8525,59.2,58.24,0.9600000000000009,-0.9600000000000009,59.4875,60.11,59.26,0.8500000000000014,0.030000000000001137,3587363,4695959,3011607,1684352,-133850
2018-01-21,60.14,60.97,59.26,1.7100000000000009,1.7100000000000009,60.612,60.99,59.71,1.2800000000000011,1.2800000000000011,59.788,60.41,59.01,1.3999999999999986,1.0800000000000054,60.324,60.84,59.33,1.5100000000000051,1.2600000000000051,2457375,2818632,2134411,684221,-612220
2018-01-28,59.162,60.15,57.57,2.5799999999999983,-2.5799999999999983,59.848,60.29,58.82,1.4699999999999989,-1.4099999999999966,58.19,58.99,56.89,2.1000000000000014,-2.1000000000000014,58.902,59.97,58.04,1.9299999999999997,-1.0700000000000003,2846510,4265585,2085468,2180117,742058
2018-02-04,56.476,58.37,54.63,3.739999999999995,-3.739999999999995,57.49,58.86,56.0,2.8599999999999994,-2.8599999999999994,55.29,56.43,53.66,2.770000000000003,-2.75,56.088,57.21,54.67,2.539999999999999,-1.0500000000000043,3793708,4303878,3239714,1064164,778741
2018-02-11,54.68,55.3,54.36,0.9399999999999977,0.46999999999999886,55.406,56.44,54.72,1.7199999999999989,1.4699999999999989,53.902,55.25,53.0,2.25,2.25,54.892,55.79,54.15,1.6400000000000006,1.519999999999996,3632701,4115633,2908528,1207105,-64572
2018-02-18,54.535,55.51,53.82,1.6899999999999977,-1.6000000000000014,55.155,56.1,54.41,1.6900000000000048,-1.6900000000000048,53.7025,54.79,53.06,1.7299999999999969,-1.7299999999999969,54.235,54.8,53.74,1.0599999999999952,-0.39000000000000057,3010685,3418186,2639184,779002,21991
2018-02-25,53.678,54.9,52.05,2.8500000000000014,-2.1300000000000026,54.146,54.9,53.01,1.8900000000000006,-1.6600000000000037,52.244,53.42,51.63,1.7899999999999991,-1.3200000000000003,52.94,54.4,52.22,2.1799999999999997,-1.4699999999999989,2837261,3342649,2385856,956793,-197015
2018-03-04,53.34,53.93,52.65,1.2800000000000011,1.0600000000000023,54.0,54.21,53.71,0.5,-0.5,52.796,53.34,52.28,1.0600000000000023,0.4100000000000037,53.606,54.07,52.86,1.2100000000000009,-0.509999999999998,2620316,3113707,2122424,991283,-991283
2018-03-11,53.938,55.13,53.51,1.6200000000000045,0.10999999999999943,54.46,55.24,53.95,1.2899999999999991,-0.6400000000000006,53.391999999999996,53.65,53.12,0.5300000000000011,0.09000000000000341,53.954,54.73,53.53,1.1999999999999957,-0.7299999999999969,2764547,3609632,1845711,1763921,407151
2018-03-18,53.076,53.88,52.42,1.4600000000000009,-1.0300000000000011,53.668,54.15,53.06,1.0899999999999963,-1.0300000000000011,52.38,52.99,51.87,1.1200000000000045,-0.970000000000006,52.726,53.25,52.03,1.2199999999999989,-1.2199999999999989,2469502,3058221,1832786,1225435,601639
2018-03-25,53.2075,54.85,52.14,2.710000000000001,2.469999999999999,54.182500000000005,55.42,52.5,2.9200000000000017,2.3599999999999994,52.765,54.03,51.72,2.3100000000000023,2.1300000000000026,53.6775,54.86,52.14,2.719999999999999,2.289999999999999,2607564,3770609,1662793,2107816,1234571
2018-04-01,54.416,55.01,53.57,1.4399999999999977,0.6000000000000014,55.018,55.87,54.16,1.7100000000000009,1.3299999999999983,53.693999999999996,54.72,52.8,1.9200000000000017,1.0700000000000003,54.524,55.16,53.75,1.4099999999999966,1.0399999999999991,2647099,2906410,2311956,594454,502183
2018-04-08,53.928,55.01,52.35,2.6599999999999966,-2.6599999999999966,54.232,55.01,52.63,2.3799999999999955,-2.3799999999999955,53.126000000000005,53.96,51.81,2.1499999999999986,-2.1499999999999986,53.53,54.49,52.54,1.9500000000000028,-1.8599999999999994,2235600,3191925,1658866,1533059,-114350
2018-04-15,52.722,53.4,52.09,1.3099999999999952,-0.5699999999999932,53.056,53.66,52.27,1.3899999999999935,-0.5,51.912,52.7,51.09,1.6099999999999994,-0.8399999999999963,52.372,53.38,51.18,2.200000000000003,-1.3599999999999994,2155203,2629425,1587587,1041838,-483018
2018-04-22,50.842,51.11,50.66,0.45000000000000284,-0.1700000000000017,51.622,53.23,51.02,2.2099999999999937,1.9899999999999949,49.996,50.37,49.58,0.7899999999999991,-0.07000000000000028,51.022,52.88,50.01,2.8700000000000045,2.200000000000003,3371742,4997202,2071871,2925331,2493745
2018-04-29,54.356,55.42,53.05,2.3700000000000045,2.3700000000000045,55.266,56.28,53.51,2.770000000000003,2.770000000000003,53.89,55.4,52.37,3.030000000000001,3.030000000000001,55.004,56.18,53.44,2.740000000000002,2.740000000000002,3526147,4965920,2354535,2611385,-1540213
2018-05-06,55.522,56.2,54.87,1.3300000000000054,0.8200000000000003,55.876,56.5,55.46,1.0399999999999991,0.740000000000002,55.164,55.77,54.58,1.1900000000000048,0.6700000000000017,55.724000000000004,56.25,55.14,1.1099999999999994,0.5399999999999991,2121783,2927662,1371938,1555724,-765835
2018-05-13,54.916000000000004,56.03,53.53,2.5,-2.5,55.282000000000004,56.07,54.77,1.2999999999999972,-1.2999999999999972,54.334,55.15,53.53,1.6199999999999974,-1.6199999999999974,54.678000000000004,55.51,53.93,1.5799999999999983,-1.2399999999999949,2608373,4423643,1805642,2618001,2618001
2018-05-20,55.778,56.81,54.88,1.9299999999999997,1.2299999999999969,56.46,56.97,55.47,1.5,1.4299999999999997,55.216,56.11,53.76,2.3500000000000014,2.3500000000000014,56.152,56.87,55.18,1.6899999999999977,1.6899999999999977,1935616,2562850,1460251,1102599,-402082
2018-05-27,57.15,57.54,56.8,0.740000000000002,0.740000000000002,57.8175,58.42,57.31,1.1099999999999994,1.1099999999999994,56.925,57.54,56.49,1.0499999999999972,1.0499999999999972,57.56,58.02,57.03,0.990000000000002,0.990000000000002,1810510,2165625,1473508,692117,-515430
2018-06-03,57.788,58.16,57.5,0.6599999999999966,-0.37999999999999545,58.07,58.33,57.81,0.519999999999996,-0.269999999999996,57.246,57.51,56.86,0.6499999999999986,0.18999999999999773,57.658,57.99,57.41,0.5800000000000054,0.21999999999999886,1527576,2038162,977826,1060336,-663160
2018-06-10,57.802,58.25,57.0,1.25,-0.25,58.328,58.64,57.94,0.7000000000000028,-0.3399999999999963,57.356,57.91,56.8,1.1099999999999994,-0.2700000000000031,57.716,58.31,56.83,1.480000000000004,-0.7999999999999972,2109809,2888003,1308421,1579582,1579582
2018-06-17,57.754,58.8,56.95,1.8499999999999943,1.3999999999999986,58.474,59.21,57.76,1.4500000000000028,1.4500000000000028,57.39,58.38,56.6,1.7800000000000011,1.7800000000000011,58.088,59.05,57.0,2.049999999999997,2.049999999999997,1660505,2089092,1372073,717019,717019
2018-06-24,60.078,62.05,59.07,2.979999999999997,2.979999999999997,61.232,63.45,59.59,3.8599999999999994,3.4299999999999997,59.624,61.73,58.33,3.3999999999999986,3.3999999999999986,60.739999999999995,62.69,59.3,3.3900000000000006,3.3900000000000006,2488327,3803737,1716504,2087233,1278930
2018-07-01,62.7275,63.93,61.67,2.259999999999998,1.4200000000000017,63.747499999999995,64.46,62.87,1.5899999999999963,1.5899999999999963,62.18,63.84,61.12,2.720000000000006,2.720000000000006,63.3025,64.4,62.08,2.3200000000000074,2.3200000000000074,1997795,2630593,1328804,1301789,-583110
2018-07-08,63.524,64.37,63.27,1.1000000000000014,-0.990000000000002,63.708,64.42,63.38,1.0399999999999991,-0.8999999999999986,62.74,62.92,62.4,0.5200000000000031,-0.28999999999999915,63.08,63.25,62.68,0.5700000000000003,-0.5399999999999991,1356896,1876761,879129,997632,-704331
2018-07-15,62.416,62.88,61.75,1.1300000000000026,0.18999999999999773,62.94,63.59,62.38,1.2100000000000009,0.7700000000000031,61.814,62.41,61.32,1.0899999999999963,0.6699999999999946,62.558,63.49,61.8,1.6900000000000048,0.8999999999999986,1627045,2424806,1199360,1225446,959778
2018-07-22,63.378,64.16,62.27,1.8899999999999935,-1.1199999999999974,64.152,64.56,63.65,0.9100000000000037,0.12999999999999545,62.744,63.74,61.12,2.6200000000000045,-1.980000000000004,63.412,64.31,61.81,2.5,-1.9199999999999946,2704239,3390178,1619673,1770505,56866
2018-07-29,62.466,63.29,61.78,1.509999999999998,1.509999999999998,63.17,64.71,61.8,2.9099999999999966,2.9099999999999966,61.954,63.16,60.74,2.4199999999999946,2.4199999999999946,62.95,64.32,61.7,2.6199999999999903,2.6199999999999903,2474732,3830279,1988230,1842049,-8311
