Date,iShares India 50_etf_Open_average,iShares India 50_etf_Open_max,iShares India 50_etf_Open_min,iShares India 50_etf_Open_volatility,iShares India 50_etf_Open_change,iShares India 50_etf_High_average,iShares India 50_etf_High_max,iShares India 50_etf_High_min,iShares India 50_etf_High_volatility,iShares India 50_etf_High_change,iShares India 50_etf_Low_average,iShares India 50_etf_Low_max,iShares India 50_etf_Low_min,iShares India 50_etf_Low_volatility,iShares India 50_etf_Low_change,iShares India 50_etf_Close_average,iShares India 50_etf_Close_max,iShares India 50_etf_Close_min,iShares India 50_etf_Close_volatility,iShares India 50_etf_Close_change
2018-06-24,34.93,34.93,34.93,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-07-01,35.04,35.04,35.04,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-07-08,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-07-15,35.99,35.99,35.99,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-07-22,36.9,36.9,36.9,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-07-29,37.27,37.27,37.27,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-08-05,37.23,37.23,37.23,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-08-12,36.73,36.73,36.73,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-08-19,37.35,37.35,37.35,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-08-26,37.3,37.3,37.3,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-09-02,36.33,36.33,36.33,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-09-09,36.36,36.36,36.36,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-09-16,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-09-23,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-09-30,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-10-07,32.3,32.3,32.3,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-10-14,31.93,31.93,31.93,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-10-21,31.28,31.28,31.28,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-10-28,32.85,32.85,32.85,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-11-04,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-11-11,33.69,33.69,33.69,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.68,33.68,33.68,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-11-18,33.89,33.89,33.89,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-11-25,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-12-02,34.19,34.19,34.19,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-12-09,34.08,34.08,34.08,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-12-16,34.92,34.92,34.92,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-12-23,35.12,35.12,35.12,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-12-30,34.96,34.96,34.96,0.0,0.0,35.39,35.39,35.39,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-01-06,34.8,34.8,34.8,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-01-13,34.83,34.83,34.83,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-01-20,34.66,34.66,34.66,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-01-27,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-02-03,34.67,34.67,34.67,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-02-10,34.17,34.17,34.17,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-02-17,34.51,34.51,34.51,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-02-24,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-03-03,35.41,35.41,35.41,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-03-10,37.23,37.23,37.23,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-03-17,37.48,37.48,37.48,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2019-03-24,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-03-31,38.2,38.2,38.2,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-04-07,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-04-14,38.25,38.25,38.25,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-04-21,37.79,37.79,37.79,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-04-28,38.4,38.4,38.4,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-05-05,36.3,36.3,36.3,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-05-12,36.68,36.68,36.68,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-05-19,38.64,38.64,38.64,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-05-26,38.72,38.72,38.72,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.54,38.54,38.54,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-06-02,38.88,38.88,38.88,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-06-09,38.39,38.39,38.39,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-06-16,38.01,38.01,38.01,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-06-23,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-06-30,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-07-07,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-07-14,37.37,37.37,37.37,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-07-21,37.08,37.08,37.08,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-07-28,35.54,35.54,35.54,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-08-04,35.43,35.43,35.43,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-08-11,34.69,34.69,34.69,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-08-18,34.53,34.53,34.53,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-08-25,34.73,34.73,34.73,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-09-01,34.52,34.52,34.52,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-09-08,35.27,35.27,35.27,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-09-15,36.14,36.14,36.14,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2019-09-22,36.99,36.99,36.99,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-09-29,35.8,35.8,35.8,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-10-06,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-10-13,36.99,36.99,36.99,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-10-20,37.04,37.04,37.04,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-10-27,37.75,37.75,37.75,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2019-11-03,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-11-10,37.31,37.31,37.31,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-11-17,37.47,37.47,37.47,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-11-24,37.94,37.94,37.94,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-12-01,37.9,37.9,37.9,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-12-08,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-12-15,39.04,39.04,39.04,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-12-22,38.81,38.81,38.81,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-12-29,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
