Date,First Trust ISE-Revere Natural Gas_Open_average,First Trust ISE-Revere Natural Gas_Open_max,First Trust ISE-Revere Natural Gas_Open_min,First Trust ISE-Revere Natural Gas_Open_volatility,First Trust ISE-Revere Natural Gas_Open_change,First Trust ISE-Revere Natural Gas_High_average,First Trust ISE-Revere Natural Gas_High_max,First Trust ISE-Revere Natural Gas_High_min,First Trust ISE-Revere Natural Gas_High_volatility,First Trust ISE-Revere Natural Gas_High_change,First Trust ISE-Revere Natural Gas_Low_average,First Trust ISE-Revere Natural Gas_Low_max,First Trust ISE-Revere Natural Gas_Low_min,First Trust ISE-Revere Natural Gas_Low_volatility,First Trust ISE-Revere Natural Gas_Low_change,First Trust ISE-Revere Natural Gas_Close_average,First Trust ISE-Revere Natural Gas_Close_max,First Trust ISE-Revere Natural Gas_Close_min,First Trust ISE-Revere Natural Gas_Close_volatility,First Trust ISE-Revere Natural Gas_Close_change
2019-09-22,11.49,11.49,11.49,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-09-29,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2019-10-06,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2019-10-13,10.03,10.03,10.03,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2019-10-20,10.82,10.82,10.82,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-10-27,10.98,10.98,10.98,0.0,0.0,11.5,11.5,11.5,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2019-11-03,11.27,11.27,11.27,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2019-11-10,10.88,10.88,10.88,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2019-11-17,10.35,10.35,10.35,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2019-11-24,10.27,10.27,10.27,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2019-12-01,10.5,10.5,10.5,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2019-12-08,11.01,11.01,11.01,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-12-15,11.74,11.74,11.74,0.0,0.0,12.1,12.1,12.1,0.0,0.0,11.7,11.7,11.7,0.0,0.0,12.08,12.08,12.08,0.0,0.0
2019-12-22,11.94,11.94,11.94,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2019-12-29,12.25,12.25,12.25,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.14,12.14,12.14,0.0,0.0
