Date,CCLP_stock_Open_average,CCLP_stock_Open_max,CCLP_stock_Open_min,CCLP_stock_Open_volatility,CCLP_stock_Open_change,CCLP_stock_High_average,CCLP_stock_High_max,CCLP_stock_High_min,CCLP_stock_High_volatility,CCLP_stock_High_change,CCLP_stock_Low_average,CCLP_stock_Low_max,CCLP_stock_Low_min,CCLP_stock_Low_volatility,CCLP_stock_Low_change,CCLP_stock_Close_average,CCLP_stock_Close_max,CCLP_stock_Close_min,CCLP_stock_Close_volatility,CCLP_stock_Close_change,CCLP_stock_Volume_average,CCLP_stock_Volume_max,CCLP_stock_Volume_min,CCLP_stock_Volume_volatility,CCLP_stock_Volume_change
2018-01-14,6.915,7.01,6.8,0.20999999999999996,-0.15000000000000036,6.9925,7.08,6.88,0.20000000000000018,-0.1200000000000001,6.66,6.7,6.63,0.07000000000000028,-0.04999999999999982,6.875,7.07,6.8,0.27000000000000046,0.0,127056,168327,89844,78483,-78483
2018-01-21,7.01,7.2,6.77,0.4300000000000006,0.03000000000000025,7.188,7.3,6.93,0.3700000000000001,-0.3700000000000001,6.906,7.13,6.7,0.4299999999999997,0.09999999999999964,7.062,7.29,6.8,0.4900000000000002,-0.41000000000000014,142354,178967,108979,69988,16207
2018-01-28,6.51,6.86,6.2,0.6600000000000001,-0.35000000000000053,6.69,6.86,6.5,0.3600000000000003,-0.22000000000000064,6.306,6.65,6.03,0.6200000000000001,-0.4300000000000006,6.498,6.69,6.28,0.41000000000000014,-0.1800000000000006,137580,205289,99223,106066,-68055
2018-02-04,6.382,6.5,6.3,0.20000000000000018,-0.11000000000000032,6.4559999999999995,6.59,6.3,0.29000000000000004,-0.29000000000000004,6.184,6.33,6.05,0.28000000000000025,-0.25,6.342,6.52,6.15,0.3699999999999992,-0.3699999999999992,82444,100576,59793,40783,17809
2018-02-11,6.5,6.95,6.22,0.7300000000000004,0.33000000000000007,6.678,6.95,6.45,0.5,0.13999999999999968,6.256,6.36,6.15,0.20999999999999996,0.20999999999999996,6.548,6.86,6.34,0.5200000000000005,0.1900000000000004,57656,99588,27964,71624,-35121
2018-02-18,6.94,7.5,6.3,1.2000000000000002,1.0,7.115,7.89,6.3,1.5899999999999999,1.2999999999999998,6.675,7.3,6.1,1.2000000000000002,1.0999999999999996,6.86,7.72,6.28,1.4399999999999995,1.4399999999999995,502622,1352443,49256,1303187,485604
2018-02-25,7.702,7.99,7.5,0.4900000000000002,-0.08000000000000007,7.846,8.05,7.7,0.35000000000000053,-0.07000000000000028,7.516,7.53,7.5,0.03000000000000025,-0.010000000000000675,7.638,7.73,7.5,0.23000000000000043,-0.09000000000000075,207650,354919,100763,254156,-254156
2018-03-04,7.63,7.7,7.51,0.1900000000000004,0.0,7.698,7.75,7.65,0.09999999999999964,-0.08000000000000007,7.514,7.55,7.48,0.0699999999999994,-0.03999999999999915,7.59,7.7,7.52,0.1800000000000006,-0.1800000000000006,123848,251470,48048,203422,132941
2018-03-11,7.44,7.59,7.25,0.33999999999999986,-0.2699999999999996,7.5440000000000005,7.65,7.41,0.2400000000000002,-0.10000000000000053,7.338,7.5,7.2,0.2999999999999998,-0.25,7.406,7.54,7.32,0.21999999999999975,-0.16000000000000014,94008,108415,79545,28870,-7964
2018-03-18,7.386,7.55,7.19,0.35999999999999943,0.0699999999999994,7.5040000000000004,7.66,7.37,0.29000000000000004,0.0699999999999994,7.224,7.4,7.1,0.3000000000000007,0.3000000000000007,7.336,7.5,7.16,0.33999999999999986,0.2599999999999998,140338,253844,75042,178802,-85846
2018-03-25,7.305,7.5,7.16,0.33999999999999986,-0.33999999999999986,7.375,7.5,7.24,0.2599999999999998,-0.1299999999999999,7.1925,7.3,7.15,0.14999999999999947,-0.14999999999999947,7.2375,7.35,7.17,0.17999999999999972,-0.08999999999999986,59414,83170,30644,52526,-52526
2018-04-01,7.188,7.38,7.0,0.3799999999999999,-0.29000000000000004,7.324,7.39,7.21,0.17999999999999972,-0.17999999999999972,7.024,7.1,6.82,0.27999999999999936,-0.27999999999999936,7.158,7.34,6.97,0.3700000000000001,-0.1800000000000006,91477,154927,42030,112897,81244
2018-04-08,7.234,7.41,7.05,0.3600000000000003,0.3600000000000003,7.388,7.52,7.13,0.3899999999999997,0.3899999999999997,7.126,7.24,6.9,0.33999999999999986,0.33999999999999986,7.242,7.36,7.02,0.34000000000000075,0.34000000000000075,78397,114514,41346,73168,-38788
2018-04-15,7.478,7.58,7.35,0.23000000000000043,0.17999999999999972,7.612,7.67,7.56,0.11000000000000032,0.05000000000000071,7.38,7.5,7.31,0.1900000000000004,0.14000000000000057,7.508,7.61,7.37,0.2400000000000002,0.2400000000000002,99959,135072,65141,69931,-16542
2018-04-22,7.474,7.6,7.35,0.25,-0.11999999999999922,7.526,7.6,7.45,0.14999999999999947,-0.11999999999999922,7.404,7.51,7.32,0.1899999999999995,-0.09999999999999964,7.458,7.57,7.4,0.16999999999999993,-0.14000000000000057,57405,63540,51633,11907,5135
2018-04-29,7.432,7.5,7.4,0.09999999999999964,0.009999999999999787,7.48,7.53,7.41,0.1200000000000001,-0.1200000000000001,7.352,7.38,7.24,0.13999999999999968,-0.13999999999999968,7.426,7.52,7.32,0.1999999999999993,-0.1999999999999993,75356,94466,53309,41157,-19995
2018-05-06,6.798,7.25,6.44,0.8099999999999996,-0.8099999999999996,6.8999999999999995,7.35,6.56,0.79,-0.79,6.51,6.79,6.35,0.4400000000000004,-0.17999999999999972,6.644,6.86,6.47,0.39000000000000057,-0.15000000000000036,134229,289266,48119,241147,-241147
2018-05-13,6.428,6.5,6.32,0.17999999999999972,-0.17999999999999972,6.474,6.56,6.38,0.17999999999999972,-0.17999999999999972,6.334,6.46,6.21,0.25,-0.20000000000000018,6.39,6.53,6.26,0.27000000000000046,-0.27000000000000046,92446,119198,61644,57554,25430
2018-05-20,6.262,6.38,6.22,0.16000000000000014,-0.020000000000000462,6.312,6.45,6.22,0.23000000000000043,-0.23000000000000043,6.114,6.25,5.7,0.5499999999999998,-0.54,6.186,6.38,5.81,0.5700000000000003,-0.5700000000000003,144651,277114,92172,184942,169935
2018-05-27,5.83,5.9,5.75,0.15000000000000036,0.10999999999999943,5.905,5.96,5.83,0.1299999999999999,0.07000000000000028,5.7,5.8,5.62,0.17999999999999972,0.08000000000000007,5.825,5.94,5.72,0.22000000000000064,0.03000000000000025,99187,120483,85814,34669,-34669
2018-06-03,5.72,5.76,5.62,0.13999999999999968,0.03000000000000025,5.803999999999999,5.84,5.77,0.07000000000000028,-0.040000000000000036,5.644,5.7,5.55,0.15000000000000036,0.15000000000000036,5.736,5.78,5.65,0.1299999999999999,0.09999999999999964,123925,185279,86695,98584,-98584
2018-06-10,5.636,5.82,5.41,0.41000000000000014,-0.34999999999999964,5.728,5.91,5.53,0.3799999999999999,-0.3799999999999999,5.548,5.76,5.37,0.3899999999999997,-0.3700000000000001,5.602,5.82,5.46,0.3600000000000003,-0.3600000000000003,98928,138975,59758,79217,71369
2018-06-17,5.408,5.53,5.29,0.2400000000000002,-0.019999999999999574,5.548,5.65,5.46,0.1900000000000004,0.09999999999999964,5.276,5.4,5.2,0.20000000000000018,0.10000000000000053,5.406,5.53,5.31,0.22000000000000064,0.04999999999999982,111467,139533,60149,79384,-25531
2018-06-24,5.384,5.5,5.23,0.2699999999999996,-0.09999999999999964,5.502,5.68,5.42,0.2599999999999998,0.17999999999999972,5.266,5.35,5.15,0.1999999999999993,0.1999999999999993,5.398,5.58,5.26,0.3200000000000003,0.3200000000000003,113442,171829,80419,91410,-72477
2018-07-01,5.452500000000001,5.58,5.4,0.17999999999999972,-0.17999999999999972,5.51,5.58,5.48,0.09999999999999964,-0.08999999999999986,5.3675,5.38,5.34,0.040000000000000036,-0.009999999999999787,5.425000000000001,5.46,5.4,0.05999999999999961,0.05999999999999961,59919,71121,51626,19495,-19495
2018-07-08,5.624,5.71,5.47,0.2400000000000002,0.1299999999999999,5.72,5.83,5.6,0.23000000000000043,0.09000000000000075,5.552,5.65,5.46,0.1900000000000004,0.04999999999999982,5.658,5.75,5.59,0.16000000000000014,0.07000000000000028,91134,154552,49278,105274,-49507
