Date,Vanguard Consumer Discretionary_Open_average,Vanguard Consumer Discretionary_Open_max,Vanguard Consumer Discretionary_Open_min,Vanguard Consumer Discretionary_Open_volatility,Vanguard Consumer Discretionary_Open_change,Vanguard Consumer Discretionary_High_average,Vanguard Consumer Discretionary_High_max,Vanguard Consumer Discretionary_High_min,Vanguard Consumer Discretionary_High_volatility,Vanguard Consumer Discretionary_High_change,Vanguard Consumer Discretionary_Low_average,Vanguard Consumer Discretionary_Low_max,Vanguard Consumer Discretionary_Low_min,Vanguard Consumer Discretionary_Low_volatility,Vanguard Consumer Discretionary_Low_change,Vanguard Consumer Discretionary_Close_average,Vanguard Consumer Discretionary_Close_max,Vanguard Consumer Discretionary_Close_min,Vanguard Consumer Discretionary_Close_volatility,Vanguard Consumer Discretionary_Close_change
2019-09-15,183.02,183.02,183.02,0.0,0.0,183.42,183.42,183.42,0.0,0.0,180.63,180.63,180.63,0.0,0.0,180.63,180.63,180.63,0.0,0.0
2019-09-22,179.89,179.89,179.89,0.0,0.0,179.89,179.89,179.89,0.0,0.0,177.56,177.56,177.56,0.0,0.0,178.43,178.43,178.43,0.0,0.0
2019-09-29,176.57,176.57,176.57,0.0,0.0,177.88,177.88,177.88,0.0,0.0,176.43,176.43,176.43,0.0,0.0,177.87,177.87,177.87,0.0,0.0
2019-10-06,179.71,179.71,179.71,0.0,0.0,181.59,181.59,181.59,0.0,0.0,179.71,179.71,179.71,0.0,0.0,180.03,180.03,180.03,0.0,0.0
2019-10-13,182.85,182.85,182.85,0.0,0.0,183.2,183.2,183.2,0.0,0.0,181.79,181.79,181.79,0.0,0.0,182.59,182.59,182.59,0.0,0.0
2019-10-20,179.95,179.95,179.95,0.0,0.0,182.82,182.82,182.82,0.0,0.0,179.93,179.93,179.93,0.0,0.0,182.37,182.37,182.37,0.0,0.0
2019-10-27,182.48,182.48,182.48,0.0,0.0,182.76,182.76,182.76,0.0,0.0,182.17,182.17,182.17,0.0,0.0,182.5,182.5,182.5,0.0,0.0
2019-11-03,182.77,182.77,182.77,0.0,0.0,182.9,182.9,182.9,0.0,0.0,182.05,182.05,182.05,0.0,0.0,182.85,182.85,182.85,0.0,0.0
2019-11-10,183.3,183.3,183.3,0.0,0.0,183.32,183.32,183.32,0.0,0.0,182.55,182.55,182.55,0.0,0.0,182.91,182.91,182.91,0.0,0.0
2019-11-17,180.75,180.75,180.75,0.0,0.0,181.35,181.35,181.35,0.0,0.0,180.31,180.31,180.31,0.0,0.0,181.35,181.35,181.35,0.0,0.0
2019-11-24,186.04,186.04,186.04,0.0,0.0,186.09,186.09,186.09,0.0,0.0,184.65,184.65,184.65,0.0,0.0,184.78,184.78,184.78,0.0,0.0
2019-12-01,183.36,183.36,183.36,0.0,0.0,184.22,184.22,184.22,0.0,0.0,183.36,183.36,183.36,0.0,0.0,183.8,183.8,183.8,0.0,0.0
2019-12-08,185.83,185.83,185.83,0.0,0.0,186.45,186.45,186.45,0.0,0.0,185.03,185.03,185.03,0.0,0.0,185.81,185.81,185.81,0.0,0.0
2019-12-15,188.49,188.49,188.49,0.0,0.0,188.61,188.61,188.61,0.0,0.0,188.12,188.12,188.12,0.0,0.0,188.12,188.12,188.12,0.0,0.0
2019-12-22,191.19,191.19,191.19,0.0,0.0,191.66,191.66,191.66,0.0,0.0,190.38,190.38,190.38,0.0,0.0,190.6,190.6,190.6,0.0,0.0
2019-12-29,189.19,189.19,189.19,0.0,0.0,190.81,190.81,190.81,0.0,0.0,189.19,189.19,189.19,0.0,0.0,190.37,190.37,190.37,0.0,0.0
