Date,Vanguard Consumer Discretionary_Open_average,Vanguard Consumer Discretionary_Open_max,Vanguard Consumer Discretionary_Open_min,Vanguard Consumer Discretionary_Open_volatility,Vanguard Consumer Discretionary_Open_change,Vanguard Consumer Discretionary_High_average,Vanguard Consumer Discretionary_High_max,Vanguard Consumer Discretionary_High_min,Vanguard Consumer Discretionary_High_volatility,Vanguard Consumer Discretionary_High_change,Vanguard Consumer Discretionary_Low_average,Vanguard Consumer Discretionary_Low_max,Vanguard Consumer Discretionary_Low_min,Vanguard Consumer Discretionary_Low_volatility,Vanguard Consumer Discretionary_Low_change,Vanguard Consumer Discretionary_Close_average,Vanguard Consumer Discretionary_Close_max,Vanguard Consumer Discretionary_Close_min,Vanguard Consumer Discretionary_Close_volatility,Vanguard Consumer Discretionary_Close_change
2018-01-14,165.79,165.79,165.79,0.0,0.0,166.49,166.49,166.49,0.0,0.0,165.22,165.22,165.22,0.0,0.0,166.47,166.47,166.47,0.0,0.0
2018-01-21,170.11,170.11,170.11,0.0,0.0,171.02,171.02,171.02,0.0,0.0,169.39,169.39,169.39,0.0,0.0,171.02,171.02,171.02,0.0,0.0
2018-01-28,168.0,168.0,168.0,0.0,0.0,168.78,168.78,168.78,0.0,0.0,165.31,165.31,165.31,0.0,0.0,165.62,165.62,165.62,0.0,0.0
2018-02-04,158.55,158.55,158.55,0.0,0.0,159.41,159.41,159.41,0.0,0.0,152.43,152.43,152.43,0.0,0.0,158.05,158.05,158.05,0.0,0.0
2018-02-11,164.52,164.52,164.52,0.0,0.0,165.63,165.63,165.63,0.0,0.0,164.0,164.0,164.0,0.0,0.0,164.34,164.34,164.34,0.0,0.0
2018-02-18,164.61,164.61,164.61,0.0,0.0,165.85,165.85,165.85,0.0,0.0,163.94,163.94,163.94,0.0,0.0,165.85,165.85,165.85,0.0,0.0
2018-02-25,159.24,159.24,159.24,0.0,0.0,161.67,161.67,161.67,0.0,0.0,158.47,158.47,158.47,0.0,0.0,161.43,161.43,161.43,0.0,0.0
2018-03-04,164.87,164.87,164.87,0.0,0.0,166.36,166.36,166.36,0.0,0.0,164.47,164.47,164.47,0.0,0.0,166.35,166.35,166.35,0.0,0.0
2018-03-11,164.85,164.85,164.85,0.0,0.0,165.5,165.5,165.5,0.0,0.0,164.57,164.57,164.57,0.0,0.0,164.57,164.57,164.57,0.0,0.0
2018-03-18,160.25,160.25,160.25,0.0,0.0,161.03,161.03,161.03,0.0,0.0,156.85,156.85,156.85,0.0,0.0,156.93,156.93,156.93,0.0,0.0
2018-03-25,156.67,156.67,156.67,0.0,0.0,159.24,159.24,159.24,0.0,0.0,155.89,155.89,155.89,0.0,0.0,158.62,158.62,158.62,0.0,0.0
2018-04-01,159.87,159.87,159.87,0.0,0.0,161.03,161.03,161.03,0.0,0.0,156.96,156.96,156.96,0.0,0.0,157.98,157.98,157.98,0.0,0.0
2018-04-08,160.38,160.38,160.38,0.0,0.0,160.56,160.56,160.56,0.0,0.0,158.24,158.24,158.24,0.0,0.0,158.71,158.71,158.71,0.0,0.0
2018-04-15,162.78,162.78,162.78,0.0,0.0,162.96,162.96,162.96,0.0,0.0,160.5,160.5,160.5,0.0,0.0,160.91,160.91,160.91,0.0,0.0
2018-04-22,164.0,164.0,164.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,161.97,161.97,161.97,0.0,0.0,162.39,162.39,162.39,0.0,0.0
2018-04-29,159.69,159.69,159.69,0.0,0.0,162.79,162.79,162.79,0.0,0.0,159.68,159.68,159.68,0.0,0.0,162.37,162.37,162.37,0.0,0.0
2018-05-06,163.71,163.71,163.71,0.0,0.0,163.98,163.98,163.98,0.0,0.0,163.26,163.26,163.26,0.0,0.0,163.77,163.77,163.77,0.0,0.0
2018-05-13,164.26,164.26,164.26,0.0,0.0,164.3,164.3,164.3,0.0,0.0,163.69,163.69,163.69,0.0,0.0,164.04,164.04,164.04,0.0,0.0
2018-05-20,165.38,165.38,165.38,0.0,0.0,166.17,166.17,166.17,0.0,0.0,165.28,165.28,165.28,0.0,0.0,165.62,165.62,165.62,0.0,0.0
2018-05-27,165.93,165.93,165.93,0.0,0.0,166.68,166.68,166.68,0.0,0.0,165.93,165.93,165.93,0.0,0.0,166.56,166.56,166.56,0.0,0.0
2018-06-03,171.47,171.47,171.47,0.0,0.0,172.37,172.37,172.37,0.0,0.0,170.45,170.45,170.45,0.0,0.0,172.31,172.31,172.31,0.0,0.0
2018-06-10,174.27,174.27,174.27,0.0,0.0,175.38,175.38,175.38,0.0,0.0,174.01,174.01,174.01,0.0,0.0,175.29,175.29,175.29,0.0,0.0
2018-06-17,175.1,175.1,175.1,0.0,0.0,175.1,175.1,175.1,0.0,0.0,173.37,173.37,173.37,0.0,0.0,173.51,173.51,173.51,0.0,0.0
2018-06-24,170.77,170.77,170.77,0.0,0.0,171.3,171.3,171.3,0.0,0.0,169.6,169.6,169.6,0.0,0.0,169.63,169.63,169.63,0.0,0.0
2018-07-01,169.81,169.81,169.81,0.0,0.0,171.37,171.37,171.37,0.0,0.0,169.56,169.56,169.56,0.0,0.0,171.15,171.15,171.15,0.0,0.0
2018-07-08,173.91,173.91,173.91,0.0,0.0,174.67,174.67,174.67,0.0,0.0,173.91,173.91,173.91,0.0,0.0,174.41,174.41,174.41,0.0,0.0
2018-07-15,175.4,175.4,175.4,0.0,0.0,175.45,175.45,175.45,0.0,0.0,174.48,174.48,174.48,0.0,0.0,174.55,174.55,174.55,0.0,0.0
2018-07-22,175.66,175.66,175.66,0.0,0.0,175.66,175.66,175.66,0.0,0.0,171.94,171.94,171.94,0.0,0.0,172.6,172.6,172.6,0.0,0.0
2018-07-29,173.46,173.46,173.46,0.0,0.0,173.59,173.59,173.59,0.0,0.0,172.89,172.89,172.89,0.0,0.0,173.23,173.23,173.23,0.0,0.0
2018-08-05,175.52,175.52,175.52,0.0,0.0,176.02,176.02,176.02,0.0,0.0,174.85,174.85,174.85,0.0,0.0,175.3,175.3,175.3,0.0,0.0
2018-08-12,174.66,174.66,174.66,0.0,0.0,175.58,175.58,175.58,0.0,0.0,174.05,174.05,174.05,0.0,0.0,175.24,175.24,175.24,0.0,0.0
2018-08-19,178.31,178.31,178.31,0.0,0.0,178.66,178.66,178.66,0.0,0.0,178.04,178.04,178.04,0.0,0.0,178.32,178.32,178.32,0.0,0.0
2018-08-26,179.8,179.8,179.8,0.0,0.0,180.96,180.96,180.96,0.0,0.0,179.8,179.8,179.8,0.0,0.0,180.9,180.9,180.9,0.0,0.0
2018-09-02,177.89,177.89,177.89,0.0,0.0,179.77,179.77,179.77,0.0,0.0,177.89,177.89,177.89,0.0,0.0,178.69,178.69,178.69,0.0,0.0
2018-09-09,180.97,180.97,180.97,0.0,0.0,181.0,181.0,181.0,0.0,0.0,179.75,179.75,179.75,0.0,0.0,180.67,180.67,180.67,0.0,0.0
2018-09-16,182.21,182.21,182.21,0.0,0.0,182.5,182.5,182.5,0.0,0.0,180.54,180.54,180.54,0.0,0.0,180.83,180.83,180.83,0.0,0.0
2018-09-23,180.54,180.54,180.54,0.0,0.0,181.47,181.47,181.47,0.0,0.0,180.38,180.38,180.38,0.0,0.0,180.45,180.45,180.45,0.0,0.0
2018-09-30,174.2,174.2,174.2,0.0,0.0,174.67,174.67,174.67,0.0,0.0,171.01,171.01,171.01,0.0,0.0,172.6,172.6,172.6,0.0,0.0
2018-10-07,166.48,166.48,166.48,0.0,0.0,167.5,167.5,167.5,0.0,0.0,164.31,164.31,164.31,0.0,0.0,166.63,166.63,166.63,0.0,0.0
2018-10-14,165.59,165.59,165.59,0.0,0.0,166.13,166.13,166.13,0.0,0.0,163.0,163.0,163.0,0.0,0.0,163.5,163.5,163.5,0.0,0.0
2018-10-21,160.12,160.12,160.12,0.0,0.0,161.47,161.47,161.47,0.0,0.0,157.09,157.09,157.09,0.0,0.0,159.0,159.0,159.0,0.0,0.0
2018-10-28,166.89,166.89,166.89,0.0,0.0,168.16,168.16,168.16,0.0,0.0,164.53,164.53,164.53,0.0,0.0,166.08,166.08,166.08,0.0,0.0
2018-11-04,170.28,170.28,170.28,0.0,0.0,170.58,170.58,170.58,0.0,0.0,167.69,167.69,167.69,0.0,0.0,168.34,168.34,168.34,0.0,0.0
2018-11-11,162.26,162.26,162.26,0.0,0.0,163.53,163.53,163.53,0.0,0.0,161.6,161.6,161.6,0.0,0.0,163.13,163.13,163.13,0.0,0.0
2018-11-18,156.81,156.81,156.81,0.0,0.0,157.9,157.9,157.9,0.0,0.0,156.55,156.55,156.55,0.0,0.0,156.96,156.96,156.96,0.0,0.0
2018-11-25,164.57,164.57,164.57,0.0,0.0,166.29,166.29,166.29,0.0,0.0,164.5,164.5,164.5,0.0,0.0,165.76,165.76,165.76,0.0,0.0
2018-12-02,163.17,163.17,163.17,0.0,0.0,164.53,164.53,164.53,0.0,0.0,158.14,158.14,158.14,0.0,0.0,158.45,158.45,158.45,0.0,0.0
2018-12-09,156.87,156.87,156.87,0.0,0.0,158.29,158.29,158.29,0.0,0.0,155.17,155.17,155.17,0.0,0.0,155.64,155.64,155.64,0.0,0.0
2018-12-16,146.8,146.8,146.8,0.0,0.0,148.68,148.68,148.68,0.0,0.0,142.09,142.09,142.09,0.0,0.0,142.39,142.39,142.39,0.0,0.0
2018-12-23,149.43,149.43,149.43,0.0,0.0,151.24,151.24,151.24,0.0,0.0,147.56,147.56,147.56,0.0,0.0,149.06,149.06,149.06,0.0,0.0
2018-12-30,150.61,150.61,150.61,0.0,0.0,154.73,154.73,154.73,0.0,0.0,150.45,150.45,150.45,0.0,0.0,153.66,153.66,153.66,0.0,0.0
2019-01-06,159.11,159.11,159.11,0.0,0.0,160.4,160.4,160.4,0.0,0.0,158.9,158.9,158.9,0.0,0.0,159.91,159.91,159.91,0.0,0.0
2019-01-13,162.4,162.4,162.4,0.0,0.0,163.97,163.97,163.97,0.0,0.0,162.13,162.13,162.13,0.0,0.0,163.27,163.27,163.27,0.0,0.0
2019-01-20,163.0,163.0,163.0,0.0,0.0,163.73,163.73,163.73,0.0,0.0,162.84,162.84,162.84,0.0,0.0,163.26,163.26,163.26,0.0,0.0
2019-01-27,164.16,164.16,164.16,0.0,0.0,164.84,164.84,164.84,0.0,0.0,163.09,163.09,163.09,0.0,0.0,163.47,163.47,163.47,0.0,0.0
2019-02-03,162.69,162.69,162.69,0.0,0.0,163.0,163.0,163.0,0.0,0.0,161.86,161.86,161.86,0.0,0.0,162.95,162.95,162.95,0.0,0.0
2019-02-10,167.3,167.3,167.3,0.0,0.0,167.73,167.73,167.73,0.0,0.0,166.76,166.76,166.76,0.0,0.0,167.31,167.31,167.31,0.0,0.0
2019-02-17,168.33,168.33,168.33,0.0,0.0,168.98,168.98,168.98,0.0,0.0,168.19,168.19,168.19,0.0,0.0,168.98,168.98,168.98,0.0,0.0
2019-02-24,169.6,169.6,169.6,0.0,0.0,170.05,170.05,170.05,0.0,0.0,168.41,168.41,168.41,0.0,0.0,169.51,169.51,169.51,0.0,0.0
2019-03-03,164.42,164.42,164.42,0.0,0.0,164.9,164.9,164.9,0.0,0.0,163.66,163.66,163.66,0.0,0.0,164.89,164.89,164.89,0.0,0.0
2019-03-10,168.01,168.01,168.01,0.0,0.0,168.57,168.57,168.57,0.0,0.0,167.56,167.56,167.56,0.0,0.0,168.28,168.28,168.28,0.0,0.0
2019-03-17,171.47,171.47,171.47,0.0,0.0,171.67,171.67,171.67,0.0,0.0,168.72,168.72,168.72,0.0,0.0,168.79,168.79,168.79,0.0,0.0
2019-03-24,172.51,172.51,172.51,0.0,0.0,172.64,172.64,172.64,0.0,0.0,171.97,171.97,171.97,0.0,0.0,172.41,172.41,172.41,0.0,0.0
2019-03-31,177.2,177.2,177.2,0.0,0.0,177.93,177.93,177.93,0.0,0.0,177.2,177.2,177.2,0.0,0.0,177.89,177.89,177.89,0.0,0.0
2019-04-07,178.71,178.71,178.71,0.0,0.0,179.37,179.37,179.37,0.0,0.0,178.54,178.54,178.54,0.0,0.0,178.96,178.96,178.96,0.0,0.0
2019-04-14,180.71,180.71,180.71,0.0,0.0,180.88,180.88,180.88,0.0,0.0,179.78,179.78,179.78,0.0,0.0,180.45,180.45,180.45,0.0,0.0
2019-04-21,181.46,181.46,181.46,0.0,0.0,182.25,182.25,182.25,0.0,0.0,180.4,180.4,180.4,0.0,0.0,182.25,182.25,182.25,0.0,0.0
2019-04-28,181.31,181.31,181.31,0.0,0.0,182.5,182.5,182.5,0.0,0.0,181.02,181.02,181.02,0.0,0.0,182.18,182.18,182.18,0.0,0.0
2019-05-05,176.84,176.84,176.84,0.0,0.0,178.1,178.1,178.1,0.0,0.0,174.24,174.24,174.24,0.0,0.0,177.32,177.32,177.32,0.0,0.0
2019-05-12,174.87,174.87,174.87,0.0,0.0,177.06,177.06,177.06,0.0,0.0,174.79,174.79,174.79,0.0,0.0,174.79,174.79,174.79,0.0,0.0
2019-05-19,171.56,171.56,171.56,0.0,0.0,171.91,171.91,171.91,0.0,0.0,170.35,170.35,170.35,0.0,0.0,171.03,171.03,171.03,0.0,0.0
2019-05-26,167.11,167.11,167.11,0.0,0.0,167.63,167.63,167.63,0.0,0.0,166.5,166.5,166.5,0.0,0.0,166.9,166.9,166.9,0.0,0.0
2019-06-02,172.4,172.4,172.4,0.0,0.0,174.55,174.55,174.55,0.0,0.0,172.4,172.4,172.4,0.0,0.0,174.18,174.18,174.18,0.0,0.0
2019-06-09,177.79,177.79,177.79,0.0,0.0,178.44,178.44,178.44,0.0,0.0,177.6,177.6,177.6,0.0,0.0,178.04,178.04,178.04,0.0,0.0
2019-06-16,180.19,180.19,180.19,0.0,0.0,180.66,180.66,180.66,0.0,0.0,179.67,179.67,179.67,0.0,0.0,179.83,179.83,179.83,0.0,0.0
2019-06-23,179.08,179.08,179.08,0.0,0.0,179.71,179.71,179.71,0.0,0.0,179.08,179.08,179.08,0.0,0.0,179.39,179.39,179.39,0.0,0.0
2019-06-30,181.76,181.76,181.76,0.0,0.0,183.05,183.05,183.05,0.0,0.0,181.38,181.38,181.38,0.0,0.0,182.97,182.97,182.97,0.0,0.0
2019-07-07,184.57,184.57,184.57,0.0,0.0,186.34,186.34,186.34,0.0,0.0,184.57,184.57,184.57,0.0,0.0,186.21,186.21,186.21,0.0,0.0
2019-07-14,185.47,185.47,185.47,0.0,0.0,185.72,185.72,185.72,0.0,0.0,183.63,183.63,183.63,0.0,0.0,183.64,183.64,183.64,0.0,0.0
2019-07-21,185.04,185.04,185.04,0.0,0.0,185.73,185.73,185.73,0.0,0.0,184.6,184.6,184.6,0.0,0.0,185.65,185.65,185.65,0.0,0.0
2019-07-28,178.05,178.05,178.05,0.0,0.0,178.3,178.3,178.3,0.0,0.0,176.48,176.48,176.48,0.0,0.0,177.16,177.16,177.16,0.0,0.0
2019-08-04,178.78,178.78,178.78,0.0,0.0,179.06,179.06,179.06,0.0,0.0,176.84,176.84,176.84,0.0,0.0,177.51,177.51,177.51,0.0,0.0
2019-08-11,172.55,172.55,172.55,0.0,0.0,173.92,173.92,173.92,0.0,0.0,172.49,172.49,172.49,0.0,0.0,173.64,173.64,173.64,0.0,0.0
2019-08-18,177.5,177.5,177.5,0.0,0.0,178.18,178.18,178.18,0.0,0.0,173.16,173.16,173.16,0.0,0.0,173.88,173.88,173.88,0.0,0.0
2019-08-25,179.9,179.9,179.9,0.0,0.0,180.15,180.15,180.15,0.0,0.0,177.8,177.8,177.8,0.0,0.0,178.32,178.32,178.32,0.0,0.0
2019-09-01,183.12,183.12,183.12,0.0,0.0,183.66,183.66,183.66,0.0,0.0,182.7,182.7,182.7,0.0,0.0,183.08,183.08,183.08,0.0,0.0
2019-09-08,185.75,185.75,185.75,0.0,0.0,186.07,186.07,186.07,0.0,0.0,184.9,184.9,184.9,0.0,0.0,185.01,185.01,185.01,0.0,0.0
