Date,SPDR S&P 500 Growth_etf_Open_average,SPDR S&P 500 Growth_etf_Open_max,SPDR S&P 500 Growth_etf_Open_min,SPDR S&P 500 Growth_etf_Open_volatility,SPDR S&P 500 Growth_etf_Open_change,SPDR S&P 500 Growth_etf_High_average,SPDR S&P 500 Growth_etf_High_max,SPDR S&P 500 Growth_etf_High_min,SPDR S&P 500 Growth_etf_High_volatility,SPDR S&P 500 Growth_etf_High_change,SPDR S&P 500 Growth_etf_Low_average,SPDR S&P 500 Growth_etf_Low_max,SPDR S&P 500 Growth_etf_Low_min,SPDR S&P 500 Growth_etf_Low_volatility,SPDR S&P 500 Growth_etf_Low_change,SPDR S&P 500 Growth_etf_Close_average,SPDR S&P 500 Growth_etf_Close_max,SPDR S&P 500 Growth_etf_Close_min,SPDR S&P 500 Growth_etf_Close_volatility,SPDR S&P 500 Growth_etf_Close_change
2018-01-14,34.96,34.96,34.96,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-01-21,35.5,35.5,35.5,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-01-28,35.06,35.06,35.06,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-02-04,32.68,32.68,32.68,0.0,0.0,33.1,33.1,33.1,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-02-11,34.44,34.44,34.44,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-02-18,34.56,34.56,34.56,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-02-25,33.8,33.8,33.8,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.63,33.63,33.63,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-03-04,35.3,35.3,35.3,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-03-11,35.39,35.39,35.39,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2018-03-18,33.73,33.73,33.73,0.0,0.0,33.86,33.86,33.86,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-03-25,33.12,33.12,33.12,0.0,0.0,33.78,33.78,33.78,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-04-01,33.36,33.36,33.36,0.0,0.0,33.66,33.66,33.66,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-04-08,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-04-15,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-04-22,34.01,34.01,34.01,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-04-29,33.54,33.54,33.54,0.0,0.0,34.22,34.22,34.22,0.0,0.0,33.49,33.49,33.49,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-05-06,34.99,34.99,34.99,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-05-13,34.79,34.79,34.79,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-05-20,35.1,35.1,35.1,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-05-27,35.24,35.24,35.24,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-06-03,35.85,35.85,35.85,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-06-10,36.2,36.2,36.2,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-06-17,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-06-24,35.26,35.26,35.26,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2018-07-01,35.46,35.46,35.46,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-07-08,36.5,36.5,36.5,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-07-15,36.61,36.61,36.61,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-07-22,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2018-07-29,36.77,36.77,36.77,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-08-05,36.98,36.98,36.98,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-08-12,36.9,36.9,36.9,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-08-19,37.28,37.28,37.28,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-08-26,38.02,38.02,38.02,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2018-09-02,37.42,37.42,37.42,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-09-09,38.14,38.14,38.14,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2018-09-16,38.38,38.38,38.38,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-09-23,38.16,38.16,38.16,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-09-30,37.78,37.78,37.78,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2018-10-07,36.04,36.04,36.04,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.45,35.45,35.45,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-10-14,36.06,36.06,36.06,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-10-21,34.47,34.47,34.47,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-10-28,35.65,35.65,35.65,0.0,0.0,35.78,35.78,35.78,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-11-04,36.19,36.19,36.19,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-11-11,34.98,34.98,34.98,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2018-11-18,33.67,33.67,33.67,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-11-25,35.39,35.39,35.39,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2018-12-02,34.9,34.9,34.9,0.0,0.0,35.11,35.11,35.11,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-12-09,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-12-16,32.16,32.16,32.16,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-12-23,32.42,32.42,32.42,0.0,0.0,32.65,32.65,32.65,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-12-30,32.1,32.1,32.1,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-01-06,33.49,33.49,33.49,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-01-13,34.42,34.42,34.42,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-01-20,34.34,34.34,34.34,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-27,34.89,34.89,34.89,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-02-03,34.74,34.74,34.74,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.74,34.74,34.74,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-02-10,35.87,35.87,35.87,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-02-17,36.04,36.04,36.04,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-02-24,36.6,36.6,36.6,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-03-03,35.66,35.66,35.66,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2019-03-10,36.79,36.79,36.79,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-03-17,37.22,37.22,37.22,0.0,0.0,37.31,37.31,37.31,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-03-24,37.17,37.17,37.17,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-03-31,37.8,37.8,37.8,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-04-07,37.99,37.99,37.99,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-04-14,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-04-21,38.52,38.52,38.52,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-04-28,38.42,38.42,38.42,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-05-05,37.61,37.61,37.61,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.91,37.91,37.91,0.0,0.0
