Date,SPDR S&P 500 Growth_etf_Open_average,SPDR S&P 500 Growth_etf_Open_max,SPDR S&P 500 Growth_etf_Open_min,SPDR S&P 500 Growth_etf_Open_volatility,SPDR S&P 500 Growth_etf_Open_change,SPDR S&P 500 Growth_etf_High_average,SPDR S&P 500 Growth_etf_High_max,SPDR S&P 500 Growth_etf_High_min,SPDR S&P 500 Growth_etf_High_volatility,SPDR S&P 500 Growth_etf_High_change,SPDR S&P 500 Growth_etf_Low_average,SPDR S&P 500 Growth_etf_Low_max,SPDR S&P 500 Growth_etf_Low_min,SPDR S&P 500 Growth_etf_Low_volatility,SPDR S&P 500 Growth_etf_Low_change,SPDR S&P 500 Growth_etf_Close_average,SPDR S&P 500 Growth_etf_Close_max,SPDR S&P 500 Growth_etf_Close_min,SPDR S&P 500 Growth_etf_Close_volatility,SPDR S&P 500 Growth_etf_Close_change
2019-05-12,37.8,37.8,37.8,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-05-19,37.58,37.58,37.58,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-05-26,36.72,36.72,36.72,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-06-02,37.81,37.81,37.81,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-06-09,38.26,38.26,38.26,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-06-16,39.17,39.17,39.17,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-06-23,38.69,38.69,38.69,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-06-30,39.39,39.39,39.39,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-07-07,39.74,39.74,39.74,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2019-07-14,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-07-21,39.82,39.82,39.82,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-07-28,38.9,38.9,38.9,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-08-04,38.85,38.85,38.85,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-08-11,38.17,38.17,38.17,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-08-18,38.71,38.71,38.71,0.0,0.0,38.96,38.96,38.96,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-08-25,39.14,39.14,39.14,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-09-01,39.6,39.6,39.6,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-09-08,39.56,39.56,39.56,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-09-15,39.63,39.63,39.63,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-09-22,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-09-29,38.28,38.28,38.28,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-10-06,38.88,38.88,38.88,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-10-13,39.12,39.12,39.12,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-10-20,38.92,38.92,38.92,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-10-27,39.77,39.77,39.77,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-11-03,39.81,39.81,39.81,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-11-10,40.28,40.28,40.28,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-11-17,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-11-24,41.01,41.01,41.01,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-12-01,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2019-12-08,41.07,41.07,41.07,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-12-15,41.89,41.89,41.89,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-12-22,42.26,42.26,42.26,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-12-29,42.0,42.0,42.0,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.19,42.19,42.19,0.0,0.0
