Date,JAZZStock_Open_average,JAZZStock_Open_max,JAZZStock_Open_min,JAZZStock_Open_volatility,JAZZStock_Open_change,JAZZStock_High_average,JAZZStock_High_max,JAZZStock_High_min,JAZZStock_High_volatility,JAZZStock_High_change,JAZZStock_Low_average,JAZZStock_Low_max,JAZZStock_Low_min,JAZZStock_Low_volatility,JAZZStock_Low_change,JAZZStock_Close_average,JAZZStock_Close_max,JAZZStock_Close_min,JAZZStock_Close_volatility,JAZZStock_Close_change,JAZZStock_Volume_average,JAZZStock_Volume_max,JAZZStock_Volume_min,JAZZStock_Volume_volatility,JAZZStock_Volume_change
2018-01-14,150.5475,152.16,149.75,2.4099999999999966,-2.4099999999999966,151.0375,152.93,150.0,2.930000000000007,-2.930000000000007,148.255,149.31,147.51,1.8000000000000114,-1.8000000000000114,149.365,149.8,148.7,1.1000000000000227,-1.1000000000000227,485525,630005,417379,212626,-212626
2018-01-21,152.698,154.13,149.51,4.6200000000000045,4.6200000000000045,153.986,155.91,152.46,3.4499999999999886,3.4499999999999886,151.144,153.12,148.73,4.390000000000015,4.390000000000015,153.446,155.79,152.42,3.3700000000000045,3.3700000000000045,406566,508612,342788,165824,-165824
2018-01-28,150.208,154.72,145.39,9.330000000000013,-9.069999999999993,151.35,157.34,145.95,11.390000000000015,-11.390000000000015,147.386,153.84,143.19,10.650000000000006,-10.650000000000006,148.312,155.77,143.83,11.939999999999998,-11.939999999999998,417390,540439,343788,196651,-71232
2018-02-04,141.114,143.33,136.71,6.6200000000000045,-1.3499999999999943,143.95,145.03,141.98,3.0500000000000114,-3.0500000000000114,137.51,141.39,134.31,7.079999999999984,-4.280000000000001,140.742,143.01,138.51,4.5,0.6700000000000159,447901,700070,317200,382870,-8138
2018-02-11,142.31199999999998,146.91,139.42,7.490000000000009,3.1599999999999966,144.78799999999998,146.91,142.14,4.77000000000001,4.1299999999999955,140.502,143.55,138.33,5.219999999999999,4.430000000000007,143.384,145.84,139.92,5.920000000000016,5.840000000000003,286039,327212,241356,85856,53375
2018-02-18,145.265,146.0,144.78,1.2199999999999989,0.5599999999999739,147.0875,147.68,146.59,1.0900000000000034,0.9000000000000057,144.02249999999998,144.26,143.79,0.46999999999999886,0.2400000000000091,145.5125,147.46,144.42,3.0400000000000205,2.680000000000007,301143,421606,239511,182095,-154204
2018-02-25,144.576,147.3,140.27,7.030000000000001,-7.030000000000001,147.096,151.71,141.71,10.0,-6.900000000000006,142.414,146.51,139.25,7.259999999999991,-7.259999999999991,143.632,147.44,140.67,6.77000000000001,-5.990000000000009,519570,847301,361997,485304,-28771
2018-03-04,144.406,148.0,141.55,6.449999999999989,6.449999999999989,147.376,153.63,144.38,9.25,9.25,143.364,148.0,140.4,7.599999999999994,7.599999999999994,146.724,152.43,143.39,9.04000000000002,9.04000000000002,492745,643956,309789,334167,334167
2018-03-11,151.838,155.0,149.41,5.590000000000003,-3.030000000000001,154.018,155.7,152.0,3.6999999999999886,-0.5600000000000023,149.904,152.05,147.88,4.170000000000016,-2.990000000000009,151.702,154.09,148.7,5.390000000000015,0.09000000000000341,430713,727865,343565,384300,364558
2018-03-18,154.092,157.14,151.02,6.119999999999976,-5.97999999999999,156.03,159.72,152.75,6.969999999999999,-6.969999999999999,151.906,155.6,147.24,8.359999999999985,-8.359999999999985,152.764,157.16,147.98,9.180000000000007,-9.180000000000007,428890,784178,267866,516312,-368444
2018-03-25,149.2225,151.33,147.22,4.110000000000014,-0.960000000000008,151.175,152.06,149.48,2.5800000000000125,0.8900000000000148,146.9525,148.14,145.88,2.259999999999991,0.8999999999999773,149.0475,151.03,146.51,4.52000000000001,-0.03999999999999204,444376,639718,325487,314231,238155
2018-04-01,149.28799999999998,151.67,146.16,5.509999999999991,1.6599999999999966,151.24599999999998,154.14,148.6,5.539999999999992,2.569999999999993,147.06,150.12,145.13,4.990000000000009,3.3700000000000045,149.29,152.61,146.33,6.280000000000001,3.579999999999984,457344,652321,375512,276809,97506
2018-04-08,154.55,157.49,151.48,6.010000000000019,6.010000000000019,156.288,157.9,151.97,5.930000000000007,5.5800000000000125,152.812,155.17,149.57,5.599999999999994,5.240000000000009,154.86,156.46,150.86,5.599999999999994,5.2099999999999795,382918,621958,212822,409136,-223860
2018-04-15,157.408,158.87,156.01,2.8600000000000136,2.8600000000000136,158.60999999999999,159.45,157.23,2.219999999999999,1.7800000000000011,155.74,156.69,154.17,2.5200000000000102,2.5200000000000102,157.652,158.72,155.96,2.759999999999991,1.9899999999999807,426214,548947,259664,289283,-155037
2018-04-22,155.62199999999999,158.31,154.1,4.210000000000008,-4.210000000000008,156.484,158.68,154.75,3.930000000000007,-3.930000000000007,153.364,154.85,152.06,2.789999999999992,-1.6899999999999977,154.54,155.64,153.79,1.8499999999999943,-1.8499999999999943,260115,304401,202037,102364,25122
2018-04-29,151.698,154.58,147.61,6.969999999999999,-6.969999999999999,153.992,156.77,150.22,6.550000000000011,-6.550000000000011,149.218,151.99,145.94,6.050000000000011,-6.050000000000011,150.646,154.38,147.26,7.1200000000000045,-4.780000000000001,416204,499080,283542,215538,198718
2018-05-06,153.40200000000002,160.23,148.02,12.20999999999998,12.20999999999998,157.438,166.8,149.28,17.52000000000001,17.51000000000002,151.78799999999998,159.85,145.66,14.189999999999998,13.280000000000001,155.28,164.42,147.03,17.389999999999986,17.389999999999986,926674,1525330,460886,1064444,642493
2018-05-13,163.596,164.68,161.16,3.5200000000000102,-0.3300000000000125,166.182,168.48,163.15,5.329999999999984,-0.5,162.06,164.43,159.89,4.5400000000000205,-1.1800000000000068,164.524,167.51,161.24,6.269999999999982,1.509999999999991,619891,879454,477750,401704,-401704
2018-05-20,165.938,168.64,163.73,4.909999999999997,-4.909999999999997,167.188,168.64,165.74,2.8999999999999773,-2.8999999999999773,164.54000000000002,166.05,162.68,3.3700000000000045,-1.6800000000000068,165.338,167.09,163.58,3.509999999999991,-1.0300000000000011,420144,503352,364894,138458,-61408
2018-05-27,166.25,168.23,162.76,5.469999999999999,5.25,168.935,171.76,165.73,6.030000000000001,6.030000000000001,165.995,167.8,162.75,5.050000000000011,5.050000000000011,168.445,170.75,165.55,5.199999999999989,5.199999999999989,630854,928650,469240,459410,420333
2018-06-03,173.47,176.0,171.5,4.5,3.4799999999999898,175.502,177.93,172.78,5.150000000000006,5.150000000000006,172.532,174.54,169.68,4.859999999999985,4.859999999999985,174.434,176.79,172.02,4.769999999999982,4.769999999999982,573132,738358,409222,329136,-83515
2018-06-10,176.872,177.76,176.36,1.3999999999999773,0.27000000000001023,178.67600000000002,179.65,178.08,1.5699999999999932,0.46000000000000796,175.35,176.68,174.75,1.9300000000000068,1.3199999999999932,176.886,178.1,175.36,2.7399999999999807,0.1699999999999875,512034,668630,406435,262195,194326
2018-06-17,179.696,183.49,176.18,7.310000000000002,5.519999999999982,182.052,184.0,178.43,5.569999999999993,4.219999999999999,176.33,179.0,173.05,5.949999999999989,4.399999999999977,179.994,183.18,177.81,5.3700000000000045,0.6899999999999977,1385631,4217789,345459,3872330,3872330
2018-06-24,175.104,178.25,173.22,5.030000000000001,-4.25,176.206,179.1,174.59,4.509999999999991,-3.819999999999993,172.528,173.99,170.0,3.990000000000009,-2.1299999999999955,174.036,175.62,172.3,3.319999999999993,-3.319999999999993,496735,691368,376144,315224,-94788
2018-07-01,173.7075,176.84,170.81,6.030000000000001,6.030000000000001,176.45,179.94,174.5,5.439999999999998,5.3700000000000045,172.695,176.84,170.0,6.840000000000003,6.840000000000003,175.0625,177.67,172.94,4.72999999999999,4.519999999999982,350115,492648,173446,319202,-87062
2018-07-08,178.946,180.63,176.48,4.150000000000006,0.5900000000000034,180.214,180.86,179.15,1.710000000000008,-1.1500000000000057,176.67,178.59,173.04,5.550000000000011,-4.810000000000002,179.058,180.57,175.98,4.590000000000003,-3.420000000000016,552384,902548,366923,535625,535625
2018-07-15,175.846,177.1,174.47,2.6299999999999955,1.039999999999992,177.22,178.57,176.12,2.4499999999999886,0.18000000000000682,174.406,174.98,173.56,1.4199999999999875,0.7800000000000011,176.012,177.11,174.81,2.3000000000000114,1.6800000000000068,312440,424318,251186,173132,23199
2018-07-22,176.13,177.86,173.73,4.130000000000024,-0.1599999999999966,177.32,178.97,176.3,2.6699999999999875,-1.460000000000008,173.526,175.59,170.18,5.409999999999997,-5.409999999999997,175.338,177.5,172.34,5.159999999999997,-5.159999999999997,323180,404101,279421,124680,90914
2018-07-29,172.86599999999999,174.54,170.64,3.9000000000000057,2.6299999999999955,175.228,176.24,174.73,1.5100000000000193,1.5100000000000193,171.388,172.25,170.0,2.25,0.30000000000001137,173.704,176.05,172.17,3.880000000000024,3.480000000000018,324234,395857,276360,119497,-13874
2018-08-05,175.344,177.61,173.25,4.360000000000014,0.6100000000000136,178.828,181.46,177.04,4.420000000000016,0.01999999999998181,174.59,177.27,172.5,4.77000000000001,-0.06999999999999318,177.18200000000002,179.9,175.58,4.319999999999993,-0.47999999999998977,612769,963911,387346,576565,32032
2018-08-12,175.35399999999998,176.66,173.95,2.710000000000008,-2.710000000000008,176.484,178.15,174.86,3.289999999999992,-3.289999999999992,173.37,175.34,171.14,4.200000000000017,-3.420000000000016,174.514,176.29,173.12,3.1699999999999875,-1.5600000000000023,407322,616022,262610,353412,353412
2018-08-19,172.868,174.65,168.9,5.75,-4.909999999999997,174.272,176.72,170.5,6.219999999999999,-6.219999999999999,171.09799999999998,173.85,166.34,7.509999999999991,-7.329999999999984,171.586,174.25,167.41,6.840000000000003,-6.840000000000003,530239,980506,312763,667743,36321
2018-08-26,170.252,172.05,167.91,4.140000000000015,4.140000000000015,171.66,173.1,169.86,3.2399999999999807,3.2399999999999807,169.03,170.78,167.16,3.6200000000000045,3.460000000000008,170.624,171.67,169.09,2.579999999999984,1.829999999999984,486279,777144,264512,512632,-290653
2018-09-02,170.26,171.5,167.84,3.6599999999999966,-3.1599999999999966,170.7,172.37,168.22,4.150000000000006,-3.289999999999992,168.47,170.5,166.75,3.75,-2.530000000000001,169.575,171.42,166.78,4.639999999999986,-4.639999999999986,374357,405086,346006,59080,49921
2018-09-09,165.814,167.8,164.75,3.0500000000000114,-2.6000000000000227,166.764,168.3,165.23,3.0700000000000216,-3.0700000000000216,162.672,165.2,161.15,4.049999999999983,-3.4899999999999807,165.178,165.96,163.07,2.890000000000015,-2.890000000000015,453191,628724,356456,272268,272268
2018-09-16,162.914,164.36,161.01,3.3500000000000227,1.660000000000025,164.36599999999999,165.48,162.33,3.1499999999999773,1.5600000000000023,161.88400000000001,163.5,160.15,3.3499999999999943,2.6899999999999977,162.822,164.36,161.01,3.3500000000000227,2.7700000000000102,465526,575006,309234,265772,46933
