Date,First Trust ISE Global Wind Energy_Open_average,First Trust ISE Global Wind Energy_Open_max,First Trust ISE Global Wind Energy_Open_min,First Trust ISE Global Wind Energy_Open_volatility,First Trust ISE Global Wind Energy_Open_change,First Trust ISE Global Wind Energy_High_average,First Trust ISE Global Wind Energy_High_max,First Trust ISE Global Wind Energy_High_min,First Trust ISE Global Wind Energy_High_volatility,First Trust ISE Global Wind Energy_High_change,First Trust ISE Global Wind Energy_Low_average,First Trust ISE Global Wind Energy_Low_max,First Trust ISE Global Wind Energy_Low_min,First Trust ISE Global Wind Energy_Low_volatility,First Trust ISE Global Wind Energy_Low_change,First Trust ISE Global Wind Energy_Close_average,First Trust ISE Global Wind Energy_Close_max,First Trust ISE Global Wind Energy_Close_min,First Trust ISE Global Wind Energy_Close_volatility,First Trust ISE Global Wind Energy_Close_change
2018-01-14,13.89,13.89,13.89,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2018-01-21,13.71,13.71,13.71,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2018-01-28,13.13,13.13,13.13,0.0,0.0,13.17,13.17,13.17,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2018-02-04,12.85,12.85,12.85,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2018-02-11,13.17,13.17,13.17,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2018-02-18,13.31,13.31,13.31,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2018-02-25,12.87,12.87,12.87,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.87,12.87,12.87,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2018-03-04,13.31,13.31,13.31,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2018-03-11,13.3,13.3,13.3,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2018-03-18,13.29,13.29,13.29,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2018-03-25,13.35,13.35,13.35,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2018-04-01,13.61,13.61,13.61,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2018-04-08,13.79,13.79,13.79,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2018-04-15,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2018-04-22,13.99,13.99,13.99,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2018-04-29,14.07,14.07,14.07,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2018-05-06,13.99,13.99,13.99,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.98,13.98,13.98,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2018-05-13,14.08,14.08,14.08,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2018-05-20,13.54,13.54,13.54,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2018-05-27,13.47,13.47,13.47,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2018-06-03,13.25,13.25,13.25,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2018-06-10,13.05,13.05,13.05,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2018-06-17,12.8,12.8,12.8,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2018-06-24,12.51,12.51,12.51,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2018-07-01,13.01,13.01,13.01,0.0,0.0,13.05,13.05,13.05,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2018-07-08,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-07-15,13.0,13.0,13.0,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.01,13.01,13.01,0.0,0.0
2018-07-22,13.02,13.02,13.02,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2018-07-29,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2018-08-05,12.6,12.6,12.6,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.5,12.5,12.5,0.0,0.0
2018-08-12,12.5,12.5,12.5,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2018-08-19,12.82,12.82,12.82,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-08-26,12.73,12.73,12.73,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2018-09-02,12.57,12.57,12.57,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2018-09-09,12.42,12.42,12.42,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2018-09-16,12.56,12.56,12.56,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2018-09-23,12.41,12.41,12.41,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-09-30,11.79,11.79,11.79,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2018-10-07,11.43,11.43,11.43,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2018-10-14,11.58,11.58,11.58,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2018-10-21,11.29,11.29,11.29,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-10-28,11.5,11.5,11.5,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2018-11-04,11.97,11.97,11.97,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2018-11-11,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2018-11-18,11.91,11.91,11.91,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.94,11.94,11.94,0.0,0.0
2018-11-25,12.2,12.2,12.2,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2018-12-02,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2018-12-09,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-12-16,11.22,11.22,11.22,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2018-12-23,11.53,11.53,11.53,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.46,11.46,11.46,0.0,0.0
