Date,STZ_stock_Open_average,STZ_stock_Open_max,STZ_stock_Open_min,STZ_stock_Open_volatility,STZ_stock_Open_change,STZ_stock_High_average,STZ_stock_High_max,STZ_stock_High_min,STZ_stock_High_volatility,STZ_stock_High_change,STZ_stock_Low_average,STZ_stock_Low_max,STZ_stock_Low_min,STZ_stock_Low_volatility,STZ_stock_Low_change,STZ_stock_Close_average,STZ_stock_Close_max,STZ_stock_Close_min,STZ_stock_Close_volatility,STZ_stock_Close_change,STZ_stock_Volume_average,STZ_stock_Volume_max,STZ_stock_Volume_min,STZ_stock_Volume_volatility,STZ_stock_Volume_change
2018-01-14,218.34,219.39,217.95,1.4399999999999977,0.05000000000001137,219.9075,220.19,219.57,0.6200000000000045,-0.4300000000000068,217.0425,217.95,215.41,2.539999999999992,0.410000000000025,218.1375,219.22,217.29,1.9300000000000068,0.5200000000000102,2081768,2235249,1923993,311256,30054
2018-01-21,220.522,222.83,217.97,4.860000000000014,3.5500000000000114,222.314,223.88,219.81,4.069999999999993,4.069999999999993,219.612,221.08,217.97,3.1100000000000136,3.1100000000000136,221.416,223.64,219.32,4.319999999999993,4.319999999999993,1684473,2354807,1329339,1025468,-369689
2018-01-28,220.46,223.34,219.19,4.150000000000006,-3.680000000000007,221.702,223.85,220.6,3.25,-3.25,218.322,220.66,215.11,5.549999999999983,-5.549999999999983,219.368,220.74,215.89,4.850000000000023,-4.850000000000023,1342467,1745172,986071,759101,440653
2018-02-04,212.812,215.75,208.57,7.180000000000007,-3.3400000000000034,215.744,217.49,211.96,5.530000000000001,-4.409999999999997,209.056,214.05,204.6,9.450000000000017,-5.6200000000000045,212.08599999999998,216.29,208.73,7.560000000000002,-0.7400000000000091,2325847,2881838,1791745,1090093,887224
2018-02-11,213.676,216.69,211.01,5.680000000000007,5.680000000000007,216.5,220.2,214.81,5.389999999999986,4.899999999999977,212.66,216.48,211.01,5.469999999999999,5.469999999999999,215.34799999999998,219.45,213.01,6.439999999999998,6.439999999999998,1747074,3131603,1205454,1926149,-1632330
2018-02-18,216.225,218.33,214.0,4.3300000000000125,-4.280000000000001,218.665,220.65,217.0,3.6500000000000057,-2.069999999999993,212.875,216.88,209.02,7.859999999999985,-3.969999999999999,215.4225,217.46,213.11,4.349999999999994,0.12999999999999545,1745488,2879546,1020450,1859096,478149
2018-02-25,217.234,219.32,215.68,3.6399999999999864,-1.7699999999999818,218.96,220.04,216.77,3.269999999999982,1.2199999999999989,215.05599999999998,216.52,213.57,2.950000000000017,-1.8700000000000045,217.472,219.84,215.48,4.360000000000014,1.8000000000000114,1559498,2150006,1148681,1001325,494737
2018-03-04,222.45,228.87,218.38,10.490000000000009,10.490000000000009,225.142,230.35,219.7,10.650000000000006,10.650000000000006,221.574,227.81,217.51,10.300000000000011,10.300000000000011,224.806,230.34,219.52,10.819999999999993,10.819999999999993,1389490,1766569,1042365,724204,724204
2018-03-11,228.842,230.5,227.52,2.9799999999999898,-2.9799999999999898,229.79,231.83,228.53,3.3000000000000114,-2.640000000000015,226.828,228.69,225.77,2.9199999999999875,-2.530000000000001,228.182,230.15,226.89,3.2600000000000193,-1.6100000000000136,1172761,1760012,672196,1087816,-496485
2018-03-18,226.594,228.05,224.36,3.6899999999999977,-3.6799999999999784,227.782,228.49,226.89,1.6000000000000227,-1.0600000000000023,223.934,225.53,219.63,5.900000000000006,-5.539999999999992,225.036,227.61,220.92,6.690000000000026,-5.430000000000007,1311716,2232831,891340,1341491,1341491
