Date,CNBKA_stock_Open_average,CNBKA_stock_Open_max,CNBKA_stock_Open_min,CNBKA_stock_Open_volatility,CNBKA_stock_Open_change,CNBKA_stock_High_average,CNBKA_stock_High_max,CNBKA_stock_High_min,CNBKA_stock_High_volatility,CNBKA_stock_High_change,CNBKA_stock_Low_average,CNBKA_stock_Low_max,CNBKA_stock_Low_min,CNBKA_stock_Low_volatility,CNBKA_stock_Low_change,CNBKA_stock_Close_average,CNBKA_stock_Close_max,CNBKA_stock_Close_min,CNBKA_stock_Close_volatility,CNBKA_stock_Close_change,CNBKA_stock_Volume_average,CNBKA_stock_Volume_max,CNBKA_stock_Volume_min,CNBKA_stock_Volume_volatility,CNBKA_stock_Volume_change
2018-01-14,80.7375,81.0,80.5,0.5,-0.45000000000000284,80.92500000000001,81.0,80.9,0.09999999999999432,-0.09999999999999432,80.2,80.55,79.75,0.7999999999999972,0.7999999999999972,80.6375,80.9,80.15,0.75,0.5999999999999943,5141,6238,4454,1784,1784
2018-01-21,81.27,82.0,80.6,1.4000000000000057,1.4000000000000057,81.48,82.0,81.0,1.0,1.0,80.83,81.3,80.25,1.0499999999999972,-0.3499999999999943,81.03999999999999,81.45,80.6,0.8500000000000085,-0.25,9855,14882,5427,9455,-6634
2018-01-28,80.62,81.4,79.95,1.4500000000000028,-0.75,81.37,82.05,80.75,1.2999999999999972,-0.5499999999999972,80.23,80.7,79.85,0.8500000000000085,-0.75,80.77,81.85,80.15,1.6999999999999886,-0.9500000000000028,5950,7737,3620,4117,-3079
2018-02-04,77.81,80.1,76.3,3.799999999999997,-3.799999999999997,78.538,80.25,77.0,3.25,-3.25,76.752,78.2,75.11,3.0900000000000034,-3.0900000000000034,77.12,78.2,75.8,2.4000000000000057,-1.75,6796,10287,3963,6324,2200
2018-02-11,78.14999999999999,79.3,77.05,2.25,0.5499999999999972,78.83,79.5,77.85,1.6500000000000057,-0.4000000000000057,77.43,78.25,77.05,1.2000000000000028,0.20000000000000284,78.12,79.15,77.15,2.0,-0.7000000000000028,4337,9111,2167,6944,4011
2018-02-18,77.7225,78.39,77.15,1.2399999999999949,1.0400000000000063,78.72,79.0,78.39,0.6099999999999994,-0.45000000000000284,77.0875,77.7,76.05,1.6500000000000057,1.4000000000000057,77.375,78.2,76.15,2.049999999999997,1.2999999999999972,3139,3723,2052,1671,-1125
2018-02-25,77.26,77.8,76.45,1.3499999999999943,-0.7000000000000028,77.8,78.1,77.15,0.9499999999999886,-0.14999999999999147,76.35000000000001,77.15,75.2,1.9500000000000028,-1.0,76.56,77.2,75.4,1.7999999999999972,-0.45000000000000284,5155,14866,1236,13630,13630
2018-03-04,77.11,77.7,76.2,1.5,0.4000000000000057,77.794,78.62,77.35,1.2700000000000102,0.6700000000000017,76.29,76.8,76.1,0.7000000000000028,0.5999999999999943,77.02,78.5,76.4,2.0999999999999943,2.0,10871,17003,6029,10974,138
2018-03-11,78.03,78.5,77.38,1.1200000000000045,0.3299999999999983,78.8,79.5,78.3,1.2000000000000028,-1.2000000000000028,77.24,78.0,75.6,2.4000000000000057,-0.5,77.56,78.0,76.4,1.5999999999999943,-0.5999999999999943,8421,16898,3222,13676,13676
2018-03-18,78.23,79.0,77.2,1.7999999999999972,1.7999999999999972,79.13,79.45,78.75,0.7000000000000028,0.29999999999999716,77.18,78.2,75.95,2.25,-0.75,78.18,78.95,76.3,2.6500000000000057,-1.9000000000000057,7728,15451,2308,13143,11567
2018-03-25,77.8625,78.85,77.0,1.8499999999999943,1.0,79.4325,79.85,78.6,1.25,-0.29999999999999716,75.225,77.55,71.0,6.549999999999997,6.549999999999997,78.2,79.4,77.0,2.4000000000000057,0.6000000000000085,16110,26854,9732,17122,-17122
2018-04-01,78.6,79.1,78.05,1.0499999999999972,-0.25,79.17,79.6,78.7,0.8999999999999915,0.19999999999998863,77.486,78.1,76.03,2.069999999999993,0.5999999999999943,78.33,78.75,77.9,0.8499999999999943,0.8499999999999943,4495,6578,2828,3750,-1445
2018-04-08,79.47,79.95,79.0,0.9500000000000028,-0.25,79.89,80.25,79.5,0.75,-0.5,78.898,79.5,78.25,1.25,0.75,79.34,79.75,78.9,0.8499999999999943,0.8499999999999943,3574,6450,1871,4579,-3625
2018-04-15,79.77,80.1,79.45,0.6499999999999915,0.3499999999999943,80.14,80.5,79.9,0.5999999999999943,0.5999999999999943,79.212,79.75,78.65,1.0999999999999943,0.5999999999999943,79.76,80.25,79.3,0.9500000000000028,0.9500000000000028,4184,5945,2217,3728,-919
2018-04-22,80.78,81.25,80.25,1.0,0.7000000000000028,81.02,81.3,80.55,0.75,0.7000000000000028,80.31,80.8,79.75,1.0499999999999972,0.5,80.68,81.25,80.15,1.0999999999999943,0.09999999999999432,3131,4888,1064,3824,1503
2018-04-29,79.35,80.15,78.6,1.5500000000000114,-1.0500000000000114,79.8,80.55,79.15,1.3999999999999915,-0.75,78.98,80.0,78.25,1.75,-0.9500000000000028,79.42,80.0,79.05,0.9500000000000028,-0.5499999999999972,4241,8022,2743,5279,1247
2018-05-06,79.75999999999999,80.05,79.35,0.7000000000000028,0.0,79.92999999999999,80.05,79.8,0.25,0.20000000000000284,79.488,79.75,79.05,0.7000000000000028,0.10999999999999943,79.72,80.0,79.45,0.5499999999999972,0.29999999999999716,3993,9364,1770,7594,-926
2018-05-13,79.53,80.25,78.4,1.8499999999999943,0.75,79.95,80.25,79.6,0.6500000000000057,0.6500000000000057,79.29,79.95,78.4,1.5499999999999972,1.3500000000000085,79.51,79.95,78.6,1.3500000000000085,1.3500000000000085,2973,3796,2401,1395,639
2018-05-20,80.32,80.5,79.85,0.6500000000000057,-0.09999999999999432,80.46,80.6,80.35,0.25,-0.04999999999999716,80.08,80.25,79.85,0.4000000000000057,-0.04999999999999716,80.33,80.4,80.25,0.15000000000000568,0.0,2419,3527,1266,2261,-940
2018-05-27,80.2625,80.5,80.05,0.45000000000000284,-0.25,80.4125,80.5,80.2,0.29999999999999716,0.04999999999999716,79.87,80.05,79.65,0.3999999999999915,0.3999999999999915,80.1125,80.5,79.9,0.5999999999999943,0.4000000000000057,3579,4753,3001,1752,349
2018-06-03,79.71,80.2,78.85,1.3500000000000085,-1.3500000000000085,79.94,80.5,79.5,1.0,-1.0,79.358,80.2,78.85,1.3500000000000085,-1.3500000000000085,79.44,80.3,78.9,1.3999999999999915,-1.3999999999999915,3732,5592,1971,3621,3621
2018-06-10,77.21,78.8,75.45,3.3499999999999943,-3.3499999999999943,77.86,79.0,77.25,1.75,-1.6200000000000045,76.322,77.3,75.45,1.8499999999999943,-1.8499999999999943,76.91,77.75,75.9,1.8499999999999943,-0.9500000000000028,7883,11595,5042,6553,6553
2018-06-17,76.48,77.05,76.05,1.0,-0.04999999999999716,77.2,78.0,76.45,1.5499999999999972,-0.04999999999999716,75.89,76.85,75.4,1.4499999999999886,0.09999999999999432,76.49000000000001,76.9,76.0,0.9000000000000057,-0.09999999999999432,7608,22222,1294,20928,20928
2018-06-24,75.842,76.3,75.41,0.8900000000000006,-0.20000000000000284,77.018,77.8,76.3,1.5,-0.7999999999999972,75.612,75.85,75.41,0.4399999999999977,-0.25,76.02,76.4,75.6,0.8000000000000114,0.3500000000000085,3703,6221,2517,3704,-3452
2018-07-01,76.5625,77.1,76.2,0.8999999999999915,-0.04999999999999716,77.1825,77.62,76.51,1.1099999999999994,-1.1099999999999994,76.0875,76.7,75.0,1.7000000000000028,-1.25,76.425,77.05,75.15,1.8999999999999915,-1.6499999999999915,5272,11387,1079,10308,5499
