Date,FONR_Open_average,FONR_Open_max,FONR_Open_min,FONR_Open_volatility,FONR_Open_change,FONR_High_average,FONR_High_max,FONR_High_min,FONR_High_volatility,FONR_High_change,FONR_Low_average,FONR_Low_max,FONR_Low_min,FONR_Low_volatility,FONR_Low_change,FONR_Close_average,FONR_Close_max,FONR_Close_min,FONR_Close_volatility,FONR_Close_change,FONR_Volume_average,FONR_Volume_max,FONR_Volume_min,FONR_Volume_volatility,FONR_Volume_change
2018-01-14,23.87,24.25,23.5,0.75,-0.05000000000000071,24.2,24.4,23.85,0.5499999999999972,-0.09999999999999787,23.39,23.65,23.2,0.4499999999999993,0.4499999999999993,23.73,24.25,23.3,0.9499999999999993,0.5500000000000007,28329,34743,21276,13467,-13467
2018-01-21,24.330000000000002,25.3,23.75,1.5500000000000007,1.5500000000000007,24.85,25.75,24.05,1.6999999999999993,1.6999999999999993,24.13,24.9,23.6,1.2999999999999972,1.2999999999999972,24.66,25.7,23.8,1.8999999999999986,1.8999999999999986,34505,47421,19660,27761,12008
2018-01-28,24.61,25.75,23.7,2.0500000000000007,-2.0500000000000007,24.924,25.75,24.32,1.4299999999999997,-1.4299999999999997,23.984,24.5,23.15,1.3500000000000014,-1.2700000000000031,24.17,24.75,23.2,1.5500000000000007,-1.5500000000000007,27549,37364,18910,18454,-3142
2018-02-04,23.43,24.3,22.55,1.75,1.6999999999999993,24.36,25.95,23.5,2.4499999999999993,1.3499999999999979,23.052,24.3,22.15,2.150000000000002,1.740000000000002,23.81,25.05,22.95,2.1000000000000014,0.6500000000000021,47997,87332,23137,64195,50591
2018-02-11,24.675,25.3,23.95,1.3500000000000014,0.3500000000000014,25.3475,26.0,24.9,1.1000000000000014,0.9600000000000009,24.2875,25.3,23.9,1.4000000000000021,1.3000000000000007,24.9,25.8,24.1,1.6999999999999993,1.6999999999999993,44004,65985,20371,45614,10653
2018-02-18,25.88,26.25,25.5,0.75,0.4499999999999993,26.21,26.3,26.0,0.3000000000000007,0.25,25.47,25.6,25.2,0.40000000000000213,-0.3000000000000007,25.830000000000002,26.2,25.6,0.5999999999999979,0.20000000000000284,30195,39116,24055,15061,10017
2018-02-25,25.029999999999998,25.95,23.95,2.0,-1.0500000000000007,25.384,26.23,24.75,1.4800000000000004,-1.129999999999999,24.48,25.45,23.9,1.5500000000000007,-0.8000000000000007,24.89,25.65,24.2,1.4499999999999993,-0.7999999999999972,18367,25568,11741,13827,-10133
2018-03-04,25.19,25.75,24.75,1.0,0.10000000000000142,25.62,25.75,25.45,0.3000000000000007,0.15000000000000213,24.95,25.35,24.75,0.6000000000000014,0.14999999999999858,25.23,25.5,24.95,0.5500000000000007,0.3000000000000007,23588,36723,15844,20879,4429
2018-03-11,25.29,25.6,24.9,0.7000000000000028,-0.40000000000000213,25.718,26.1,25.44,0.6600000000000001,0.3000000000000007,24.95,25.2,24.7,0.5,0.0,25.39,26.05,24.9,1.1500000000000021,0.6500000000000021,29832,50773,13888,36885,33452
2018-03-18,26.37,27.15,25.9,1.25,1.0999999999999979,26.74,27.45,26.05,1.3999999999999986,1.3999999999999986,26.114,26.75,25.7,1.0500000000000007,1.0500000000000007,26.599999999999998,27.4,25.9,1.5,1.5,28553,37804,15576,22228,16782
2018-03-25,27.6375,29.65,26.0,3.6499999999999986,2.1999999999999993,28.6875,29.95,27.4,2.5500000000000007,2.3000000000000007,27.125,28.85,26.0,2.8500000000000014,2.650000000000002,28.1125,29.8,26.4,3.400000000000002,2.5,61841,135160,36965,98195,510
2018-04-01,28.11,29.2,27.65,1.5500000000000007,-1.4499999999999993,28.53,29.5,28.0,1.5,-1.3000000000000007,27.532,28.0,27.0,1.0,-1.0,27.900000000000002,28.1,27.6,0.5,-0.3500000000000014,38630,77141,22788,54353,50838
