Date,Direxion Daily Financial Bull 3X SharesEtf_Open_average,Direxion Daily Financial Bull 3X SharesEtf_Open_max,Direxion Daily Financial Bull 3X SharesEtf_Open_min,Direxion Daily Financial Bull 3X SharesEtf_Open_volatility,Direxion Daily Financial Bull 3X SharesEtf_Open_change,Direxion Daily Financial Bull 3X SharesEtf_High_average,Direxion Daily Financial Bull 3X SharesEtf_High_max,Direxion Daily Financial Bull 3X SharesEtf_High_min,Direxion Daily Financial Bull 3X SharesEtf_High_volatility,Direxion Daily Financial Bull 3X SharesEtf_High_change,Direxion Daily Financial Bull 3X SharesEtf_Low_average,Direxion Daily Financial Bull 3X SharesEtf_Low_max,Direxion Daily Financial Bull 3X SharesEtf_Low_min,Direxion Daily Financial Bull 3X SharesEtf_Low_volatility,Direxion Daily Financial Bull 3X SharesEtf_Low_change,Direxion Daily Financial Bull 3X SharesEtf_Close_average,Direxion Daily Financial Bull 3X SharesEtf_Close_max,Direxion Daily Financial Bull 3X SharesEtf_Close_min,Direxion Daily Financial Bull 3X SharesEtf_Close_volatility,Direxion Daily Financial Bull 3X SharesEtf_Close_change
2018-03-25,63.04,63.04,63.04,0.0,0.0,65.3,65.3,65.3,0.0,0.0,62.14,62.14,62.14,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2018-04-01,63.51,63.51,63.51,0.0,0.0,64.8,64.8,64.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-04-08,66.6,66.6,66.6,0.0,0.0,66.65,66.65,66.65,0.0,0.0,61.7,61.7,61.7,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-04-15,65.37,65.37,65.37,0.0,0.0,65.99,65.99,65.99,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2018-04-22,64.07,64.07,64.07,0.0,0.0,64.95,64.95,64.95,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-04-29,60.66,60.66,60.66,0.0,0.0,64.33,64.33,64.33,0.0,0.0,60.12,60.12,60.12,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2018-05-06,69.83,69.83,69.83,0.0,0.0,70.49,70.49,70.49,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2018-05-13,67.74,67.74,67.74,0.0,0.0,67.92,67.92,67.92,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2018-05-20,67.0,67.0,67.0,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-05-27,65.75,65.75,65.75,0.0,0.0,66.39,66.39,66.39,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-06-03,69.37,69.37,69.37,0.0,0.0,70.15,70.15,70.15,0.0,0.0,68.67,68.67,68.67,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2018-06-10,67.0,67.0,67.0,0.0,0.0,67.93,67.93,67.93,0.0,0.0,65.66,65.66,65.66,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2018-06-17,67.33,67.33,67.33,0.0,0.0,67.59,67.59,67.59,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.07,66.07,66.07,0.0,0.0
2018-06-24,64.65,64.65,64.65,0.0,0.0,65.47,65.47,65.47,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-07-01,63.23,63.23,63.23,0.0,0.0,65.16,65.16,65.16,0.0,0.0,62.87,62.87,62.87,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2018-07-08,66.6,66.6,66.6,0.0,0.0,67.05,67.05,67.05,0.0,0.0,65.1,65.1,65.1,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2018-07-15,68.67,68.67,68.67,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.06,68.06,68.06,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2018-07-22,71.77,71.77,71.77,0.0,0.0,72.23,72.23,72.23,0.0,0.0,69.72,69.72,69.72,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2018-07-29,70.22,70.22,70.22,0.0,0.0,71.5,71.5,71.5,0.0,0.0,70.22,70.22,70.22,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2018-08-05,70.91,70.91,70.91,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.01,70.01,70.01,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2018-08-12,71.57,71.57,71.57,0.0,0.0,72.95,72.95,72.95,0.0,0.0,71.57,71.57,71.57,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-08-19,72.98,72.98,72.98,0.0,0.0,73.71,73.71,73.71,0.0,0.0,72.86,72.86,72.86,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2018-08-26,74.26,74.26,74.26,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-09-02,74.4,74.4,74.4,0.0,0.0,74.4,74.4,74.4,0.0,0.0,72.98,72.98,72.98,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2018-09-09,73.52,73.52,73.52,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.93,73.93,73.93,0.0,0.0
2018-09-16,78.35,78.35,78.35,0.0,0.0,78.35,78.35,78.35,0.0,0.0,76.74,76.74,76.74,0.0,0.0,76.89,76.89,76.89,0.0,0.0
2018-09-23,70.62,70.62,70.62,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2018-09-30,71.26,71.26,71.26,0.0,0.0,71.96,71.96,71.96,0.0,0.0,69.43,69.43,69.43,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2018-10-07,62.0,62.0,62.0,0.0,0.0,62.2,62.2,62.2,0.0,0.0,57.11,57.11,57.11,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-10-14,61.0,61.0,61.0,0.0,0.0,62.71,62.71,62.71,0.0,0.0,60.32,60.32,60.32,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2018-10-21,54.71,54.71,54.71,0.0,0.0,55.62,55.62,55.62,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2018-10-28,61.03,61.03,61.03,0.0,0.0,61.37,61.37,61.37,0.0,0.0,57.57,57.57,57.57,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2018-11-04,64.67,64.67,64.67,0.0,0.0,65.02,65.02,65.02,0.0,0.0,62.69,62.69,62.69,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-11-11,60.51,60.51,60.51,0.0,0.0,62.3,62.3,62.3,0.0,0.0,59.67,59.67,59.67,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-11-18,56.58,56.58,56.58,0.0,0.0,57.2,57.2,57.2,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2018-11-25,61.07,61.07,61.07,0.0,0.0,63.23,63.23,63.23,0.0,0.0,60.81,60.81,60.81,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2018-12-02,56.28,56.28,56.28,0.0,0.0,58.08,58.08,58.08,0.0,0.0,52.61,52.61,52.61,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-12-09,49.47,49.47,49.47,0.0,0.0,50.69,50.69,50.69,0.0,0.0,48.73,48.73,48.73,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-12-16,43.24,43.24,43.24,0.0,0.0,45.34,45.34,45.34,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2018-12-23,44.1,44.1,44.1,0.0,0.0,45.33,45.33,45.33,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2018-12-30,44.3,44.3,44.3,0.0,0.0,46.76,46.76,46.76,0.0,0.0,44.15,44.15,44.15,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-01-06,48.52,48.52,48.52,0.0,0.0,49.42,49.42,49.42,0.0,0.0,47.84,47.84,47.84,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-01-13,54.96,54.96,54.96,0.0,0.0,56.56,56.56,56.56,0.0,0.0,54.3,54.3,54.3,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-01-20,56.61,56.61,56.61,0.0,0.0,57.78,57.78,57.78,0.0,0.0,56.28,56.28,56.28,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-01-27,58.0,58.0,58.0,0.0,0.0,59.03,59.03,59.03,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-02-03,57.25,57.25,57.25,0.0,0.0,57.91,57.91,57.91,0.0,0.0,55.99,55.99,55.99,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-02-10,60.69,60.69,60.69,0.0,0.0,62.23,62.23,62.23,0.0,0.0,60.69,60.69,60.69,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-02-17,62.53,62.53,62.53,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-02-24,64.18,64.18,64.18,0.0,0.0,64.88,64.88,64.88,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-03-03,57.96,57.96,57.96,0.0,0.0,59.85,59.85,59.85,0.0,0.0,57.88,57.88,57.88,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-03-10,64.61,64.61,64.61,0.0,0.0,65.84,65.84,65.84,0.0,0.0,64.32,64.32,64.32,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2019-03-17,61.97,61.97,61.97,0.0,0.0,62.42,62.42,62.42,0.0,0.0,58.67,58.67,58.67,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-03-24,62.4,62.4,62.4,0.0,0.0,62.53,62.53,62.53,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2019-03-31,66.77,66.77,66.77,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-04-07,68.95,68.95,68.95,0.0,0.0,69.69,69.69,69.69,0.0,0.0,67.85,67.85,67.85,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2019-04-14,69.3,69.3,69.3,0.0,0.0,69.64,69.64,69.64,0.0,0.0,68.66,68.66,68.66,0.0,0.0,69.07,69.07,69.07,0.0,0.0
2019-04-21,70.51,70.51,70.51,0.0,0.0,72.07,72.07,72.07,0.0,0.0,70.24,70.24,70.24,0.0,0.0,72.01,72.01,72.01,0.0,0.0
2019-04-28,73.55,73.55,73.55,0.0,0.0,74.55,74.55,74.55,0.0,0.0,73.14,73.14,73.14,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2019-05-05,68.86,68.86,68.86,0.0,0.0,71.19,71.19,71.19,0.0,0.0,66.76,66.76,66.76,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2019-05-12,68.48,68.48,68.48,0.0,0.0,70.26,70.26,70.26,0.0,0.0,67.54,67.54,67.54,0.0,0.0,68.62,68.62,68.62,0.0,0.0
2019-05-19,67.94,67.94,67.94,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.29,67.29,67.29,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2019-05-26,63.4,63.4,63.4,0.0,0.0,64.72,64.72,64.72,0.0,0.0,63.01,63.01,63.01,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-06-02,71.17,71.17,71.17,0.0,0.0,72.39,72.39,72.39,0.0,0.0,70.79,70.79,70.79,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2019-06-09,71.72,71.72,71.72,0.0,0.0,72.72,72.72,72.72,0.0,0.0,70.47,70.47,70.47,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2019-06-16,74.5,74.5,74.5,0.0,0.0,75.11,75.11,75.11,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2019-06-23,73.51,73.51,73.51,0.0,0.0,74.17,74.17,74.17,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.98,73.98,73.98,0.0,0.0
2019-06-30,78.93,78.93,78.93,0.0,0.0,79.28,79.28,79.28,0.0,0.0,77.15,77.15,77.15,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2019-07-07,79.89,79.89,79.89,0.0,0.0,80.54,80.54,80.54,0.0,0.0,79.11,79.11,79.11,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2019-07-14,79.69,79.69,79.69,0.0,0.0,79.75,79.75,79.75,0.0,0.0,77.04,77.04,77.04,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2019-07-21,80.46,80.46,80.46,0.0,0.0,82.37,82.37,82.37,0.0,0.0,80.33,80.33,80.33,0.0,0.0,82.22,82.22,82.22,0.0,0.0
2019-07-28,74.88,74.88,74.88,0.0,0.0,76.17,76.17,76.17,0.0,0.0,72.71,72.71,72.71,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2019-08-04,73.54,73.54,73.54,0.0,0.0,74.5,74.5,74.5,0.0,0.0,71.88,71.88,71.88,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2019-08-11,68.52,68.52,68.52,0.0,0.0,70.78,70.78,70.78,0.0,0.0,68.49,68.49,68.49,0.0,0.0,70.39,70.39,70.39,0.0,0.0
2019-08-18,71.36,71.36,71.36,0.0,0.0,72.55,72.55,72.55,0.0,0.0,66.1,66.1,66.1,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-08-25,73.0,73.0,73.0,0.0,0.0,73.54,73.54,73.54,0.0,0.0,71.78,71.78,71.78,0.0,0.0,72.53,72.53,72.53,0.0,0.0
2019-09-01,77.08,77.08,77.08,0.0,0.0,77.68,77.68,77.68,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.83,76.83,76.83,0.0,0.0
2019-09-08,79.58,79.58,79.58,0.0,0.0,80.05,80.05,80.05,0.0,0.0,78.69,78.69,78.69,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2019-09-15,79.98,79.98,79.98,0.0,0.0,80.3,80.3,80.3,0.0,0.0,77.75,77.75,77.75,0.0,0.0,78.34,78.34,78.34,0.0,0.0
2019-09-22,79.49,79.49,79.49,0.0,0.0,79.57,79.57,79.57,0.0,0.0,76.19,76.19,76.19,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2019-09-29,71.82,71.82,71.82,0.0,0.0,74.83,74.83,74.83,0.0,0.0,71.82,71.82,71.82,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2019-10-06,75.75,75.75,75.75,0.0,0.0,77.7,77.7,77.7,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2019-10-13,77.55,77.55,77.55,0.0,0.0,78.49,78.49,78.49,0.0,0.0,77.02,77.02,77.02,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2019-10-20,79.43,79.43,79.43,0.0,0.0,80.9,80.9,80.9,0.0,0.0,79.25,79.25,79.25,0.0,0.0,80.41,80.41,80.41,0.0,0.0
2019-10-27,82.0,82.0,82.0,0.0,0.0,83.47,83.47,83.47,0.0,0.0,81.91,81.91,81.91,0.0,0.0,83.45,83.45,83.45,0.0,0.0
2019-11-03,85.23,85.23,85.23,0.0,0.0,85.32,85.32,85.32,0.0,0.0,84.04,84.04,84.04,0.0,0.0,85.26,85.26,85.26,0.0,0.0
2019-11-10,86.18,86.18,86.18,0.0,0.0,86.45,86.45,86.45,0.0,0.0,85.66,85.66,85.66,0.0,0.0,86.31,86.31,86.31,0.0,0.0
2019-11-17,86.0,86.0,86.0,0.0,0.0,86.9,86.9,86.9,0.0,0.0,85.56,85.56,85.56,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2019-11-24,90.34,90.34,90.34,0.0,0.0,90.87,90.87,90.87,0.0,0.0,89.76,89.76,89.76,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2019-12-01,89.95,89.95,89.95,0.0,0.0,91.07,91.07,91.07,0.0,0.0,89.72,89.72,89.72,0.0,0.0,90.36,90.36,90.36,0.0,0.0
2019-12-08,91.32,91.32,91.32,0.0,0.0,92.74,92.74,92.74,0.0,0.0,89.94,89.94,89.94,0.0,0.0,91.49,91.49,91.49,0.0,0.0
2019-12-15,94.1,94.1,94.1,0.0,0.0,95.21,95.21,95.21,0.0,0.0,93.88,93.88,93.88,0.0,0.0,93.98,93.98,93.98,0.0,0.0
2019-12-22,95.33,95.33,95.33,0.0,0.0,95.5,95.5,95.5,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.69,94.69,94.69,0.0,0.0
2019-12-29,93.19,93.19,93.19,0.0,0.0,95.46,95.46,95.46,0.0,0.0,93.03,93.03,93.03,0.0,0.0,94.52,94.52,94.52,0.0,0.0
