Date,SPDR S&P 500 Value_Open_average,SPDR S&P 500 Value_Open_max,SPDR S&P 500 Value_Open_min,SPDR S&P 500 Value_Open_volatility,SPDR S&P 500 Value_Open_change,SPDR S&P 500 Value_High_average,SPDR S&P 500 Value_High_max,SPDR S&P 500 Value_High_min,SPDR S&P 500 Value_High_volatility,SPDR S&P 500 Value_High_change,SPDR S&P 500 Value_Low_average,SPDR S&P 500 Value_Low_max,SPDR S&P 500 Value_Low_min,SPDR S&P 500 Value_Low_volatility,SPDR S&P 500 Value_Low_change,SPDR S&P 500 Value_Close_average,SPDR S&P 500 Value_Close_max,SPDR S&P 500 Value_Close_min,SPDR S&P 500 Value_Close_volatility,SPDR S&P 500 Value_Close_change
2018-01-14,31.93,31.93,31.93,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-01-21,32.48,32.48,32.48,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-01-28,31.0,31.0,31.0,0.0,0.0,31.16,31.16,31.16,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-02-04,29.83,29.83,29.83,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-02-11,30.56,30.56,30.56,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-02-18,30.81,30.81,30.81,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.68,30.68,30.68,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-02-25,29.8,29.8,29.8,0.0,0.0,30.38,30.38,30.38,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-03-04,30.86,30.86,30.86,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-03-11,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2018-03-18,29.06,29.06,29.06,0.0,0.0,29.35,29.35,29.35,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-03-25,29.35,29.35,29.35,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-04-01,29.27,29.27,29.27,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2018-04-08,29.82,29.82,29.82,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-04-15,29.81,29.81,29.81,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-04-22,29.9,29.9,29.9,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2018-04-29,29.48,29.48,29.48,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-05-06,30.09,30.09,30.09,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-05-13,30.12,30.12,30.12,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-05-20,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-05-27,29.94,29.94,29.94,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-06-03,30.4,30.4,30.4,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-06-10,29.88,29.88,29.88,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-06-17,29.74,29.74,29.74,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-06-24,29.47,29.47,29.47,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2018-07-01,30.05,30.05,30.05,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-07-08,30.22,30.22,30.22,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-07-15,30.22,30.22,30.22,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-07-22,30.69,30.69,30.69,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-07-29,30.87,30.87,30.87,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-08-05,30.7,30.7,30.7,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-08-12,31.09,31.09,31.09,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-08-19,31.3,31.3,31.3,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-08-26,31.2,31.2,31.2,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.22,31.22,31.22,0.0,0.0
