Date,SEM_Open_average,SEM_Open_max,SEM_Open_min,SEM_Open_volatility,SEM_Open_change,SEM_High_average,SEM_High_max,SEM_High_min,SEM_High_volatility,SEM_High_change,SEM_Low_average,SEM_Low_max,SEM_Low_min,SEM_Low_volatility,SEM_Low_change,SEM_Close_average,SEM_Close_max,SEM_Close_min,SEM_Close_volatility,SEM_Close_change,SEM_Volume_average,SEM_Volume_max,SEM_Volume_min,SEM_Volume_volatility,SEM_Volume_change
2018-01-14,17.669999999999998,18.15,17.35,0.7999999999999972,-0.6499999999999986,17.81,18.25,17.65,0.6000000000000014,-0.6000000000000014,17.31,17.45,17.1,0.34999999999999787,-0.25,17.51,17.65,17.35,0.29999999999999716,-0.05000000000000071,643087,812568,349136,463432,107110
2018-01-21,17.29,17.65,16.95,0.6999999999999993,-0.3500000000000014,17.5,17.75,17.2,0.5500000000000007,-0.3500000000000014,16.96,17.2,16.7,0.5,-0.25,17.11,17.45,16.75,0.6999999999999993,-0.4499999999999993,1173888,2524749,677112,1847637,-1811120
2018-01-28,17.61,18.05,17.05,1.0,0.25,18.056,18.3,17.65,0.6500000000000021,-0.5300000000000011,17.05,17.4,16.2,1.1999999999999993,-0.75,17.51,18.1,16.3,1.8000000000000007,-1.6999999999999993,717062,1307213,381249,925964,-504223
2018-02-04,16.73,17.35,15.9,1.450000000000001,0.7000000000000011,17.19,17.7,16.75,0.9499999999999993,-0.3000000000000007,16.28,16.8,15.85,0.9500000000000011,0.29999999999999893,16.8,17.25,16.5,0.75,-0.4499999999999993,679114,867279,524864,342415,-239289
2018-02-11,16.525,16.85,16.25,0.6000000000000014,0.5500000000000007,16.8625,17.05,16.55,0.5,0.5,16.2625,16.35,16.2,0.15000000000000213,0.10000000000000142,16.6125,16.9,16.4,0.5,0.20000000000000284,448618,548544,374779,173765,173765
2018-02-18,17.7,18.8,16.5,2.3000000000000007,2.3000000000000007,18.21,19.3,17.15,2.150000000000002,1.6500000000000021,17.41,18.45,16.45,2.0,1.6499999999999986,17.81,18.65,16.6,2.049999999999997,1.8999999999999986,1177173,2034980,714068,1320912,18139
2018-02-25,18.3,18.8,17.8,1.0,-0.6500000000000021,18.594,19.07,18.15,0.9200000000000017,-0.7199999999999989,17.904,18.62,17.45,1.1700000000000017,-0.6700000000000017,18.220000000000002,18.8,17.85,0.9499999999999993,-0.8000000000000007,596838,783125,441095,342030,-163575
2018-03-04,18.38,18.65,18.0,0.6499999999999986,0.6499999999999986,18.81,19.2,18.4,0.8000000000000007,0.8000000000000007,18.31,18.65,17.9,0.75,0.75,18.580000000000002,18.85,18.35,0.5,0.5,608659,935053,439585,495468,175151
2018-03-11,18.5,18.85,18.3,0.5500000000000007,-0.3500000000000014,18.78,18.95,18.55,0.3999999999999986,-0.1999999999999993,18.19,18.4,18.0,0.3999999999999986,-0.04999999999999716,18.39,18.6,18.15,0.45000000000000284,0.0,845917,1505858,369563,1136295,-111953
2018-03-18,18.22,18.4,18.1,0.29999999999999716,-0.25,18.414,18.57,18.15,0.4200000000000017,-0.3000000000000007,17.94,18.2,17.35,0.8499999999999979,-0.8499999999999979,18.080000000000002,18.35,17.8,0.5500000000000007,-0.4499999999999993,387807,525532,292630,232902,20791
