Date,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_change
2018-04-08,34.51,34.51,34.51,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-04-15,34.76,34.76,34.76,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-04-22,34.62,34.62,34.62,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-04-29,34.16,34.16,34.16,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-05-06,35.14,35.14,35.14,0.0,0.0,35.46,35.46,35.46,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-05-13,34.96,34.96,34.96,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-05-20,34.68,34.68,34.68,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-05-27,34.47,34.47,34.47,0.0,0.0,35.84,35.84,35.84,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-06-03,34.83,34.83,34.83,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-06-10,34.32,34.32,34.32,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-06-17,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2018-06-24,33.02,33.02,33.02,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-07-01,32.7,32.7,32.7,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-07-08,32.74,32.74,32.74,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-07-15,32.85,32.85,32.85,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-07-22,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2018-07-29,33.0,33.0,33.0,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-08-05,32.41,32.41,32.41,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-08-12,31.85,31.85,31.85,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.84,31.84,31.84,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-08-19,32.61,32.61,32.61,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-08-26,32.78,32.78,32.78,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-09-02,31.89,31.89,31.89,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-09-09,32.38,32.38,32.38,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-09-16,32.99,32.99,32.99,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-09-23,32.53,32.53,32.53,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-09-30,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-10-07,30.62,30.62,30.62,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-10-14,30.38,30.38,30.38,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-10-21,28.82,28.82,28.82,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2018-10-28,30.24,30.24,30.24,0.0,0.0,30.32,30.32,30.32,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-11-04,30.02,30.02,30.02,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-11-11,29.41,29.41,29.41,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-11-18,28.97,28.97,28.97,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2018-11-25,29.45,29.45,29.45,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-12-02,29.01,29.01,29.01,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-12-09,28.31,28.31,28.31,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-12-16,27.4,27.4,27.4,0.0,0.0,27.62,27.62,27.62,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-23,27.5,27.5,27.5,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-12-30,27.84,27.84,27.84,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-01-06,28.71,28.71,28.71,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-01-13,29.13,29.13,29.13,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-01-20,29.26,29.26,29.26,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-01-27,29.59,29.59,29.59,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-02-03,28.95,28.95,28.95,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-02-10,29.71,29.71,29.71,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-02-17,30.06,30.06,30.06,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-02-24,30.18,30.18,30.18,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-03-03,29.32,29.32,29.32,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-03-10,30.05,30.05,30.05,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-03-17,30.0,30.0,30.0,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-03-24,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-03-31,30.56,30.56,30.56,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-04-07,30.67,30.67,30.67,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-04-14,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-04-21,30.42,30.42,30.42,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-04-28,30.5,30.5,30.5,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-05-05,29.46,29.46,29.46,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-05-12,29.28,29.28,29.28,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-05-19,29.05,29.05,29.05,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-05-26,28.65,28.65,28.65,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-06-02,29.42,29.42,29.42,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-06-09,29.47,29.47,29.47,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-06-16,30.02,30.02,30.02,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-06-23,29.9,29.9,29.9,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-06-30,30.14,30.14,30.14,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-07-07,29.87,29.87,29.87,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-07-14,29.78,29.78,29.78,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-07-21,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-07-28,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-08-04,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-08-11,28.17,28.17,28.17,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-08-18,28.66,28.66,28.66,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-08-25,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-09-01,29.36,29.36,29.36,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-09-08,30.07,30.07,30.07,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-09-15,30.06,30.06,30.06,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-09-22,29.43,29.43,29.43,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-09-29,29.08,29.08,29.08,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-10-06,29.65,29.65,29.65,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-10-13,29.97,29.97,29.97,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-10-20,30.29,30.29,30.29,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-10-27,30.61,30.61,30.61,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-11-03,30.97,30.97,30.97,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-11-10,31.08,31.08,31.08,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-11-17,30.93,30.93,30.93,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-11-24,31.05,31.05,31.05,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-12-01,31.5,31.5,31.5,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-12-08,31.8,31.8,31.8,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-12-15,32.0,32.0,32.0,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-12-22,32.05,32.05,32.05,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-12-29,31.9,31.9,31.9,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.92,31.92,31.92,0.0,0.0
