Date,ANIK_Open_average,ANIK_Open_max,ANIK_Open_min,ANIK_Open_volatility,ANIK_Open_change,ANIK_High_average,ANIK_High_max,ANIK_High_min,ANIK_High_volatility,ANIK_High_change,ANIK_Low_average,ANIK_Low_max,ANIK_Low_min,ANIK_Low_volatility,ANIK_Low_change,ANIK_Close_average,ANIK_Close_max,ANIK_Close_min,ANIK_Close_volatility,ANIK_Close_change,ANIK_Volume_average,ANIK_Volume_max,ANIK_Volume_min,ANIK_Volume_volatility,ANIK_Volume_change
2018-01-14,57.9875,58.58,57.0,1.5799999999999983,0.990000000000002,58.9725,59.24,58.69,0.5500000000000043,0.44000000000000483,56.685,57.85,54.09,3.759999999999998,0.8500000000000014,58.53,59.03,58.1,0.9299999999999997,0.6700000000000017,59601,83427,43062,40365,-40365
2018-01-21,60.588,62.87,59.02,3.8499999999999943,3.8499999999999943,62.656,68.6,59.55,9.049999999999997,9.049999999999997,59.938,62.87,57.7,5.169999999999995,4.809999999999995,62.082,67.77,59.36,8.409999999999997,8.409999999999997,90518,133257,38007,95250,65440
2018-01-28,67.24600000000001,68.5,65.93,2.569999999999993,-1.75,68.602,69.81,67.55,2.260000000000005,1.1200000000000045,65.56,67.32,63.79,3.529999999999994,-3.529999999999994,66.85,68.43,64.6,3.8300000000000125,-3.8300000000000125,88154,119302,49615,69687,-12534
2018-02-04,60.564,64.33,58.25,6.079999999999998,-6.079999999999998,62.3,66.44,58.64,7.799999999999997,-7.799999999999997,58.836,62.04,56.49,5.549999999999997,-5.549999999999997,59.356,62.36,57.59,4.769999999999996,-4.769999999999996,133356,193381,89258,104123,5561
2018-02-11,58.116,59.27,56.9,2.3700000000000045,1.2700000000000031,59.804,61.09,58.46,2.6300000000000026,1.4100000000000037,57.798,59.23,56.82,2.4099999999999966,1.4899999999999949,58.832,60.63,57.24,3.3900000000000006,1.9000000000000057,99397,135982,60030,75952,-23880
2018-02-18,57.394999999999996,60.41,49.02,11.389999999999993,-11.389999999999993,59.1775,61.45,52.46,8.990000000000002,-8.920000000000002,55.4575,59.7,45.74,13.96,-13.439999999999998,57.3075,60.1,51.69,8.410000000000004,-8.410000000000004,131742,263263,52283,210980,210980
2018-02-25,52.467999999999996,54.3,51.29,3.009999999999998,-0.07000000000000028,53.6,54.64,52.31,2.3299999999999983,-1.3099999999999952,51.336,52.78,50.16,2.6200000000000045,-0.6300000000000026,52.606,54.22,51.51,2.710000000000001,-1.3700000000000045,121023,139810,91018,48792,-48792
2018-03-04,52.12,53.46,51.17,2.289999999999999,1.8599999999999994,52.946,53.89,51.89,2.0,1.9200000000000017,51.5,52.72,49.89,2.8299999999999983,2.8299999999999983,52.558,53.49,51.07,2.4200000000000017,2.4200000000000017,83151,123775,46414,77361,-56677
2018-03-11,53.382,54.06,52.07,1.990000000000002,-1.3399999999999963,54.134,54.88,53.11,1.7700000000000031,-1.5799999999999983,52.484,53.32,50.6,2.719999999999999,-2.6599999999999966,52.974000000000004,53.93,51.43,2.5,-2.5,113056,257968,63341,194627,194627
2018-03-18,51.742000000000004,52.39,51.06,1.3299999999999983,0.28000000000000114,52.696,53.08,51.82,1.259999999999998,-1.0700000000000003,50.774,51.15,49.55,1.6000000000000014,-1.5100000000000051,51.54,52.42,49.66,2.760000000000005,-2.760000000000005,94303,159519,37018,122501,-81959
2018-03-25,50.0775,51.17,49.32,1.8500000000000014,-0.36000000000000654,50.8075,51.22,50.19,1.0300000000000011,-1.0300000000000011,49.085,49.64,48.79,0.8500000000000014,-0.7000000000000028,49.8625,51.05,49.22,1.8299999999999983,-1.3299999999999983,69042,93471,52719,40752,6648
2018-04-01,47.316,49.75,45.11,4.640000000000001,-3.490000000000002,47.876,49.75,46.9,2.8500000000000014,-2.719999999999999,45.97,47.94,45.01,2.9299999999999997,-2.9299999999999997,46.654,48.27,45.65,2.6200000000000045,-2.6200000000000045,128127,254160,42729,211431,35222
2018-04-08,46.334,46.86,45.81,1.0499999999999972,0.4299999999999997,47.126,47.31,46.75,0.5600000000000023,-0.5600000000000023,45.966,46.15,45.81,0.3399999999999963,0.0,46.298,46.55,46.1,0.44999999999999574,-0.28000000000000114,81240,127164,53734,73430,-7266
2018-04-15,46.19,46.84,45.34,1.5,-1.019999999999996,46.578,47.09,46.0,1.0900000000000034,-0.8799999999999955,45.328,46.17,45.03,1.1400000000000006,-1.1400000000000006,45.958,46.62,45.13,1.4899999999999949,-1.4899999999999949,93333,168396,38663,129733,50188
2018-04-22,44.686,45.3,43.99,1.3099999999999952,-1.3099999999999952,45.046,45.49,44.35,1.1400000000000006,-1.1400000000000006,44.118,44.61,43.73,0.8800000000000026,-0.8599999999999994,44.39,44.81,43.95,0.8599999999999994,-0.8599999999999994,171624,403550,68705,334845,102805
2018-04-29,41.44,45.12,36.14,8.979999999999997,-7.799999999999997,43.132,46.59,38.73,7.8600000000000065,-6.5,39.698,45.02,30.91,14.110000000000003,-8.590000000000003,41.598,46.2,34.8,11.400000000000006,-6.140000000000001,323575,841774,102991,738783,88335
2018-05-06,37.202000000000005,38.03,36.6,1.4299999999999997,-0.9399999999999977,37.598,38.51,37.06,1.4499999999999957,-1.2100000000000009,36.736,37.74,36.06,1.6799999999999997,-1.0200000000000031,37.09,38.02,36.6,1.4200000000000017,-0.9500000000000028,156844,211490,95246,116244,8874
2018-05-13,38.416,39.63,37.11,2.520000000000003,2.1899999999999977,39.660000000000004,41.06,38.54,2.520000000000003,0.9500000000000028,37.544,38.94,36.19,2.75,1.5700000000000003,38.782,39.81,37.98,1.8300000000000054,0.9600000000000009,284760,731661,105674,625987,-74259
2018-05-20,39.57,41.42,38.75,2.6700000000000017,2.6700000000000017,40.502,42.51,39.29,3.219999999999999,2.020000000000003,39.228,40.29,38.52,1.769999999999996,1.5499999999999972,39.85,41.41,38.95,2.4599999999999937,1.230000000000004,184202,346824,123482,223342,-6675
2018-05-27,40.4025,40.86,40.0,0.8599999999999994,0.8599999999999994,41.15,41.49,40.24,1.25,1.1599999999999966,39.8725,40.36,39.39,0.9699999999999989,0.5,40.5975,41.24,40.0,1.240000000000002,1.240000000000002,168011,191782,110814,80968,8349
2018-06-03,42.27,42.77,41.37,1.4000000000000057,0.9400000000000048,42.854,43.26,42.51,0.75,0.23999999999999488,41.474,42.22,40.58,1.6400000000000006,0.030000000000001137,42.416,42.74,42.2,0.5399999999999991,-0.29999999999999716,198388,287255,141793,145462,-116276
2018-06-10,43.59,44.77,42.07,2.700000000000003,2.700000000000003,44.548,45.41,43.4,2.009999999999998,2.009999999999998,43.376,44.33,42.02,2.309999999999995,2.309999999999995,44.144,45.05,43.32,1.7299999999999969,1.7299999999999969,141022,244246,88572,155674,151294
